wojewodztwo_teryt;wojewodztwo_nazwa;powiat_teryt;powiat_nazwa;gmina_teryt;gmina_nazwa;kategoria;liczba_ludnosci;w1_zaszczepieni_pacjenci;w3_zaszczepieni_pelna_dawka;% zaszczepionych;% zaszczepionych pe�n� dawk�
4;kujawsko-pomorskie;413;sępoleński;413043;gm.m-w. Więcbork;Bydgoski;13309;6203;5996;46,6076;45,0522
24;śląskie;2413;tarnogórski;2413052;gm.w Krupski Młyn;Katowicki;3177;1476;1431;46,4589;45,0425
2;dolnośląskie;219;świdnicki;219021;Świebodzice;Wałbrzyski;22642;10773;10195;47,5797;45,0269
2;dolnośląskie;218;średzki;218043;gm.m-w. Środa Śląska;Wrocławski;19889;9496;8954;47,745;45,0199
26;świętokrzyskie;2603;kazimierski;2603022;gm.w Czarnocin;Kielecki;3723;1801;1676;48,375;45,0175
24;śląskie;2412;rybnicki;2412013;gm.m-w. Czerwionka-Leszczyny;;41909;19639;18855;46,8611;44,9903
14;mazowieckie;1406;grójecki;1406092;gm.w Pniewy;Radomski;4788;2257;2153;47,1387;44,9666
16;opolskie;1606;namysłowski;1606023;gm.m-w. Namysłów;Opolski;26210;12334;11783;47,0584;44,9561
30;wielkopolskie;3001;chodzieski;3001053;gm.m-w. Szamocin;Pilski;7513;3504;3377;46,6392;44,9488
14;mazowieckie;1406;grójecki;1406032;gm.w Chynów;Radomski;9853;4768;4428;48,3914;44,9406
2;dolnośląskie;219;świdnicki;219063;gm.m-w. Strzegom;Wałbrzyski;25499;12034;11458;47,194;44,9351
30;wielkopolskie;3008;kępiński;3008072;gm.w Trzcinica;Kaliski;4934;2332;2217;47,2639;44,9331
32;zachodniopomorskie;3208;kołobrzeski;3208033;gm.m-w. Gościno;Koszaliński;5133;2420;2306;47,1459;44,925
4;kujawsko-pomorskie;405;golubsko-dobrzyński;405043;gm.m-w. Kowalewo Pomorskie;Toruński;11416;5370;5128;47,0392;44,9194
24;śląskie;2479;Żory;2479011;Żory;;62844;29552;28225;47,0244;44,9128
30;wielkopolskie;3028;wągrowiecki;3028062;gm.w Wapno;Pilski;2931;1409;1316;48,0723;44,8994
28;warmińsko-mazurskie;2814;olsztyński;2814093;gm.m-w. Olsztynek;Olsztyński;13630;6428;6118;47,1607;44,8863
30;wielkopolskie;3020;pleszewski;3020033;gm.m-w. Dobrzyca;Kaliski;8093;3799;3630;46,9418;44,8536
10;łódzkie;1011;poddębicki;1011043;gm.m-w. Uniejów;Koniński;6956;3294;3119;47,3548;44,839
18;podkarpackie;1863;Rzeszów;1863011;Rzeszów;;196638;92274;88113;46,9258;44,8098
12;małopolskie;1206;krakowski;1206132;gm.w Sułoszowa;Krakowski;5807;2779;2602;47,856;44,808
20;podlaskie;2061;Białystok;2061011;Białystok;;296958;139327;133027;46,9181;44,7966
8;lubuskie;804;nowosolski;804082;gm.w Siedlisko;Zielonogórski;3554;1671;1592;47,0174;44,7946
30;wielkopolskie;3003;gnieźnieński;3003053;gm.m-w. Kłecko;Poznański;7431;3644;3327;49,0378;44,7719
30;wielkopolskie;3030;wrzesiński;3030012;gm.w Kołaczkowo;Poznański;5988;2853;2679;47,6453;44,7395
24;śląskie;2404;częstochowski;2404152;gm.w Rędziny;Częstochowski;9850;4716;4406;47,8782;44,731
14;mazowieckie;1424;pułtuski;1424043;gm.m-w. Pułtusk;Ciechanowski;24619;11719;11010;47,6014;44,7216
14;mazowieckie;1437;żuromiński;1437042;gm.w Lutocin;Ciechanowski;4197;2014;1875;47,9867;44,6748
10;łódzkie;1021;brzeziński;1021011;Brzeziny;Skierniewicki;12365;5770;5524;46,664;44,6745
2;dolnośląskie;208;kłodzki;208011;Duszniki-Zdrój;Wałbrzyski;4422;2080;1975;47,0375;44,663
4;kujawsko-pomorskie;415;toruński;415052;gm.w Łubianka;Toruński;7438;3540;3322;47,5934;44,6625
14;mazowieckie;1406;grójecki;1406083;gm.m-w. Nowe Miasto nad Pilicą;Radomski;7615;3620;3399;47,5378;44,6356
4;kujawsko-pomorskie;407;inowrocławski;407033;gm.m-w. Gniewkowo;Bydgoski;14315;6689;6389;46,7272;44,6315
14;mazowieckie;1420;płoński;1420082;gm.w Nowe Miasto;Ciechanowski;4665;2290;2082;49,089;44,6302
24;śląskie;2415;wodzisławski;2415041;Wodzisław Śląski;;47576;22143;21232;46,5424;44,6275
16;opolskie;1607;nyski;1607082;gm.w Pakosławice;Opolski;3496;1632;1560;46,6819;44,6224
6;lubelskie;614;puławski;614052;gm.w Końskowola;Lubelski;8719;4220;3890;48,4;44,6152
16;opolskie;1604;kluczborski;1604023;gm.m-w. Kluczbork;;35724;16804;15938;47,0384;44,6143
26;świętokrzyskie;2608;pińczowski;2608022;gm.w Kije;Kielecki;4320;2030;1925;46,9907;44,5602
30;wielkopolskie;3010;koniński;3010073;gm.m-w. Rychwał;Koniński;8203;3845;3655;46,8731;44,5569
30;wielkopolskie;3005;grodziski;3005032;gm.w Kamieniec;Poznański;6621;3206;2950;48,4217;44,5552
30;wielkopolskie;3020;pleszewski;3020052;gm.w Gołuchów;Kaliski;10807;5115;4815;47,3304;44,5545
24;śląskie;2403;cieszyński;2403113;gm.m-w. Strumień;Bielski;13256;6224;5904;46,9523;44,5383
26;świętokrzyskie;2602;jędrzejowski;2602072;gm.w Słupia;Kielecki;4278;2009;1905;46,9612;44,5302
8;lubuskie;810;żagański;810011;Gozdnica;Zielonogórski;2977;1443;1325;48,4716;44,5079
24;śląskie;2403;cieszyński;2403082;gm.w Hażlach;Bielski;10919;5119;4859;46,8816;44,5004
32;zachodniopomorskie;3212;pyrzycki;3212012;gm.w Bielice;Szczeciński;3142;1504;1398;47,8676;44,494
24;śląskie;2404;częstochowski;2404122;gm.w Olsztyn;Częstochowski;7835;3675;3486;46,9049;44,4927
24;śląskie;2412;rybnicki;2412032;gm.w Jejkowice;Katowicki;4185;1956;1862;46,7384;44,4922
4;kujawsko-pomorskie;404;chełmiński;404072;gm.w Unisław;Toruński;6989;3368;3108;48,19;44,4699
32;zachodniopomorskie;3209;koszaliński;3209082;gm.w Świeszyno;Koszaliński;7626;3605;3391;47,2725;44,4663
26;świętokrzyskie;2602;jędrzejowski;2602052;gm.w Oksa;Kielecki;4533;2184;2015;48,18;44,4518
26;świętokrzyskie;2613;włoszczowski;2613063;gm.m-w. Włoszczowa;Kielecki;19132;9079;8501;47,4545;44,4334
18;podkarpackie;1809;lubaczowski;1809011;Lubaczów;Przemyski;11830;5495;5255;46,4497;44,421
24;śląskie;2402;bielski;2402032;gm.w Buczkowice;Bielski;11226;5269;4986;46,9357;44,4148
30;wielkopolskie;3002;czarnkowsko-trzcianecki;3002073;gm.m-w. Trzcianka;Pilski;24224;11588;10757;47,8369;44,4064
30;wielkopolskie;3012;krotoszyński;3012033;gm.m-w. Koźmin Wielkopolski;Kaliski;13140;6269;5833;47,7093;44,3912
10;łódzkie;1006;łódzki wschodni;1006032;gm.w Brójce;Łódzki;6761;3141;3001;46,4576;44,3869
30;wielkopolskie;3030;wrzesiński;3030043;gm.m-w. Pyzdry;Koniński;6863;3303;3046;48,1276;44,3829
30;wielkopolskie;3031;złotowski;3031053;gm.m-w. Okonek;Pilski;8441;3954;3746;46,8428;44,3786
2;dolnośląskie;220;trzebnicki;220063;gm.m-w. Żmigród;Wrocławski;14608;6828;6476;46,7415;44,3319
4;kujawsko-pomorskie;414;świecki;414072;gm.w Osie;Bydgoski;5511;2551;2443;46,2892;44,3295
20;podlaskie;2005;hajnowski;2005022;gm.w Białowieża;Białostocki;2130;1009;944;47,3709;44,3192
16;opolskie;1605;krapkowicki;1605023;gm.m-w. Krapkowice;Opolski;22337;10293;9898;46,0805;44,3121
32;zachodniopomorskie;3204;goleniowski;3204043;gm.m-w. Nowogard;Szczeciński;24515;11568;10863;47,1874;44,3116
30;wielkopolskie;3010;koniński;3010123;gm.m-w. Ślesin;Koniński;14051;6588;6225;46,8863;44,3029
2;dolnośląskie;224;ząbkowicki;224013;gm.m-w. Bardo;Wałbrzyski;5210;2440;2308;46,833;44,2994
26;świętokrzyskie;2612;staszowski;2612073;gm.m-w. Staszów;Tarnobrzeski;25464;11990;11279;47,0861;44,2939
30;wielkopolskie;3016;obornicki;3016032;gm.w Ryczywół;Pilski;7264;3499;3216;48,1691;44,2731
30;wielkopolskie;3022;rawicki;3022013;gm.m-w. Bojanowo;Leszczyński;8710;4190;3856;48,1056;44,271
22;pomorskie;2207;kwidzyński;2207011;Kwidzyn;;38329;17864;16968;46,607;44,2694
24;śląskie;2415;wodzisławski;2415031;Rydułtowy;Katowicki;21385;9884;9467;46,2193;44,2693
4;kujawsko-pomorskie;408;lipnowski;408032;gm.w Chrostkowo;Włocławski;2851;1382;1261;48,4742;44,2301
26;świętokrzyskie;2608;pińczowski;2608052;gm.w Złota;Kielecki;4436;2114;1962;47,6555;44,229
32;zachodniopomorskie;3201;białogardzki;3201011;Białogard;Koszaliński;23950;11135;10589;46,4927;44,2129
28;warmińsko-mazurskie;2810;mrągowski;2810011;Mrągowo;Olsztyński;21302;9988;9418;46,8876;44,2118
10;łódzkie;1002;kutnowski;1002022;gm.w Bedlno;Płocki;5263;2635;2326;50,0665;44,1953
32;zachodniopomorskie;3212;pyrzycki;3212053;gm.m-w. Pyrzyce;Szczeciński;19227;8928;8497;46,4347;44,1931
2;dolnośląskie;203;głogowski;203032;gm.w Jerzmanowa;Legnicki;5347;2460;2363;46,0071;44,193
30;wielkopolskie;3002;czarnkowsko-trzcianecki;3002052;gm.w Lubasz;Pilski;7686;3636;3396;47,3068;44,1842
10;łódzkie;1002;kutnowski;1002062;gm.w Kutno;Płocki;8753;4110;3866;46,9553;44,1677
30;wielkopolskie;3014;międzychodzki;3014022;gm.w Kwilcz;Poznański;6377;3025;2816;47,4361;44,1587
2;dolnośląskie;206;karkonoski;206082;gm.w Podgórzyn;Jeleniogórski;8285;3860;3658;46,5902;44,1521
2;dolnośląskie;211;lubiński;211022;gm.w Lubin;Legnicki;16521;7659;7291;46,3592;44,1317
30;wielkopolskie;3023;słupecki;3023083;gm.m-w. Zagórów;Koniński;8878;4144;3918;46,6772;44,1316
22;pomorskie;2213;starogardzki;2213031;Starogard Gdański;;47272;22264;20861;47,0976;44,1297
12;małopolskie;1218;wadowicki;1218082;gm.w Tomice;Bielski;8223;3893;3628;47,3428;44,1202
10;łódzkie;1019;zduńskowolski;1019023;gm.m-w. Szadek;Sieradzki;7287;3377;3215;46,3428;44,1197
10;łódzkie;1007;opoczyński;1007023;gm.m-w. Drzewica;Radomski;10384;4868;4580;46,8798;44,1063
6;lubelskie;606;krasnostawski;606011;Krasnystaw;Chełmski;18383;8601;8103;46,7878;44,0788
26;świętokrzyskie;2602;jędrzejowski;2602033;gm.m-w. Małogoszcz;Kielecki;11495;5415;5066;47,1074;44,0713
14;mazowieckie;1419;płocki;1419063;gm.m-w. Gąbin;Płocki;10969;5138;4834;46,8411;44,0697
2;dolnośląskie;226;złotoryjski;226032;gm.w Pielgrzymka;Legnicki;4509;2100;1987;46,5735;44,0674
32;zachodniopomorskie;3216;świdwiński;3216033;gm.m-w. Połczyn-Zdrój;Koszaliński;14998;6995;6609;46,6396;44,0659
30;wielkopolskie;3012;krotoszyński;3012043;gm.m-w. Krotoszyn;;40269;18832;17740;46,7655;44,0537
30;wielkopolskie;3024;szamotulski;3024042;gm.w Obrzycko;Poznański;4498;2124;1981;47,221;44,0418
14;mazowieckie;1414;nowodworski;1414032;gm.w Leoncin;Warszawski;5588;2599;2461;46,5104;44,0408
2;dolnośląskie;214;oleśnicki;214032;gm.w Dobroszyce;Wrocławski;6886;3244;3032;47,1101;44,0314
24;śląskie;2406;kłobucki;2406042;gm.w Miedźno;Częstochowski;7518;3540;3310;47,087;44,0277
16;opolskie;1608;oleski;1608043;gm.m-w. Praszka;Częstochowski;13374;6255;5888;46,7699;44,0257
2;dolnośląskie;206;karkonoski;206041;Szklarska Poręba;Jeleniogórski;6653;3103;2929;46,6406;44,0253
4;kujawsko-pomorskie;415;toruński;415072;gm.w Obrowo;Toruński;18299;8505;8055;46,4779;44,0188
26;świętokrzyskie;2602;jędrzejowski;2602012;gm.w Imielno;Kielecki;4301;2091;1893;48,6166;44,013
28;warmińsko-mazurskie;2803;działdowski;2803043;gm.m-w. Lidzbark;Ciechanowski;13923;6515;6127;46,7931;44,0063
24;śląskie;2404;częstochowski;2404052;gm.w Kłomnice;Częstochowski;13422;6198;5903;46,1779;43,98
4;kujawsko-pomorskie;419;żniński;419052;gm.w Rogowo;Bydgoski;6802;3313;2991;48,7063;43,9724
4;kujawsko-pomorskie;409;mogileński;409022;gm.w Jeziora Wielkie;Bydgoski;4833;2324;2125;48,0861;43,9685
24;śląskie;2413;tarnogórski;2413092;gm.w Zbrosławice;Katowicki;16385;7520;7204;45,8956;43,967
4;kujawsko-pomorskie;412;rypiński;412032;gm.w Rogowo;Włocławski;4770;2220;2097;46,5409;43,9623
14;mazowieckie;1403;garwoliński;1403132;gm.w Wilga;Siedlecki;5261;2447;2312;46,5121;43,946
4;kujawsko-pomorskie;401;aleksandrowski;401052;gm.w Bądkowo;Włocławski;4187;1980;1840;47,2892;43,9455
24;śląskie;2406;kłobucki;2406082;gm.w Przystajń;Częstochowski;5849;2693;2570;46,0421;43,9391
4;kujawsko-pomorskie;405;golubsko-dobrzyński;405052;gm.w Radomin;Toruński;3801;1756;1670;46,1984;43,9358
26;świętokrzyskie;2604;kielecki;2604123;gm.m-w. Morawica;Kielecki;16912;7889;7430;46,6474;43,9333
4;kujawsko-pomorskie;418;włocławski;418043;gm.m-w. Brześć Kujawski;Włocławski;11352;5262;4987;46,3531;43,9306
6;lubelskie;662;Chełm;662011;Chełm;;61135;28170;26851;46,0784;43,9208
14;mazowieckie;1429;sokołowski;1429092;gm.w Sterdyń;Siedlecki;3819;1772;1677;46,3996;43,912
14;mazowieckie;1461;Ostrołęka;1461011;Ostrołęka;;51656;23810;22682;46,0934;43,9097
10;łódzkie;1003;łaski;1003052;gm.w Wodzierady;Sieradzki;3496;1611;1535;46,0812;43,9073
8;lubuskie;803;międzyrzecki;803042;gm.w Pszczew;Gorzowski;4287;2027;1882;47,2825;43,9002
2;dolnośląskie;214;oleśnicki;214083;gm.m-w. Twardogóra;Wrocławski;12889;5915;5658;45,8918;43,8979
24;śląskie;2476;Świętochłowice;2476011;Świętochłowice;;49108;22747;21555;46,3204;43,8931
30;wielkopolskie;3019;pilski;3019022;gm.w Białośliwie;Pilski;4809;2214;2110;46,0387;43,8761
24;śląskie;2415;wodzisławski;2415052;gm.w Godów;Katowicki;13845;6354;6073;45,8938;43,8642
12;małopolskie;1209;myślenicki;1209073;gm.m-w. Sułkowice;Krakowski;15061;6996;6605;46,4511;43,855
30;wielkopolskie;3011;kościański;3011053;gm.m-w. Śmigiel;Leszczyński;17489;8208;7669;46,9324;43,8504
4;kujawsko-pomorskie;401;aleksandrowski;401042;gm.w Aleksandrów Kujawski;Włocławski;12015;5614;5268;46,7249;43,8452
30;wielkopolskie;3005;grodziski;3005053;gm.m-w. Wielichowo;Poznański;6935;3267;3040;47,1089;43,8356
24;śląskie;2467;Jastrzębie-Zdrój;2467011;Jastrzębie-Zdrój;;88038;40399;38589;45,8881;43,8322
10;łódzkie;1017;wieluński;1017052;gm.w Osjaków;Sieradzki;4740;2207;2076;46,5612;43,7975
2;dolnośląskie;219;świdnicki;219052;gm.w Marcinowice;Wałbrzyski;6522;3005;2856;46,0748;43,7902
10;łódzkie;1017;wieluński;1017022;gm.w Czarnożyły;Sieradzki;4489;2068;1964;46,0682;43,7514
6;lubelskie;609;lubelski;609072;gm.w Jastków;Lubelski;14351;6623;6277;46,1501;43,7391
30;wielkopolskie;3019;pilski;3019083;gm.m-w. Wyrzysk;Pilski;13835;6336;6050;45,7969;43,7297
14;mazowieckie;1402;ciechanowski;1402072;gm.w Opinogóra Górna;Ciechanowski;5937;2785;2596;46,9092;43,7258
10;łódzkie;1002;kutnowski;1002092;gm.w Oporów;Płocki;2487;1165;1087;46,8436;43,7073
10;łódzkie;1016;tomaszowski;1016052;gm.w Inowłódz;Piotrkowski;3819;1759;1669;46,0592;43,7025
2;dolnośląskie;226;złotoryjski;226011;Wojcieszów;Jeleniogórski;3572;1694;1561;47,4244;43,701
30;wielkopolskie;3006;jarociński;3006043;gm.m-w. Żerków;Kaliski;10213;4751;4463;46,5191;43,6992
26;świętokrzyskie;2612;staszowski;2612033;gm.m-w. Oleśnica;Kielecki;3843;1810;1679;47,0986;43,6898
8;lubuskie;810;żagański;810053;gm.m-w. Małomice;Zielonogórski;5165;2393;2256;46,3311;43,6786
14;mazowieckie;1405;grodziski;1405052;gm.w Jaktorów;Skierniewicki;12638;5840;5519;46,2098;43,6699
6;lubelskie;614;puławski;614083;gm.m-w. Nałęczów;Lubelski;8881;4066;3878;45,7831;43,6663
26;świętokrzyskie;2611;starachowicki;2611053;gm.m-w. Wąchock;Kielecki;6739;3096;2942;45,9415;43,6563
14;mazowieckie;1419;płocki;1419153;gm.m-w. Wyszogród;Płocki;5532;2569;2415;46,4389;43,6551
30;wielkopolskie;3009;kolski;3009032;gm.w Chodów;Koniński;2985;1366;1303;45,7621;43,6516
30;wielkopolskie;3015;nowotomyski;3015023;gm.m-w. Lwówek;Poznański;9017;4348;3936;48,22;43,6509
30;wielkopolskie;3015;nowotomyski;3015012;gm.w Kuślin;Poznański;5467;2596;2386;47,4849;43,6437
14;mazowieckie;1428;sochaczewski;1428022;gm.w Brochów;Warszawski;4375;2028;1909;46,3543;43,6343
24;śląskie;2405;gliwicki;2405052;gm.w Rudziniec;Katowicki;10682;4841;4661;45,3192;43,6342
10;łódzkie;1009;pajęczański;1009043;gm.m-w. Pajęczno;Częstochowski;11491;5212;5014;45,3572;43,6341
2;dolnośląskie;218;średzki;218022;gm.w Malczyce;Wrocławski;5881;2704;2566;45,9786;43,632
10;łódzkie;1020;zgierski;1020021;Ozorków;Łódzki;19128;8876;8345;46,4032;43,6271
10;łódzkie;1002;kutnowski;1002052;gm.w Krzyżanów;Płocki;4202;1970;1832;46,8824;43,5983
32;zachodniopomorskie;3203;drawski;3203033;gm.m-w. Kalisz Pomorski;Koszaliński;7330;3426;3195;46,7394;43,588
22;pomorskie;2204;gdański;2204022;gm.w Cedry Wielkie;Gdański;6986;3199;3045;45,7916;43,5872
10;łódzkie;1015;skierniewicki;1015052;gm.w Lipce Reymontowskie;Skierniewicki;3279;1523;1429;46,4471;43,5804
14;mazowieckie;1438;żyrardowski;1438042;gm.w Radziejowice;Skierniewicki;5854;2726;2551;46,5665;43,577
26;świętokrzyskie;2602;jędrzejowski;2602082;gm.w Sobków;Kielecki;8474;4000;3692;47,2032;43,5686
14;mazowieckie;1435;wyszkowski;1435053;gm.m-w. Wyszków;;39708;18329;17299;46,1595;43,5655
6;lubelskie;617;świdnicki;617042;gm.w Rybczewice;Lubelski;3347;1522;1458;45,4736;43,5614
2;dolnośląskie;226;złotoryjski;226062;gm.w Złotoryja;Legnicki;6994;3206;3046;45,8393;43,5516
8;lubuskie;811;żarski;811043;gm.m-w. Jasień;Zielonogórski;6962;3185;3032;45,7483;43,5507
2;dolnośląskie;212;lwówecki;212033;gm.m-w. Lwówek Śląski;Jeleniogórski;17186;7910;7482;46,0258;43,5354
24;śląskie;2415;wodzisławski;2415021;Radlin;Katowicki;17665;8014;7688;45,3665;43,5211
24;śląskie;2478;Zabrze;2478011;Zabrze;;170924;77712;74371;45,4658;43,5112
8;lubuskie;801;gorzowski;801032;gm.w Deszczno;Gorzowski;10140;4681;4412;46,1637;43,5108
32;zachodniopomorskie;3208;kołobrzeski;3208062;gm.w Siemyśl;Koszaliński;3875;1778;1685;45,8839;43,4839
10;łódzkie;1001;bełchatowski;1001011;Bełchatów;;56419;25838;24528;45,7966;43,4747
4;kujawsko-pomorskie;410;nakielski;410013;gm.m-w. Kcynia;Bydgoski;13204;6072;5740;45,9861;43,4717
8;lubuskie;804;nowosolski;804023;gm.m-w. Bytom Odrzański;Zielonogórski;5376;2481;2337;46,1496;43,471
10;łódzkie;1018;wieruszowski;1018062;gm.w Sokolniki;Kaliski;5055;2363;2197;46,7458;43,4619
10;łódzkie;1007;opoczyński;1007043;gm.m-w. Opoczno;;33777;15841;14680;46,8988;43,4615
30;wielkopolskie;3001;chodzieski;3001032;gm.w Chodzież;Pilski;6136;2834;2666;46,1864;43,4485
14;mazowieckie;1425;radomski;1425011;Pionki;Radomski;17902;8307;7778;46,4026;43,4477
30;wielkopolskie;3007;kaliski;3007093;gm.m-w. Stawiszyn;Kaliski;7074;3242;3073;45,8298;43,4408
22;pomorskie;2213;starogardzki;2213013;gm.m-w. Czarna Woda;Gdański;3131;1425;1360;45,5126;43,4366
24;śląskie;2404;częstochowski;2404102;gm.w Mstów;Częstochowski;10846;5024;4711;46,3212;43,4354
12;małopolskie;1215;suski;1215092;gm.w Zembrzyce;Bielski;5611;2560;2437;45,6247;43,4325
22;pomorskie;2210;nowodworski;2210042;gm.w Stegna;Elbląski;9713;4490;4218;46,2267;43,4263
22;pomorskie;2214;tczewski;2214052;gm.w Subkowy;Gdański;5499;2595;2388;47,1904;43,4261
2;dolnośląskie;223;wrocławski;223032;gm.w Jordanów Śląski;Wrocławski;3197;1470;1388;45,9806;43,4157
10;łódzkie;1012;radomszczański;1012053;gm.m-w. Kamieńsk;Piotrkowski;5839;2681;2535;45,9154;43,415
4;kujawsko-pomorskie;419;żniński;419022;gm.w Gąsawa;Bydgoski;5215;2469;2264;47,3442;43,4132
10;łódzkie;1021;brzeziński;1021032;gm.w Dmosin;Skierniewicki;4446;2081;1929;46,8061;43,3873
22;pomorskie;2213;starogardzki;2213021;Skórcz;Gdański;3603;1661;1563;46,1005;43,3805
14;mazowieckie;1407;kozienicki;1407053;gm.m-w. Kozienice;Radomski;29187;13472;12661;46,1575;43,3789
8;lubuskie;809;zielonogórski;809043;gm.m-w. Kargowa;Zielonogórski;5815;2667;2521;45,8641;43,3534
4;kujawsko-pomorskie;418;włocławski;418052;gm.w Choceń;Włocławski;7910;3632;3429;45,9166;43,3502
8;lubuskie;810;żagański;810092;gm.w Żagań;Zielonogórski;7317;3325;3171;45,4421;43,3374
24;śląskie;2408;mikołowski;2408031;Orzesze;Katowicki;21290;9630;9226;45,2325;43,3349
32;zachodniopomorskie;3216;świdwiński;3216022;gm.w Brzeżno;Koszaliński;2781;1277;1205;45,9187;43,3297
16;opolskie;1607;nyski;1607063;gm.m-w. Otmuchów;Opolski;13355;6134;5786;45,9304;43,3246
12;małopolskie;1215;suski;1215082;gm.w Zawoja;Bielski;9039;4183;3914;46,2772;43,3013
4;kujawsko-pomorskie;411;radziejowski;411072;gm.w Topólka;Włocławski;4738;2206;2051;46,5597;43,2883
32;zachodniopomorskie;3210;myśliborski;3210043;gm.m-w. Myślibórz;Gorzowski;19567;8924;8469;45,6074;43,2821
32;zachodniopomorskie;3215;szczecinecki;3215052;gm.w Grzmiąca;Koszaliński;4638;2162;2007;46,6149;43,273
24;śląskie;2417;żywiecki;2417072;gm.w Łękawica;Bielski;4560;2088;1973;45,7895;43,2675
24;śląskie;2406;kłobucki;2406023;gm.m-w. Krzepice;Częstochowski;9010;4114;3898;45,6604;43,263
4;kujawsko-pomorskie;418;włocławski;418113;gm.m-w. Lubień Kujawski;Włocławski;7233;3367;3128;46,5505;43,2462
30;wielkopolskie;3010;koniński;3010022;gm.w Grodziec;Koniński;5131;2418;2218;47,1253;43,2274
2;dolnośląskie;218;średzki;218012;gm.w Kostomłoty;Wrocławski;7109;3262;3073;45,8855;43,2269
30;wielkopolskie;3028;wągrowiecki;3028033;gm.m-w. Gołańcz;Pilski;8185;3816;3538;46,6219;43,2254
2;dolnośląskie;222;wołowski;222033;gm.m-w. Wołów;Wrocławski;22318;10178;9645;45,6044;43,2162
10;łódzkie;1005;łowicki;1005072;gm.w Łowicz;Skierniewicki;7708;3527;3330;45,7577;43,2019
26;świętokrzyskie;2613;włoszczowski;2613032;gm.w Moskorzew;Częstochowski;2618;1221;1131;46,6387;43,2009
2;dolnośląskie;206;karkonoski;206092;gm.w Stara Kamienica;Jeleniogórski;5250;2419;2268;46,0762;43,2
26;świętokrzyskie;2607;ostrowiecki;2607032;gm.w Bodzechów;Kielecki;13177;5992;5692;45,4732;43,1965
26;świętokrzyskie;2606;opatowski;2606032;gm.w Lipnik;Tarnobrzeski;5137;2356;2219;45,8633;43,1964
28;warmińsko-mazurskie;2806;giżycki;2806083;gm.m-w. Ryn;Suwalski;5640;2600;2436;46,0993;43,1915
26;świętokrzyskie;2613;włoszczowski;2613042;gm.w Radków;Częstochowski;2501;1129;1080;45,1419;43,1827
6;lubelskie;664;Zamość;664011;Zamość;;62785;28495;27106;45,385;43,1727
24;śląskie;2410;pszczyński;2410062;gm.w Suszec;Katowicki;12469;5700;5383;45,7134;43,1711
4;kujawsko-pomorskie;406;grudziądzki;406033;gm.m-w. Łasin;Toruński;7778;3609;3357;46,4001;43,1602
14;mazowieckie;1417;otwocki;1417062;gm.w Osieck;Siedlecki;3673;1668;1585;45,4125;43,1527
28;warmińsko-mazurskie;2806;giżycki;2806052;gm.w Kruklanki;Suwalski;3115;1424;1344;45,7143;43,1461
28;warmińsko-mazurskie;2803;działdowski;2803062;gm.w Rybno;Ciechanowski;7160;3297;3089;46,0475;43,1425
22;pomorskie;2212;słupski;2212062;gm.w Kobylnica;Słupski;13211;6016;5698;45,5378;43,1307
16;opolskie;1607;nyski;1607073;gm.m-w. Paczków;Opolski;12429;5764;5360;46,3754;43,1249
2;dolnośląskie;208;kłodzki;208133;gm.m-w. Stronie Śląskie;Wałbrzyski;7451;3371;3213;45,2422;43,1217
4;kujawsko-pomorskie;404;chełmiński;404042;gm.w Lisewo;Toruński;5181;2459;2234;47,4619;43,1191
24;śląskie;2404;częstochowski;2404112;gm.w Mykanów;Częstochowski;15164;6977;6536;46,0103;43,1021
6;lubelskie;614;puławski;614092;gm.w Puławy;Lubelski;12162;5533;5242;45,4942;43,1015
12;małopolskie;1210;nowosądecki;1210073;gm.m-w. Krynica-Zdrój;Nowosądecki;16596;7456;7153;44,9265;43,1007
28;warmińsko-mazurskie;2804;elbląski;2804063;gm.m-w. Młynary;Elbląski;4411;2036;1901;46,1573;43,0968
32;zachodniopomorskie;3214;stargardzki;3214113;gm.m-w. Suchań;Szczeciński;4256;1966;1834;46,1936;43,0921
2;dolnośląskie;217;strzeliński;217022;gm.w Kondratowice;Wrocławski;4199;1893;1809;45,0822;43,0817
22;pomorskie;2212;słupski;2212102;gm.w Ustka;Słupski;8295;3782;3573;45,5937;43,0741
8;lubuskie;806;strzelecko-drezdenecki;806052;gm.w Zwierzyn;Gorzowski;4307;2002;1855;46,4825;43,0694
10;łódzkie;1010;piotrkowski;1010072;gm.w Ręczno;Piotrkowski;3492;1605;1503;45,9622;43,0412
28;warmińsko-mazurskie;2808;kętrzyński;2808062;gm.w Srokowo;Olsztyński;3723;1649;1602;44,2922;43,0298
26;świętokrzyskie;2605;konecki;2605012;gm.w Fałków;Piotrkowski;4328;2059;1862;47,5739;43,0222
10;łódzkie;1007;opoczyński;1007062;gm.w Poświętne;Piotrkowski;3101;1438;1334;46,3721;43,0184
30;wielkopolskie;3025;średzki;3025022;gm.w Krzykosy;Poznański;7163;3398;3081;47,4382;43,0127
20;podlaskie;2002;białostocki;2002042;gm.w Gródek;Białostocki;5093;2295;2190;45,0618;43,0002
24;śląskie;2412;rybnicki;2412052;gm.w Świerklany;Katowicki;12540;5619;5392;44,8086;42,9984
22;pomorskie;2211;pucki;2211011;Hel;Gdański;3212;1557;1381;48,4745;42,995
14;mazowieckie;1420;płoński;1420062;gm.w Joniec;Ciechanowski;2650;1233;1139;46,5283;42,9811
