wojewodztwo_teryt;wojewodztwo_nazwa;powiat_teryt;powiat_nazwa;gmina_teryt;gmina_nazwa;kategoria;liczba_ludnosci;w1_zaszczepieni_pacjenci;w3_zaszczepieni_pelna_dawka;%_zaszczepionych;%_zaszczepionych_pe�n�_dawk�
14;mazowieckie;1405;grodziski;1405021;Podkowa Leśna;Warszawski;3801;2639;2512;69,4291;66,0879
14;mazowieckie;1465;Warszawa;1465011;M. St. Warszawa;;1794166;1208329;1165065;67,3477;64,9363
30;wielkopolskie;3064;Poznań;3064011;Poznań;;532048;354423;341538;66,6149;64,1931
14;mazowieckie;1421;pruszkowski;1421062;gm.w Raszyn;Warszawski;21971;14667;13982;66,7562;63,6384
30;wielkopolskie;3024;szamotulski;3024083;gm.m-w. Wronki;Pilski;19081;12929;12142;67,7585;63,634
2;dolnośląskie;264;Wrocław;264011;Wrocław;;641928;416834;402442;64,9347;62,6927
14;mazowieckie;1421;pruszkowski;1421042;gm.w Michałowice;Warszawski;18361;11928;11490;64,9638;62,5783
14;mazowieckie;1418;piaseczyński;1418023;gm.m-w. Konstancin-Jeziorna;Warszawski;24621;15882;15183;64,5059;61,6669
12;małopolskie;1261;Kraków;1261011;Kraków;;779966;497351;480257;63,7657;61,5741
32;zachodniopomorskie;3208;kołobrzeski;3208072;gm.w Ustronie Morskie;Koszaliński;3617;2383;2219;65,8833;61,3492
14;mazowieckie;1418;piaseczyński;1418043;gm.m-w. Piaseczno;;86217;54790;52682;63,549;61,104
30;wielkopolskie;3021;poznański;3021021;Puszczykowo;Poznański;9575;6030;5841;62,9765;61,0026
22;pomorskie;2261;Gdańsk;2261011;Gdańsk;;470805;297419;286677;63,1724;60,8908
30;wielkopolskie;3021;poznański;3021152;gm.w Suchy Las;Poznański;18512;11630;11196;62,8241;60,4797
14;mazowieckie;1418;piaseczyński;1418032;gm.w Lesznowola;Warszawski;29767;18826;17985;63,2445;60,4193
30;wielkopolskie;3011;kościański;3011011;Kościan;Leszczyński;23716;14859;14318;62,6539;60,3727
4;kujawsko-pomorskie;411;radziejowski;411011;Radziejów;Włocławski;5499;3426;3308;62,3022;60,1564
14;mazowieckie;1432;warszawski zachodni;1432053;gm.m-w. Łomianki;Warszawski;27705;17268;16630;62,3281;60,0253
22;pomorskie;2210;nowodworski;2210011;Krynica Morska;Elbląski;1290;790;770;61,2403;59,6899
14;mazowieckie;1421;pruszkowski;1421011;Piastów;Warszawski;22559;13996;13456;62,0418;59,648
30;wielkopolskie;3021;poznański;3021011;Luboń;;32015;19905;19079;62,174;59,5939
30;wielkopolskie;3021;poznański;3021172;gm.w Tarnowo Podgórne;Poznański;28908;17776;17067;61,4916;59,039
14;mazowieckie;1421;pruszkowski;1421021;Pruszków;;62623;38339;36646;61,2219;58,5184
22;pomorskie;2264;Sopot;2264011;Sopot;;35286;21396;20631;60,6359;58,4679
30;wielkopolskie;3002;czarnkowsko-trzcianecki;3002011;Czarnków;Pilski;10464;6411;6114;61,2672;58,4289
22;pomorskie;2262;Gdynia;2262011;Gdynia;;244969;148976;142911;60,8142;58,3384
14;mazowieckie;1432;warszawski zachodni;1432013;gm.m-w. Błonie;Warszawski;21610;13150;12597;60,8515;58,2925
14;mazowieckie;1432;warszawski zachodni;1432022;gm.w Izabelin;Warszawski;10560;6426;6148;60,8523;58,2197
30;wielkopolskie;3021;poznański;3021163;gm.m-w. Swarzędz;;52206;31613;30382;60,5543;58,1964
30;wielkopolskie;3024;szamotulski;3024011;Obrzycko;Poznański;2385;1452;1386;60,8805;58,1132
30;wielkopolskie;3021;poznański;3021143;gm.m-w. Stęszew;Poznański;15125;9177;8768;60,6744;57,9702
14;mazowieckie;1408;legionowski;1408011;Legionowo;;53529;32293;31012;60,328;57,935
12;małopolskie;1206;krakowski;1206172;gm.w Zielonki;Krakowski;23690;14190;13724;59,8987;57,9316
14;mazowieckie;1421;pruszkowski;1421033;gm.m-w. Brwinów;Warszawski;26812;16219;15516;60,4916;57,8696
30;wielkopolskie;3021;poznański;3021042;gm.w Czerwonak;Poznański;27780;16684;16065;60,0576;57,8294
4;kujawsko-pomorskie;403;bydgoski;403062;gm.w Osielsko;Bydgoski;15347;9074;8836;59,1256;57,5748
2;dolnośląskie;223;wrocławski;223052;gm.w Kobierzyce;Wrocławski;22154;13343;12754;60,2284;57,5697
24;śląskie;2401;będziński;2401042;gm.w Bobrowniki;Katowicki;12122;7257;6977;59,8664;57,5565
24;śląskie;2469;Katowice;2469011;Katowice;;290553;172774;166904;59,4638;57,4436
30;wielkopolskie;3021;poznański;3021132;gm.w Rokietnica;Poznański;19326;11585;11066;59,9452;57,2597
30;wielkopolskie;3021;poznański;3021052;gm.w Dopiewo;Poznański;29328;17374;16784;59,2403;57,2286
4;kujawsko-pomorskie;401;aleksandrowski;401021;Ciechocinek;Włocławski;10534;6181;5999;58,6767;56,9489
32;zachodniopomorskie;3205;gryficki;3205072;gm.w Rewal;Szczeciński;3852;2280;2192;59,19;56,9055
10;łódzkie;1061;Łódź;1061011;Łódź;;672185;397168;382022;59,0861;56,8329
14;mazowieckie;1421;pruszkowski;1421052;gm.w Nadarzyn;Warszawski;14353;8546;8157;59,5416;56,8313
12;małopolskie;1206;krakowski;1206082;gm.w Michałowice;Krakowski;10909;6476;6192;59,3638;56,7605
14;mazowieckie;1432;warszawski zachodni;1432072;gm.w Stare Babice;Warszawski;19605;11553;11103;58,9288;56,6335
24;śląskie;2401;będziński;2401062;gm.w Psary;Katowicki;12268;7183;6926;58,5507;56,4558
14;mazowieckie;1408;legionowski;1408022;gm.w Jabłonna;Warszawski;20096;11796;11344;58,6982;56,449
14;mazowieckie;1412;miński;1412151;Sulejówek;Warszawski;19951;11646;11253;58,373;56,4032
12;małopolskie;1213;oświęcimski;1213082;gm.w Przeciszów;Bielski;6739;3912;3789;58,0502;56,225
12;małopolskie;1206;krakowski;1206152;gm.w Wielka Wieś;Krakowski;13162;7710;7400;58,5777;56,2225
30;wielkopolskie;3024;szamotulski;3024073;gm.m-w. Szamotuły;;30188;17709;16968;58,6624;56,2078
