wojewodztwo_teryt;wojewodztwo_nazwa;powiat_teryt;powiat_nazwa;gmina_teryt;gmina_nazwa;kategoria;liczba_ludnosci;w1_zaszczepieni_pacjenci;w3_zaszczepieni_pelna_dawka;%_ zaszczepionych;%_zaszczepionych_pe�n�_dawk�
2;dolnośląskie;226;złotoryjski;226011;Wojcieszów;Jeleniogórski;3572;1701;1574;47,6204;44,0649
14;mazowieckie;1403;garwoliński;1403132;gm.w Wilga;Siedlecki;5261;2458;2318;46,7212;44,0601
2;dolnośląskie;218;średzki;218022;gm.w Malczyce;Wrocławski;5881;2715;2591;46,1656;44,0571
14;mazowieckie;1402;ciechanowski;1402072;gm.w Opinogóra Górna;Ciechanowski;5937;2804;2615;47,2292;44,0458
14;mazowieckie;1429;sokołowski;1429092;gm.w Sterdyń;Siedlecki;3819;1776;1682;46,5043;44,0429
10;łódzkie;1017;wieluński;1017022;gm.w Czarnożyły;Sieradzki;4489;2079;1977;46,3132;44,041
10;łódzkie;1020;zgierski;1020021;Ozorków;Łódzki;19128;8934;8424;46,7064;44,0402
4;kujawsko-pomorskie;416;tucholski;416052;gm.w Śliwice;Bydgoski;5595;2578;2464;46,0769;44,0393
32;zachodniopomorskie;3208;kołobrzeski;3208062;gm.w Siemyśl;Koszaliński;3875;1797;1706;46,3742;44,0258
2;dolnośląskie;212;lwówecki;212033;gm.m-w. Lwówek Śląski;Jeleniogórski;17186;8028;7565;46,7124;44,0184
26;świętokrzyskie;2605;konecki;2605012;gm.w Fałków;Piotrkowski;4328;2066;1904;47,7357;43,9926
4;kujawsko-pomorskie;419;żniński;419022;gm.w Gąsawa;Bydgoski;5215;2496;2293;47,8619;43,9693
4;kujawsko-pomorskie;403;bydgoski;403022;gm.w Dąbrowa Chełmińska;Bydgoski;8415;3929;3699;46,6904;43,9572
8;lubuskie;811;żarski;811043;gm.m-w. Jasień;Zielonogórski;6962;3223;3060;46,2942;43,9529
10;łódzkie;1002;kutnowski;1002092;gm.w Oporów;Płocki;2487;1169;1093;47,0044;43,9485
30;wielkopolskie;3019;pilski;3019083;gm.m-w. Wyrzysk;Pilski;13835;6359;6080;45,9631;43,9465
32;zachodniopomorskie;3216;świdwiński;3216022;gm.w Brzeżno;Koszaliński;2781;1283;1222;46,1345;43,941
10;łódzkie;1016;tomaszowski;1016052;gm.w Inowłódz;Piotrkowski;3819;1770;1678;46,3472;43,9382
28;warmińsko-mazurskie;2806;giżycki;2806083;gm.m-w. Ryn;Suwalski;5640;2618;2478;46,4184;43,9362
6;lubelskie;609;lubelski;609072;gm.w Jastków;Lubelski;14351;6651;6305;46,3452;43,9342
4;kujawsko-pomorskie;407;inowrocławski;407082;gm.w Rojewo;Bydgoski;4723;2219;2075;46,9828;43,9339
26;świętokrzyskie;2613;włoszczowski;2613032;gm.w Moskorzew;Częstochowski;2618;1242;1150;47,4408;43,9267
14;mazowieckie;1405;grodziski;1405052;gm.w Jaktorów;Skierniewicki;12638;5877;5551;46,5026;43,9231
6;lubelskie;614;puławski;614083;gm.m-w. Nałęczów;Lubelski;8881;4083;3900;45,9746;43,914
30;wielkopolskie;3006;jarociński;3006043;gm.m-w. Żerków;Kaliski;10213;4770;4484;46,7052;43,9048
8;lubuskie;810;żagański;810053;gm.m-w. Małomice;Zielonogórski;5165;2402;2267;46,5053;43,8916
28;warmińsko-mazurskie;2803;działdowski;2803062;gm.w Rybno;Ciechanowski;7160;3336;3142;46,5922;43,8827
10;łódzkie;1017;wieluński;1017052;gm.w Osjaków;Sieradzki;4740;2212;2080;46,6667;43,8819
24;śląskie;2404;częstochowski;2404102;gm.w Mstów;Częstochowski;10846;5050;4759;46,5609;43,8779
8;lubuskie;806;strzelecko-drezdenecki;806052;gm.w Zwierzyn;Gorzowski;4307;2019;1889;46,8772;43,8588
14;mazowieckie;1407;kozienicki;1407053;gm.m-w. Kozienice;Radomski;29187;13555;12801;46,4419;43,8586
10;łódzkie;1018;wieruszowski;1018062;gm.w Sokolniki;Kaliski;5055;2369;2217;46,8645;43,8576
14;mazowieckie;1419;płocki;1419153;gm.m-w. Wyszogród;Płocki;5532;2582;2425;46,6739;43,8359
14;mazowieckie;1438;żyrardowski;1438042;gm.w Radziejowice;Skierniewicki;5854;2733;2566;46,686;43,8333
14;mazowieckie;1425;radomski;1425011;Pionki;Radomski;17902;8368;7847;46,7434;43,8331
6;lubelskie;617;świdnicki;617042;gm.w Rybczewice;Lubelski;3347;1526;1467;45,5931;43,8303
4;kujawsko-pomorskie;410;nakielski;410013;gm.m-w. Kcynia;Bydgoski;13204;6109;5786;46,2663;43,8201
30;wielkopolskie;3009;kolski;3009032;gm.w Chodów;Koniński;2985;1373;1308;45,9966;43,8191
24;śląskie;2415;wodzisławski;2415021;Radlin;Katowicki;17665;8053;7740;45,5873;43,8155
10;łódzkie;1001;bełchatowski;1001011;Bełchatów;;56419;25947;24718;45,9898;43,8115
2;dolnośląskie;226;złotoryjski;226062;gm.w Złotoryja;Legnicki;6994;3219;3064;46,0252;43,809
30;wielkopolskie;3028;wągrowiecki;3028042;gm.w Mieścisko;Poznański;5909;2795;2587;47,3007;43,7807
12;małopolskie;1215;suski;1215092;gm.w Zembrzyce;Bielski;5611;2572;2456;45,8385;43,7712
14;mazowieckie;1435;wyszkowski;1435053;gm.m-w. Wyszków;;39708;18410;17380;46,3635;43,7695
14;mazowieckie;1407;kozienicki;1407062;gm.w Magnuszew;Radomski;6706;3103;2935;46,272;43,7668
24;śląskie;2478;Zabrze;2478011;Zabrze;;170924;78067;74786;45,6735;43,7539
22;pomorskie;2204;gdański;2204082;gm.w Trąbki Wielkie;Gdański;11242;5247;4918;46,6732;43,7467
30;wielkopolskie;3001;chodzieski;3001032;gm.w Chodzież;Pilski;6136;2846;2684;46,382;43,7419
10;łódzkie;1004;łęczycki;1004022;gm.w Daszyna;Płocki;3827;1823;1674;47,6352;43,7418
24;śląskie;2405;gliwicki;2405052;gm.w Rudziniec;Katowicki;10682;4856;4672;45,4597;43,7371
10;łódzkie;1009;pajęczański;1009043;gm.m-w. Pajęczno;Częstochowski;11491;5218;5025;45,4095;43,7299
22;pomorskie;2213;starogardzki;2213013;gm.m-w. Czarna Woda;Gdański;3131;1438;1369;45,9278;43,724
10;łódzkie;1002;kutnowski;1002052;gm.w Krzyżanów;Płocki;4202;1989;1836;47,3346;43,6935
22;pomorskie;2213;starogardzki;2213021;Skórcz;Gdański;3603;1669;1574;46,3225;43,6858
32;zachodniopomorskie;3214;stargardzki;3214113;gm.m-w. Suchań;Szczeciński;4256;1980;1859;46,5226;43,6795
10;łódzkie;1010;piotrkowski;1010072;gm.w Ręczno;Piotrkowski;3492;1631;1525;46,7068;43,6712
24;śląskie;2408;mikołowski;2408031;Orzesze;Katowicki;21290;9704;9297;45,5801;43,6684
4;kujawsko-pomorskie;419;żniński;419033;gm.m-w. Janowiec Wielkopolski;Bydgoski;8883;4060;3879;45,7053;43,6677
12;małopolskie;1215;suski;1215082;gm.w Zawoja;Bielski;9039;4198;3947;46,4432;43,6663
8;lubuskie;809;zielonogórski;809043;gm.m-w. Kargowa;Zielonogórski;5815;2703;2539;46,4832;43,6629
4;kujawsko-pomorskie;406;grudziądzki;406033;gm.m-w. Łasin;Toruński;7778;3632;3396;46,6958;43,6616
16;opolskie;1607;nyski;1607063;gm.m-w. Otmuchów;Opolski;13355;6163;5831;46,1475;43,6615
22;pomorskie;2201;bytowski;2201063;gm.m-w. Miastko;Słupski;19315;8772;8430;45,4155;43,6448
10;łódzkie;1015;skierniewicki;1015052;gm.w Lipce Reymontowskie;Skierniewicki;3279;1525;1431;46,5081;43,6414
30;wielkopolskie;3028;wągrowiecki;3028033;gm.m-w. Gołańcz;Pilski;8185;3841;3572;46,9273;43,6408
24;śląskie;2406;kłobucki;2406023;gm.m-w. Krzepice;Częstochowski;9010;4136;3932;45,9046;43,6404
8;lubuskie;810;żagański;810092;gm.w Żagań;Zielonogórski;7317;3347;3193;45,7428;43,6381
10;łódzkie;1021;brzeziński;1021032;gm.w Dmosin;Skierniewicki;4446;2087;1939;46,9411;43,6122
22;pomorskie;2214;tczewski;2214052;gm.w Subkowy;Gdański;5499;2602;2398;47,3177;43,6079
4;kujawsko-pomorskie;404;chełmiński;404042;gm.w Lisewo;Toruński;5181;2476;2259;47,79;43,6016
32;zachodniopomorskie;3215;szczecinecki;3215052;gm.w Grzmiąca;Koszaliński;4638;2170;2022;46,7874;43,5964
4;kujawsko-pomorskie;411;radziejowski;411072;gm.w Topólka;Włocławski;4738;2217;2065;46,7919;43,5838
6;lubelskie;614;puławski;614112;gm.w Żyrzyn;Lubelski;6411;2914;2792;45,4531;43,5501
12;małopolskie;1210;nowosądecki;1210113;gm.m-w. Muszyna;Nowosądecki;11535;5255;5020;45,557;43,5197
14;mazowieckie;1417;otwocki;1417062;gm.w Osieck;Siedlecki;3673;1679;1598;45,712;43,5067
28;warmińsko-mazurskie;2804;elbląski;2804063;gm.m-w. Młynary;Elbląski;4411;2041;1919;46,2707;43,5049
12;małopolskie;1210;nowosądecki;1210073;gm.m-w. Krynica-Zdrój;Nowosądecki;16596;7492;7220;45,1434;43,5045
10;łódzkie;1005;łowicki;1005072;gm.w Łowicz;Skierniewicki;7708;3552;3353;46,082;43,5003
4;kujawsko-pomorskie;418;włocławski;418113;gm.m-w. Lubień Kujawski;Włocławski;7233;3387;3146;46,827;43,4951
26;świętokrzyskie;2607;ostrowiecki;2607032;gm.w Bodzechów;Kielecki;13177;6027;5731;45,7388;43,4924
2;dolnośląskie;222;wołowski;222033;gm.m-w. Wołów;Wrocławski;22318;10229;9706;45,833;43,4896
4;kujawsko-pomorskie;418;włocławski;418052;gm.w Choceń;Włocławski;7910;3651;3440;46,1568;43,4893
30;wielkopolskie;3010;koniński;3010022;gm.w Grodziec;Koniński;5131;2431;2231;47,3787;43,4808
2;dolnośląskie;223;wrocławski;223032;gm.w Jordanów Śląski;Wrocławski;3197;1471;1390;46,0119;43,4783
6;lubelskie;614;puławski;614092;gm.w Puławy;Lubelski;12162;5572;5287;45,8148;43,4715
32;zachodniopomorskie;3210;myśliborski;3210043;gm.m-w. Myślibórz;Gorzowski;19567;8962;8506;45,8016;43,4712
4;kujawsko-pomorskie;414;świecki;414012;gm.w Bukowiec;Bydgoski;5130;2332;2230;45,4581;43,4698
2;dolnośląskie;218;średzki;218012;gm.w Kostomłoty;Wrocławski;7109;3303;3090;46,4622;43,466
24;śląskie;2412;rybnicki;2412052;gm.w Świerklany;Katowicki;12540;5663;5450;45,1595;43,4609
22;pomorskie;2212;słupski;2212102;gm.w Ustka;Słupski;8295;3814;3605;45,9795;43,4599
4;kujawsko-pomorskie;410;nakielski;410042;gm.w Sadki;Bydgoski;7253;3355;3152;46,2567;43,4579
30;wielkopolskie;3023;słupecki;3023032;gm.w Orchowo;Koniński;3800;1787;1651;47,0263;43,4474
24;śląskie;2417;żywiecki;2417072;gm.w Łękawica;Bielski;4560;2091;1981;45,8553;43,443
22;pomorskie;2210;nowodworski;2210023;gm.m-w. Nowy Dwór Gdański;Elbląski;17607;8041;7648;45,6693;43,4373
4;kujawsko-pomorskie;402;brodnicki;402062;gm.w Bartniczka;Toruński;4708;2244;2045;47,6636;43,4367
28;warmińsko-mazurskie;2806;giżycki;2806052;gm.w Kruklanki;Suwalski;3115;1428;1353;45,8427;43,435
6;lubelskie;614;puławski;614032;gm.w Janowiec;Lubelski;3666;1676;1592;45,7174;43,4261
24;śląskie;2404;częstochowski;2404112;gm.w Mykanów;Częstochowski;15164;7018;6584;46,2807;43,4186
28;warmińsko-mazurskie;2808;kętrzyński;2808062;gm.w Srokowo;Olsztyński;3723;1673;1616;44,9369;43,4059
30;wielkopolskie;3025;średzki;3025022;gm.w Krzykosy;Poznański;7163;3419;3109;47,7314;43,4036
6;lubelskie;664;Zamość;664011;Zamość;;62785;28632;27249;45,6032;43,4005
10;łódzkie;1018;wieruszowski;1018022;gm.w Czastary;Kaliski;4000;1793;1736;44,825;43,4
26;świętokrzyskie;2606;opatowski;2606032;gm.w Lipnik;Tarnobrzeski;5137;2366;2229;46,058;43,3911
16;opolskie;1607;nyski;1607073;gm.m-w. Paczków;Opolski;12429;5785;5390;46,5444;43,3663
22;pomorskie;2212;słupski;2212062;gm.w Kobylnica;Słupski;13211;6048;5729;45,78;43,3654
2;dolnośląskie;203;głogowski;203062;gm.w Żukowice;Legnicki;3469;1608;1504;46,3534;43,3554
2;dolnośląskie;208;kłodzki;208133;gm.m-w. Stronie Śląskie;Wałbrzyski;7451;3390;3230;45,4972;43,3499
4;kujawsko-pomorskie;413;sępoleński;413013;gm.m-w. Kamień Krajeński;Bydgoski;6834;3106;2961;45,4492;43,3275
4;kujawsko-pomorskie;410;nakielski;410023;gm.m-w. Mrocza;Bydgoski;9193;4215;3983;45,8501;43,3264
14;mazowieckie;1420;płoński;1420062;gm.w Joniec;Ciechanowski;2650;1237;1148;46,6792;43,3208
24;śląskie;2410;pszczyński;2410062;gm.w Suszec;Katowicki;12469;5713;5401;45,8176;43,3154
2;dolnośląskie;206;karkonoski;206092;gm.w Stara Kamienica;Jeleniogórski;5250;2424;2274;46,1714;43,3143
26;świętokrzyskie;2613;włoszczowski;2613042;gm.w Radków;Częstochowski;2501;1141;1083;45,6218;43,3027
10;łódzkie;1007;opoczyński;1007062;gm.w Poświętne;Piotrkowski;3101;1441;1342;46,4689;43,2764
28;warmińsko-mazurskie;2802;braniewski;2802033;gm.m-w. Frombork;Elbląski;3515;1632;1521;46,4296;43,2717
32;zachodniopomorskie;3209;koszaliński;3209012;gm.w Będzino;Koszaliński;8639;3928;3737;45,4682;43,2573
14;mazowieckie;1425;radomski;1425033;gm.m-w. Iłża;Radomski;14571;6693;6303;45,9337;43,2572
2;dolnośląskie;217;strzeliński;217022;gm.w Kondratowice;Wrocławski;4199;1898;1816;45,2012;43,2484
30;wielkopolskie;3017;ostrowski;3017052;gm.w Przygodzice;Kaliski;12232;5632;5290;46,0432;43,2472
10;łódzkie;1010;piotrkowski;1010012;gm.w Aleksandrów;Piotrkowski;4279;1964;1850;45,8986;43,2344
24;śląskie;2416;zawierciański;2416102;gm.w Żarnowiec;Katowicki;4546;2097;1965;46,1285;43,2248
10;łódzkie;1002;kutnowski;1002102;gm.w Strzelce;Płocki;3892;1815;1682;46,6341;43,2169
30;wielkopolskie;3008;kępiński;3008022;gm.w Bralin;Kaliski;6084;2805;2629;46,1045;43,2117
28;warmińsko-mazurskie;2804;elbląski;2804052;gm.w Milejewo;Elbląski;3409;1578;1473;46,2892;43,2092
18;podkarpackie;1862;Przemyśl;1862011;Przemyśl;;59779;27037;25828;45,2283;43,2058
22;pomorskie;2212;słupski;2212082;gm.w Słupsk;Słupski;18528;8452;8005;45,6174;43,2049
8;lubuskie;805;słubicki;805022;gm.w Górzyca;Gorzowski;4289;1969;1853;45,9081;43,2035
24;śląskie;2406;kłobucki;2406062;gm.w Panki;Częstochowski;5035;2301;2175;45,7001;43,1976
28;warmińsko-mazurskie;2816;piski;2816043;gm.m-w. Ruciane-Nida;Suwalski;7952;3573;3435;44,9321;43,1967
4;kujawsko-pomorskie;419;żniński;419043;gm.m-w. Łabiszyn;Bydgoski;10343;4638;4467;44,8419;43,1886
24;śląskie;2411;raciborski;2411011;Racibórz;;54259;24492;23424;45,1391;43,1707
12;małopolskie;1218;wadowicki;1218102;gm.w Wieprz;Bielski;12504;5674;5398;45,3775;43,1702
32;zachodniopomorskie;3209;koszaliński;3209033;gm.m-w. Bobolice;Koszaliński;8857;4115;3823;46,4604;43,1636
30;wielkopolskie;3023;słupecki;3023062;gm.w Słupca;Koniński;9313;4270;4019;45,8499;43,1547
24;śląskie;2405;gliwicki;2405021;Pyskowice;Katowicki;18455;8318;7962;45,0718;43,1428
12;małopolskie;1219;wielicki;1219022;gm.w Gdów;Krakowski;18388;8359;7932;45,459;43,1368
26;świętokrzyskie;2613;włoszczowski;2613052;gm.w Secemin;Częstochowski;4725;2134;2038;45,164;43,1323
22;pomorskie;2209;malborski;2209082;gm.w Stare Pole;Elbląski;4706;2191;2029;46,5576;43,1152
10;łódzkie;1005;łowicki;1005022;gm.w Bielawy;Skierniewicki;5267;2438;2270;46,2882;43,0985
26;świętokrzyskie;2609;sandomierski;2609082;gm.w Wilczyce;Tarnobrzeski;3646;1674;1571;45,9133;43,0883
26;świętokrzyskie;2609;sandomierski;2609022;gm.w Dwikozy;Tarnobrzeski;8650;3944;3727;45,5954;43,0867
14;mazowieckie;1405;grodziski;1405032;gm.w Baranów;Skierniewicki;5371;2480;2314;46,1739;43,0832
8;lubuskie;807;sulęciński;807023;gm.m-w. Lubniewice;Gorzowski;3148;1436;1356;45,6163;43,075
4;kujawsko-pomorskie;418;włocławski;418132;gm.w Włocławek;Włocławski;7365;3324;3172;45,1324;43,0686
20;podlaskie;2002;białostocki;2002042;gm.w Gródek;Białostocki;5093;2299;2193;45,1404;43,0591
14;mazowieckie;1402;ciechanowski;1402092;gm.w Sońsk;Ciechanowski;7671;3531;3303;46,0305;43,0583
2;dolnośląskie;208;kłodzki;208092;gm.w Lewin Kłodzki;Wałbrzyski;1921;860;827;44,7683;43,0505
30;wielkopolskie;3010;koniński;3010142;gm.w Wilczyn;Koniński;6182;2802;2661;45,3251;43,0443
28;warmińsko-mazurskie;2815;ostródzki;2815083;gm.m-w. Morąg;Olsztyński;23973;10824;10318;45,1508;43,0401
2;dolnośląskie;221;wałbrzyski;221011;Boguszów-Gorce;Wałbrzyski;15154;6775;6521;44,7077;43,0315
24;śląskie;2416;zawierciański;2416073;gm.m-w. Pilica;Katowicki;8534;3861;3672;45,2426;43,0279
26;świętokrzyskie;2612;staszowski;2612012;gm.w Bogoria;Tarnobrzeski;7641;3484;3287;45,5961;43,0179
28;warmińsko-mazurskie;2814;olsztyński;2814023;gm.m-w. Biskupiec;Olsztyński;18913;8691;8135;45,9525;43,0127
30;wielkopolskie;3003;gnieźnieński;3003023;gm.m-w. Czerniejewo;Poznański;7388;3398;3177;45,9935;43,0022
14;mazowieckie;1438;żyrardowski;1438023;gm.m-w. Mszczonów;Skierniewicki;11440;5235;4919;45,7605;42,9983
30;wielkopolskie;3025;średzki;3025032;gm.w Nowe Miasto nad Wartą;Poznański;8984;4304;3862;47,9074;42,9875
22;pomorskie;2207;kwidzyński;2207052;gm.w Ryjewo;Elbląski;5812;2657;2498;45,7158;42,98
2;dolnośląskie;216;polkowicki;216043;gm.m-w. Polkowice;Legnicki;27704;12418;11906;44,8239;42,9757
22;pomorskie;2201;bytowski;2201023;gm.m-w. Bytów;Słupski;25372;11339;10902;44,691;42,9686
10;łódzkie;1008;pabianicki;1008032;gm.w Dłutów;Piotrkowski;4692;2123;2016;45,2472;42,9668
2;dolnośląskie;209;legnicki;209082;gm.w Ruja;Legnicki;2558;1154;1099;45,1134;42,9633
20;podlaskie;2013;wysokomazowiecki;2013011;Wysokie Mazowieckie;Łomżyński;9336;4167;4011;44,6337;42,9627
8;lubuskie;804;nowosolski;804073;gm.m-w. Otyń;Zielonogórski;7079;3249;3041;45,8963;42,958
26;świętokrzyskie;2609;sandomierski;2609052;gm.w Łoniów;Tarnobrzeski;7444;3344;3197;44,9221;42,9473
4;kujawsko-pomorskie;409;mogileński;409043;gm.m-w. Strzelno;Bydgoski;11524;5327;4949;46,2253;42,9452
10;łódzkie;1012;radomszczański;1012042;gm.w Gomunice;Piotrkowski;5848;2617;2511;44,7503;42,9378
10;łódzkie;1010;piotrkowski;1010022;gm.w Czarnocin;Piotrkowski;4141;1903;1778;45,9551;42,9365
14;mazowieckie;1433;węgrowski;1433092;gm.w Wierzbno;Siedlecki;2718;1256;1167;46,2104;42,936
22;pomorskie;2205;kartuski;2205023;gm.m-w. Kartuzy;;34037;15534;14614;45,6386;42,9356
8;lubuskie;810;żagański;810082;gm.w Wymiarki;Zielonogórski;2218;992;952;44,725;42,9216
14;mazowieckie;1423;przysuski;1423072;gm.w Rusinów;Radomski;4232;1933;1816;45,6758;42,9112
14;mazowieckie;1423;przysuski;1423022;gm.w Gielniów;Radomski;4456;2022;1912;45,377;42,9084
4;kujawsko-pomorskie;409;mogileński;409033;gm.m-w. Mogilno;Bydgoski;24518;11299;10520;46,0845;42,9073
2;dolnośląskie;208;kłodzki;208083;gm.m-w. Lądek-Zdrój;Wałbrzyski;8120;3621;3484;44,5936;42,9064
2;dolnośląskie;214;oleśnicki;214062;gm.w Oleśnica;Wrocławski;14124;6342;6060;44,9023;42,9057
12;małopolskie;1209;myślenicki;1209033;gm.m-w. Myślenice;;44519;20187;19100;45,3447;42,903
2;dolnośląskie;209;legnicki;209062;gm.w Miłkowice;Legnicki;6822;3069;2926;44,9868;42,8906
32;zachodniopomorskie;3206;gryfiński;3206033;gm.m-w. Chojna;Szczeciński;13616;6301;5839;46,2764;42,8834
8;lubuskie;802;krośnieński;802032;gm.w Bytnica;Zielonogórski;2494;1121;1069;44,9479;42,8629
28;warmińsko-mazurskie;2811;nidzicki;2811043;gm.m-w. Nidzica;Olsztyński;20888;9466;8951;45,3179;42,8524
14;mazowieckie;1434;wołomiński;1434093;gm.m-w. Radzymin;Warszawski;27882;12803;11948;45,9185;42,852
2;dolnośląskie;204;górowski;204043;gm.m-w. Wąsosz;Leszczyński;7064;3194;3026;45,2152;42,8369
10;łódzkie;1005;łowicki;1005042;gm.w Domaniewice;Skierniewicki;4653;2097;1993;45,0677;42,8326
8;lubuskie;805;słubicki;805033;gm.m-w. Ośno Lubuskie;Gorzowski;6358;2953;2723;46,4454;42,8279
32;zachodniopomorskie;3209;koszaliński;3209063;gm.m-w. Polanów;Koszaliński;8532;3854;3654;45,1711;42,827
10;łódzkie;1005;łowicki;1005032;gm.w Chąśno;Skierniewicki;2912;1332;1247;45,7418;42,8228
8;lubuskie;802;krośnieński;802042;gm.w Dąbie;Zielonogórski;4923;2229;2108;45,2773;42,8194
26;świętokrzyskie;2603;kazimierski;2603043;gm.m-w. Opatowiec;Kielecki;3230;1496;1383;46,3158;42,8173
8;lubuskie;811;żarski;811072;gm.w Przewóz;Zielonogórski;3107;1431;1330;46,0573;42,8066
32;zachodniopomorskie;3206;gryfiński;3206053;gm.m-w. Mieszkowice;Szczeciński;7020;3274;3005;46,6382;42,8063
14;mazowieckie;1435;wyszkowski;1435042;gm.w Somianka;Ostrołęcki;5626;2561;2408;45,5208;42,8013
10;łódzkie;1002;kutnowski;1002082;gm.w Nowe Ostrowy;Płocki;3398;1537;1454;45,2325;42,7899
24;śląskie;2404;częstochowski;2404063;gm.m-w. Koniecpol;Częstochowski;9283;4249;3972;45,7718;42,7879
12;małopolskie;1218;wadowicki;1218072;gm.w Stryszów;Bielski;6848;3075;2930;44,9036;42,7862
14;mazowieckie;1413;mławski;1413022;gm.w Dzierzgowo;Ciechanowski;3039;1387;1300;45,64;42,7772
32;zachodniopomorskie;3203;drawski;3203063;gm.m-w. Złocieniec;Koszaliński;16212;7242;6932;44,6706;42,7585
10;łódzkie;1012;radomszczański;1012072;gm.w Kodrąb;Piotrkowski;4486;2051;1918;45,72;42,7552
14;mazowieckie;1401;białobrzeski;1401063;gm.m-w. Wyśmierzyce;Radomski;2767;1288;1183;46,5486;42,7539
14;mazowieckie;1411;makowski;1411102;gm.w Szelków;Ostrołęcki;3634;1685;1553;46,3676;42,7353
10;łódzkie;1015;skierniewicki;1015072;gm.w Nowy Kawęczyn;Skierniewicki;3373;1529;1441;45,3306;42,7216
2;dolnośląskie;205;jaworski;205062;gm.w Wądroże Wielkie;Legnicki;3888;1794;1661;46,142;42,7212
2;dolnośląskie;218;średzki;218052;gm.w Udanin;Legnicki;5014;2282;2142;45,5126;42,7204
22;pomorskie;2214;tczewski;2214062;gm.w Tczew;Gdański;15335;6930;6551;45,1907;42,7193
24;śląskie;2411;raciborski;2411022;gm.w Kornowac;Katowicki;5165;2317;2206;44,8596;42,7106
26;świętokrzyskie;2612;staszowski;2612053;gm.m-w. Połaniec;Tarnobrzeski;11683;5293;4989;45,3051;42,7031
32;zachodniopomorskie;3206;gryfiński;3206083;gm.m-w. Trzcińsko-Zdrój;Szczeciński;5174;2338;2209;45,1875;42,6942
2;dolnośląskie;214;oleśnicki;214023;gm.m-w. Bierutów;Wrocławski;9873;4511;4215;45,6903;42,6922
30;wielkopolskie;3006;jarociński;3006013;gm.m-w. Jaraczewo;Kaliski;8021;3719;3424;46,3658;42,6879
22;pomorskie;2211;pucki;2211062;gm.w Krokowa;Gdański;10810;4962;4614;45,9019;42,6827
14;mazowieckie;1412;miński;1412062;gm.w Dobre;Siedlecki;5970;2743;2548;45,9464;42,6801
32;zachodniopomorskie;3209;koszaliński;3209042;gm.w Manowo;Koszaliński;6919;3096;2953;44,7464;42,6796
28;warmińsko-mazurskie;2807;iławski;2807073;gm.m-w. Zalewo;Olsztyński;6699;3156;2859;47,1115;42,678
32;zachodniopomorskie;3207;kamieński;3207023;gm.m-w. Golczewo;Szczeciński;5844;2643;2494;45,2259;42,6762
4;kujawsko-pomorskie;418;włocławski;418072;gm.w Fabianki;Włocławski;10178;4544;4343;44,6453;42,6705
14;mazowieckie;1428;sochaczewski;1428042;gm.w Młodzieszyn;Skierniewicki;5559;2523;2372;45,3859;42,6695
2;dolnośląskie;209;legnicki;209073;gm.m-w. Prochowice;Legnicki;7345;3258;3134;44,3567;42,6685
4;kujawsko-pomorskie;414;świecki;414102;gm.w Świekatowo;Bydgoski;3640;1661;1553;45,6319;42,6648
12;małopolskie;1218;wadowicki;1218052;gm.w Mucharz;Bielski;4137;1846;1765;44,6217;42,6638
14;mazowieckie;1411;makowski;1411062;gm.w Płoniawy-Bramura;Ostrołęcki;5244;2399;2237;45,7475;42,6583
24;śląskie;2406;kłobucki;2406072;gm.w Popów;Częstochowski;5835;2696;2488;46,2039;42,6392
26;świętokrzyskie;2601;buski;2601043;gm.m-w. Pacanów;Kielecki;7269;3312;3098;45,5634;42,6193
22;pomorskie;2202;chojnicki;2202032;gm.w Chojnice;Bydgoski;19498;8685;8309;44,543;42,6146
30;wielkopolskie;3003;gnieźnieński;3003093;gm.m-w. Trzemeszno;Bydgoski;14222;6440;6060;45,282;42,61
4;kujawsko-pomorskie;415;toruński;415022;gm.w Chełmża;Toruński;9811;4372;4180;44,5622;42,6052
12;małopolskie;1210;nowosądecki;1210011;Grybów;Nowosądecki;5986;2706;2550;45,2055;42,5994
28;warmińsko-mazurskie;2815;ostródzki;2815022;gm.w Dąbrówno;Olsztyński;4235;1978;1804;46,706;42,5974
