wojewodztwo_teryt;wojewodztwo_nazwa;powiat_teryt;powiat_nazwa;gmina_teryt;gmina_nazwa;kategoria;liczba_ludnosci;w1_zaszczepieni_pacjenci;w3_zaszczepieni_pelna_dawka;%_zsszczepionych;%_zaszczepionych_pe�n�_dawk�
10;łódzkie;1012;radomszczański;1012053;gm.m-w. Kamieńsk;Piotrkowski;5839;2772;2696;47,4739;46,1723
2;dolnośląskie;206;karkonoski;206082;gm.w Podgórzyn;Jeleniogórski;8285;3975;3824;47,9783;46,1557
14;mazowieckie;1425;radomski;1425011;Pionki;Radomski;17902;8578;8261;47,9164;46,1457
30;wielkopolskie;3009;kolski;3009032;gm.w Chodów;Koniński;2985;1435;1377;48,0737;46,1307
32;zachodniopomorskie;3206;gryfiński;3206053;gm.m-w. Mieszkowice;Szczeciński;7020;3402;3238;48,4615;46,1254
24;śląskie;2404;częstochowski;2404052;gm.w Kłomnice;Częstochowski;13422;6447;6190;48,0331;46,1183
8;lubuskie;811;żarski;811043;gm.m-w. Jasień;Zielonogórski;6962;3328;3210;47,8024;46,1074
8;lubuskie;811;żarski;811072;gm.w Przewóz;Zielonogórski;3107;1500;1432;48,2781;46,0895
24;śląskie;2415;wodzisławski;2415031;Rydułtowy;Katowicki;21385;10111;9849;47,2808;46,0556
10;łódzkie;1019;zduńskowolski;1019023;gm.m-w. Szadek;Sieradzki;7287;3591;3356;49,2795;46,0546
22;pomorskie;2209;malborski;2209082;gm.w Stare Pole;Elbląski;4706;2277;2167;48,385;46,0476
10;łódzkie;1003;łaski;1003052;gm.w Wodzierady;Sieradzki;3496;1661;1609;47,5114;46,024
30;wielkopolskie;3001;chodzieski;3001032;gm.w Chodzież;Pilski;6136;2952;2823;48,1095;46,0072
26;świętokrzyskie;2611;starachowicki;2611053;gm.m-w. Wąchock;Kielecki;6739;3279;3100;48,6571;46,0009
14;mazowieckie;1403;garwoliński;1403132;gm.w Wilga;Siedlecki;5261;2548;2419;48,4319;45,9799
14;mazowieckie;1419;płocki;1419042;gm.w Bulkowo;Płocki;5472;2638;2516;48,2091;45,9795
4;kujawsko-pomorskie;418;włocławski;418043;gm.m-w. Brześć Kujawski;Włocławski;11352;5428;5218;47,8154;45,9655
32;zachodniopomorskie;3206;gryfiński;3206033;gm.m-w. Chojna;Szczeciński;13616;6528;6258;47,9436;45,9606
10;łódzkie;1002;kutnowski;1002092;gm.w Oporów;Płocki;2487;1201;1143;48,2911;45,959
14;mazowieckie;1407;kozienicki;1407053;gm.m-w. Kozienice;Radomski;29187;13945;13403;47,7781;45,9211
2;dolnośląskie;211;lubiński;211022;gm.w Lubin;Legnicki;16521;7849;7586;47,5092;45,9173
30;wielkopolskie;3019;pilski;3019022;gm.w Białośliwie;Pilski;4809;2279;2208;47,3903;45,9139
16;opolskie;1605;krapkowicki;1605023;gm.m-w. Krapkowice;Opolski;22337;10553;10255;47,2445;45,9104
8;lubuskie;806;strzelecko-drezdenecki;806032;gm.w Stare Kurowo;Gorzowski;4034;1935;1852;47,9673;45,9098
32;zachodniopomorskie;3209;koszaliński;3209033;gm.m-w. Bobolice;Koszaliński;8857;4236;4066;47,8266;45,9072
24;śląskie;2476;Świętochłowice;2476011;Świętochłowice;;49108;23531;22543;47,9168;45,9049
2;dolnośląskie;203;głogowski;203062;gm.w Żukowice;Legnicki;3469;1673;1592;48,2272;45,8922
10;łódzkie;1007;opoczyński;1007062;gm.w Poświętne;Piotrkowski;3101;1502;1423;48,436;45,8884
24;śląskie;2406;kłobucki;2406082;gm.w Przystajń;Częstochowski;5849;2774;2684;47,4269;45,8882
24;śląskie;2413;tarnogórski;2413092;gm.w Zbrosławice;Katowicki;16385;7756;7518;47,336;45,8834
14;mazowieckie;1438;żyrardowski;1438042;gm.w Radziejowice;Skierniewicki;5854;2823;2686;48,2234;45,8832
24;śląskie;2415;wodzisławski;2415052;gm.w Godów;Katowicki;13845;6577;6351;47,5045;45,8722
2;dolnośląskie;226;złotoryjski;226062;gm.w Złotoryja;Legnicki;6994;3314;3208;47,3835;45,8679
2;dolnośląskie;206;karkonoski;206092;gm.w Stara Kamienica;Jeleniogórski;5250;2520;2408;48;45,8667
24;śląskie;2467;Jastrzębie-Zdrój;2467011;Jastrzębie-Zdrój;;88038;41711;40369;47,3784;45,8541
8;lubuskie;810;żagański;810053;gm.m-w. Małomice;Zielonogórski;5165;2468;2368;47,7832;45,847
32;zachodniopomorskie;3216;świdwiński;3216022;gm.w Brzeżno;Koszaliński;2781;1338;1275;48,1122;45,8468
4;kujawsko-pomorskie;411;radziejowski;411072;gm.w Topólka;Włocławski;4738;2294;2172;48,4171;45,8421
10;łódzkie;1002;kutnowski;1002102;gm.w Strzelce;Płocki;3892;1925;1784;49,4604;45,8376
10;łódzkie;1015;skierniewicki;1015052;gm.w Lipce Reymontowskie;Skierniewicki;3279;1570;1503;47,8805;45,8371
18;podkarpackie;1809;lubaczowski;1809011;Lubaczów;Przemyski;11830;5650;5422;47,7599;45,8326
22;pomorskie;2210;nowodworski;2210042;gm.w Stegna;Elbląski;9713;4663;4451;48,0078;45,8252
10;łódzkie;1016;tomaszowski;1016052;gm.w Inowłódz;Piotrkowski;3819;1818;1750;47,6041;45,8235
2;dolnośląskie;203;głogowski;203032;gm.w Jerzmanowa;Legnicki;5347;2526;2450;47,2414;45,8201
4;kujawsko-pomorskie;405;golubsko-dobrzyński;405052;gm.w Radomin;Toruński;3801;1820;1741;47,8821;45,8037
12;małopolskie;1215;suski;1215082;gm.w Zawoja;Bielski;9039;4340;4140;48,0142;45,8015
14;mazowieckie;1412;miński;1412062;gm.w Dobre;Siedlecki;5970;2816;2734;47,1692;45,7956
2;dolnośląskie;206;karkonoski;206041;Szklarska Poręba;Jeleniogórski;6653;3223;3045;48,4443;45,7688
8;lubuskie;805;słubicki;805022;gm.w Górzyca;Gorzowski;4289;2058;1963;47,9832;45,7682
24;śląskie;2404;częstochowski;2404102;gm.w Mstów;Częstochowski;10846;5202;4964;47,9624;45,768
14;mazowieckie;1407;kozienicki;1407062;gm.w Magnuszew;Radomski;6706;3259;3069;48,5983;45,765
10;łódzkie;1012;radomszczański;1012072;gm.w Kodrąb;Piotrkowski;4486;2142;2053;47,7486;45,7646
14;mazowieckie;1424;pułtuski;1424022;gm.w Obryte;Ostrołęcki;4782;2320;2188;48,5153;45,7549
6;lubelskie;606;krasnostawski;606011;Krasnystaw;Chełmski;18383;8860;8410;48,1967;45,7488
10;łódzkie;1004;łęczycki;1004063;gm.m-w. Piątek;Płocki;5892;2871;2695;48,7271;45,74
14;mazowieckie;1435;wyszkowski;1435053;gm.m-w. Wyszków;;39708;18967;18162;47,7662;45,7389
10;łódzkie;1017;wieluński;1017052;gm.w Osjaków;Sieradzki;4740;2263;2168;47,7426;45,7384
2;dolnośląskie;219;świdnicki;219052;gm.w Marcinowice;Wałbrzyski;6522;3084;2983;47,2861;45,7375
14;mazowieckie;1411;makowski;1411102;gm.w Szelków;Ostrołęcki;3634;1771;1662;48,7342;45,7347
26;świętokrzyskie;2603;kazimierski;2603043;gm.m-w. Opatowiec;Kielecki;3230;1546;1477;47,8638;45,7276
8;lubuskie;807;sulęciński;807023;gm.m-w. Lubniewice;Gorzowski;3148;1503;1439;47,7446;45,7116
30;wielkopolskie;3019;pilski;3019083;gm.m-w. Wyrzysk;Pilski;13835;6624;6323;47,8786;45,7029
6;lubelskie;609;lubelski;609072;gm.w Jastków;Lubelski;14351;6849;6558;47,7249;45,6972
14;mazowieckie;1405;grodziski;1405032;gm.w Baranów;Skierniewicki;5371;2564;2454;47,7379;45,6898
32;zachodniopomorskie;3215;szczecinecki;3215052;gm.w Grzmiąca;Koszaliński;4638;2228;2119;48,0379;45,6878
4;kujawsko-pomorskie;410;nakielski;410013;gm.m-w. Kcynia;Bydgoski;13204;6270;6032;47,4856;45,6831
6;lubelskie;662;Chełm;662011;Chełm;;61135;29017;27927;47,4638;45,6809
32;zachodniopomorskie;3214;stargardzki;3214113;gm.m-w. Suchań;Szczeciński;4256;2036;1944;47,8383;45,6767
30;wielkopolskie;3023;słupecki;3023032;gm.w Orchowo;Koniński;3800;1845;1735;48,5526;45,6579
14;mazowieckie;1414;nowodworski;1414032;gm.w Leoncin;Warszawski;5588;2651;2551;47,4409;45,6514
14;mazowieckie;1461;Ostrołęka;1461011;Ostrołęka;;51656;24563;23580;47,5511;45,6481
30;wielkopolskie;3023;słupecki;3023062;gm.w Słupca;Koniński;9313;4474;4249;48,0404;45,6244
14;mazowieckie;1429;sokołowski;1429092;gm.w Sterdyń;Siedlecki;3819;1817;1742;47,5779;45,614
8;lubuskie;810;żagański;810092;gm.w Żagań;Zielonogórski;7317;3450;3337;47,1505;45,6061
32;zachodniopomorskie;3210;myśliborski;3210043;gm.m-w. Myślibórz;Gorzowski;19567;9280;8922;47,4268;45,5972
8;lubuskie;805;słubicki;805033;gm.m-w. Ośno Lubuskie;Gorzowski;6358;3046;2899;47,9081;45,5961
4;kujawsko-pomorskie;414;świecki;414012;gm.w Bukowiec;Bydgoski;5130;2443;2339;47,6218;45,5945
2;dolnośląskie;218;średzki;218012;gm.w Kostomłoty;Wrocławski;7109;3362;3240;47,2922;45,576
24;śląskie;2406;kłobucki;2406062;gm.w Panki;Częstochowski;5035;2405;2294;47,7656;45,5611
32;zachodniopomorskie;3202;choszczeński;3202063;gm.m-w. Recz;Gorzowski;5450;2632;2483;48,2936;45,5596
4;kujawsko-pomorskie;409;mogileński;409043;gm.m-w. Strzelno;Bydgoski;11524;5536;5250;48,0389;45,5571
10;łódzkie;1001;bełchatowski;1001011;Bełchatów;;56419;26596;25699;47,1401;45,5503
14;mazowieckie;1420;płoński;1420062;gm.w Joniec;Ciechanowski;2650;1285;1207;48,4906;45,5472
22;pomorskie;2207;kwidzyński;2207052;gm.w Ryjewo;Elbląski;5812;2778;2647;47,7977;45,5437
4;kujawsko-pomorskie;418;włocławski;418052;gm.w Choceń;Włocławski;7910;3737;3602;47,244;45,5373
4;kujawsko-pomorskie;410;nakielski;410042;gm.w Sadki;Bydgoski;7253;3441;3300;47,4424;45,4984
10;łódzkie;1010;piotrkowski;1010022;gm.w Czarnocin;Piotrkowski;4141;1942;1884;46,8969;45,4963
24;śląskie;2410;pszczyński;2410062;gm.w Suszec;Katowicki;12469;5924;5671;47,5098;45,4808
6;lubelskie;617;świdnicki;617042;gm.w Rybczewice;Lubelski;3347;1573;1522;46,9973;45,4736
24;śląskie;2416;zawierciański;2416102;gm.w Żarnowiec;Katowicki;4546;2174;2067;47,8223;45,4685
12;małopolskie;1215;suski;1215092;gm.w Zembrzyce;Bielski;5611;2639;2551;47,0326;45,4643
28;warmińsko-mazurskie;2806;giżycki;2806083;gm.m-w. Ryn;Suwalski;5640;2720;2564;48,227;45,461
14;mazowieckie;1405;grodziski;1405052;gm.w Jaktorów;Skierniewicki;12638;6064;5744;47,9823;45,4502
24;śląskie;2415;wodzisławski;2415021;Radlin;Katowicki;17665;8274;8027;46,8384;45,4401
4;kujawsko-pomorskie;412;rypiński;412022;gm.w Brzuze;Włocławski;5284;2498;2401;47,2748;45,4391
10;łódzkie;1002;kutnowski;1002082;gm.w Nowe Ostrowy;Płocki;3398;1610;1544;47,3808;45,4385
16;opolskie;1607;nyski;1607073;gm.m-w. Paczków;Opolski;12429;5947;5647;47,8478;45,4341
30;wielkopolskie;3017;ostrowski;3017052;gm.w Przygodzice;Kaliski;12232;5814;5557;47,5311;45,43
14;mazowieckie;1401;białobrzeski;1401063;gm.m-w. Wyśmierzyce;Radomski;2767;1322;1257;47,7774;45,4283
22;pomorskie;2213;starogardzki;2213013;gm.m-w. Czarna Woda;Gdański;3131;1481;1422;47,3012;45,4168
10;łódzkie;1005;łowicki;1005022;gm.w Bielawy;Skierniewicki;5267;2577;2392;48,9273;45,4148
22;pomorskie;2210;nowodworski;2210023;gm.m-w. Nowy Dwór Gdański;Elbląski;17607;8370;7996;47,5379;45,4138
6;lubelskie;614;puławski;614083;gm.m-w. Nałęczów;Lubelski;8881;4189;4033;47,1681;45,4116
14;mazowieckie;1425;radomski;1425033;gm.m-w. Iłża;Radomski;14571;6912;6614;47,4367;45,3915
14;mazowieckie;1417;otwocki;1417062;gm.w Osieck;Siedlecki;3673;1734;1667;47,2094;45,3852
28;warmińsko-mazurskie;2806;giżycki;2806052;gm.w Kruklanki;Suwalski;3115;1481;1413;47,5441;45,3612
10;łódzkie;1010;piotrkowski;1010012;gm.w Aleksandrów;Piotrkowski;4279;2023;1941;47,2774;45,3611
22;pomorskie;2212;słupski;2212102;gm.w Ustka;Słupski;8295;3941;3762;47,5105;45,3526
2;dolnośląskie;218;średzki;218022;gm.w Malczyce;Wrocławski;5881;2788;2667;47,4069;45,3494
22;pomorskie;2212;słupski;2212062;gm.w Kobylnica;Słupski;13211;6219;5991;47,0744;45,3486
14;mazowieckie;1423;przysuski;1423072;gm.w Rusinów;Radomski;4232;2033;1919;48,0388;45,345
28;warmińsko-mazurskie;2815;ostródzki;2815083;gm.m-w. Morąg;Olsztyński;23973;11295;10870;47,1155;45,3427
24;śląskie;2408;mikołowski;2408031;Orzesze;Katowicki;21290;9954;9649;46,7543;45,3217
22;pomorskie;2210;nowodworski;2210032;gm.w Ostaszewo;Elbląski;3206;1526;1453;47,5983;45,3213
2;dolnośląskie;214;oleśnicki;214083;gm.m-w. Twardogóra;Wrocławski;12889;6137;5840;47,6142;45,31
12;małopolskie;1218;wadowicki;1218022;gm.w Brzeźnica;Bielski;10521;5051;4767;48,0087;45,3094
24;śląskie;2417;żywiecki;2417072;gm.w Łękawica;Bielski;4560;2161;2066;47,3904;45,307
16;opolskie;1607;nyski;1607063;gm.m-w. Otmuchów;Opolski;13355;6303;6050;47,1958;45,3014
26;świętokrzyskie;2607;ostrowiecki;2607032;gm.w Bodzechów;Kielecki;13177;6160;5969;46,7481;45,2986
28;warmińsko-mazurskie;2804;elbląski;2804063;gm.m-w. Młynary;Elbląski;4411;2078;1998;47,1095;45,2959
2;dolnośląskie;218;średzki;218052;gm.w Udanin;Legnicki;5014;2356;2271;46,9884;45,2932
30;wielkopolskie;3013;leszczyński;3013033;gm.m-w. Osieczna;Leszczyński;9314;4405;4218;47,2944;45,2867
30;wielkopolskie;3002;czarnkowsko-trzcianecki;3002062;gm.w Połajewo;Pilski;6181;2946;2799;47,6622;45,2839
8;lubuskie;811;żarski;811063;gm.m-w. Lubsko;Zielonogórski;18254;8536;8266;46,7624;45,2832
26;świętokrzyskie;2609;sandomierski;2609082;gm.w Wilczyce;Tarnobrzeski;3646;1734;1651;47,559;45,2825
10;łódzkie;1005;łowicki;1005072;gm.w Łowicz;Skierniewicki;7708;3642;3490;47,2496;45,2776
30;wielkopolskie;3002;czarnkowsko-trzcianecki;3002022;gm.w Czarnków;Pilski;11471;5491;5193;47,8685;45,2707
24;śląskie;2404;częstochowski;2404112;gm.w Mykanów;Częstochowski;15164;7212;6862;47,56;45,2519
14;mazowieckie;1413;mławski;1413042;gm.w Radzanów;Ciechanowski;3262;1569;1476;48,0993;45,2483
4;kujawsko-pomorskie;414;świecki;414102;gm.w Świekatowo;Bydgoski;3640;1716;1647;47,1429;45,2473
4;kujawsko-pomorskie;413;sępoleński;413013;gm.m-w. Kamień Krajeński;Bydgoski;6834;3191;3092;46,693;45,2444
14;mazowieckie;1402;ciechanowski;1402092;gm.w Sońsk;Ciechanowski;7671;3633;3470;47,3602;45,2353
6;lubelskie;614;puławski;614112;gm.w Żyrzyn;Lubelski;6411;3068;2900;47,8552;45,2348
10;łódzkie;1017;wieluński;1017062;gm.w Ostrówek;Sieradzki;4473;2141;2023;47,865;45,2269
26;świętokrzyskie;2606;opatowski;2606032;gm.w Lipnik;Tarnobrzeski;5137;2450;2323;47,6932;45,2209
24;śląskie;2406;kłobucki;2406023;gm.m-w. Krzepice;Częstochowski;9010;4231;4074;46,9589;45,2164
14;mazowieckie;1438;żyrardowski;1438023;gm.m-w. Mszczonów;Skierniewicki;11440;5441;5171;47,5612;45,201
2;dolnośląskie;223;wrocławski;223032;gm.w Jordanów Śląski;Wrocławski;3197;1514;1445;47,3569;45,1986
10;łódzkie;1005;łowicki;1005032;gm.w Chąśno;Skierniewicki;2912;1369;1316;47,0124;45,1923
14;mazowieckie;1435;wyszkowski;1435042;gm.w Somianka;Ostrołęcki;5626;2656;2542;47,2094;45,1831
6;lubelskie;614;puławski;614092;gm.w Puławy;Lubelski;12162;5753;5495;47,3031;45,1817
32;zachodniopomorskie;3209;koszaliński;3209012;gm.w Będzino;Koszaliński;8639;4058;3903;46,973;45,1788
22;pomorskie;2216;sztumski;2216022;gm.w Mikołajki Pomorskie;Elbląski;3613;1698;1632;46,997;45,1702
24;śląskie;2478;Zabrze;2478011;Zabrze;;170924;79986;77206;46,7962;45,1698
2;dolnośląskie;217;strzeliński;217022;gm.w Kondratowice;Wrocławski;4199;1952;1896;46,4873;45,1536
12;małopolskie;1219;wielicki;1219022;gm.w Gdów;Krakowski;18388;8604;8302;46,7914;45,149
28;warmińsko-mazurskie;2804;elbląski;2804052;gm.w Milejewo;Elbląski;3409;1627;1539;47,7266;45,1452
28;warmińsko-mazurskie;2814;olsztyński;2814023;gm.m-w. Biskupiec;Olsztyński;18913;9101;8538;48,1203;45,1436
22;pomorskie;2211;pucki;2211062;gm.w Krokowa;Gdański;10810;5120;4880;47,3636;45,1434
24;śląskie;2404;częstochowski;2404063;gm.m-w. Koniecpol;Częstochowski;9283;4411;4190;47,517;45,1363
30;wielkopolskie;3010;koniński;3010142;gm.w Wilczyn;Koniński;6182;2974;2790;48,1074;45,131
4;kujawsko-pomorskie;406;grudziądzki;406022;gm.w Gruta;Toruński;6437;3075;2905;47,7707;45,1297
30;wielkopolskie;3003;gnieźnieński;3003023;gm.m-w. Czerniejewo;Poznański;7388;3528;3334;47,7531;45,1272
6;lubelskie;614;puławski;614032;gm.w Janowiec;Lubelski;3666;1715;1654;46,7812;45,1173
14;mazowieckie;1433;węgrowski;1433092;gm.w Wierzbno;Siedlecki;2718;1330;1226;48,933;45,1067
30;wielkopolskie;3006;jarociński;3006032;gm.w Kotlin;Kaliski;7390;3496;3332;47,3072;45,088
24;śląskie;2412;rybnicki;2412052;gm.w Świerklany;Katowicki;12540;5821;5654;46,4195;45,0877
8;lubuskie;810;żagański;810082;gm.w Wymiarki;Zielonogórski;2218;1016;1000;45,807;45,0857
22;pomorskie;2214;tczewski;2214062;gm.w Tczew;Gdański;15335;7205;6912;46,984;45,0734
26;świętokrzyskie;2612;staszowski;2612012;gm.w Bogoria;Tarnobrzeski;7641;3629;3444;47,4938;45,0726
22;pomorskie;2205;kartuski;2205023;gm.m-w. Kartuzy;;34037;16113;15338;47,3397;45,0627
8;lubuskie;804;nowosolski;804073;gm.m-w. Otyń;Zielonogórski;7079;3341;3189;47,1959;45,0487
4;kujawsko-pomorskie;404;chełmiński;404052;gm.w Papowo Biskupie;Toruński;4300;2006;1937;46,6512;45,0465
10;łódzkie;1005;łowicki;1005042;gm.w Domaniewice;Skierniewicki;4653;2171;2096;46,6581;45,0462
32;zachodniopomorskie;3209;koszaliński;3209063;gm.m-w. Polanów;Koszaliński;8532;3988;3843;46,7417;45,0422
20;podlaskie;2002;białostocki;2002042;gm.w Gródek;Białostocki;5093;2385;2294;46,829;45,0422
2;dolnośląskie;214;oleśnicki;214023;gm.m-w. Bierutów;Wrocławski;9873;4673;4447;47,3311;45,042
4;kujawsko-pomorskie;404;chełmiński;404062;gm.w Stolno;Toruński;5304;2453;2389;46,2481;45,0415
4;kujawsko-pomorskie;419;żniński;419033;gm.m-w. Janowiec Wielkopolski;Bydgoski;8883;4212;4001;47,4164;45,0411
24;śląskie;2406;kłobucki;2406072;gm.w Popów;Częstochowski;5835;2793;2628;47,8663;45,0386
14;mazowieckie;1434;wołomiński;1434093;gm.m-w. Radzymin;Warszawski;27882;13231;12557;47,4536;45,0362
32;zachodniopomorskie;3213;sławieński;3213052;gm.w Postomino;Słupski;6847;3221;3083;47,0425;45,027
26;świętokrzyskie;2613;włoszczowski;2613042;gm.w Radków;Częstochowski;2501;1174;1126;46,9412;45,022
10;łódzkie;1009;pajęczański;1009043;gm.m-w. Pajęczno;Częstochowski;11491;5331;5173;46,3928;45,0178
8;lubuskie;811;żarski;811102;gm.w Żary;Zielonogórski;12281;5702;5528;46,4294;45,0126
24;śląskie;2405;gliwicki;2405052;gm.w Rudziniec;Katowicki;10682;4966;4808;46,4894;45,0103
12;małopolskie;1209;myślenicki;1209033;gm.m-w. Myślenice;;44519;20868;20033;46,8744;44,9988
22;pomorskie;2216;sztumski;2216013;gm.m-w. Dzierzgoń;Elbląski;9210;4380;4143;47,557;44,9837
2;dolnośląskie;208;kłodzki;208092;gm.w Lewin Kłodzki;Wałbrzyski;1921;899;864;46,7985;44,9766
8;lubuskie;809;zielonogórski;809022;gm.w Bojadła;Zielonogórski;3282;1517;1476;46,2218;44,9726
26;świętokrzyskie;2609;sandomierski;2609022;gm.w Dwikozy;Tarnobrzeski;8650;4045;3890;46,763;44,9711
6;lubelskie;664;Zamość;664011;Zamość;;62785;29369;28231;46,7771;44,9646
12;małopolskie;1210;nowosądecki;1210113;gm.m-w. Muszyna;Nowosądecki;11535;5352;5186;46,3979;44,9588
12;małopolskie;1210;nowosądecki;1210011;Grybów;Nowosądecki;5986;2815;2691;47,0264;44,9549
24;śląskie;2407;lubliniecki;2407042;gm.w Herby;Częstochowski;6769;3201;3043;47,2891;44,9549
14;mazowieckie;1423;przysuski;1423022;gm.w Gielniów;Radomski;4456;2081;2003;46,7011;44,9506
8;lubuskie;804;nowosolski;804043;gm.m-w. Kożuchów;Zielonogórski;15901;7505;7147;47,1983;44,9469
4;kujawsko-pomorskie;409;mogileński;409033;gm.m-w. Mogilno;Bydgoski;24518;11601;11015;47,3163;44,9262
2;dolnośląskie;209;legnicki;209032;gm.w Krotoszyce;Legnicki;3301;1566;1483;47,4402;44,9258
14;mazowieckie;1411;makowski;1411052;gm.w Młynarze;Ostrołęcki;1734;810;779;46,7128;44,925
22;pomorskie;2212;słupski;2212082;gm.w Słupsk;Słupski;18528;8680;8323;46,848;44,9212
24;śląskie;2411;raciborski;2411022;gm.w Kornowac;Katowicki;5165;2376;2320;46,0019;44,9177
28;warmińsko-mazurskie;2808;kętrzyński;2808053;gm.m-w. Reszel;Olsztyński;7464;3482;3352;46,6506;44,9089
2;dolnośląskie;220;trzebnicki;220052;gm.w Zawonia;Wrocławski;5913;2746;2653;46,44;44,8672
2;dolnośląskie;204;górowski;204043;gm.m-w. Wąsosz;Leszczyński;7064;3255;3169;46,0787;44,8613
4;kujawsko-pomorskie;410;nakielski;410023;gm.m-w. Mrocza;Bydgoski;9193;4297;4123;46,7421;44,8493
30;wielkopolskie;3010;koniński;3010112;gm.w Stare Miasto;Koniński;12497;5845;5604;46,7712;44,8428
22;pomorskie;2204;gdański;2204052;gm.w Przywidz;Gdański;5997;2813;2689;46,9068;44,8391
2;dolnośląskie;222;wołowski;222033;gm.m-w. Wołów;Wrocławski;22318;10441;10006;46,7829;44,8338
26;świętokrzyskie;2609;sandomierski;2609072;gm.w Samborzec;Tarnobrzeski;8376;3956;3755;47,2302;44,8305
10;łódzkie;1018;wieruszowski;1018022;gm.w Czastary;Kaliski;4000;1853;1793;46,325;44,825
4;kujawsko-pomorskie;418;włocławski;418132;gm.w Włocławek;Włocławski;7365;3417;3301;46,3951;44,8201
12;małopolskie;1214;proszowicki;1214012;gm.w Koniusza;Krakowski;8987;4224;4027;47,0012;44,8092
26;świętokrzyskie;2613;włoszczowski;2613052;gm.w Secemin;Częstochowski;4725;2219;2117;46,963;44,8042
4;kujawsko-pomorskie;412;rypiński;412062;gm.w Wąpielsk;Toruński;3953;1851;1771;46,8252;44,8014
22;pomorskie;2201;bytowski;2201023;gm.m-w. Bytów;Słupski;25372;11761;11366;46,3542;44,7974
24;śląskie;2411;raciborski;2411011;Racibórz;;54259;25129;24304;46,3131;44,7926
10;łódzkie;1014;sieradzki;1014042;gm.w Brzeźnio;Sieradzki;6379;2979;2857;46,7001;44,7876
12;małopolskie;1218;wadowicki;1218072;gm.w Stryszów;Bielski;6848;3182;3067;46,4661;44,7868
24;śląskie;2416;zawierciański;2416073;gm.m-w. Pilica;Katowicki;8534;3950;3822;46,2854;44,7856
18;podkarpackie;1862;Przemyśl;1862011;Przemyśl;;59779;27821;26770;46,5398;44,7816
30;wielkopolskie;3013;leszczyński;3013022;gm.w Lipno;Leszczyński;8658;4042;3877;46,6851;44,7794
8;lubuskie;810;żagański;810032;gm.w Brzeźnica;Zielonogórski;3721;1730;1666;46,4929;44,7729
32;zachodniopomorskie;3205;gryficki;3205032;gm.w Karnice;Szczeciński;3965;1858;1775;46,86;44,7667
12;małopolskie;1214;proszowicki;1214062;gm.w Radziemice;Krakowski;3329;1569;1490;47,1313;44,7582
26;świętokrzyskie;2601;buski;2601043;gm.m-w. Pacanów;Kielecki;7269;3420;3253;47,0491;44,7517
14;mazowieckie;1428;sochaczewski;1428052;gm.w Nowa Sucha;Skierniewicki;6702;3128;2999;46,6726;44,7478
12;małopolskie;1218;wadowicki;1218102;gm.w Wieprz;Bielski;12504;5809;5594;46,4571;44,7377
10;łódzkie;1015;skierniewicki;1015072;gm.w Nowy Kawęczyn;Skierniewicki;3373;1580;1509;46,8426;44,7376
30;wielkopolskie;3022;rawicki;3022042;gm.w Pakosław;Leszczyński;4902;2292;2193;46,7564;44,7368
28;warmińsko-mazurskie;2816;piski;2816043;gm.m-w. Ruciane-Nida;Suwalski;7952;3683;3557;46,3154;44,7309
22;pomorskie;2213;starogardzki;2213112;gm.w Smętowo Graniczne;Gdański;5171;2477;2313;47,9018;44,7302
2;dolnośląskie;205;jaworski;205062;gm.w Wądroże Wielkie;Legnicki;3888;1824;1739;46,9136;44,7274
22;pomorskie;2201;bytowski;2201063;gm.m-w. Miastko;Słupski;19315;8986;8639;46,5234;44,7269
4;kujawsko-pomorskie;415;toruński;415022;gm.w Chełmża;Toruński;9811;4538;4388;46,2542;44,7253
26;świętokrzyskie;2609;sandomierski;2609052;gm.w Łoniów;Tarnobrzeski;7444;3451;3329;46,3595;44,7206
14;mazowieckie;1413;mławski;1413022;gm.w Dzierzgowo;Ciechanowski;3039;1428;1359;46,9891;44,7187
24;śląskie;2417;żywiecki;2417152;gm.w Węgierska Górka;Bielski;15040;7047;6724;46,8551;44,7074
