wojewodztwo_teryt;wojewodztwo_nazwa;powiat_teryt;powiat_nazwa;gmina_teryt;gmina_nazwa;kategoria;liczba_ludnosci;w1_zaszczepieni_pacjenci;w3_zaszczepieni_pelna_dawka;%_zaszczepionych;%_zaszczepionych_pe�n�_dawk�
14;mazowieckie;1405;grodziski;1405021;Podkowa Leśna;Warszawski;3801;2719;2638;71,5338;69,4028
30;wielkopolskie;3024;szamotulski;3024083;gm.m-w. Wronki;Pilski;19081;13501;13128;70,7562;68,8014
32;zachodniopomorskie;3208;kołobrzeski;3208072;gm.w Ustronie Morskie;Koszaliński;3617;2527;2462;69,8645;68,0675
14;mazowieckie;1421;pruszkowski;1421062;gm.w Raszyn;Warszawski;21971;15374;14899;69,9741;67,8121
14;mazowieckie;1465;Warszawa;1465011;M. St. Warszawa;;1794166;1247668;1214459;69,5403;67,6893
30;wielkopolskie;3064;Poznań;3064011;Poznań;;532048;366302;356581;68,8475;67,0205
2;dolnośląskie;264;Wrocław;264011;Wrocław;;641928;429985;419137;66,9834;65,2935
14;mazowieckie;1421;pruszkowski;1421042;gm.w Michałowice;Warszawski;18361;12279;11962;66,8754;65,149
14;mazowieckie;1418;piaseczyński;1418023;gm.m-w. Konstancin-Jeziorna;Warszawski;24621;16396;15865;66,5936;64,4369
12;małopolskie;1261;Kraków;1261011;Kraków;;779966;512443;500707;65,7007;64,196
14;mazowieckie;1418;piaseczyński;1418043;gm.m-w. Piaseczno;;86217;56749;55205;65,8211;64,0303
14;mazowieckie;1418;piaseczyński;1418032;gm.w Lesznowola;Warszawski;29767;19575;18987;65,7607;63,7854
30;wielkopolskie;3011;kościański;3011011;Kościan;Leszczyński;23716;15364;15074;64,7833;63,5605
22;pomorskie;2261;Gdańsk;2261011;Gdańsk;;470805;307344;299136;65,2805;63,5371
30;wielkopolskie;3021;poznański;3021021;Puszczykowo;Poznański;9575;6242;6083;65,1906;63,53
30;wielkopolskie;3021;poznański;3021152;gm.w Suchy Las;Poznański;18512;11990;11681;64,7688;63,0996
14;mazowieckie;1432;warszawski zachodni;1432053;gm.m-w. Łomianki;Warszawski;27705;17923;17442;64,6923;62,9561
