wojewodztwo_teryt;wojewodztwo_nazwa;powiat_teryt;powiat_nazwa;gmina_teryt;gmina_nazwa;kategoria;liczba_ludnosci;w1_zaszczepieni_pacjenci;w3_zaszczepieni_pelna_dawka;%_zaszczepionych;%_zaszczepionych_pe�n�_dawk�
14;mazowieckie;1405;grodziski;1405021;Podkowa Leśna;Warszawski;3801;2713;2624;71,376;69,0345
30;wielkopolskie;3024;szamotulski;3024083;gm.m-w. Wronki;Pilski;19081;13430;12952;70,3842;67,879
32;zachodniopomorskie;3208;kołobrzeski;3208072;gm.w Ustronie Morskie;Koszaliński;3617;2509;2435;69,3669;67,321
14;mazowieckie;1465;Warszawa;1465011;M. St. Warszawa;;1794166;1241442;1205821;69,1933;67,2079
14;mazowieckie;1421;pruszkowski;1421062;gm.w Raszyn;Warszawski;21971;15210;14744;69,2276;67,1066
30;wielkopolskie;3064;Poznań;3064011;Poznań;;532048;364352;354118;68,481;66,5575
2;dolnośląskie;264;Wrocław;264011;Wrocław;;641928;427877;416404;66,655;64,8677
14;mazowieckie;1421;pruszkowski;1421042;gm.w Michałowice;Warszawski;18361;12227;11892;66,5922;64,7677
14;mazowieckie;1418;piaseczyński;1418023;gm.m-w. Konstancin-Jeziorna;Warszawski;24621;16311;15774;66,2483;64,0673
12;małopolskie;1261;Kraków;1261011;Kraków;;779966;509865;497546;65,3702;63,7907
14;mazowieckie;1418;piaseczyński;1418043;gm.m-w. Piaseczno;;86217;56457;54816;65,4824;63,5791
14;mazowieckie;1418;piaseczyński;1418032;gm.w Lesznowola;Warszawski;29767;19461;18830;65,3778;63,258
30;wielkopolskie;3021;poznański;3021021;Puszczykowo;Poznański;9575;6211;6048;64,8668;63,1645
22;pomorskie;2261;Gdańsk;2261011;Gdańsk;;470805;305680;297152;64,9271;63,1157
30;wielkopolskie;3011;kościański;3011011;Kościan;Leszczyński;23716;15262;14964;64,3532;63,0966
30;wielkopolskie;3021;poznański;3021152;gm.w Suchy Las;Poznański;18512;11943;11611;64,5149;62,7215
4;kujawsko-pomorskie;411;radziejowski;411011;Radziejów;Włocławski;5499;3555;3442;64,6481;62,5932
14;mazowieckie;1432;warszawski zachodni;1432053;gm.m-w. Łomianki;Warszawski;27705;17826;17286;64,3422;62,3931
14;mazowieckie;1421;pruszkowski;1421011;Piastów;Warszawski;22559;14504;14008;64,2936;62,095
30;wielkopolskie;3021;poznański;3021011;Luboń;;32015;20496;19869;64,02;62,0615
22;pomorskie;2210;nowodworski;2210011;Krynica Morska;Elbląski;1290;813;796;63,0233;61,7054
30;wielkopolskie;3021;poznański;3021172;gm.w Tarnowo Podgórne;Poznański;28908;18326;17732;63,3942;61,3394
30;wielkopolskie;3024;szamotulski;3024011;Obrzycko;Poznański;2385;1516;1462;63,5639;61,2998
14;mazowieckie;1421;pruszkowski;1421021;Pruszków;;62623;39724;38304;63,4336;61,166
14;mazowieckie;1432;warszawski zachodni;1432013;gm.m-w. Błonie;Warszawski;21610;13606;13209;62,9616;61,1245
30;wielkopolskie;3002;czarnkowsko-trzcianecki;3002011;Czarnków;Pilski;10464;6588;6367;62,9587;60,8467
22;pomorskie;2262;Gdynia;2262011;Gdynia;;244969;153437;148591;62,6353;60,6571
30;wielkopolskie;3021;poznański;3021143;gm.m-w. Stęszew;Poznański;15125;9484;9173;62,7041;60,6479
30;wielkopolskie;3021;poznański;3021163;gm.m-w. Swarzędz;;52206;32570;31605;62,3875;60,539
14;mazowieckie;1432;warszawski zachodni;1432022;gm.w Izabelin;Warszawski;10560;6604;6385;62,5379;60,464
22;pomorskie;2264;Sopot;2264011;Sopot;;35286;21996;21335;62,3363;60,4631
14;mazowieckie;1421;pruszkowski;1421033;gm.m-w. Brwinów;Warszawski;26812;16754;16199;62,4869;60,417
14;mazowieckie;1408;legionowski;1408011;Legionowo;;53529;33296;32310;62,2018;60,3598
30;wielkopolskie;3021;poznański;3021042;gm.w Czerwonak;Poznański;27780;17204;16742;61,9294;60,2664
2;dolnośląskie;223;wrocławski;223052;gm.w Kobierzyce;Wrocławski;22154;13762;13322;62,1197;60,1336
32;zachodniopomorskie;3205;gryficki;3205072;gm.w Rewal;Szczeciński;3852;2383;2314;61,864;60,0727
12;małopolskie;1206;krakowski;1206172;gm.w Zielonki;Krakowski;23690;14557;14215;61,4479;60,0042
14;mazowieckie;1421;pruszkowski;1421052;gm.w Nadarzyn;Warszawski;14353;8906;8604;62,0497;59,9457
30;wielkopolskie;3021;poznański;3021132;gm.w Rokietnica;Poznański;19326;11922;11544;61,6889;59,733
24;śląskie;2401;będziński;2401042;gm.w Bobrowniki;Katowicki;12122;7416;7230;61,178;59,6436
24;śląskie;2469;Katowice;2469011;Katowice;;290553;177351;172723;61,0391;59,4463
30;wielkopolskie;3021;poznański;3021052;gm.w Dopiewo;Poznański;29328;17891;17424;61,0031;59,4108
12;małopolskie;1206;krakowski;1206082;gm.w Michałowice;Krakowski;10909;6662;6477;61,0688;59,373
30;wielkopolskie;3024;szamotulski;3024073;gm.m-w. Szamotuły;;30188;18401;17886;60,9547;59,2487
4;kujawsko-pomorskie;403;bydgoski;403062;gm.w Osielsko;Bydgoski;15347;9264;9067;60,3636;59,08
10;łódzkie;1061;Łódź;1061011;Łódź;;672185;408889;396860;60,8298;59,0403
30;wielkopolskie;3021;poznański;3021123;gm.m-w. Pobiedziska;Poznański;19943;12187;11764;61,1092;58,9881
14;mazowieckie;1432;warszawski zachodni;1432072;gm.w Stare Babice;Warszawski;19605;11914;11526;60,7702;58,7911
14;mazowieckie;1408;legionowski;1408022;gm.w Jabłonna;Warszawski;20096;12159;11792;60,5046;58,6783
