wojewodztwo_teryt;wojewodztwo_nazwa;powiat_teryt;powiat_nazwa;gmina_teryt;gmina_nazwa;kategoria;liczba_ludnosci;w1_zaszczepieni_pacjenci;w3_zaszczepieni_pelna_dawka;%_zaszczepionych;%_zaszczepionych_pe�n�_dawk�
14;mazowieckie;1405;grodziski;1405021;Podkowa Leśna;Warszawski;3801;2639;2512;69,4291;66,0879
14;mazowieckie;1465;Warszawa;1465011;M. St. Warszawa;;1794166;1208833;1165641;67,3758;64,9684
30;wielkopolskie;3064;Poznań;3064011;Poznań;;532048;354515;341646;66,6321;64,2134
30;wielkopolskie;3024;szamotulski;3024083;gm.m-w. Wronki;Pilski;19081;12929;12143;67,7585;63,6392
14;mazowieckie;1421;pruszkowski;1421062;gm.w Raszyn;Warszawski;21971;14668;13982;66,7607;63,6384
2;dolnośląskie;264;Wrocław;264011;Wrocław;;641928;417036;402678;64,9662;62,7295
14;mazowieckie;1421;pruszkowski;1421042;gm.w Michałowice;Warszawski;18361;11929;11492;64,9692;62,5892
14;mazowieckie;1418;piaseczyński;1418023;gm.m-w. Konstancin-Jeziorna;Warszawski;24621;15885;15187;64,5181;61,6831
12;małopolskie;1261;Kraków;1261011;Kraków;;779966;497630;480560;63,8015;61,6129
32;zachodniopomorskie;3208;kołobrzeski;3208072;gm.w Ustronie Morskie;Koszaliński;3617;2383;2219;65,8833;61,3492
14;mazowieckie;1418;piaseczyński;1418043;gm.m-w. Piaseczno;;86217;54809;52699;63,571;61,1237
30;wielkopolskie;3021;poznański;3021021;Puszczykowo;Poznański;9575;6030;5841;62,9765;61,0026
22;pomorskie;2261;Gdańsk;2261011;Gdańsk;;470805;297511;286790;63,192;60,9148
30;wielkopolskie;3021;poznański;3021152;gm.w Suchy Las;Poznański;18512;11631;11200;62,8295;60,5013
14;mazowieckie;1418;piaseczyński;1418032;gm.w Lesznowola;Warszawski;29767;18834;18004;63,2714;60,4831
30;wielkopolskie;3011;kościański;3011011;Kościan;Leszczyński;23716;14862;14320;62,6666;60,3812
4;kujawsko-pomorskie;411;radziejowski;411011;Radziejów;Włocławski;5499;3429;3310;62,3568;60,1928
14;mazowieckie;1432;warszawski zachodni;1432053;gm.m-w. Łomianki;Warszawski;27705;17278;16636;62,3642;60,0469
22;pomorskie;2210;nowodworski;2210011;Krynica Morska;Elbląski;1290;790;770;61,2403;59,6899
14;mazowieckie;1421;pruszkowski;1421011;Piastów;Warszawski;22559;14001;13462;62,0639;59,6746
30;wielkopolskie;3021;poznański;3021011;Luboń;;32015;19909;19085;62,1865;59,6127
30;wielkopolskie;3021;poznański;3021172;gm.w Tarnowo Podgórne;Poznański;28908;17780;17071;61,5055;59,0529
