wojewodztwo_teryt;wojewodztwo_nazwa;powiat_teryt;powiat_nazwa;gmina_teryt;gmina_nazwa;kategoria;liczba_ludnosci;w1_zaszczepieni_pacjenci;w3_zaszczepieni_pelna_dawka;&_zaszczepionych;%_zaszczepionych_pe�n�_dawk�
12;małopolskie;1214;proszowicki;1214042;gm.w Pałecznica;Kielecki;3568;1857;1790;52,046;50,1682
12;małopolskie;1213;oświęcimski;1213043;gm.m-w. Kęty;;33990;17547;17050;51,624;50,1618
4;kujawsko-pomorskie;464;Włocławek;464011;Włocławek;;108561;55753;54417;51,3564;50,1257
12;małopolskie;1206;krakowski;1206123;gm.m-w. Słomniki;Krakowski;13557;6995;6795;51,597;50,1217
4;kujawsko-pomorskie;418;włocławski;418032;gm.w Boniewo;Włocławski;3346;1708;1677;51,046;50,1195
14;mazowieckie;1419;płocki;1419092;gm.w Nowy Duninów;Płocki;3979;2051;1994;51,5456;50,1131
14;mazowieckie;1422;przasnyski;1422052;gm.w Krasne;Ciechanowski;3560;1833;1784;51,4888;50,1124
4;kujawsko-pomorskie;403;bydgoski;403072;gm.w Sicienko;Bydgoski;10311;5339;5167;51,7797;50,1115
26;świętokrzyskie;2603;kazimierski;2603022;gm.w Czarnocin;Kielecki;3723;1936;1864;52,0011;50,0672
32;zachodniopomorskie;3204;goleniowski;3204052;gm.w Osina;Szczeciński;3024;1558;1514;51,5212;50,0661
22;pomorskie;2213;starogardzki;2213082;gm.w Osiek;Gdański;2373;1230;1188;51,8331;50,0632
24;śląskie;2409;myszkowski;2409011;Myszków;;31261;16190;15650;51,7898;50,0624
24;śląskie;2403;cieszyński;2403021;Ustroń;Bielski;15989;8255;8000;51,6292;50,0344
22;pomorskie;2214;tczewski;2214052;gm.w Subkowy;Gdański;5499;2885;2750;52,4641;50,0091
8;lubuskie;809;zielonogórski;809013;gm.m-w. Babimost;Zielonogórski;6177;3176;3089;51,4165;50,0081
2;dolnośląskie;262;Legnica;262011;Legnica;;98436;50730;49205;51,536;49,9868
2;dolnośląskie;226;złotoryjski;226052;gm.w Zagrodno;Legnicki;5206;2670;2602;51,287;49,9808
30;wielkopolskie;3025;średzki;3025022;gm.w Krzykosy;Poznański;7163;3692;3580;51,5426;49,9791
12;małopolskie;1206;krakowski;1206012;gm.w Czernichów;Krakowski;14704;7613;7345;51,775;49,9524
14;mazowieckie;1419;płocki;1419022;gm.w Bodzanów;Płocki;8152;4194;4069;51,4475;49,9141
18;podkarpackie;1864;Tarnobrzeg;1864011;Tarnobrzeg;;46360;23898;23136;51,5487;49,9051
22;pomorskie;2216;sztumski;2216042;gm.w Stary Targ;Elbląski;6204;3200;3095;51,5796;49,8872
10;łódzkie;1008;pabianicki;1008062;gm.w Lutomiersk;Sieradzki;8736;4503;4358;51,5453;49,8855
30;wielkopolskie;3010;koniński;3010022;gm.w Grodziec;Koniński;5131;2655;2559;51,7443;49,8733
32;zachodniopomorskie;3212;pyrzycki;3212012;gm.w Bielice;Szczeciński;3142;1626;1567;51,7505;49,8727
32;zachodniopomorskie;3203;drawski;3203023;gm.m-w. Drawsko Pomorskie;Koszaliński;17008;8759;8481;51,4993;49,8648
28;warmińsko-mazurskie;2807;iławski;2807073;gm.m-w. Zalewo;Olsztyński;6699;3446;3339;51,4405;49,8433
28;warmińsko-mazurskie;2814;olsztyński;2814072;gm.w Jonkowo;Olsztyński;7495;3877;3735;51,7278;49,8332
14;mazowieckie;1406;grójecki;1406012;gm.w Belsk Duży;Radomski;6440;3330;3209;51,7081;49,8292
14;mazowieckie;1433;węgrowski;1433011;Węgrów;Siedlecki;12452;6431;6202;51,6463;49,8073
30;wielkopolskie;3016;obornicki;3016032;gm.w Ryczywół;Pilski;7264;3775;3617;51,9686;49,7935
24;śląskie;2403;cieszyński;2403122;gm.w Zebrzydowice;Katowicki;13220;6780;6582;51,2859;49,7882
30;wielkopolskie;3030;wrzesiński;3030012;gm.w Kołaczkowo;Poznański;5988;3078;2981;51,4028;49,7829
4;kujawsko-pomorskie;402;brodnicki;402062;gm.w Bartniczka;Toruński;4708;2423;2343;51,4656;49,7664
32;zachodniopomorskie;3207;kamieński;3207063;gm.m-w. Wolin;Szczeciński;12081;6215;6011;51,4444;49,7558
8;lubuskie;802;krośnieński;802022;gm.w Bobrowice;Zielonogórski;3161;1633;1572;51,6609;49,7311
14;mazowieckie;1437;żuromiński;1437042;gm.w Lutocin;Ciechanowski;4197;2134;2087;50,8458;49,726
22;pomorskie;2211;pucki;2211023;gm.m-w. Jastarnia;Gdański;3626;1934;1803;53,337;49,7242
30;wielkopolskie;3025;średzki;3025032;gm.w Nowe Miasto nad Wartą;Poznański;8984;4630;4467;51,5361;49,7217
24;śląskie;2417;żywiecki;2417082;gm.w Łodygowice;Bielski;14637;7517;7277;51,3562;49,7165
4;kujawsko-pomorskie;416;tucholski;416063;gm.m-w. Tuchola;Bydgoski;20151;10275;10018;50,99;49,7147
24;śląskie;2414;bieruńsko-lędziński;2414052;gm.w Chełm Śląski;Katowicki;6403;3273;3182;51,1167;49,6955
24;śląskie;2403;cieszyński;2403052;gm.w Chybie;Bielski;9832;4997;4886;50,8238;49,6949
12;małopolskie;1215;suski;1215072;gm.w Stryszawa;Bielski;11926;6083;5926;51,0062;49,6898
30;wielkopolskie;3031;złotowski;3031011;Złotów;Pilski;18437;9401;9158;50,9899;49,6719
30;wielkopolskie;3002;czarnkowsko-trzcianecki;3002073;gm.m-w. Trzcianka;Pilski;24224;12484;12032;51,5357;49,6697
2;dolnośląskie;207;kamiennogórski;207022;gm.w Kamienna Góra;Jeleniogórski;8997;4586;4466;50,9725;49,6388
10;łódzkie;1002;kutnowski;1002052;gm.w Krzyżanów;Płocki;4202;2144;2085;51,0233;49,6192
30;wielkopolskie;3013;leszczyński;3013043;gm.m-w. Rydzyna;Leszczyński;9836;5040;4880;51,2403;49,6137
28;warmińsko-mazurskie;2804;elbląski;2804082;gm.w Rychliki;Elbląski;3727;1912;1849;51,3013;49,6109
30;wielkopolskie;3028;wągrowiecki;3028062;gm.w Wapno;Pilski;2931;1493;1454;50,9382;49,6076
12;małopolskie;1212;olkuski;1212032;gm.w Bolesław;Katowicki;7727;3934;3832;50,9124;49,5923
22;pomorskie;2208;lęborski;2208011;Lębork;;35101;17887;17407;50,9587;49,5912
30;wielkopolskie;3011;kościański;3011053;gm.m-w. Śmigiel;Leszczyński;17489;8960;8671;51,2322;49,5797
30;wielkopolskie;3023;słupecki;3023083;gm.m-w. Zagórów;Koniński;8878;4508;4399;50,7772;49,5494
12;małopolskie;1218;wadowicki;1218093;gm.m-w. Wadowice;;37585;19179;18623;51,0283;49,549
6;lubelskie;601;bialski;601021;Terespol;Bialskopodlaski;5457;2767;2702;50,7055;49,5144
16;opolskie;1611;strzelecki;1611053;gm.m-w. Strzelce Opolskie;;30269;15344;14981;50,6921;49,4929
2;dolnośląskie;209;legnicki;209042;gm.w Kunice;Legnicki;7161;3627;3544;50,6494;49,4903
32;zachodniopomorskie;3202;choszczeński;3202033;gm.m-w. Drawno;Gorzowski;4993;2547;2471;51,0114;49,4893
30;wielkopolskie;3002;czarnkowsko-trzcianecki;3002052;gm.w Lubasz;Pilski;7686;3989;3803;51,8996;49,4796
12;małopolskie;1208;miechowski;1208062;gm.w Racławice;Kielecki;2485;1282;1229;51,5895;49,4567
30;wielkopolskie;3028;wągrowiecki;3028033;gm.m-w. Gołańcz;Pilski;8185;4211;4047;51,4478;49,4441
2;dolnośląskie;218;średzki;218032;gm.w Miękinia;Wrocławski;17615;9041;8707;51,3256;49,4295
32;zachodniopomorskie;3205;gryficki;3205083;gm.m-w. Trzebiatów;Szczeciński;15995;8140;7905;50,8909;49,4217
32;zachodniopomorskie;3204;goleniowski;3204043;gm.m-w. Nowogard;Szczeciński;24515;12547;12108;51,1809;49,3902
14;mazowieckie;1406;grójecki;1406113;gm.m-w. Warka;Radomski;19167;9783;9466;51,0409;49,387
24;śląskie;2414;bieruńsko-lędziński;2414042;gm.w Bojszowy;Katowicki;8045;4071;3973;50,6029;49,3847
24;śląskie;2417;żywiecki;2417062;gm.w Lipowa;Bielski;10872;5555;5369;51,0946;49,3837
4;kujawsko-pomorskie;407;inowrocławski;407082;gm.w Rojewo;Bydgoski;4723;2421;2332;51,2598;49,3754
26;świętokrzyskie;2613;włoszczowski;2613032;gm.w Moskorzew;Częstochowski;2618;1313;1292;50,1528;49,3506
2;dolnośląskie;201;bolesławiecki;201011;Bolesławiec;;38486;19572;18990;50,8549;49,3426
28;warmińsko-mazurskie;2804;elbląski;2804073;gm.m-w. Pasłęk;Elbląski;19205;9846;9474;51,2679;49,3309
32;zachodniopomorskie;3218;łobeski;3218023;gm.m-w. Łobez;Szczeciński;13815;7079;6812;51,2414;49,3087
4;kujawsko-pomorskie;418;włocławski;418092;gm.w Kowal;Włocławski;3897;1973;1921;50,6287;49,2943
32;zachodniopomorskie;3215;szczecinecki;3215043;gm.m-w. Borne Sulinowo;Koszaliński;9840;4978;4850;50,5894;49,2886
14;mazowieckie;1419;płocki;1419132;gm.w Stara Biała;Płocki;12019;6090;5923;50,6698;49,2803
8;lubuskie;809;zielonogórski;809082;gm.w Trzebiechów;Zielonogórski;3343;1688;1647;50,4936;49,2671
10;łódzkie;1004;łęczycki;1004022;gm.w Daszyna;Płocki;3827;1960;1885;51,2151;49,2553
14;mazowieckie;1406;grójecki;1406032;gm.w Chynów;Radomski;9853;5050;4853;51,2534;49,254
10;łódzkie;1011;poddębicki;1011043;gm.m-w. Uniejów;Koniński;6956;3541;3426;50,9057;49,2524
26;świętokrzyskie;2613;włoszczowski;2613063;gm.m-w. Włoszczowa;Kielecki;19132;9775;9421;51,0924;49,2421
28;warmińsko-mazurskie;2815;ostródzki;2815022;gm.w Dąbrówno;Olsztyński;4235;2170;2085;51,2397;49,2326
2;dolnośląskie;208;kłodzki;208031;Kudowa-Zdrój;Wałbrzyski;9772;4911;4809;50,2558;49,212
26;świętokrzyskie;2612;staszowski;2612073;gm.m-w. Staszów;Tarnobrzeski;25464;12909;12530;50,6951;49,2067
12;małopolskie;1212;olkuski;1212062;gm.w Trzyciąż;Krakowski;7039;3563;3463;50,618;49,1973
32;zachodniopomorskie;3206;gryfiński;3206072;gm.w Stare Czarnowo;Szczeciński;3797;1952;1868;51,409;49,1967
10;łódzkie;1002;kutnowski;1002113;gm.m-w. Żychlin;Płocki;11628;5987;5719;51,4878;49,183
14;mazowieckie;1414;nowodworski;1414043;gm.m-w. Nasielsk;Ciechanowski;19943;10106;9807;50,6744;49,1751
4;kujawsko-pomorskie;415;toruński;415052;gm.w Łubianka;Toruński;7438;3808;3656;51,1966;49,153
30;wielkopolskie;3012;krotoszyński;3012033;gm.m-w. Koźmin Wielkopolski;Kaliski;13140;6714;6458;51,0959;49,1476
2;dolnośląskie;210;lubański;210072;gm.w Siekierczyn;Jeleniogórski;4516;2271;2218;50,2879;49,1143
10;łódzkie;1010;piotrkowski;1010072;gm.w Ręczno;Piotrkowski;3492;1741;1715;49,8568;49,1123
32;zachodniopomorskie;3209;koszaliński;3209022;gm.w Biesiekierz;Koszaliński;7199;3639;3535;50,5487;49,104
28;warmińsko-mazurskie;2819;węgorzewski;2819012;gm.w Budry;Suwalski;2760;1415;1355;51,2681;49,0942
14;mazowieckie;1463;Radom;1463011;Radom;;209296;105791;102738;50,5461;49,0874
12;małopolskie;1206;krakowski;1206132;gm.w Sułoszowa;Krakowski;5807;2954;2850;50,8696;49,0787
6;lubelskie;614;puławski;614052;gm.w Końskowola;Lubelski;8719;4456;4279;51,1068;49,0767
32;zachodniopomorskie;3211;policki;3211033;gm.m-w. Nowe Warpno;Szczeciński;1624;833;797;51,2931;49,0764
6;lubelskie;609;lubelski;609082;gm.w Konopnica;Lubelski;14267;7223;7000;50,6273;49,0643
4;kujawsko-pomorskie;419;żniński;419022;gm.w Gąsawa;Bydgoski;5215;2669;2558;51,1793;49,0508
2;dolnośląskie;218;średzki;218043;gm.m-w. Środa Śląska;Wrocławski;19889;10089;9755;50,7265;49,0472
30;wielkopolskie;3008;kępiński;3008072;gm.w Trzcinica;Kaliski;4934;2476;2419;50,1824;49,0272
30;wielkopolskie;3006;jarociński;3006043;gm.m-w. Żerków;Kaliski;10213;5141;5007;50,3378;49,0258
2;dolnośląskie;215;oławski;215022;gm.w Domaniów;Wrocławski;5132;2587;2515;50,4092;49,0062
2;dolnośląskie;219;świdnicki;219063;gm.m-w. Strzegom;Wałbrzyski;25499;12845;12495;50,3745;49,0019
2;dolnośląskie;222;wołowski;222013;gm.m-w. Brzeg Dolny;Wrocławski;16093;8104;7885;50,3573;48,9965
24;śląskie;2404;częstochowski;2404152;gm.w Rędziny;Częstochowski;9850;4997;4826;50,731;48,9949
10;łódzkie;1006;łódzki wschodni;1006113;gm.m-w. Tuszyn;Piotrkowski;12453;6291;6100;50,5179;48,9842
26;świętokrzyskie;2602;jędrzejowski;2602082;gm.w Sobków;Kielecki;8474;4236;4150;49,9882;48,9733
2;dolnośląskie;221;wałbrzyski;221021;Jedlina-Zdrój;Wałbrzyski;4789;2417;2345;50,4698;48,9664
2;dolnośląskie;225;zgorzelecki;225011;Zawidów;Jeleniogórski;4132;2066;2023;50;48,9593
26;świętokrzyskie;2608;pińczowski;2608032;gm.w Michałów;Kielecki;4516;2311;2211;51,1736;48,9593
6;lubelskie;604;hrubieszowski;604011;Hrubieszów;Zamojski;17232;8724;8435;50,6267;48,9496
24;śląskie;2412;rybnicki;2412042;gm.w Lyski;Katowicki;9676;4861;4735;50,2377;48,9355
4;kujawsko-pomorskie;408;lipnowski;408032;gm.w Chrostkowo;Włocławski;2851;1468;1395;51,4907;48,9302
4;kujawsko-pomorskie;401;aleksandrowski;401052;gm.w Bądkowo;Włocławski;4187;2136;2047;51,015;48,8894
24;śląskie;2473;Rybnik;2473011;Rybnik;;137128;68812;67040;50,1809;48,8886
2;dolnośląskie;223;wrocławski;223062;gm.w Mietków;Wrocławski;3737;1890;1826;50,5753;48,8627
24;śląskie;2462;Bytom;2462011;Bytom;;163255;82028;79747;50,2453;48,8481
26;świętokrzyskie;2608;pińczowski;2608022;gm.w Kije;Kielecki;4320;2170;2110;50,2315;48,8426
24;śląskie;2413;tarnogórski;2413021;Miasteczko Śląskie;Katowicki;7418;3712;3623;50,0404;48,8407
26;świętokrzyskie;2607;ostrowiecki;2607011;Ostrowiec Świętokrzyski;;67404;33949;32916;50,3664;48,8339
14;mazowieckie;1424;pułtuski;1424043;gm.m-w. Pułtusk;Ciechanowski;24619;12477;12022;50,6804;48,8322
30;wielkopolskie;3004;gostyński;3004023;gm.m-w. Gostyń;Leszczyński;28200;14122;13770;50,078;48,8298
30;wielkopolskie;3010;koniński;3010142;gm.w Wilczyn;Koniński;6182;3107;3017;50,2588;48,803
6;lubelskie;618;tomaszowski;618011;Tomaszów Lubelski;Zamojski;18783;9470;9165;50,4179;48,7941
10;łódzkie;1002;kutnowski;1002022;gm.w Bedlno;Płocki;5263;2777;2568;52,7646;48,7935
4;kujawsko-pomorskie;406;grudziądzki;406062;gm.w Świecie nad Osą;Toruński;4151;2146;2025;51,6984;48,7834
26;świętokrzyskie;2608;pińczowski;2608052;gm.w Złota;Kielecki;4436;2313;2164;52,1416;48,7827
2;dolnośląskie;221;wałbrzyski;221072;gm.w Stare Bogaczowice;Wałbrzyski;4265;2135;2080;50,0586;48,7691
32;zachodniopomorskie;3208;kołobrzeski;3208033;gm.m-w. Gościno;Koszaliński;5133;2603;2503;50,7111;48,7629
28;warmińsko-mazurskie;2814;olsztyński;2814013;gm.m-w. Barczewo;Olsztyński;18142;9106;8845;50,1929;48,7543
10;łódzkie;1002;kutnowski;1002102;gm.w Strzelce;Płocki;3892;1965;1897;50,4882;48,741
10;łódzkie;1019;zduńskowolski;1019011;Zduńska Wola;;41288;20755;20123;50,2688;48,7381
22;pomorskie;2204;gdański;2204082;gm.w Trąbki Wielkie;Gdański;11242;5661;5479;50,3558;48,7369
12;małopolskie;1218;wadowicki;1218033;gm.m-w. Kalwaria Zebrzydowska;Bielski;20022;10001;9758;49,9501;48,7364
24;śląskie;2402;bielski;2402052;gm.w Jasienica;Bielski;24681;12478;12028;50,5571;48,7338
30;wielkopolskie;3001;chodzieski;3001053;gm.m-w. Szamocin;Pilski;7513;3806;3661;50,6589;48,7289
8;lubuskie;804;nowosolski;804082;gm.w Siedlisko;Zielonogórski;3554;1773;1731;49,8875;48,7057
30;wielkopolskie;3028;wągrowiecki;3028042;gm.w Mieścisko;Poznański;5909;3015;2878;51,0239;48,7054
24;śląskie;2402;bielski;2402011;Szczyrk;Bielski;5710;2871;2781;50,2802;48,704
4;kujawsko-pomorskie;405;golubsko-dobrzyński;405043;gm.m-w. Kowalewo Pomorskie;Toruński;11416;5730;5560;50,1927;48,7036
12;małopolskie;1218;wadowicki;1218082;gm.w Tomice;Bielski;8223;4130;4003;50,225;48,6805
10;łódzkie;1003;łaski;1003023;gm.m-w. Łask;Sieradzki;27530;13730;13401;49,8729;48,6778
4;kujawsko-pomorskie;403;bydgoski;403022;gm.w Dąbrowa Chełmińska;Bydgoski;8415;4211;4096;50,0416;48,675
28;warmińsko-mazurskie;2803;działdowski;2803043;gm.m-w. Lidzbark;Ciechanowski;13923;7062;6776;50,7218;48,6677
26;świętokrzyskie;2604;kielecki;2604172;gm.w Nowiny;Kielecki;7919;3981;3852;50,2715;48,6425
30;wielkopolskie;3020;pleszewski;3020052;gm.w Gołuchów;Kaliski;10807;5399;5255;49,9584;48,6259
26;świętokrzyskie;2602;jędrzejowski;2602072;gm.w Słupia;Kielecki;4278;2142;2080;50,0701;48,6209
24;śląskie;2412;rybnicki;2412032;gm.w Jejkowice;Katowicki;4185;2080;2034;49,7013;48,6022
4;kujawsko-pomorskie;411;radziejowski;411072;gm.w Topólka;Włocławski;4738;2401;2302;50,6754;48,5859
2;dolnośląskie;224;ząbkowicki;224053;gm.m-w. Ząbkowice Śląskie;Wałbrzyski;21405;10771;10399;50,32;48,5821
16;opolskie;1603;kędzierzyńsko-kozielski;1603011;Kędzierzyn-Koźle;;60021;30064;29158;50,0891;48,5797
24;śląskie;2412;rybnicki;2412022;gm.w Gaszowice;Katowicki;9856;4882;4787;49,5333;48,5694
26;świętokrzyskie;2606;opatowski;2606043;gm.m-w. Opatów;Tarnobrzeski;11532;5747;5601;49,8352;48,5692
30;wielkopolskie;3015;nowotomyski;3015012;gm.w Kuślin;Poznański;5467;2749;2655;50,2835;48,5641
2;dolnośląskie;202;dzierżoniowski;202021;Dzierżoniów;;32869;16456;15962;50,0654;48,5625
4;kujawsko-pomorskie;414;świecki;414072;gm.w Osie;Bydgoski;5511;2729;2676;49,5191;48,5574
30;wielkopolskie;3010;koniński;3010123;gm.m-w. Ślesin;Koniński;14051;7044;6822;50,1317;48,5517
18;podkarpackie;1810;łańcucki;1810011;Łańcut;Rzeszowski;17675;8845;8581;50,0424;48,5488
28;warmińsko-mazurskie;2802;braniewski;2802033;gm.m-w. Frombork;Elbląski;3515;1757;1706;49,9858;48,5349
24;śląskie;2407;lubliniecki;2407011;Lubliniec;Częstochowski;23551;11794;11430;50,0786;48,533
14;mazowieckie;1428;sochaczewski;1428022;gm.w Brochów;Warszawski;4375;2193;2123;50,1257;48,5257
2;dolnośląskie;223;wrocławski;223073;gm.m-w. Sobótka;Wrocławski;12872;6493;6245;50,4428;48,5162
10;łódzkie;1015;skierniewicki;1015012;gm.w Bolimów;Skierniewicki;4026;1996;1953;49,5777;48,5097
10;łódzkie;1019;zduńskowolski;1019023;gm.m-w. Szadek;Sieradzki;7287;3661;3533;50,2402;48,4836
28;warmińsko-mazurskie;2814;olsztyński;2814093;gm.m-w. Olsztynek;Olsztyński;13630;6811;6607;49,9707;48,474
2;dolnośląskie;205;jaworski;205011;Jawor;Legnicki;22462;11205;10888;49,8842;48,473
2;dolnośląskie;206;karkonoski;206031;Piechowice;Jeleniogórski;6082;3033;2948;49,8685;48,4709
10;łódzkie;1017;wieluński;1017102;gm.w Wierzchlas;Sieradzki;6604;3274;3201;49,576;48,4706
10;łódzkie;1007;opoczyński;1007043;gm.m-w. Opoczno;;33777;16995;16371;50,3153;48,4679
6;lubelskie;617;świdnicki;617011;Świdnik;;38763;19415;18787;50,0864;48,4663
30;wielkopolskie;3005;grodziski;3005053;gm.m-w. Wielichowo;Poznański;6935;3484;3361;50,2379;48,4643
2;dolnośląskie;226;złotoryjski;226011;Wojcieszów;Jeleniogórski;3572;1796;1731;50,28;48,4602
8;lubuskie;811;żarski;811082;gm.w Trzebiel;Zielonogórski;5640;2800;2733;49,6454;48,4574
8;lubuskie;806;strzelecko-drezdenecki;806052;gm.w Zwierzyn;Gorzowski;4307;2163;2087;50,2206;48,456
2;dolnośląskie;209;legnicki;209011;Chojnów;Legnicki;13236;6565;6413;49,5996;48,4512
4;kujawsko-pomorskie;401;aleksandrowski;401042;gm.w Aleksandrów Kujawski;Włocławski;12015;6007;5820;49,9958;48,4395
8;lubuskie;811;żarski;811072;gm.w Przewóz;Zielonogórski;3107;1544;1505;49,6942;48,439
30;wielkopolskie;3012;krotoszyński;3012043;gm.m-w. Krotoszyn;;40269;20060;19505;49,815;48,4368
4;kujawsko-pomorskie;401;aleksandrowski;401031;Nieszawa;Włocławski;1834;934;888;50,9269;48,4188
22;pomorskie;2213;starogardzki;2213031;Starogard Gdański;;47272;23781;22886;50,3067;48,4134
28;warmińsko-mazurskie;2806;giżycki;2806083;gm.m-w. Ryn;Suwalski;5640;2829;2730;50,1596;48,4043
2;dolnośląskie;219;świdnicki;219021;Świebodzice;Wałbrzyski;22642;11315;10957;49,9735;48,3924
30;wielkopolskie;3008;kępiński;3008022;gm.w Bralin;Kaliski;6084;3025;2944;49,7206;48,3892
12;małopolskie;1263;Tarnów;1263011;Tarnów;;107498;53329;52017;49,6093;48,3888
24;śląskie;2413;tarnogórski;2413011;Kalety;Częstochowski;8548;4282;4135;50,0936;48,3739
30;wielkopolskie;3010;koniński;3010073;gm.m-w. Rychwał;Koniński;8203;4073;3968;49,6526;48,3725
4;kujawsko-pomorskie;418;włocławski;418113;gm.m-w. Lubień Kujawski;Włocławski;7233;3587;3498;49,5921;48,3617
6;lubelskie;619;włodawski;619042;gm.w Stary Brus;Chełmski;2070;1030;1001;49,7585;48,3575
14;mazowieckie;1406;grójecki;1406083;gm.m-w. Nowe Miasto nad Pilicą;Radomski;7615;3826;3682;50,2429;48,3519
32;zachodniopomorskie;3212;pyrzycki;3212053;gm.m-w. Pyrzyce;Szczeciński;19227;9591;9296;49,883;48,3487
2;dolnośląskie;214;oleśnicki;214032;gm.w Dobroszyce;Wrocławski;6886;3444;3329;50,0145;48,3445
4;kujawsko-pomorskie;413;sępoleński;413043;gm.m-w. Więcbork;Bydgoski;13309;6561;6433;49,2975;48,3357
14;mazowieckie;1424;pułtuski;1424022;gm.w Obryte;Ostrołęcki;4782;2410;2311;50,3973;48,3271
16;opolskie;1606;namysłowski;1606023;gm.m-w. Namysłów;Opolski;26210;13041;12662;49,7558;48,3098
26;świętokrzyskie;2604;kielecki;2604123;gm.m-w. Morawica;Kielecki;16912;8448;8170;49,9527;48,3089
2;dolnośląskie;214;oleśnicki;214073;gm.m-w. Syców;Kaliski;16819;8366;8125;49,7414;48,3085
32;zachodniopomorskie;3206;gryfiński;3206053;gm.m-w. Mieszkowice;Szczeciński;7020;3535;3391;50,3561;48,3048
22;pomorskie;2213;starogardzki;2213021;Skórcz;Gdański;3603;1816;1740;50,4024;48,2931
2;dolnośląskie;208;kłodzki;208041;Nowa Ruda;Wałbrzyski;21643;10719;10452;49,5264;48,2928
30;wielkopolskie;3020;pleszewski;3020033;gm.m-w. Dobrzyca;Kaliski;8093;4095;3907;50,5993;48,2763
30;wielkopolskie;3007;kaliski;3007093;gm.m-w. Stawiszyn;Kaliski;7074;3522;3415;49,788;48,2754
26;świętokrzyskie;2602;jędrzejowski;2602033;gm.m-w. Małogoszcz;Kielecki;11495;5756;5549;50,0739;48,2732
24;śląskie;2412;rybnicki;2412013;gm.m-w. Czerwionka-Leszczyny;;41909;20666;20224;49,3116;48,2569
8;lubuskie;801;gorzowski;801032;gm.w Deszczno;Gorzowski;10140;5088;4893;50,1775;48,2544
28;warmińsko-mazurskie;2803;działdowski;2803062;gm.w Rybno;Ciechanowski;7160;3552;3455;49,6089;48,2542
10;łódzkie;1005;łowicki;1005022;gm.w Bielawy;Skierniewicki;5267;2646;2541;50,2373;48,2438
26;świętokrzyskie;2611;starachowicki;2611053;gm.m-w. Wąchock;Kielecki;6739;3368;3251;49,9777;48,2416
32;zachodniopomorskie;3202;choszczeński;3202063;gm.m-w. Recz;Gorzowski;5450;2735;2629;50,1835;48,2385
8;lubuskie;811;żarski;811043;gm.m-w. Jasień;Zielonogórski;6962;3460;3358;49,6984;48,2333
24;śląskie;2479;Żory;2479011;Żory;;62844;31130;30310;49,5354;48,2305
28;warmińsko-mazurskie;2814;olsztyński;2814052;gm.w Gietrzwałd;Olsztyński;6743;3375;3252;50,0519;48,2278
4;kujawsko-pomorskie;415;toruński;415072;gm.w Obrowo;Toruński;18299;9098;8825;49,7186;48,2267
14;mazowieckie;1402;ciechanowski;1402072;gm.w Opinogóra Górna;Ciechanowski;5937;2966;2863;49,9579;48,223
22;pomorskie;2209;malborski;2209082;gm.w Stare Pole;Elbląski;4706;2349;2269;49,915;48,215
4;kujawsko-pomorskie;404;chełmiński;404042;gm.w Lisewo;Toruński;5181;2627;2497;50,7045;48,1953
12;małopolskie;1209;myślenicki;1209073;gm.m-w. Sułkowice;Krakowski;15061;7435;7258;49,3659;48,1907
24;śląskie;2402;bielski;2402032;gm.w Buczkowice;Bielski;11226;5598;5408;49,8664;48,1739
8;lubuskie;803;międzyrzecki;803042;gm.w Pszczew;Gorzowski;4287;2159;2065;50,3616;48,1689
24;śląskie;2404;częstochowski;2404122;gm.w Olsztyn;Częstochowski;7835;3875;3774;49,4576;48,1685
24;śląskie;2403;cieszyński;2403113;gm.m-w. Strumień;Bielski;13256;6546;6385;49,3814;48,1669
14;mazowieckie;1406;grójecki;1406092;gm.w Pniewy;Radomski;4788;2380;2305;49,7076;48,1412
32;zachodniopomorskie;3209;koszaliński;3209082;gm.w Świeszyno;Koszaliński;7626;3795;3669;49,764;48,1117
20;podlaskie;2005;hajnowski;2005022;gm.w Białowieża;Białostocki;2130;1073;1024;50,3756;48,0751
24;śląskie;2406;kłobucki;2406042;gm.w Miedźno;Częstochowski;7518;3743;3614;49,7872;48,0713
28;warmińsko-mazurskie;2810;mrągowski;2810011;Mrągowo;Olsztyński;21302;10620;10234;49,8545;48,0424
2;dolnośląskie;224;ząbkowicki;224013;gm.m-w. Bardo;Wałbrzyski;5210;2585;2503;49,6161;48,0422
2;dolnośląskie;206;karkonoski;206041;Szklarska Poręba;Jeleniogórski;6653;3309;3196;49,737;48,0385
8;lubuskie;805;słubicki;805033;gm.m-w. Ośno Lubuskie;Gorzowski;6358;3143;3053;49,4338;48,0182
2;dolnośląskie;208;kłodzki;208011;Duszniki-Zdrój;Wałbrzyski;4422;2199;2123;49,7286;48,01
2;dolnośląskie;203;głogowski;203062;gm.w Żukowice;Legnicki;3469;1722;1665;49,6397;47,9965
32;zachodniopomorskie;3206;gryfiński;3206033;gm.m-w. Chojna;Szczeciński;13616;6748;6535;49,5593;47,995
14;mazowieckie;1419;płocki;1419042;gm.w Bulkowo;Płocki;5472;2707;2626;49,47;47,9898
30;wielkopolskie;3006;jarociński;3006013;gm.m-w. Jaraczewo;Kaliski;8021;3977;3849;49,5823;47,9865
10;łódzkie;1020;zgierski;1020021;Ozorków;Łódzki;19128;9507;9178;49,702;47,982
