wojewodztwo_teryt;wojewodztwo_nazwa;powiat_teryt;powiat_nazwa;gmina_teryt;gmina_nazwa;kategoria;liczba_ludnosci;w1_zaszczepieni_pacjenci;w3_zaszczepieni_pelna_dawka;&_zaszczepionych;%_zaszczepionych_pe�n�_dawk�
16;opolskie;1601;brzeski;1601011;Brzeg;;35226;16319;15741;46,3266;44,6857
8;lubuskie;808;świebodziński;808042;gm.w Szczaniec;Zielonogórski;3845;1759;1718;45,7477;44,6814
10;łódzkie;1014;sieradzki;1014102;gm.w Wróblew;Sieradzki;6063;2778;2709;45,8189;44,6809
26;świętokrzyskie;2604;kielecki;2604102;gm.w Miedziana Góra;Kielecki;11722;5404;5237;46,1013;44,6767
6;lubelskie;612;opolski;612072;gm.w Wilków;Lubelski;4367;2006;1950;45,9354;44,6531
30;wielkopolskie;3013;leszczyński;3013012;gm.w Krzemieniewo;Leszczyński;8272;3811;3692;46,0711;44,6325
22;pomorskie;2203;człuchowski;2203072;gm.w Rzeczenica;Słupski;3633;1664;1621;45,8024;44,6188
30;wielkopolskie;3027;turecki;3027022;gm.w Brudzew;Koniński;5958;2732;2658;45,8543;44,6123
20;podlaskie;2002;białostocki;2002093;gm.m-w. Supraśl;Białostocki;16003;7361;7139;45,9976;44,6104
22;pomorskie;2215;wejherowski;2215042;gm.w Choczewo;Gdański;5446;2517;2429;46,2174;44,6015
6;lubelskie;614;puławski;614043;gm.m-w. Kazimierz Dolny;Lubelski;6630;3067;2957;46,2594;44,6003
14;mazowieckie;1429;sokołowski;1429022;gm.w Bielany;Siedlecki;3558;1644;1586;46,2057;44,5756
16;opolskie;1604;kluczborski;1604013;gm.m-w. Byczyna;Opolski;9170;4178;4087;45,5616;44,5692
6;lubelskie;608;lubartowski;608011;Lubartów;Lubelski;21636;10005;9642;46,2424;44,5646
22;pomorskie;2212;słupski;2212092;gm.w Smołdzino;Słupski;3382;1599;1507;47,2797;44,5594
12;małopolskie;1217;tatrzański;1217011;Zakopane;Nowosądecki;26846;12325;11962;45,91;44,5578
30;wielkopolskie;3018;ostrzeszowski;3018012;gm.w Czajków;Kaliski;2505;1160;1116;46,3074;44,5509
28;warmińsko-mazurskie;2803;działdowski;2803022;gm.w Działdowo;Ciechanowski;9831;4540;4378;46,1804;44,5326
8;lubuskie;811;żarski;811032;gm.w Brody;Zielonogórski;3364;1547;1497;45,9869;44,5006
22;pomorskie;2216;sztumski;2216032;gm.w Stary Dzierzgoń;Elbląski;3895;1804;1733;46,3158;44,4929
30;wielkopolskie;3002;czarnkowsko-trzcianecki;3002032;gm.w Drawsko;Pilski;5765;2680;2565;46,4874;44,4926
6;lubelskie;609;lubelski;609092;gm.w Krzczonów;Lubelski;4293;1969;1910;45,8654;44,491
30;wielkopolskie;3027;turecki;3027073;gm.m-w. Tuliszków;Koniński;10526;4911;4683;46,6559;44,4898
2;dolnośląskie;205;jaworski;205042;gm.w Mściwojów;Legnicki;4029;1830;1792;45,4207;44,4775
22;pomorskie;2212;słupski;2212032;gm.w Dębnica Kaszubska;Słupski;9495;4343;4222;45,7399;44,4655
16;opolskie;1610;prudnicki;1610043;gm.m-w. Prudnik;Opolski;26800;12220;11914;45,597;44,4552
26;świętokrzyskie;2606;opatowski;2606053;gm.m-w. Ożarów;Tarnobrzeski;10559;4853;4694;45,9608;44,455
6;lubelskie;604;hrubieszowski;604022;gm.w Dołhobyczów;Zamojski;5265;2420;2340;45,9639;44,4444
2;dolnośląskie;220;trzebnicki;220023;gm.m-w. Prusice;Wrocławski;9352;4309;4156;46,0757;44,4397
26;świętokrzyskie;2604;kielecki;2604192;gm.w Zagnańsk;Kielecki;12917;5983;5739;46,3188;44,4298
10;łódzkie;1004;łęczycki;1004032;gm.w Góra Świętej Małgorzaty;Płocki;4336;2008;1925;46,31;44,3958
12;małopolskie;1211;nowotarski;1211023;gm.m-w. Szczawnica;Nowosądecki;7145;3262;3172;45,6543;44,3947
30;wielkopolskie;3008;kępiński;3008062;gm.w Rychtal;Kaliski;3791;1740;1683;45,8982;44,3946
2;dolnośląskie;203;głogowski;203042;gm.w Kotla;Legnicki;4456;2022;1978;45,377;44,3896
2;dolnośląskie;202;dzierżoniowski;202011;Bielawa;Wałbrzyski;29523;13534;13105;45,8422;44,3891
32;zachodniopomorskie;3207;kamieński;3207052;gm.w Świerzno;Szczeciński;4213;1944;1870;46,1429;44,3864
30;wielkopolskie;3019;pilski;3019043;gm.m-w. Łobżenica;Pilski;9468;4374;4202;46,1977;44,3811
10;łódzkie;1015;skierniewicki;1015062;gm.w Maków;Skierniewicki;6005;2755;2665;45,8784;44,3797
8;lubuskie;812;wschowski;812033;gm.m-w. Wschowa;Leszczyński;20955;9596;9299;45,7934;44,376
14;mazowieckie;1416;ostrowski;1416032;gm.w Boguty-Pianki;Łomżyński;2558;1167;1135;45,6216;44,3706
2;dolnośląskie;202;dzierżoniowski;202062;gm.w Łagiewniki;Wrocławski;7437;3372;3299;45,3409;44,3593
2;dolnośląskie;208;kłodzki;208112;gm.w Nowa Ruda;Wałbrzyski;11440;5257;5074;45,9528;44,3531
10;łódzkie;1016;tomaszowski;1016072;gm.w Rokiciny;Piotrkowski;6153;2820;2729;45,8313;44,3523
16;opolskie;1609;opolski;1609123;gm.m-w. Tułowice;Opolski;5195;2385;2304;45,9095;44,3503
14;mazowieckie;1403;garwoliński;1403082;gm.w Miastków Kościelny;Siedlecki;4835;2257;2144;46,6805;44,3433
14;mazowieckie;1420;płoński;1420122;gm.w Załuski;Ciechanowski;5652;2600;2506;46,0014;44,3383
10;łódzkie;1017;wieluński;1017072;gm.w Pątnów;Sieradzki;6512;2970;2887;45,6081;44,3335
22;pomorskie;2209;malborski;2209042;gm.w Malbork;Elbląski;4858;2229;2153;45,8831;44,3186
10;łódzkie;1012;radomszczański;1012032;gm.w Gidle;Częstochowski;5964;2718;2643;45,5734;44,3159
14;mazowieckie;1438;żyrardowski;1438053;gm.m-w. Wiskitki;Skierniewicki;9853;4523;4366;45,9048;44,3114
12;małopolskie;1207;limanowski;1207011;Limanowa;Nowosądecki;15067;6856;6675;45,5034;44,3021
28;warmińsko-mazurskie;2818;gołdapski;2818012;gm.w Banie Mazurskie;Suwalski;3614;1642;1601;45,4344;44,2999
2;dolnośląskie;208;kłodzki;208072;gm.w Kłodzko;Wałbrzyski;16986;7739;7524;45,5611;44,2953
6;lubelskie;619;włodawski;619032;gm.w Hańsk;Chełmski;3680;1665;1630;45,2446;44,2935
24;śląskie;2417;żywiecki;2417092;gm.w Milówka;Bielski;10040;4589;4447;45,7072;44,2928
26;świętokrzyskie;2607;ostrowiecki;2607053;gm.m-w. Kunów;Kielecki;9731;4428;4309;45,5041;44,2812
2;dolnośląskie;208;kłodzki;208063;gm.m-w. Bystrzyca Kłodzka;Wałbrzyski;18607;8454;8239;45,4345;44,279
16;opolskie;1609;opolski;1609022;gm.w Dąbrowa;Opolski;8252;3761;3653;45,5768;44,2681
6;lubelskie;616;rycki;616062;gm.w Ułęż;Lubelski;3145;1458;1392;46,3593;44,2607
26;świętokrzyskie;2601;buski;2601063;gm.m-w. Stopnica;Kielecki;7576;3546;3353;46,8057;44,2582
2;dolnośląskie;205;jaworski;205032;gm.w Męcinka;Legnicki;5007;2291;2216;45,7559;44,258
26;świętokrzyskie;2609;sandomierski;2609062;gm.w Obrazów;Tarnobrzeski;6381;2939;2824;46,0586;44,2564
18;podkarpackie;1814;przeworski;1814011;Przeworsk;Przemyski;15105;6885;6684;45,5809;44,2502
4;kujawsko-pomorskie;416;tucholski;416032;gm.w Kęsowo;Bydgoski;4468;2033;1977;45,5013;44,248
28;warmińsko-mazurskie;2812;nowomiejski;2812042;gm.w Kurzętnik;Toruński;9135;4187;4042;45,8347;44,2474
4;kujawsko-pomorskie;416;tucholski;416022;gm.w Gostycyn;Bydgoski;5199;2359;2300;45,3741;44,2393
6;lubelskie;613;parczewski;613043;gm.m-w. Parczew;Bialskopodlaski;14329;6533;6339;45,5929;44,239
24;śląskie;2410;pszczyński;2410032;gm.w Miedźna;Katowicki;16660;7562;7370;45,3902;44,2377
14;mazowieckie;1412;miński;1412093;gm.m-w. Kałuszyn;Siedlecki;5749;2656;2543;46,1993;44,2338
2;dolnośląskie;221;wałbrzyski;221082;gm.w Walim;Wałbrzyski;5392;2458;2385;45,5861;44,2322
10;łódzkie;1004;łęczycki;1004072;gm.w Świnice Warckie;Koniński;3880;1780;1716;45,8763;44,2268
28;warmińsko-mazurskie;2801;bartoszycki;2801043;gm.m-w. Bisztynek;Olsztyński;6198;2846;2741;45,918;44,2239
2;dolnośląskie;206;karkonoski;206062;gm.w Jeżów Sudecki;Jeleniogórski;7548;3438;3338;45,5485;44,2236
14;mazowieckie;1402;ciechanowski;1402022;gm.w Ciechanów;Ciechanowski;7159;3299;3165;46,0819;44,2101
30;wielkopolskie;3026;śremski;3026033;gm.m-w. Książ Wielkopolski;Poznański;8471;3833;3745;45,2485;44,2097
10;łódzkie;1005;łowicki;1005052;gm.w Kiernozia;Płocki;3339;1545;1476;46,2713;44,2049
32;zachodniopomorskie;3216;świdwiński;3216052;gm.w Sławoborze;Koszaliński;3977;1834;1758;46,1152;44,2042
18;podkarpackie;1804;jarosławski;1804011;Jarosław;;37073;16994;16385;45,8393;44,1966
8;lubuskie;807;sulęciński;807053;gm.m-w. Torzym;Zielonogórski;6734;3155;2976;46,8518;44,1936
24;śląskie;2417;żywiecki;2417032;gm.w Gilowice;Bielski;6327;2905;2796;45,9143;44,1916
28;warmińsko-mazurskie;2817;szczycieński;2817072;gm.w Świętajno;Olsztyński;5723;2630;2529;45,9549;44,1901
24;śląskie;2410;pszczyński;2410042;gm.w Pawłowice;Katowicki;18156;8248;8023;45,4285;44,1892
14;mazowieckie;1401;białobrzeski;1401022;gm.w Promna;Radomski;5540;2540;2448;45,8484;44,1877
28;warmińsko-mazurskie;2815;ostródzki;2815073;gm.m-w. Miłomłyn;Olsztyński;4886;2237;2159;45,7839;44,1875
24;śląskie;2404;częstochowski;2404082;gm.w Kruszyna;Częstochowski;4802;2165;2121;45,0854;44,1691
32;zachodniopomorskie;3214;stargardzki;3214042;gm.w Dolice;Szczeciński;7700;3544;3401;46,026;44,1688
20;podlaskie;2002;białostocki;2002013;gm.m-w. Choroszcz;Białostocki;15781;7169;6970;45,428;44,167
2;dolnośląskie;215;oławski;215042;gm.w Oława;Wrocławski;15218;6983;6721;45,8865;44,1648
14;mazowieckie;1428;sochaczewski;1428072;gm.w Sochaczew;Skierniewicki;11148;5109;4923;45,8288;44,1604
28;warmińsko-mazurskie;2818;gołdapski;2818033;gm.m-w. Gołdap;Suwalski;20018;9135;8840;45,6339;44,1603
14;mazowieckie;1406;grójecki;1406062;gm.w Jasieniec;Radomski;5356;2470;2364;46,1165;44,1374
14;mazowieckie;1409;lipski;1409033;gm.m-w. Lipsko;Radomski;10881;4952;4802;45,5105;44,132
4;kujawsko-pomorskie;402;brodnicki;402022;gm.w Bobrowo;Toruński;6337;2870;2796;45,2896;44,1218
22;pomorskie;2208;lęborski;2208042;gm.w Nowa Wieś Lęborska;Słupski;13786;6267;6082;45,4592;44,1172
14;mazowieckie;1403;garwoliński;1403062;gm.w Łaskarzew;Siedlecki;5447;2518;2403;46,2273;44,116
4;kujawsko-pomorskie;409;mogileński;409012;gm.w Dąbrowa;Bydgoski;4607;2156;2032;46,7984;44,1068
14;mazowieckie;1402;ciechanowski;1402082;gm.w Regimin;Ciechanowski;4954;2286;2185;46,1445;44,1058
26;świętokrzyskie;2609;sandomierski;2609033;gm.m-w. Klimontów;Tarnobrzeski;7987;3677;3521;46,0373;44,0841
30;wielkopolskie;3011;kościański;3011043;gm.m-w. Krzywiń;Leszczyński;9926;4509;4375;45,4262;44,0762
10;łódzkie;1009;pajęczański;1009022;gm.w Kiełczygłów;Sieradzki;3950;1793;1741;45,3924;44,0759
30;wielkopolskie;3027;turecki;3027033;gm.m-w. Dobra;Koniński;6067;2737;2674;45,1129;44,0745
12;małopolskie;1205;gorlicki;1205011;Gorlice;Nowosądecki;26973;12178;11887;45,1489;44,07
2;dolnośląskie;216;polkowicki;216062;gm.w Radwanice;Legnicki;4904;2248;2161;45,8401;44,0661
22;pomorskie;2206;kościerski;2206042;gm.w Kościerzyna;Gdański;16196;7380;7136;45,5668;44,0603
10;łódzkie;1010;piotrkowski;1010032;gm.w Gorzkowice;Piotrkowski;8462;3885;3727;45,9111;44,044
6;lubelskie;613;parczewski;613072;gm.w Sosnowica;Chełmski;2568;1167;1131;45,4439;44,0421
8;lubuskie;811;żarski;811052;gm.w Lipinki Łużyckie;Zielonogórski;3345;1514;1473;45,2616;44,0359
30;wielkopolskie;3029;wolsztyński;3029022;gm.w Siedlec;Zielonogórski;12767;5840;5622;45,7429;44,0354
14;mazowieckie;1435;wyszkowski;1435062;gm.w Zabrodzie;Ostrołęcki;6011;2761;2646;45,9325;44,0193
6;lubelskie;603;chełmski;603011;Rejowiec Fabryczny;Chełmski;4328;2003;1904;46,28;43,9926
24;śląskie;2404;częstochowski;2404092;gm.w Lelów;Częstochowski;4794;2160;2109;45,0563;43,9925
8;lubuskie;804;nowosolski;804063;gm.m-w. Nowe Miasteczko;Zielonogórski;5333;2452;2346;45,9779;43,9902
6;lubelskie;609;lubelski;609013;gm.m-w. Bełżyce;Lubelski;13167;5966;5792;45,3102;43,9888
26;świętokrzyskie;2604;kielecki;2604133;gm.m-w. Nowa Słupia;Kielecki;9361;4252;4117;45,4225;43,9803
28;warmińsko-mazurskie;2802;braniewski;2802042;gm.w Lelkowo;Elbląski;2763;1248;1215;45,1683;43,9739
10;łódzkie;1010;piotrkowski;1010052;gm.w Łęki Szlacheckie;Piotrkowski;3405;1561;1497;45,8443;43,9648
10;łódzkie;1016;tomaszowski;1016092;gm.w Tomaszów Mazowiecki;Piotrkowski;11251;5114;4946;45,4537;43,9605
30;wielkopolskie;3022;rawicki;3022023;gm.m-w. Jutrosin;Leszczyński;7044;3168;3096;44,9744;43,9523
24;śląskie;2417;żywiecki;2417052;gm.w Koszarawa;Bielski;2346;1085;1031;46,2489;43,9471
6;lubelskie;601;bialski;601062;gm.w Kodeń;Bialskopodlaski;3432;1552;1508;45,2214;43,9394
2;dolnośląskie;221;wałbrzyski;221053;gm.m-w. Głuszyca;Wałbrzyski;8505;3866;3737;45,4556;43,9389
4;kujawsko-pomorskie;416;tucholski;416012;gm.w Cekcyn;Bydgoski;6901;3096;3032;44,8631;43,9357
28;warmińsko-mazurskie;2808;kętrzyński;2808022;gm.w Barciany;Olsztyński;6030;2760;2649;45,7711;43,9303
10;łódzkie;1020;zgierski;1020062;gm.w Ozorków;Łódzki;7051;3212;3096;45,5538;43,9087
22;pomorskie;2215;wejherowski;2215102;gm.w Wejherowo;Gdański;27177;12288;11932;45,2147;43,9048
22;pomorskie;2201;bytowski;2201092;gm.w Trzebielino;Słupski;3706;1677;1627;45,2509;43,9018
10;łódzkie;1010;piotrkowski;1010102;gm.w Wola Krzysztoporska;Piotrkowski;11981;5512;5259;46,0062;43,8945
26;świętokrzyskie;2601;buski;2601052;gm.w Solec-Zdrój;Kielecki;5033;2364;2209;46,97;43,8903
12;małopolskie;1207;limanowski;1207021;Mszana Dolna;Nowosądecki;7899;3542;3466;44,8411;43,879
4;kujawsko-pomorskie;416;tucholski;416042;gm.w Lubiewo;Bydgoski;6008;2722;2636;45,3063;43,8748
4;kujawsko-pomorskie;408;lipnowski;408022;gm.w Bobrowniki;Włocławski;3093;1409;1357;45,5545;43,8733
12;małopolskie;1211;nowotarski;1211062;gm.w Krościenko nad Dunajcem;Nowosądecki;6749;3029;2961;44,8807;43,8732
10;łódzkie;1014;sieradzki;1014052;gm.w Burzenin;Sieradzki;5498;2478;2412;45,0709;43,8705
10;łódzkie;1017;wieluński;1017042;gm.w Mokrsko;Sieradzki;5359;2441;2351;45,5495;43,8701
28;warmińsko-mazurskie;2812;nowomiejski;2812032;gm.w Grodziczno;Toruński;6247;2862;2739;45,814;43,845
28;warmińsko-mazurskie;2807;iławski;2807063;gm.m-w. Susz;Elbląski;12634;5823;5539;46,0899;43,842
28;warmińsko-mazurskie;2817;szczycieński;2817032;gm.w Jedwabno;Olsztyński;3611;1643;1583;45,4999;43,8383
14;mazowieckie;1412;miński;1412132;gm.w Siennica;Siedlecki;7520;3431;3296;45,625;43,8298
30;wielkopolskie;3009;kolski;3009113;gm.m-w. Przedecz;Koniński;4071;1875;1784;46,0575;43,8222
30;wielkopolskie;3019;pilski;3019093;gm.m-w. Wysoka;Pilski;6521;2932;2857;44,9624;43,8123
30;wielkopolskie;3020;pleszewski;3020022;gm.w Czermin;Kaliski;4935;2225;2162;45,0861;43,8095
10;łódzkie;1003;łaski;1003032;gm.w Sędziejowice;Sieradzki;6343;2857;2777;45,0418;43,7805
10;łódzkie;1015;skierniewicki;1015092;gm.w Słupia;Skierniewicki;2609;1168;1142;44,7681;43,7716
32;zachodniopomorskie;3215;szczecinecki;3215062;gm.w Szczecinek;Koszaliński;9221;4181;4035;45,3422;43,7588
10;łódzkie;1014;sieradzki;1014113;gm.m-w. Złoczew;Sieradzki;7131;3249;3119;45,5616;43,7386
2;dolnośląskie;216;polkowicki;216053;gm.m-w. Przemków;Legnicki;8282;3715;3622;44,8563;43,7334
12;małopolskie;1209;myślenicki;1209013;gm.m-w. Dobczyce;Krakowski;15346;6887;6711;44,8781;43,7313
2;dolnośląskie;205;jaworski;205052;gm.w Paszowice;Legnicki;4037;1845;1765;45,7023;43,7206
30;wielkopolskie;3029;wolsztyński;3029012;gm.w Przemęt;Leszczyński;14147;6412;6185;45,3241;43,7195
20;podlaskie;2011;sokólski;2011072;gm.w Sidra;Białostocki;3358;1517;1468;45,1757;43,7165
4;kujawsko-pomorskie;408;lipnowski;408043;gm.m-w. Dobrzyń nad Wisłą;Włocławski;7505;3405;3280;45,3698;43,7042
28;warmińsko-mazurskie;2816;piski;2816023;gm.m-w. Orzysz;Suwalski;8830;3986;3858;45,1416;43,692
30;wielkopolskie;3007;kaliski;3007072;gm.w Mycielin;Kaliski;4862;2190;2124;45,0432;43,6857
14;mazowieckie;1409;lipski;1409042;gm.w Rzeczniów;Radomski;4332;1955;1892;45,1293;43,675
4;kujawsko-pomorskie;406;grudziądzki;406052;gm.w Rogóźno;Toruński;4195;1903;1832;45,3635;43,671
10;łódzkie;1017;wieluński;1017012;gm.w Biała;Sieradzki;5396;2427;2356;44,9778;43,662
12;małopolskie;1201;bocheński;1201082;gm.w Trzciana;Tarnowski;5646;2515;2465;44,5448;43,6592
14;mazowieckie;1411;makowski;1411022;gm.w Czerwonka;Ostrołęcki;2632;1195;1149;45,4027;43,655
28;warmińsko-mazurskie;2802;braniewski;2802062;gm.w Płoskinia;Elbląski;2465;1120;1076;45,4361;43,6511
32;zachodniopomorskie;3217;wałecki;3217052;gm.w Wałcz;Pilski;12664;5761;5527;45,4912;43,6434
16;opolskie;1609;opolski;1609103;gm.m-w. Prószków;Opolski;9079;4124;3962;45,4235;43,6392
14;mazowieckie;1420;płoński;1420043;gm.m-w. Czerwińsk nad Wisłą;Płocki;7608;3482;3320;45,7676;43,6383
4;kujawsko-pomorskie;418;włocławski;418063;gm.m-w. Chodecz;Włocławski;5972;2672;2606;44,7421;43,637
26;świętokrzyskie;2604;kielecki;2604043;gm.m-w. Chmielnik;Kielecki;11170;5090;4874;45,5685;43,6347
12;małopolskie;1201;bocheński;1201052;gm.w Łapanów;Tarnowski;8197;3716;3576;45,3337;43,6257
30;wielkopolskie;3004;gostyński;3004013;gm.m-w. Borek Wielkopolski;Leszczyński;7441;3364;3246;45,209;43,6232
6;lubelskie;614;puławski;614102;gm.w Wąwolnica;Lubelski;4569;2065;1993;45,1959;43,62
14;mazowieckie;1426;siedlecki;1426022;gm.w Korczew;Siedlecki;2554;1151;1114;45,0666;43,6179
8;lubuskie;810;żagański;810073;gm.m-w. Szprotawa;Zielonogórski;20367;9211;8883;45,2251;43,6147
32;zachodniopomorskie;3205;gryficki;3205012;gm.w Brojce;Szczeciński;3664;1656;1598;45,1965;43,6135
22;pomorskie;2206;kościerski;2206062;gm.w Lipusz;Gdański;3772;1733;1645;45,9438;43,6108
14;mazowieckie;1464;Siedlce;1464011;Siedlce;;77813;35042;33930;45,0336;43,6045
18;podkarpackie;1814;przeworski;1814042;gm.w Jawornik Polski;Przemyski;4406;1957;1921;44,4167;43,5996
4;kujawsko-pomorskie;412;rypiński;412042;gm.w Rypin;Włocławski;7533;3398;3284;45,1082;43,5948
2;dolnośląskie;222;wołowski;222022;gm.w Wińsko;Wrocławski;8212;3682;3580;44,8368;43,5947
6;lubelskie;618;tomaszowski;618123;gm.m-w. Tyszowce;Zamojski;5437;2482;2370;45,6502;43,5902
2;dolnośląskie;210;lubański;210053;gm.m-w. Olszyna;Jeleniogórski;6472;2898;2821;44,7775;43,5878
2;dolnośląskie;210;lubański;210033;gm.m-w. Leśna;Jeleniogórski;9948;4442;4335;44,6522;43,5766
24;śląskie;2409;myszkowski;2409032;gm.w Niegowa;Częstochowski;5604;2510;2442;44,7894;43,576
22;pomorskie;2201;bytowski;2201072;gm.w Parchowo;Słupski;3842;1741;1674;45,3149;43,5711
6;lubelskie;612;opolski;612063;gm.m-w. Poniatowa;Lubelski;14008;6286;6103;44,8744;43,568
30;wielkopolskie;3019;pilski;3019052;gm.w Miasteczko Krajeńskie;Pilski;3147;1412;1371;44,8681;43,5653
2;dolnośląskie;205;jaworski;205023;gm.m-w. Bolków;Jeleniogórski;10311;4619;4492;44,7968;43,5651
16;opolskie;1601;brzeski;1601062;gm.w Olszanka;Opolski;4874;2192;2123;44,9733;43,5577
16;opolskie;1607;nyski;1607042;gm.w Łambinowice;Opolski;7388;3320;3217;44,9377;43,5436
12;małopolskie;1215;suski;1215032;gm.w Budzów;Bielski;8902;3954;3875;44,417;43,5295
6;lubelskie;606;krasnostawski;606092;gm.w Rudnik;Zamojski;2973;1318;1294;44,3323;43,5251
10;łódzkie;1015;skierniewicki;1015082;gm.w Skierniewice;Skierniewicki;7635;3416;3322;44,7413;43,5102
14;mazowieckie;1406;grójecki;1406073;gm.m-w. Mogielnica;Radomski;8579;3890;3730;45,3433;43,4783
28;warmińsko-mazurskie;2802;braniewski;2802072;gm.w Wilczęta;Elbląski;2935;1311;1276;44,6678;43,4753
28;warmińsko-mazurskie;2818;gołdapski;2818022;gm.w Dubeninki;Suwalski;2857;1268;1242;44,3822;43,4722
26;świętokrzyskie;2604;kielecki;2604053;gm.m-w. Daleszyce;Kielecki;15828;7133;6880;45,0657;43,4673
16;opolskie;1606;namysłowski;1606012;gm.w Domaszowice;Opolski;3573;1626;1553;45,508;43,4649
10;łódzkie;1002;kutnowski;1002072;gm.w Łanięta;Płocki;2425;1088;1054;44,866;43,4639
14;mazowieckie;1402;ciechanowski;1402042;gm.w Gołymin-Ośrodek;Ciechanowski;3709;1669;1612;44,9987;43,4618
12;małopolskie;1202;brzeski;1202023;gm.m-w. Brzesko;;36264;16149;15759;44,5318;43,4563
28;warmińsko-mazurskie;2815;ostródzki;2815063;gm.m-w. Miłakowo;Olsztyński;5372;2404;2334;44,7506;43,4475
10;łódzkie;1012;radomszczański;1012022;gm.w Dobryszyce;Piotrkowski;4463;2024;1939;45,3507;43,4461
32;zachodniopomorskie;3210;myśliborski;3210052;gm.w Nowogródek Pomorski;Gorzowski;3354;1511;1457;45,0507;43,4407
16;opolskie;1607;nyski;1607092;gm.w Skoroszyce;Opolski;6164;2769;2677;44,9221;43,4296
24;śląskie;2404;częstochowski;2404032;gm.w Janów;Częstochowski;5958;2680;2587;44,9815;43,4206
6;lubelskie;611;łukowski;611011;Łuków;Siedlecki;29441;13184;12770;44,7811;43,3749
14;mazowieckie;1437;żuromiński;1437013;gm.m-w. Bieżuń;Ciechanowski;4903;2216;2126;45,1968;43,3612
26;świętokrzyskie;2612;staszowski;2612083;gm.m-w. Szydłów;Kielecki;4590;2079;1990;45,2941;43,3551
14;mazowieckie;1420;płoński;1420072;gm.w Naruszewo;Ciechanowski;6298;2864;2730;45,4748;43,3471
6;lubelskie;619;włodawski;619082;gm.w Wyryki;Chełmski;2529;1117;1096;44,1677;43,3373
4;kujawsko-pomorskie;408;lipnowski;408052;gm.w Kikół;Włocławski;7050;3271;3055;46,3972;43,3333
14;mazowieckie;1415;ostrołęcki;1415042;gm.w Goworowo;Ostrołęcki;8211;3706;3558;45,1346;43,3321
30;wielkopolskie;3004;gostyński;3004052;gm.w Piaski;Leszczyński;8613;3852;3731;44,7231;43,3182
4;kujawsko-pomorskie;417;wąbrzeski;417052;gm.w Ryńsk;Toruński;8574;3880;3714;45,2531;43,317
30;wielkopolskie;3004;gostyński;3004073;gm.m-w. Poniec;Leszczyński;7715;3439;3341;44,5755;43,3052
24;śląskie;2407;lubliniecki;2407083;gm.m-w. Woźniki;Częstochowski;9568;4265;4143;44,5757;43,3006
26;świętokrzyskie;2610;skarżyski;2610032;gm.w Łączna;Kielecki;4921;2199;2130;44,686;43,2839
30;wielkopolskie;3013;leszczyński;3013072;gm.w Włoszakowice;Leszczyński;9754;4457;4220;45,6941;43,2643
28;warmińsko-mazurskie;2804;elbląski;2804012;gm.w Elbląg;Elbląski;7593;3408;3284;44,8834;43,2504
6;lubelskie;603;chełmski;603052;gm.w Dubienka;Chełmski;2310;1039;999;44,9784;43,2468
24;śląskie;2407;lubliniecki;2407022;gm.w Boronów;Częstochowski;3449;1564;1491;45,3465;43,2299
28;warmińsko-mazurskie;2809;lidzbarski;2809053;gm.m-w. Orneta;Elbląski;11816;5316;5108;44,9898;43,2295
6;lubelskie;609;lubelski;609112;gm.w Niemce;Lubelski;20042;8973;8664;44,771;43,2292
22;pomorskie;2206;kościerski;2206072;gm.w Nowa Karczma;Gdański;7057;3159;3050;44,7641;43,2195
20;podlaskie;2002;białostocki;2002073;gm.m-w. Michałowo;Białostocki;6446;2883;2784;44,7254;43,1896
26;świętokrzyskie;2611;starachowicki;2611032;gm.w Mirzec;Kielecki;8225;3667;3552;44,5836;43,1854
10;łódzkie;1012;radomszczański;1012132;gm.w Wielgomłyny;Piotrkowski;4510;1994;1947;44,2129;43,1707
20;podlaskie;2011;sokólski;2011083;gm.m-w. Sokółka;Białostocki;25184;11207;10871;44,5005;43,1663
22;pomorskie;2209;malborski;2209032;gm.w Lichnowy;Elbląski;4618;2081;1993;45,0628;43,1572
14;mazowieckie;1422;przasnyski;1422072;gm.w Przasnysz;Ostrołęcki;7204;3216;3109;44,6419;43,1566
2;dolnośląskie;201;bolesławiecki;201062;gm.w Warta Bolesławiecka;Legnicki;8579;3822;3702;44,5506;43,1519
16;opolskie;1602;głubczycki;1602033;gm.m-w. Głubczyce;Opolski;22029;9798;9505;44,4777;43,1477
30;wielkopolskie;3017;ostrowski;3017063;gm.m-w. Raszków;Kaliski;11881;5306;5125;44,6595;43,1361
14;mazowieckie;1423;przysuski;1423032;gm.w Klwów;Radomski;3364;1526;1451;45,3627;43,1332
10;łódzkie;1017;wieluński;1017082;gm.w Skomlin;Sieradzki;3267;1437;1409;43,9853;43,1283
2;dolnośląskie;203;głogowski;203022;gm.w Głogów;Legnicki;6845;3070;2952;44,8503;43,1264
32;zachodniopomorskie;3213;sławieński;3213042;gm.w Malechowo;Koszaliński;6201;2790;2674;44,9927;43,1221
10;łódzkie;1015;skierniewicki;1015022;gm.w Głuchów;Skierniewicki;5701;2540;2458;44,5536;43,1152
20;podlaskie;2011;sokólski;2011052;gm.w Kuźnica;Białostocki;3890;1709;1677;43,9332;43,1105
22;pomorskie;2213;starogardzki;2213093;gm.m-w. Skarszewy;Gdański;14958;6642;6448;44,4043;43,1074
