wojewodztwo_teryt;wojewodztwo_nazwa;powiat_teryt;powiat_nazwa;gmina_teryt;gmina_nazwa;kategoria;liczba_ludnosci;w1_zaszczepieni_pacjenci;w3_zaszczepieni_pelna_dawka;%_zaczepionych;%_zaszczepionych_pe�n�_dawk�
18;podkarpackie;1816;rzeszowski;1816063;gm.m-w. Głogów Małopolski;Rzeszowski;19945;7172;6907;35,9589;34,6302
16;opolskie;1603;kędzierzyńsko-kozielski;1603032;gm.w Cisek;Opolski;5553;1973;1923;35,5303;34,6299
18;podkarpackie;1821;leski;1821033;gm.m-w. Lesko;Krośnieński;11262;4082;3900;36,2458;34,6297
22;pomorskie;2201;bytowski;2201012;gm.w Borzytuchom;Słupski;3399;1220;1177;35,8929;34,6278
6;lubelskie;605;janowski;605072;gm.w Potok Wielki;Tarnobrzeski;4561;1657;1579;36,3298;34,6196
28;warmińsko-mazurskie;2810;mrągowski;2810042;gm.w Piecki;Olsztyński;7555;2727;2615;36,0953;34,6128
28;warmińsko-mazurskie;2817;szczycieński;2817083;gm.m-w. Wielbark;Olsztyński;6456;2402;2230;37,2057;34,5415
20;podlaskie;2007;łomżyński;2007022;gm.w Łomża;Łomżyński;11254;4026;3880;35,7739;34,4766
18;podkarpackie;1821;leski;1821052;gm.w Solina;Krośnieński;5310;1901;1830;35,8004;34,4633
14;mazowieckie;1425;radomski;1425022;gm.w Gózd;Radomski;9070;3300;3125;36,3837;34,4542
20;podlaskie;2007;łomżyński;2007082;gm.w Wizna;Łomżyński;3946;1425;1359;36,1125;34,4399
18;podkarpackie;1807;krośnieński;1807043;gm.m-w. Jedlicze;Krośnieński;15335;5456;5275;35,5787;34,3984
12;małopolskie;1216;tarnowski;1216103;gm.m-w. Tuchów;Tarnowski;17809;6369;6122;35,7628;34,3759
6;lubelskie;615;radzyński;615032;gm.w Czemierniki;Bialskopodlaski;4265;1508;1466;35,3576;34,3728
14;mazowieckie;1410;łosicki;1410042;gm.w Platerów;Bialskopodlaski;4825;1722;1658;35,6891;34,3627
20;podlaskie;2014;zambrowski;2014052;gm.w Zambrów;Łomżyński;8784;3176;3018;36,1566;34,3579
20;podlaskie;2005;hajnowski;2005052;gm.w Dubicze Cerkiewne;Białostocki;1433;518;492;36,1479;34,3336
18;podkarpackie;1807;krośnieński;1807062;gm.w Krościenko Wyżne;Krośnieński;5601;1991;1923;35,5472;34,3332
6;lubelskie;603;chełmski;603042;gm.w Dorohusk;Chełmski;6321;2244;2170;35,5007;34,33
18;podkarpackie;1818;stalowowolski;1818042;gm.w Radomyśl nad Sanem;Tarnobrzeski;7331;2601;2516;35,4795;34,32
14;mazowieckie;1425;radomski;1425092;gm.w Przytyk;Radomski;7290;2715;2501;37,2428;34,3073
18;podkarpackie;1809;lubaczowski;1809072;gm.w Stary Dzików;Przemyski;4120;1483;1413;35,9951;34,2961
18;podkarpackie;1814;przeworski;1814032;gm.w Gać;Przemyski;4576;1640;1569;35,8392;34,2876
20;podlaskie;2005;hajnowski;2005092;gm.w Narewka;Białostocki;3530;1275;1210;36,119;34,2776
24;śląskie;2403;cieszyński;2403092;gm.w Istebna;Bielski;12184;4334;4176;35,5712;34,2745
18;podkarpackie;1814;przeworski;1814073;gm.m-w. Sieniawa;Przemyski;7022;2500;2400;35,6024;34,1783
12;małopolskie;1207;limanowski;1207092;gm.w Mszana Dolna;Nowosądecki;17618;6215;6009;35,2764;34,1072
18;podkarpackie;1811;mielecki;1811042;gm.w Gawłuszowice;Rzeszowski;2722;975;928;35,8193;34,0926
20;podlaskie;2014;zambrowski;2014042;gm.w Szumowo;Łomżyński;4759;1718;1622;36,1;34,0828
28;warmińsko-mazurskie;2805;ełcki;2805052;gm.w Stare Juchy;Suwalski;3697;1296;1259;35,0555;34,0546
18;podkarpackie;1811;mielecki;1811073;gm.m-w. Przecław;Rzeszowski;12014;4270;4090;35,5419;34,0436
18;podkarpackie;1816;rzeszowski;1816042;gm.w Chmielnik;Rzeszowski;6968;2440;2370;35,0172;34,0126
14;mazowieckie;1416;ostrowski;1416072;gm.w Ostrów Mazowiecka;Ostrołęcki;12880;4620;4378;35,8696;33,9907
22;pomorskie;2207;kwidzyński;2207062;gm.w Sadlinki;Elbląski;6002;2147;2039;35,7714;33,972
20;podlaskie;2004;grajewski;2004011;Grajewo;Łomżyński;21709;7714;7374;35,5336;33,9675
6;lubelskie;620;zamojski;620082;gm.w Radecznica;Zamojski;5532;1966;1879;35,5387;33,966
20;podlaskie;2013;wysokomazowiecki;2013102;gm.w Wysokie Mazowieckie;Łomżyński;5465;1930;1855;35,3156;33,9433
12;małopolskie;1202;brzeski;1202042;gm.w Dębno;Tarnowski;14751;5196;4999;35,2247;33,8892
14;mazowieckie;1426;siedlecki;1426122;gm.w Wodynie;Siedlecki;4382;1573;1484;35,8969;33,8658
20;podlaskie;2003;bielski;2003052;gm.w Brańsk;Białostocki;5566;1978;1884;35,5372;33,8484
18;podkarpackie;1803;dębicki;1803042;gm.w Dębica;Tarnowski;25880;9088;8755;35,1159;33,8292
6;lubelskie;608;lubartowski;608053;gm.m-w. Kamionka;Lubelski;6491;2279;2187;35,1102;33,6928
18;podkarpackie;1817;sanocki;1817042;gm.w Komańcza;Krośnieński;4466;1546;1504;34,6171;33,6767
12;małopolskie;1205;gorlicki;1205062;gm.w Łużna;Nowosądecki;8517;2975;2868;34,9301;33,6738
20;podlaskie;2005;hajnowski;2005073;gm.m-w. Kleszczele;Białostocki;2408;839;810;34,8422;33,6379
6;lubelskie;607;kraśnicki;607102;gm.w Zakrzówek;Lubelski;6404;2244;2154;35,0406;33,6352
6;lubelskie;611;łukowski;611082;gm.w Stoczek Łukowski;Siedlecki;7744;2708;2604;34,969;33,626
18;podkarpackie;1813;przemyski;1813042;gm.w Krasiczyn;Przemyski;5172;1814;1739;35,0735;33,6234
18;podkarpackie;1813;przemyski;1813052;gm.w Krzywcza;Przemyski;4801;1659;1613;34,5553;33,5972
18;podkarpackie;1812;niżański;1812053;gm.m-w. Nisko;Tarnobrzeski;22186;7767;7441;35,0086;33,5392
20;podlaskie;2010;siemiatycki;2010082;gm.w Perlejewo;Łomżyński;2726;956;914;35,0697;33,529
12;małopolskie;1210;nowosądecki;1210102;gm.w Łososina Dolna;Nowosądecki;11165;3854;3743;34,5186;33,5244
14;mazowieckie;1426;siedlecki;1426032;gm.w Kotuń;Siedlecki;8490;2995;2845;35,2768;33,51
20;podlaskie;2002;białostocki;2002082;gm.w Poświętne;Białostocki;3340;1162;1118;34,7904;33,4731
18;podkarpackie;1816;rzeszowski;1816023;gm.m-w. Błażowa;Rzeszowski;10835;3749;3626;34,6008;33,4656
12;małopolskie;1216;tarnowski;1216122;gm.w Wietrzychowice;Tarnowski;3924;1363;1313;34,735;33,4608
18;podkarpackie;1810;łańcucki;1810032;gm.w Czarna;Rzeszowski;11902;4123;3979;34,6412;33,4314
18;podkarpackie;1809;lubaczowski;1809042;gm.w Lubaczów;Przemyski;9168;3216;3064;35,0785;33,4206
24;śląskie;2407;lubliniecki;2407032;gm.w Ciasna;Częstochowski;7388;2554;2469;34,5696;33,4191
20;podlaskie;2010;siemiatycki;2010042;gm.w Grodzisk;Białostocki;4134;1436;1381;34,7363;33,4059
20;podlaskie;2012;suwalski;2012082;gm.w Szypliszki;Suwalski;3884;1337;1297;34,4233;33,3934
20;podlaskie;2014;zambrowski;2014022;gm.w Kołaki Kościelne;Łomżyński;2300;795;768;34,5652;33,3913
12;małopolskie;1204;dąbrowski;1204032;gm.w Gręboszów;Tarnowski;3316;1134;1104;34,1978;33,2931
6;lubelskie;615;radzyński;615052;gm.w Komarówka Podlaska;Bialskopodlaski;4133;1428;1376;34,5512;33,293
14;mazowieckie;1426;siedlecki;1426082;gm.w Siedlce;Siedlecki;18671;6460;6212;34,5991;33,2708
12;małopolskie;1216;tarnowski;1216063;gm.m-w. Ryglice;Tarnowski;11623;3995;3863;34,3715;33,2358
12;małopolskie;1205;gorlicki;1205023;gm.m-w. Biecz;Krośnieński;16742;5784;5561;34,5478;33,2159
18;podkarpackie;1821;leski;1821012;gm.w Baligród;Krośnieński;3150;1086;1046;34,4762;33,2063
16;opolskie;1610;prudnicki;1610013;gm.m-w. Biała;Opolski;10544;3639;3501;34,5125;33,2037
6;lubelskie;603;chełmski;603102;gm.w Sawin;Chełmski;5417;1883;1797;34,7609;33,1733
12;małopolskie;1216;tarnowski;1216072;gm.w Rzepiennik Strzyżewski;Tarnowski;6750;2308;2237;34,1926;33,1407
12;małopolskie;1207;limanowski;1207072;gm.w Limanowa;Nowosądecki;25797;8802;8542;34,1202;33,1124
20;podlaskie;2007;łomżyński;2007043;gm.m-w. Nowogród;Łomżyński;3995;1387;1322;34,7184;33,0914
18;podkarpackie;1817;sanocki;1817082;gm.w Zarszyn;Krośnieński;9240;3156;3057;34,1558;33,0844
18;podkarpackie;1812;niżański;1812012;gm.w Harasiuki;Tarnobrzeski;6049;2097;1999;34,6669;33,0468
16;opolskie;1608;oleski;1608013;gm.m-w. Dobrodzień;Częstochowski;9737;3339;3216;34,2919;33,0287
6;lubelskie;602;biłgorajski;602102;gm.w Obsza;Zamojski;4214;1421;1391;33,7209;33,009
14;mazowieckie;1430;szydłowiecki;1430032;gm.w Mirów;Radomski;3859;1323;1273;34,2835;32,9878
12;małopolskie;1216;tarnowski;1216032;gm.w Lisia Góra;Tarnowski;15432;5314;5090;34,4349;32,9834
20;podlaskie;2004;grajewski;2004043;gm.m-w. Rajgród;Łomżyński;5115;1772;1686;34,6432;32,9619
24;śląskie;2407;lubliniecki;2407072;gm.w Pawonków;Częstochowski;6615;2265;2180;34,2404;32,9554
18;podkarpackie;1817;sanocki;1817073;gm.m-w. Zagórz;Krośnieński;13072;4451;4307;34,0499;32,9483
6;lubelskie;610;łęczyński;610052;gm.w Puchaczów;Lubelski;5704;1948;1878;34,1515;32,9243
12;małopolskie;1204;dąbrowski;1204023;gm.m-w. Dąbrowa Tarnowska;Tarnowski;21187;7282;6975;34,3701;32,9211
14;mazowieckie;1422;przasnyski;1422042;gm.w Jednorożec;Ostrołęcki;7023;2455;2312;34,9566;32,9204
6;lubelskie;605;janowski;605022;gm.w Chrzanów;Tarnobrzeski;2887;994;950;34,4302;32,9061
20;podlaskie;2004;grajewski;2004053;gm.m-w. Szczuczyn;Łomżyński;5994;2073;1972;34,5846;32,8996
18;podkarpackie;1813;przemyski;1813012;gm.w Bircza;Przemyski;6470;2249;2128;34,7604;32,8903
6;lubelskie;610;łęczyński;610012;gm.w Cyców;Chełmski;7879;2716;2587;34,4714;32,8341
6;lubelskie;611;łukowski;611072;gm.w Stanin;Siedlecki;9686;3297;3175;34,0388;32,7793
18;podkarpackie;1820;tarnobrzeski;1820032;gm.w Grębów;Tarnobrzeski;10010;3449;3281;34,4555;32,7772
6;lubelskie;607;kraśnicki;607052;gm.w Kraśnik;Lubelski;7252;2453;2376;33,8252;32,7634
18;podkarpackie;1807;krośnieński;1807023;gm.m-w. Dukla;Krośnieński;14476;4888;4741;33,7662;32,7508
20;podlaskie;2005;hajnowski;2005042;gm.w Czyże;Białostocki;1927;657;631;34,0944;32,7452
18;podkarpackie;1814;przeworski;1814062;gm.w Przeworsk;Przemyski;14851;5022;4860;33,8159;32,7251
30;wielkopolskie;3007;kaliski;3007022;gm.w Brzeziny;Kaliski;5792;1950;1895;33,6671;32,7175
18;podkarpackie;1808;leżajski;1808022;gm.w Grodzisko Dolne;Rzeszowski;7966;2729;2606;34,2581;32,714
12;małopolskie;1205;gorlicki;1205072;gm.w Moszczenica;Nowosądecki;5026;1702;1644;33,8639;32,7099
16;opolskie;1605;krapkowicki;1605042;gm.w Walce;Opolski;5374;1815;1757;33,7737;32,6945
18;podkarpackie;1805;jasielski;1805112;gm.w Tarnowiec;Krośnieński;9151;3070;2987;33,5482;32,6412
18;podkarpackie;1808;leżajski;1808032;gm.w Kuryłówka;Rzeszowski;5700;1928;1860;33,8246;32,6316
20;podlaskie;2010;siemiatycki;2010032;gm.w Dziadkowice;Białostocki;2688;904;877;33,631;32,6265
18;podkarpackie;1810;łańcucki;1810052;gm.w Markowa;Rzeszowski;6480;2215;2113;34,1821;32,608
14;mazowieckie;1436;zwoleński;1436032;gm.w Przyłęk;Radomski;6082;2095;1982;34,4459;32,588
14;mazowieckie;1426;siedlecki;1426012;gm.w Domanice;Siedlecki;2620;905;853;34,542;32,5573
18;podkarpackie;1805;jasielski;1805053;gm.m-w. Kołaczyce;Krośnieński;8920;2985;2898;33,4641;32,4888
12;małopolskie;1207;limanowski;1207052;gm.w Kamienica;Nowosądecki;7883;2653;2560;33,6547;32,4749
12;małopolskie;1211;nowotarski;1211102;gm.w Ochotnica Dolna;Nowosądecki;8503;2883;2759;33,9057;32,4474
6;lubelskie;608;lubartowski;608132;gm.w Uścimów;Lubelski;3120;1059;1012;33,9423;32,4359
18;podkarpackie;1807;krośnieński;1807102;gm.w Jaśliska;Krośnieński;2170;719;703;33,1336;32,3963
28;warmińsko-mazurskie;2805;ełcki;2805022;gm.w Ełk;Suwalski;11910;4032;3858;33,8539;32,3929
6;lubelskie;613;parczewski;613032;gm.w Milanów;Bialskopodlaski;3723;1243;1204;33,3871;32,3395
18;podkarpackie;1803;dębicki;1803072;gm.w Żyraków;Tarnowski;14277;4831;4617;33,8376;32,3387
6;lubelskie;613;parczewski;613062;gm.w Siemień;Bialskopodlaski;4451;1484;1439;33,3408;32,3298
6;lubelskie;608;lubartowski;608103;gm.m-w. Ostrów Lubelski;Lubelski;5226;1800;1688;34,4432;32,3
20;podlaskie;2010;siemiatycki;2010072;gm.w Nurzec-Stacja;Białostocki;3688;1258;1189;34,1106;32,2397
14;mazowieckie;1415;ostrołęcki;1415083;gm.m-w. Myszyniec;Ostrołęcki;10396;3519;3349;33,8496;32,2143
18;podkarpackie;1804;jarosławski;1804052;gm.w Laszki;Przemyski;6903;2328;2221;33,7245;32,1744
18;podkarpackie;1819;strzyżowski;1819043;gm.m-w. Strzyżów;Rzeszowski;20521;6845;6600;33,3561;32,1622
12;małopolskie;1202;brzeski;1202052;gm.w Gnojnik;Tarnowski;8020;2666;2577;33,2419;32,1322
20;podlaskie;2006;kolneński;2006022;gm.w Grabowo;Łomżyński;3372;1145;1083;33,9561;32,1174
12;małopolskie;1205;gorlicki;1205102;gm.w Uście Gorlickie;Nowosądecki;6880;2273;2209;33,0378;32,1076
20;podlaskie;2008;moniecki;2008063;gm.m-w. Mońki;Białostocki;14795;4939;4748;33,3829;32,0919
12;małopolskie;1216;tarnowski;1216143;gm.m-w. Zakliczyn;Tarnowski;12536;4217;4022;33,6391;32,0836
12;małopolskie;1210;nowosądecki;1210142;gm.w Podegrodzie;Nowosądecki;13391;4473;4291;33,403;32,0439
6;lubelskie;615;radzyński;615042;gm.w Kąkolewnica;Bialskopodlaski;7967;2653;2552;33,2999;32,0321
20;podlaskie;2003;bielski;2003032;gm.w Bielsk Podlaski;Białostocki;6501;2190;2082;33,6871;32,0258
20;podlaskie;2013;wysokomazowiecki;2013082;gm.w Sokoły;Łomżyński;5679;1890;1817;33,2805;31,9951
18;podkarpackie;1804;jarosławski;1804112;gm.w Wiązownica;Przemyski;11743;3914;3755;33,3305;31,9765
20;podlaskie;2005;hajnowski;2005062;gm.w Hajnówka;Białostocki;3817;1261;1220;33,0364;31,9623
20;podlaskie;2006;kolneński;2006042;gm.w Mały Płock;Łomżyński;4692;1556;1497;33,1628;31,9054
6;lubelskie;608;lubartowski;608112;gm.w Ostrówek;Lubelski;3794;1287;1210;33,922;31,8925
6;lubelskie;603;chełmski;603082;gm.w Rejowiec Fabryczny;Chełmski;4210;1429;1342;33,943;31,8765
18;podkarpackie;1818;stalowowolski;1818062;gm.w Zaleszany;Tarnobrzeski;11024;3663;3509;33,2275;31,8306
28;warmińsko-mazurskie;2817;szczycieński;2817052;gm.w Rozogi;Ostrołęcki;5497;1826;1748;33,2181;31,7992
18;podkarpackie;1811;mielecki;1811083;gm.m-w. Radomyśl Wielki;Tarnowski;14272;4783;4536;33,5132;31,7825
18;podkarpackie;1802;brzozowski;1802042;gm.w Haczów;Krośnieński;9114;2972;2894;32,6092;31,7533
18;podkarpackie;1807;krośnieński;1807092;gm.w Wojaszówka;Krośnieński;9360;3056;2971;32,6496;31,7415
6;lubelskie;601;bialski;601042;gm.w Drelów;Bialskopodlaski;5271;1735;1673;32,916;31,7397
18;podkarpackie;1807;krośnieński;1807033;gm.m-w. Iwonicz-Zdrój;Krośnieński;10787;3535;3419;32,7709;31,6956
18;podkarpackie;1811;mielecki;1811032;gm.w Czermin;Rzeszowski;7073;2344;2241;33,1401;31,6839
18;podkarpackie;1807;krośnieński;1807012;gm.w Chorkówka;Krośnieński;13451;4398;4256;32,6965;31,6408
20;podlaskie;2012;suwalski;2012012;gm.w Bakałarzewo;Suwalski;3091;1030;978;33,3225;31,6402
18;podkarpackie;1811;mielecki;1811102;gm.w Wadowice Górne;Tarnowski;7738;2577;2448;33,3032;31,6361
20;podlaskie;2003;bielski;2003062;gm.w Orla;Białostocki;2638;863;833;32,7142;31,577
6;lubelskie;615;radzyński;615022;gm.w Borki;Lubelski;5961;1933;1882;32,4274;31,5719
20;podlaskie;2001;augustowski;2001032;gm.w Bargłów Kościelny;Suwalski;5455;1790;1722;32,8139;31,5674
18;podkarpackie;1815;ropczycko-sędziszowski;1815043;gm.m-w. Sędziszów Małopolski;Rzeszowski;23865;7758;7530;32,5079;31,5525
20;podlaskie;2002;białostocki;2002123;gm.m-w. Tykocin;Białostocki;6167;2000;1939;32,4307;31,4415
20;podlaskie;2008;moniecki;2008032;gm.w Jaświły;Białostocki;4801;1556;1508;32,4099;31,4101
18;podkarpackie;1803;dębicki;1803052;gm.w Jodłowa;Tarnowski;5310;1746;1665;32,8814;31,3559
18;podkarpackie;1807;krośnieński;1807052;gm.w Korczyna;Krośnieński;11143;3621;3491;32,4957;31,3291
6;lubelskie;611;łukowski;611092;gm.w Trzebieszów;Siedlecki;7320;2401;2291;32,8005;31,2978
18;podkarpackie;1803;dębicki;1803032;gm.w Czarna;Tarnowski;13158;4302;4117;32,6949;31,2889
18;podkarpackie;1813;przemyski;1813092;gm.w Stubno;Przemyski;3863;1316;1208;34,0668;31,271
18;podkarpackie;1811;mielecki;1811092;gm.w Tuszów Narodowy;Rzeszowski;8254;2705;2576;32,772;31,2091
18;podkarpackie;1804;jarosławski;1804102;gm.w Roźwienica;Przemyski;6252;2032;1948;32,5016;31,158
12;małopolskie;1205;gorlicki;1205052;gm.w Lipinki;Krośnieński;6800;2185;2117;32,1324;31,1324
22;pomorskie;2205;kartuski;2205042;gm.w Sierakowice;Gdański;20361;6614;6318;32,4837;31,0299
14;mazowieckie;1426;siedlecki;1426092;gm.w Skórzec;Siedlecki;7914;2603;2454;32,8911;31,0083
18;podkarpackie;1819;strzyżowski;1819052;gm.w Wiśniowa;Rzeszowski;7988;2540;2470;31,7977;30,9214
6;lubelskie;605;janowski;605032;gm.w Dzwola;Tarnobrzeski;6161;1973;1905;32,024;30,9203
6;lubelskie;602;biłgorajski;602032;gm.w Biłgoraj;Zamojski;13381;4280;4136;31,9857;30,9095
6;lubelskie;611;łukowski;611042;gm.w Krzywda;Siedlecki;10412;3362;3212;32,2897;30,849
20;podlaskie;2008;moniecki;2008072;gm.w Trzcianne;Łomżyński;4193;1327;1293;31,648;30,8371
18;podkarpackie;1805;jasielski;1805032;gm.w Dębowiec;Krośnieński;8844;2813;2722;31,8069;30,7779
20;podlaskie;2010;siemiatycki;2010062;gm.w Milejczyce;Białostocki;1702;540;522;31,7274;30,6698
18;podkarpackie;1817;sanocki;1817052;gm.w Sanok;Krośnieński;18113;5754;5553;31,7672;30,6575
20;podlaskie;2007;łomżyński;2007092;gm.w Zbójna;Łomżyński;4169;1336;1278;32,0461;30,6548
6;lubelskie;608;lubartowski;608032;gm.w Firlej;Lubelski;5840;1914;1788;32,774;30,6164
6;lubelskie;615;radzyński;615072;gm.w Ulan-Majorat;Bialskopodlaski;5962;1879;1824;31,5163;30,5938
20;podlaskie;2007;łomżyński;2007013;gm.m-w. Jedwabne;Łomżyński;5234;1677;1601;32,0405;30,5885
6;lubelskie;602;biłgorajski;602063;gm.m-w. Goraj;Zamojski;4041;1266;1235;31,3289;30,5617
18;podkarpackie;1817;sanocki;1817022;gm.w Besko;Krośnieński;4489;1418;1371;31,5883;30,5413
12;małopolskie;1210;nowosądecki;1210133;gm.m-w. Piwniczna-Zdrój;Nowosądecki;10520;3304;3203;31,4068;30,4468
16;opolskie;1608;oleski;1608072;gm.w Zębowice;Opolski;3609;1136;1098;31,4769;30,4239
20;podlaskie;2008;moniecki;2008052;gm.w Krypno;Białostocki;3960;1316;1204;33,2323;30,404
18;podkarpackie;1804;jarosławski;1804092;gm.w Rokietnica;Przemyski;4313;1376;1311;31,9035;30,3965
20;podlaskie;2012;suwalski;2012042;gm.w Przerośl;Suwalski;2907;920;881;31,6477;30,3062
18;podkarpackie;1821;leski;1821042;gm.w Olszanica;Krośnieński;4882;1535;1476;31,442;30,2335
18;podkarpackie;1815;ropczycko-sędziszowski;1815022;gm.w Ostrów;Rzeszowski;7346;2271;2220;30,9148;30,2205
6;lubelskie;608;lubartowski;608092;gm.w Niedźwiada;Lubelski;6139;1939;1854;31,5849;30,2004
18;podkarpackie;1808;leżajski;1808053;gm.m-w. Nowa Sarzyna;Rzeszowski;21489;6676;6487;31,0671;30,1875
20;podlaskie;2007;łomżyński;2007072;gm.w Śniadowo;Łomżyński;5280;1692;1593;32,0455;30,1705
6;lubelskie;602;biłgorajski;602082;gm.w Księżpol;Zamojski;6893;2134;2078;30,9589;30,1465
6;lubelskie;602;biłgorajski;602022;gm.w Aleksandrów;Zamojski;3269;1015;985;31,0493;30,1315
18;podkarpackie;1801;bieszczadzki;1801032;gm.w Czarna;Krośnieński;2378;735;716;30,9083;30,1093
14;mazowieckie;1415;ostrołęcki;1415022;gm.w Czarnia;Ostrołęcki;2472;809;744;32,7265;30,0971
12;małopolskie;1210;nowosądecki;1210082;gm.w Łabowa;Nowosądecki;6115;1943;1839;31,7743;30,0736
18;podkarpackie;1814;przeworski;1814092;gm.w Zarzecze;Przemyski;7211;2288;2167;31,7293;30,0513
20;podlaskie;2001;augustowski;2001022;gm.w Augustów;Suwalski;6742;2101;2026;31,1629;30,0504
12;małopolskie;1211;nowotarski;1211092;gm.w Nowy Targ;Nowosądecki;24131;7482;7248;31,0058;30,0361
20;podlaskie;2007;łomżyński;2007052;gm.w Piątnica;Łomżyński;10666;3349;3202;31,3988;30,0206
14;mazowieckie;1415;ostrołęcki;1415062;gm.w Lelis;Ostrołęcki;9780;3052;2935;31,2065;30,0102
12;małopolskie;1210;nowosądecki;1210122;gm.w Nawojowa;Nowosądecki;8788;2731;2634;31,0765;29,9727
12;małopolskie;1204;dąbrowski;1204012;gm.w Bolesław;Tarnowski;2586;800;774;30,9358;29,9304
6;lubelskie;615;radzyński;615062;gm.w Radzyń Podlaski;Bialskopodlaski;8081;2497;2414;30,8996;29,8725
18;podkarpackie;1809;lubaczowski;1809082;gm.w Wielkie Oczy;Przemyski;3777;1199;1127;31,7448;29,8385
18;podkarpackie;1812;niżański;1812063;gm.m-w. Rudnik nad Sanem;Tarnobrzeski;10076;3135;3001;31,1135;29,7836
12;małopolskie;1217;tatrzański;1217042;gm.w Kościelisko;Nowosądecki;8867;2743;2640;30,9349;29,7733
12;małopolskie;1211;nowotarski;1211112;gm.w Raba Wyżna;Nowosądecki;14789;4567;4403;30,8811;29,7721
18;podkarpackie;1819;strzyżowski;1819032;gm.w Niebylec;Rzeszowski;10537;3268;3134;31,0145;29,7428
6;lubelskie;608;lubartowski;608072;gm.w Lubartów;Lubelski;11868;3684;3525;31,0415;29,7017
20;podlaskie;2013;wysokomazowiecki;2013062;gm.w Kulesze Kościelne;Łomżyński;3057;945;907;30,9127;29,6696
12;małopolskie;1207;limanowski;1207082;gm.w Łukowica;Nowosądecki;10133;3131;3005;30,899;29,6556
18;podkarpackie;1806;kolbuszowski;1806023;gm.m-w. Kolbuszowa;Rzeszowski;24638;7534;7296;30,5788;29,6128
12;małopolskie;1204;dąbrowski;1204052;gm.w Olesno;Tarnowski;7928;2420;2346;30,5247;29,5913
18;podkarpackie;1812;niżański;1812073;gm.m-w. Ulanów;Tarnobrzeski;8214;2532;2428;30,8254;29,5593
14;mazowieckie;1415;ostrołęcki;1415052;gm.w Kadzidło;Ostrołęcki;11307;3463;3334;30,627;29,4862
18;podkarpackie;1816;rzeszowski;1816072;gm.w Hyżne;Rzeszowski;7036;2156;2074;30,6424;29,477
16;opolskie;1604;kluczborski;1604032;gm.w Lasowice Wielkie;Opolski;6803;2087;2002;30,6776;29,4282
12;małopolskie;1216;tarnowski;1216022;gm.w Gromnik;Tarnowski;8952;2736;2629;30,563;29,3677
6;lubelskie;608;lubartowski;608063;gm.m-w. Kock;Lubelski;6311;1976;1853;31,3104;29,3614
12;małopolskie;1207;limanowski;1207112;gm.w Słopnice;Nowosądecki;6815;2065;1998;30,3008;29,3177
6;lubelskie;601;bialski;601102;gm.w Międzyrzec Podlaski;Bialskopodlaski;10426;3161;3050;30,3184;29,2538
14;mazowieckie;1416;ostrowski;1416082;gm.w Stary Lubotyń;Ostrołęcki;3699;1169;1080;31,6031;29,1971
18;podkarpackie;1804;jarosławski;1804082;gm.w Radymno;Przemyski;11394;3474;3324;30,4897;29,1732
6;lubelskie;605;janowski;605042;gm.w Godziszów;Tarnobrzeski;5749;1801;1677;31,3272;29,1703
18;podkarpackie;1812;niżański;1812042;gm.w Krzeszów;Tarnobrzeski;4228;1276;1233;30,1798;29,1627
20;podlaskie;2004;grajewski;2004062;gm.w Wąsosz;Łomżyński;3556;1103;1037;31,018;29,162
20;podlaskie;2007;łomżyński;2007032;gm.w Miastkowo;Łomżyński;4216;1297;1226;30,7638;29,0797
12;małopolskie;1211;nowotarski;1211132;gm.w Spytkowice;Nowosądecki;4626;1410;1344;30,4799;29,0532
18;podkarpackie;1803;dębicki;1803063;gm.m-w. Pilzno;Tarnowski;18233;5532;5284;30,3406;28,9804
12;małopolskie;1207;limanowski;1207062;gm.w Laskowa;Nowosądecki;8195;2483;2374;30,299;28,9689
18;podkarpackie;1815;ropczycko-sędziszowski;1815012;gm.w Iwierzyce;Rzeszowski;7735;2328;2235;30,097;28,8946
6;lubelskie;611;łukowski;611062;gm.w Serokomla;Siedlecki;3914;1181;1127;30,1737;28,7941
6;lubelskie;610;łęczyński;610022;gm.w Ludwin;Lubelski;5655;1687;1627;29,832;28,771
14;mazowieckie;1426;siedlecki;1426132;gm.w Zbuczyn;Siedlecki;10053;2993;2879;29,7722;28,6382
