wojewodztwo_teryt;wojewodztwo_nazwa;powiat_teryt;powiat_nazwa;gmina_teryt;gmina_nazwa;kategoria;liczba_ludnosci;w1_zaszczepieni_pacjenci;w3_zaszczepieni_pelna_dawka;%_zaszczepionych;%_zaszczepionych_pe�n�_dawk�
14;mazowieckie;1405;grodziski;1405021;Podkowa Leśna;Warszawski;3801;2701;2616;71,0602;68,824
30;wielkopolskie;3024;szamotulski;3024083;gm.m-w. Wronki;Pilski;19081;13371;12839;70,0749;67,2868
14;mazowieckie;1465;Warszawa;1465011;M. St. Warszawa;;1794166;1239168;1202870;69,0665;67,0434
32;zachodniopomorskie;3208;kołobrzeski;3208072;gm.w Ustronie Morskie;Koszaliński;3617;2501;2420;69,1457;66,9063
14;mazowieckie;1421;pruszkowski;1421062;gm.w Raszyn;Warszawski;21971;15168;14694;69,0365;66,8791
30;wielkopolskie;3064;Poznań;3064011;Poznań;;532048;363581;353164;68,3361;66,3782
2;dolnośląskie;264;Wrocław;264011;Wrocław;;641928;427093;415471;66,5329;64,7224
14;mazowieckie;1421;pruszkowski;1421042;gm.w Michałowice;Warszawski;18361;12196;11862;66,4234;64,6043
14;mazowieckie;1418;piaseczyński;1418023;gm.m-w. Konstancin-Jeziorna;Warszawski;24621;16273;15738;66,094;63,921
12;małopolskie;1261;Kraków;1261011;Kraków;;779966;508868;496275;65,2423;63,6278
14;mazowieckie;1418;piaseczyński;1418043;gm.m-w. Piaseczno;;86217;56334;54674;65,3398;63,4144
14;mazowieckie;1418;piaseczyński;1418032;gm.w Lesznowola;Warszawski;29767;19417;18779;65,23;63,0866
30;wielkopolskie;3021;poznański;3021021;Puszczykowo;Poznański;9575;6197;6033;64,7206;63,0078
22;pomorskie;2261;Gdańsk;2261011;Gdańsk;;470805;305018;296318;64,7865;62,9386
30;wielkopolskie;3011;kościański;3011011;Kościan;Leszczyński;23716;15227;14919;64,2056;62,9069
30;wielkopolskie;3021;poznański;3021152;gm.w Suchy Las;Poznański;18512;11920;11588;64,3907;62,5972
4;kujawsko-pomorskie;411;radziejowski;411011;Radziejów;Włocławski;5499;3550;3440;64,5572;62,5568
14;mazowieckie;1432;warszawski zachodni;1432053;gm.m-w. Łomianki;Warszawski;27705;17784;17239;64,1906;62,2234
14;mazowieckie;1421;pruszkowski;1421011;Piastów;Warszawski;22559;14455;13974;64,0764;61,9442
30;wielkopolskie;3021;poznański;3021011;Luboń;;32015;20462;19824;63,9138;61,921
22;pomorskie;2210;nowodworski;2210011;Krynica Morska;Elbląski;1290;809;792;62,7132;61,3953
30;wielkopolskie;3021;poznański;3021172;gm.w Tarnowo Podgórne;Poznański;28908;18276;17682;63,2213;61,1665
14;mazowieckie;1421;pruszkowski;1421021;Pruszków;;62623;39591;38202;63,2212;61,0031
14;mazowieckie;1432;warszawski zachodni;1432013;gm.m-w. Błonie;Warszawski;21610;13573;13180;62,8089;60,9903
30;wielkopolskie;3024;szamotulski;3024011;Obrzycko;Poznański;2385;1504;1448;63,0608;60,7128
30;wielkopolskie;3002;czarnkowsko-trzcianecki;3002011;Czarnków;Pilski;10464;6552;6339;62,6147;60,5791
22;pomorskie;2262;Gdynia;2262011;Gdynia;;244969;153090;148183;62,4936;60,4905
30;wielkopolskie;3021;poznański;3021143;gm.m-w. Stęszew;Poznański;15125;9432;9147;62,3603;60,476
14;mazowieckie;1432;warszawski zachodni;1432022;gm.w Izabelin;Warszawski;10560;6599;6375;62,4905;60,3693
30;wielkopolskie;3021;poznański;3021163;gm.m-w. Swarzędz;;52206;32466;31513;62,1883;60,3628
22;pomorskie;2264;Sopot;2264011;Sopot;;35286;21967;21298;62,2542;60,3582
14;mazowieckie;1421;pruszkowski;1421033;gm.m-w. Brwinów;Warszawski;26812;16712;16151;62,3303;60,238
30;wielkopolskie;3021;poznański;3021042;gm.w Czerwonak;Poznański;27780;17158;16702;61,7639;60,1224
14;mazowieckie;1408;legionowski;1408011;Legionowo;;53529;33216;32170;62,0523;60,0983
2;dolnośląskie;223;wrocławski;223052;gm.w Kobierzyce;Wrocławski;22154;13734;13284;61,9933;59,9621
32;zachodniopomorskie;3205;gryficki;3205072;gm.w Rewal;Szczeciński;3852;2382;2306;61,838;59,865
12;małopolskie;1206;krakowski;1206172;gm.w Zielonki;Krakowski;23690;14529;14179;61,3297;59,8523
24;śląskie;2401;będziński;2401042;gm.w Bobrowniki;Katowicki;12122;7412;7220;61,145;59,5611
14;mazowieckie;1421;pruszkowski;1421052;gm.w Nadarzyn;Warszawski;14353;8888;8548;61,9243;59,5555
30;wielkopolskie;3021;poznański;3021132;gm.w Rokietnica;Poznański;19326;11886;11502;61,5026;59,5157
24;śląskie;2469;Katowice;2469011;Katowice;;290553;177074;172355;60,9438;59,3196
30;wielkopolskie;3021;poznański;3021052;gm.w Dopiewo;Poznański;29328;17845;17373;60,8463;59,2369
12;małopolskie;1206;krakowski;1206082;gm.w Michałowice;Krakowski;10909;6648;6456;60,9405;59,1805
4;kujawsko-pomorskie;403;bydgoski;403062;gm.w Osielsko;Bydgoski;15347;9253;9055;60,2919;59,0018
10;łódzkie;1061;Łódź;1061011;Łódź;;672185;407862;395611;60,677;58,8545
30;wielkopolskie;3024;szamotulski;3024073;gm.m-w. Szamotuły;;30188;18313;17736;60,6632;58,7518
30;wielkopolskie;3021;poznański;3021123;gm.m-w. Pobiedziska;Poznański;19943;12155;11715;60,9487;58,7424
14;mazowieckie;1432;warszawski zachodni;1432072;gm.w Stare Babice;Warszawski;19605;11895;11506;60,6733;58,6891
14;mazowieckie;1408;legionowski;1408022;gm.w Jabłonna;Warszawski;20096;12131;11761;60,3652;58,5241
14;mazowieckie;1432;warszawski zachodni;1432063;gm.m-w. Ożarów Mazowiecki;Warszawski;26151;15830;15301;60,5331;58,5102
10;łódzkie;1002;kutnowski;1002011;Kutno;;43332;26075;25293;60,1749;58,3703
30;wielkopolskie;3001;chodzieski;3001011;Chodzież;Pilski;18229;10965;10639;60,1514;58,363
4;kujawsko-pomorskie;401;aleksandrowski;401021;Ciechocinek;Włocławski;10534;6291;6147;59,7209;58,3539
24;śląskie;2401;będziński;2401062;gm.w Psary;Katowicki;12268;7384;7153;60,1891;58,3062
30;wielkopolskie;3021;poznański;3021072;gm.w Komorniki;;31474;18914;18345;60,094;58,2862
12;małopolskie;1206;krakowski;1206152;gm.w Wielka Wieś;Krakowski;13162;7874;7671;59,8237;58,2814
14;mazowieckie;1417;otwocki;1417011;Józefów;Warszawski;20741;12520;12088;60,3635;58,2807
14;mazowieckie;1405;grodziski;1405011;Milanówek;Warszawski;16478;9921;9599;60,2075;58,2534
32;zachodniopomorskie;3207;kamieński;3207013;gm.m-w. Dziwnów;Szczeciński;3939;2355;2294;59,7867;58,2381
14;mazowieckie;1412;miński;1412151;Sulejówek;Warszawski;19951;11952;11618;59,9068;58,2327
14;mazowieckie;1408;legionowski;1408032;gm.w Nieporęt;Warszawski;14841;8979;8642;60,5013;58,2306
14;mazowieckie;1417;otwocki;1417043;gm.m-w. Karczew;Warszawski;15930;9625;9266;60,4206;58,167
30;wielkopolskie;3021;poznański;3021033;gm.m-w. Buk;Poznański;12673;7743;7362;61,0984;58,092
12;małopolskie;1213;oświęcimski;1213082;gm.w Przeciszów;Bielski;6739;4007;3914;59,4599;58,0798
14;mazowieckie;1414;nowodworski;1414011;Nowy Dwór Mazowiecki;Warszawski;28691;17190;16658;59,9143;58,06
14;mazowieckie;1434;wołomiński;1434041;Zielonka;Warszawski;17486;10488;10145;59,9794;58,0178
24;śląskie;2401;będziński;2401031;Wojkowice;Katowicki;8877;5307;5148;59,7837;57,9926
22;pomorskie;2204;gdański;2204011;Pruszcz Gdański;;31578;18861;18289;59,7283;57,9169
14;mazowieckie;1432;warszawski zachodni;1432042;gm.w Leszno;Warszawski;10165;6087;5881;59,8819;57,8554
30;wielkopolskie;3021;poznański;3021083;gm.m-w. Kostrzyn;Poznański;18764;11194;10825;59,6568;57,6903
30;wielkopolskie;3023;słupecki;3023011;Słupca;Koniński;13564;8000;7825;58,9797;57,6895
4;kujawsko-pomorskie;461;Bydgoszcz;461011;Bydgoszcz;;344091;203253;198191;59,0695;57,5984
4;kujawsko-pomorskie;463;Toruń;463011;Toruń;;198613;117085;114251;58,9513;57,5244
10;łódzkie;1004;łęczycki;1004011;Łęczyca;Płocki;13786;8136;7921;59,0164;57,4568
30;wielkopolskie;3025;średzki;3025043;gm.m-w. Środa Wielkopolska;;32874;19393;18883;58,9919;57,4405
30;wielkopolskie;3021;poznański;3021113;gm.m-w. Murowana Goślina;Poznański;16942;10059;9724;59,3732;57,3958
22;pomorskie;2212;słupski;2212011;Ustka;Słupski;15199;9002;8720;59,2276;57,3722
10;łódzkie;1020;zgierski;1020011;Głowno;Łódzki;13961;8477;7998;60,7191;57,2882
30;wielkopolskie;3021;poznański;3021103;gm.m-w. Mosina;;33767;19838;19336;58,7497;57,263
12;małopolskie;1206;krakowski;1206103;gm.m-w. Skała;Krakowski;10553;6196;6042;58,7132;57,2539
24;śląskie;2475;Sosnowiec;2475011;Sosnowiec;;197586;116000;112952;58,7086;57,166
22;pomorskie;2208;lęborski;2208021;Łeba;Słupski;3541;2089;2024;58,9946;57,159
