wojewodztwo_teryt;wojewodztwo_nazwa;powiat_teryt;powiat_nazwa;gmina_teryt;gmina_nazwa;kategoria;liczba_ludnosci;w1_zaszczepieni_pacjenci;w3_zaszczepieni_pelna_dawka;%_zaszczepionych;%_zaszczepionych_pe�n�_dawk�
14;mazowieckie;1405;grodziski;1405021;Podkowa Leśna;Warszawski;3801;2674;2569;70,3499;67,5875
14;mazowieckie;1465;Warszawa;1465011;M. St. Warszawa;;1794166;1222480;1183753;68,1364;65,9779
30;wielkopolskie;3064;Poznań;3064011;Poznań;;532048;358691;347212;67,417;65,2595
32;zachodniopomorskie;3208;kołobrzeski;3208072;gm.w Ustronie Morskie;Koszaliński;3617;2445;2358;67,5975;65,1921
14;mazowieckie;1421;pruszkowski;1421062;gm.w Raszyn;Warszawski;21971;14904;14310;67,8349;65,1313
30;wielkopolskie;3024;szamotulski;3024083;gm.m-w. Wronki;Pilski;19081;13057;12379;68,4293;64,8761
2;dolnośląskie;264;Wrocław;264011;Wrocław;;641928;421842;408975;65,7148;63,7104
14;mazowieckie;1421;pruszkowski;1421042;gm.w Michałowice;Warszawski;18361;12041;11657;65,5792;63,4878
14;mazowieckie;1418;piaseczyński;1418023;gm.m-w. Konstancin-Jeziorna;Warszawski;24621;16059;15458;65,2248;62,7838
12;małopolskie;1261;Kraków;1261011;Kraków;;779966;503271;488527;64,5247;62,6344
14;mazowieckie;1418;piaseczyński;1418043;gm.m-w. Piaseczno;;86217;55522;53713;64,398;62,2998
30;wielkopolskie;3021;poznański;3021021;Puszczykowo;Poznański;9575;6110;5936;63,812;61,9948
22;pomorskie;2261;Gdańsk;2261011;Gdańsk;;470805;301115;291441;63,9575;61,9027
14;mazowieckie;1418;piaseczyński;1418032;gm.w Lesznowola;Warszawski;29767;19106;18376;64,1852;61,7328
4;kujawsko-pomorskie;411;radziejowski;411011;Radziejów;Włocławski;5499;3486;3391;63,3933;61,6658
30;wielkopolskie;3011;kościański;3011011;Kościan;Leszczyński;23716;15028;14599;63,3665;61,5576
30;wielkopolskie;3021;poznański;3021152;gm.w Suchy Las;Poznański;18512;11790;11393;63,6884;61,5439
14;mazowieckie;1432;warszawski zachodni;1432053;gm.m-w. Łomianki;Warszawski;27705;17509;16945;63,198;61,1622
30;wielkopolskie;3021;poznański;3021011;Luboń;;32015;20184;19508;63,0454;60,9339
14;mazowieckie;1421;pruszkowski;1421011;Piastów;Warszawski;22559;14195;13732;62,9239;60,8715
22;pomorskie;2210;nowodworski;2210011;Krynica Morska;Elbląski;1290;803;784;62,2481;60,7752
30;wielkopolskie;3021;poznański;3021172;gm.w Tarnowo Podgórne;Poznański;28908;18030;17389;62,3703;60,1529
14;mazowieckie;1421;pruszkowski;1421021;Pruszków;;62623;38894;37482;62,1082;59,8534
30;wielkopolskie;3002;czarnkowsko-trzcianecki;3002011;Czarnków;Pilski;10464;6481;6242;61,9362;59,6521
14;mazowieckie;1432;warszawski zachodni;1432013;gm.m-w. Błonie;Warszawski;21610;13346;12889;61,7584;59,6437
30;wielkopolskie;3024;szamotulski;3024011;Obrzycko;Poznański;2385;1473;1420;61,761;59,5388
22;pomorskie;2262;Gdynia;2262011;Gdynia;;244969;150910;145550;61,6037;59,4157
22;pomorskie;2264;Sopot;2264011;Sopot;;35286;21654;20946;61,3671;59,3607
30;wielkopolskie;3021;poznański;3021143;gm.m-w. Stęszew;Poznański;15125;9317;8975;61,6;59,3388
