wojewodztwo_teryt;wojewodztwo_nazwa;powiat_teryt;powiat_nazwa;gmina_teryt;gmina_nazwa;kategoria;liczba_ludnosci;w1_zaszczepieni_pacjenci;w3_zaszczepieni_pelna_dawka;%_zaszczepionych;%_zaszczepionych_pe�n�_dawk�
14;mazowieckie;1405;grodziski;1405021;Podkowa Leśna;Warszawski;3801;2700;2609;71,0339;68,6398
30;wielkopolskie;3024;szamotulski;3024083;gm.m-w. Wronki;Pilski;19081;13359;12821;70,0121;67,1925
14;mazowieckie;1465;Warszawa;1465011;M. St. Warszawa;;1794166;1237399;1200932;68,9679;66,9354
32;zachodniopomorskie;3208;kołobrzeski;3208072;gm.w Ustronie Morskie;Koszaliński;3617;2500;2418;69,1181;66,851
14;mazowieckie;1421;pruszkowski;1421062;gm.w Raszyn;Warszawski;21971;15128;14655;68,8544;66,7016
30;wielkopolskie;3064;Poznań;3064011;Poznań;;532048;363029;352551;68,2324;66,263
2;dolnośląskie;264;Wrocław;264011;Wrocław;;641928;426547;414748;66,4478;64,6097
14;mazowieckie;1421;pruszkowski;1421042;gm.w Michałowice;Warszawski;18361;12177;11836;66,3199;64,4627
14;mazowieckie;1418;piaseczyński;1418023;gm.m-w. Konstancin-Jeziorna;Warszawski;24621;16247;15715;65,9884;63,8276
12;małopolskie;1261;Kraków;1261011;Kraków;;779966;508261;495508;65,1645;63,5294
14;mazowieckie;1418;piaseczyński;1418043;gm.m-w. Piaseczno;;86217;56237;54586;65,2273;63,3123
14;mazowieckie;1418;piaseczyński;1418032;gm.w Lesznowola;Warszawski;29767;19385;18732;65,1225;62,9287
30;wielkopolskie;3021;poznański;3021021;Puszczykowo;Poznański;9575;6186;6024;64,6057;62,9138
30;wielkopolskie;3011;kościański;3011011;Kościan;Leszczyński;23716;15214;14904;64,1508;62,8436
22;pomorskie;2261;Gdańsk;2261011;Gdańsk;;470805;304595;295846;64,6966;62,8383
30;wielkopolskie;3021;poznański;3021152;gm.w Suchy Las;Poznański;18512;11906;11557;64,315;62,4298
4;kujawsko-pomorskie;411;radziejowski;411011;Radziejów;Włocławski;5499;3535;3423;64,2844;62,2477
14;mazowieckie;1432;warszawski zachodni;1432053;gm.m-w. Łomianki;Warszawski;27705;17765;17213;64,122;62,1296
30;wielkopolskie;3021;poznański;3021011;Luboń;;32015;20430;19793;63,8138;61,8241
14;mazowieckie;1421;pruszkowski;1421011;Piastów;Warszawski;22559;14406;13937;63,8592;61,7802
22;pomorskie;2210;nowodworski;2210011;Krynica Morska;Elbląski;1290;807;791;62,5581;61,3178
30;wielkopolskie;3021;poznański;3021172;gm.w Tarnowo Podgórne;Poznański;28908;18243;17653;63,1071;61,0661
14;mazowieckie;1432;warszawski zachodni;1432013;gm.m-w. Błonie;Warszawski;21610;13556;13148;62,7302;60,8422
14;mazowieckie;1421;pruszkowski;1421021;Pruszków;;62623;39502;38067;63,0791;60,7876
30;wielkopolskie;3002;czarnkowsko-trzcianecki;3002011;Czarnków;Pilski;10464;6551;6338;62,6051;60,5696
30;wielkopolskie;3021;poznański;3021143;gm.m-w. Stęszew;Poznański;15125;9422;9140;62,2942;60,4298
30;wielkopolskie;3024;szamotulski;3024011;Obrzycko;Poznański;2385;1501;1441;62,935;60,4193
22;pomorskie;2262;Gdynia;2262011;Gdynia;;244969;152819;147886;62,383;60,3693
14;mazowieckie;1432;warszawski zachodni;1432022;gm.w Izabelin;Warszawski;10560;6593;6367;62,4337;60,2936
22;pomorskie;2264;Sopot;2264011;Sopot;;35286;21939;21269;62,1748;60,276
30;wielkopolskie;3021;poznański;3021163;gm.m-w. Swarzędz;;52206;32436;31456;62,1308;60,2536
