wojewodztwo_teryt;wojewodztwo_nazwa;powiat_teryt;powiat_nazwa;gmina_teryt;gmina_nazwa;kategoria;liczba_ludnosci;w1_zaszczepieni_pacjenci;w3_zaszczepieni_pelna_dawka;%_zaszczepionych;%_zaszczepionych_pe�n�_dawk�
14;mazowieckie;1405;grodziski;1405021;Podkowa Leśna;Warszawski;3801;2653;2528;69,7974;66,5088
14;mazowieckie;1465;Warszawa;1465011;M. St. Warszawa;;1794166;1213646;1172215;67,644;65,3348
30;wielkopolskie;3064;Poznań;3064011;Poznań;;532048;355888;343573;66,8902;64,5756
14;mazowieckie;1421;pruszkowski;1421062;gm.w Raszyn;Warszawski;21971;14762;14098;67,1886;64,1664
30;wielkopolskie;3024;szamotulski;3024083;gm.m-w. Wronki;Pilski;19081;12963;12214;67,9367;64,0113
2;dolnośląskie;264;Wrocław;264011;Wrocław;;641928;418636;404788;65,2154;63,0582
14;mazowieckie;1421;pruszkowski;1421042;gm.w Michałowice;Warszawski;18361;11973;11555;65,2089;62,9323
32;zachodniopomorskie;3208;kołobrzeski;3208072;gm.w Ustronie Morskie;Koszaliński;3617;2398;2273;66,298;62,8421
14;mazowieckie;1418;piaseczyński;1418023;gm.m-w. Konstancin-Jeziorna;Warszawski;24621;15980;15277;64,9039;62,0487
12;małopolskie;1261;Kraków;1261011;Kraków;;779966;499593;483491;64,0532;61,9887
14;mazowieckie;1418;piaseczyński;1418043;gm.m-w. Piaseczno;;86217;55089;53091;63,8958;61,5783
22;pomorskie;2261;Gdańsk;2261011;Gdańsk;;470805;298879;288564;63,4825;61,2916
30;wielkopolskie;3021;poznański;3021021;Puszczykowo;Poznański;9575;6043;5866;63,1123;61,2637
14;mazowieckie;1418;piaseczyński;1418032;gm.w Lesznowola;Warszawski;29767;18959;18141;63,6913;60,9433
30;wielkopolskie;3021;poznański;3021152;gm.w Suchy Las;Poznański;18512;11677;11256;63,078;60,8038
30;wielkopolskie;3011;kościański;3011011;Kościan;Leszczyński;23716;14910;14408;62,8689;60,7522
14;mazowieckie;1432;warszawski zachodni;1432053;gm.m-w. Łomianki;Warszawski;27705;17347;16739;62,6132;60,4187
4;kujawsko-pomorskie;411;radziejowski;411011;Radziejów;Włocławski;5499;3436;3317;62,4841;60,3201
22;pomorskie;2210;nowodworski;2210011;Krynica Morska;Elbląski;1290;797;776;61,7829;60,155
14;mazowieckie;1421;pruszkowski;1421011;Piastów;Warszawski;22559;14069;13562;62,3654;60,1179
30;wielkopolskie;3021;poznański;3021011;Luboń;;32015;19998;19226;62,4645;60,0531
30;wielkopolskie;3021;poznański;3021172;gm.w Tarnowo Podgórne;Poznański;28908;17874;17185;61,8306;59,4472
14;mazowieckie;1421;pruszkowski;1421021;Pruszków;;62623;38563;36935;61,5796;58,9799
14;mazowieckie;1432;warszawski zachodni;1432013;gm.m-w. Błonie;Warszawski;21610;13226;12725;61,2031;58,8848
22;pomorskie;2264;Sopot;2264011;Sopot;;35286;21491;20767;60,9052;58,8534
30;wielkopolskie;3002;czarnkowsko-trzcianecki;3002011;Czarnków;Pilski;10464;6424;6154;61,3914;58,8112
22;pomorskie;2262;Gdynia;2262011;Gdynia;;244969;149750;143928;61,1302;58,7536
14;mazowieckie;1432;warszawski zachodni;1432022;gm.w Izabelin;Warszawski;10560;6453;6193;61,108;58,6458
30;wielkopolskie;3024;szamotulski;3024011;Obrzycko;Poznański;2385;1460;1398;61,2159;58,6164
30;wielkopolskie;3021;poznański;3021163;gm.m-w. Swarzędz;;52206;31702;30501;60,7248;58,4243
30;wielkopolskie;3021;poznański;3021143;gm.m-w. Stęszew;Poznański;15125;9243;8835;61,1107;58,4132
14;mazowieckie;1408;legionowski;1408011;Legionowo;;53529;32457;31247;60,6344;58,374
