wojewodztwo_teryt;wojewodztwo_nazwa;powiat_teryt;powiat_nazwa;gmina_teryt;gmina_nazwa;kategoria;liczba_ludnosci;w1_zaszczepieni_pacjenci;w3_zaszczepieni_pelna_dawka;%_zaszczepionych;%_zaszczepionych_pe�n�_dawk�
14;mazowieckie;1405;grodziski;1405021;Podkowa Leśna;Warszawski;3801;2639;2512;69,4291;66,0879
14;mazowieckie;1465;Warszawa;1465011;M. St. Warszawa;;1794166;1209769;1167064;67,4279;65,0477
30;wielkopolskie;3064;Poznań;3064011;Poznań;;532048;354766;342065;66,6793;64,2921
14;mazowieckie;1421;pruszkowski;1421062;gm.w Raszyn;Warszawski;21971;14678;14002;66,8062;63,7295
30;wielkopolskie;3024;szamotulski;3024083;gm.m-w. Wronki;Pilski;19081;12935;12157;67,7899;63,7126
2;dolnośląskie;264;Wrocław;264011;Wrocław;;641928;417456;403137;65,0316;62,801
14;mazowieckie;1421;pruszkowski;1421042;gm.w Michałowice;Warszawski;18361;11938;11504;65,0182;62,6545
32;zachodniopomorskie;3208;kołobrzeski;3208072;gm.w Ustronie Morskie;Koszaliński;3617;2385;2236;65,9386;61,8192
14;mazowieckie;1418;piaseczyński;1418023;gm.m-w. Konstancin-Jeziorna;Warszawski;24621;15896;15207;64,5628;61,7643
12;małopolskie;1261;Kraków;1261011;Kraków;;779966;498047;481281;63,855;61,7054
14;mazowieckie;1418;piaseczyński;1418043;gm.m-w. Piaseczno;;86217;54839;52775;63,6058;61,2118
30;wielkopolskie;3021;poznański;3021021;Puszczykowo;Poznański;9575;6034;5845;63,0183;61,0444
22;pomorskie;2261;Gdańsk;2261011;Gdańsk;;470805;297786;287168;63,2504;60,9951
30;wielkopolskie;3011;kościański;3011011;Kościan;Leszczyński;23716;14886;14394;62,7678;60,6932
14;mazowieckie;1418;piaseczyński;1418032;gm.w Lesznowola;Warszawski;29767;18850;18039;63,3252;60,6007
30;wielkopolskie;3021;poznański;3021152;gm.w Suchy Las;Poznański;18512;11637;11206;62,8619;60,5337
4;kujawsko-pomorskie;411;radziejowski;411011;Radziejów;Włocławski;5499;3432;3312;62,4113;60,2291
14;mazowieckie;1432;warszawski zachodni;1432053;gm.m-w. Łomianki;Warszawski;27705;17287;16646;62,3967;60,083
22;pomorskie;2210;nowodworski;2210011;Krynica Morska;Elbląski;1290;795;774;61,6279;60
14;mazowieckie;1421;pruszkowski;1421011;Piastów;Warszawski;22559;14008;13469;62,095;59,7057
30;wielkopolskie;3021;poznański;3021011;Luboń;;32015;19916;19097;62,2083;59,6502
30;wielkopolskie;3021;poznański;3021172;gm.w Tarnowo Podgórne;Poznański;28908;17789;17083;61,5366;59,0944
22;pomorskie;2264;Sopot;2264011;Sopot;;35286;21423;20678;60,7125;58,6011
14;mazowieckie;1421;pruszkowski;1421021;Pruszków;;62623;38367;36683;61,2666;58,5775
30;wielkopolskie;3002;czarnkowsko-trzcianecki;3002011;Czarnków;Pilski;10464;6415;6119;61,3054;58,4767
22;pomorskie;2262;Gdynia;2262011;Gdynia;;244969;149193;143183;60,9028;58,4494
14;mazowieckie;1432;warszawski zachodni;1432013;gm.m-w. Błonie;Warszawski;21610;13156;12602;60,8792;58,3156
14;mazowieckie;1432;warszawski zachodni;1432022;gm.w Izabelin;Warszawski;10560;6434;6158;60,928;58,3144
30;wielkopolskie;3021;poznański;3021163;gm.m-w. Swarzędz;;52206;31634;30405;60,5946;58,2404
30;wielkopolskie;3024;szamotulski;3024011;Obrzycko;Poznański;2385;1453;1387;60,9224;58,1551
14;mazowieckie;1408;legionowski;1408011;Legionowo;;53529;32325;31103;60,3878;58,105
