wojewodztwo_teryt;wojewodztwo_nazwa;powiat_teryt;powiat_nazwa;gmina_teryt;gmina_nazwa;kategoria;liczba_ludnosci;w1_zaszczepieni_pacjenci;w3_zaszczepieni_pelna_dawka;% zaszczepionych;% zaszczepionych pe�n� dawk�
4;kujawsko-pomorskie;403;bydgoski;403062;gm.w Osielsko;Bydgoski;15347;8965;8688;58,4153;56,6104
14;mazowieckie;1432;warszawski zachodni;1432013;gm.m-w. Błonie;Warszawski;21610;12884;12229;59,6205;56,5895
30;wielkopolskie;3002;czarnkowsko-trzcianecki;3002011;Czarnków;Pilski;10464;6281;5916;60,0248;56,5367
14;mazowieckie;1421;pruszkowski;1421033;gm.m-w. Brwinów;Warszawski;26812;15968;15153;59,5554;56,5157
30;wielkopolskie;3024;szamotulski;3024011;Obrzycko;Poznański;2385;1427;1347;59,8323;56,478
30;wielkopolskie;3021;poznański;3021163;gm.m-w. Swarzędz;;52206;31133;29482;59,6349;56,4724
24;śląskie;2401;będziński;2401042;gm.w Bobrowniki;Katowicki;12122;7106;6815;58,6207;56,2201
30;wielkopolskie;3021;poznański;3021042;gm.w Czerwonak;Poznański;27780;16380;15609;58,9633;56,1879
24;śląskie;2469;Katowice;2469011;Katowice;;290553;170125;163237;58,5521;56,1815
30;wielkopolskie;3021;poznański;3021052;gm.w Dopiewo;Poznański;29328;17143;16409;58,4527;55,9499
4;kujawsko-pomorskie;401;aleksandrowski;401021;Ciechocinek;Włocławski;10534;6078;5878;57,6989;55,8003
30;wielkopolskie;3021;poznański;3021132;gm.w Rokietnica;Poznański;19326;11382;10783;58,8948;55,7953
30;wielkopolskie;3021;poznański;3021143;gm.m-w. Stęszew;Poznański;15125;8934;8439;59,0678;55,795
2;dolnośląskie;223;wrocławski;223052;gm.w Kobierzyce;Wrocławski;22154;12980;12312;58,5899;55,5746
10;łódzkie;1061;Łódź;1061011;Łódź;;672185;390987;373488;58,1666;55,5633
12;małopolskie;1206;krakowski;1206082;gm.w Michałowice;Krakowski;10909;6362;6025;58,3188;55,2296
24;śląskie;2401;będziński;2401062;gm.w Psary;Katowicki;12268;7074;6757;57,6622;55,0783
14;mazowieckie;1408;legionowski;1408022;gm.w Jabłonna;Warszawski;20096;11606;11060;57,7528;55,0358
14;mazowieckie;1421;pruszkowski;1421052;gm.w Nadarzyn;Warszawski;14353;8342;7896;58,1203;55,0129
14;mazowieckie;1432;warszawski zachodni;1432072;gm.w Stare Babice;Warszawski;19605;11353;10767;57,9087;54,9197
12;małopolskie;1213;oświęcimski;1213082;gm.w Przeciszów;Bielski;6739;3864;3700;57,3379;54,9043
14;mazowieckie;1408;legionowski;1408032;gm.w Nieporęt;Warszawski;14841;8576;8147;57,7859;54,8952
12;małopolskie;1206;krakowski;1206152;gm.w Wielka Wieś;Krakowski;13162;7570;7224;57,5141;54,8853
14;mazowieckie;1417;otwocki;1417011;Józefów;Warszawski;20741;11954;11381;57,6346;54,872
14;mazowieckie;1412;miński;1412151;Sulejówek;Warszawski;19951;11457;10933;57,4257;54,7993
30;wielkopolskie;3024;szamotulski;3024073;gm.m-w. Szamotuły;;30188;17423;16536;57,715;54,7767
10;łódzkie;1002;kutnowski;1002011;Kutno;;43332;24900;23719;57,4633;54,7378
32;zachodniopomorskie;3205;gryficki;3205072;gm.w Rewal;Szczeciński;3852;2222;2108;57,6843;54,7248
14;mazowieckie;1405;grodziski;1405011;Milanówek;Warszawski;16478;9502;8983;57,6648;54,5151
4;kujawsko-pomorskie;463;Toruń;463011;Toruń;;198613;112557;108242;56,6715;54,499
30;wielkopolskie;3021;poznański;3021072;gm.w Komorniki;;31474;18077;17146;57,4347;54,4767
22;pomorskie;2208;lęborski;2208021;Łeba;Słupski;3541;1994;1929;56,3118;54,4761
4;kujawsko-pomorskie;461;Bydgoszcz;461011;Bydgoszcz;;344091;194754;187202;56,5996;54,4048
14;mazowieckie;1434;wołomiński;1434041;Zielonka;Warszawski;17486;9984;9512;57,0971;54,3978
14;mazowieckie;1414;nowodworski;1414011;Nowy Dwór Mazowiecki;Warszawski;28691;16400;15596;57,1608;54,3585
32;zachodniopomorskie;3207;kamieński;3207013;gm.m-w. Dziwnów;Szczeciński;3939;2248;2140;57,0703;54,3285
30;wielkopolskie;3001;chodzieski;3001011;Chodzież;Pilski;18229;10360;9849;56,8325;54,0293
14;mazowieckie;1432;warszawski zachodni;1432063;gm.m-w. Ożarów Mazowiecki;Warszawski;26151;14927;14128;57,08;54,0247
24;śląskie;2475;Sosnowiec;2475011;Sosnowiec;;197586;111184;106686;56,2712;53,9947
12;małopolskie;1206;krakowski;1206103;gm.m-w. Skała;Krakowski;10553;5996;5697;56,818;53,9846
2;dolnośląskie;223;wrocławski;223022;gm.w Długołęka;;35144;19813;18943;56,3766;53,9011
14;mazowieckie;1432;warszawski zachodni;1432042;gm.w Leszno;Warszawski;10165;5731;5474;56,3797;53,8515
32;zachodniopomorskie;3211;policki;3211012;gm.w Dobra (Szczecińska);Szczeciński;25061;14050;13414;56,0632;53,5254
22;pomorskie;2204;gdański;2204011;Pruszcz Gdański;;31578;17867;16895;56,5805;53,5024
12;małopolskie;1206;krakowski;1206162;gm.w Zabierzów;Krakowski;27065;15126;14458;55,8877;53,4195
8;lubuskie;862;Zielona Góra;862011;Zielona Góra;;140892;78482;75260;55,7037;53,4168
2;dolnośląskie;221;wałbrzyski;221031;Szczawno-Zdrój;Wałbrzyski;5534;3074;2956;55,5475;53,4153
10;łódzkie;1005;łowicki;1005011;Łowicz;Skierniewicki;27896;15636;14897;56,051;53,4019
24;śląskie;2408;mikołowski;2408021;Mikołów;;41003;22794;21892;55,5911;53,3912
30;wielkopolskie;3021;poznański;3021103;gm.m-w. Mosina;;33767;18949;18023;56,1169;53,3746
24;śląskie;2401;będziński;2401031;Wojkowice;Katowicki;8877;5017;4737;56,5168;53,3626
22;pomorskie;2212;słupski;2212011;Ustka;Słupski;15199;8544;8105;56,2142;53,3259
32;zachodniopomorskie;3262;Szczecin;3262011;Szczecin;;398255;222004;212329;55,7442;53,3148
14;mazowieckie;1417;otwocki;1417043;gm.m-w. Karczew;Warszawski;15930;9035;8489;56,7169;53,2894
30;wielkopolskie;3023;słupecki;3023011;Słupca;Koniński;13564;7572;7228;55,8242;53,2881
10;łódzkie;1063;Skierniewice;1063011;Skierniewice;;47655;26535;25387;55,6815;53,2725
2;dolnośląskie;223;wrocławski;223083;gm.m-w. Siechnice;Wrocławski;24142;13499;12859;55,915;53,264
24;śląskie;2401;będziński;2401021;Czeladź;;31039;17352;16531;55,9039;53,2588
30;wielkopolskie;3021;poznański;3021123;gm.m-w. Pobiedziska;Poznański;19943;11322;10593;56,7718;53,1164
30;wielkopolskie;3021;poznański;3021083;gm.m-w. Kostrzyn;Poznański;18764;10612;9963;56,5551;53,0964
14;mazowieckie;1414;nowodworski;1414052;gm.w Pomiechówek;Warszawski;9086;5038;4823;55,4479;53,0817
10;łódzkie;1004;łęczycki;1004011;Łęczyca;Płocki;13786;7732;7315;56,0859;53,0611
30;wielkopolskie;3021;poznański;3021093;gm.m-w. Kórnik;;30909;17265;16396;55,8575;53,046
12;małopolskie;1213;oświęcimski;1213011;Oświęcim;;37569;20769;19924;55,2823;53,0331
12;małopolskie;1206;krakowski;1206092;gm.w Mogilany;Krakowski;14423;7953;7642;55,1411;52,9848
4;kujawsko-pomorskie;407;inowrocławski;407011;Inowrocław;;71674;39527;37929;55,1483;52,9188
10;łódzkie;1020;zgierski;1020031;Zgierz;;55673;31172;29455;55,9912;52,9072
14;mazowieckie;1418;piaseczyński;1418052;gm.w Prażmów;Warszawski;11363;6331;6005;55,7159;52,847
12;małopolskie;1208;miechowski;1208042;gm.w Książ Wielki;Kielecki;5030;2827;2657;56,2028;52,8231
24;śląskie;2416;zawierciański;2416011;Poręba;Katowicki;8461;4654;4469;55,0053;52,8188
30;wielkopolskie;3024;szamotulski;3024053;gm.m-w. Ostroróg;Poznański;4931;2735;2603;55,4654;52,7885
16;opolskie;1661;Opole;1661011;Opole;;127839;70314;67456;55,002;52,7664
14;mazowieckie;1418;piaseczyński;1418013;gm.m-w. Góra Kalwaria;Warszawski;27044;14966;14248;55,3394;52,6845
4;kujawsko-pomorskie;418;włocławski;418011;Kowal;Włocławski;3468;1894;1825;54,6136;52,624
22;pomorskie;2211;pucki;2211031;Puck;Gdański;11139;6149;5861;55,2024;52,6169
24;śląskie;2465;Dąbrowa Górnicza;2465011;Dąbrowa Górnicza;;118285;65099;62219;55,0357;52,6009
30;wielkopolskie;3021;poznański;3021033;gm.m-w. Buk;Poznański;12673;7278;6666;57,4292;52,6
30;wielkopolskie;3025;średzki;3025043;gm.m-w. Środa Wielkopolska;;32874;18468;17287;56,1781;52,5856
30;wielkopolskie;3021;poznański;3021113;gm.m-w. Murowana Goślina;Poznański;16942;9388;8895;55,4126;52,5027
4;kujawsko-pomorskie;403;bydgoski;403083;gm.m-w. Solec Kujawski;Bydgoski;16777;9165;8805;54,6284;52,4826
14;mazowieckie;1417;otwocki;1417021;Otwock;;44317;24571;23246;55,4437;52,4539
14;mazowieckie;1412;miński;1412011;Mińsk Mazowiecki;;40916;22747;21422;55,5944;52,356
28;warmińsko-mazurskie;2862;Olsztyn;2862011;Olsztyn;;171249;93857;89651;54,8073;52,3513
24;śląskie;2401;będziński;2401011;Będzin;;56008;30772;29289;54,9422;52,2943
24;śląskie;2405;gliwicki;2405032;gm.w Gierałtowice;Katowicki;12252;6684;6406;54,5544;52,2853
2;dolnośląskie;223;wrocławski;223012;gm.w Czernica;Wrocławski;17638;9617;9217;54,5243;52,2565
30;wielkopolskie;3024;szamotulski;3024032;gm.w Kaźmierz;Poznański;8840;4861;4618;54,9887;52,2398
24;śląskie;2466;Gliwice;2466011;Gliwice;;177049;96234;92476;54,3544;52,2319
14;mazowieckie;1462;Płock;1462011;Płock;;118268;64221;61721;54,3012;52,1874
14;mazowieckie;1408;legionowski;1408043;gm.m-w. Serock;Warszawski;15363;8390;8009;54,6117;52,1317
22;pomorskie;2204;gdański;2204032;gm.w Kolbudy;Gdański;18165;10086;9467;55,5244;52,1167
4;kujawsko-pomorskie;401;aleksandrowski;401011;Aleksandrów Kujawski;Włocławski;12058;6586;6280;54,6193;52,0816
4;kujawsko-pomorskie;403;bydgoski;403012;gm.w Białe Błota;Bydgoski;23206;12640;12068;54,4687;52,0038
24;śląskie;2401;będziński;2401073;gm.m-w. Siewierz;Katowicki;12387;6701;6427;54,097;51,885
24;śląskie;2477;Tychy;2477011;Tychy;;126871;69144;65815;54,4995;51,8755
24;śląskie;2401;będziński;2401052;gm.w Mierzęcice;Katowicki;7623;4123;3954;54,0863;51,8693
12;małopolskie;1203;chrzanowski;1203033;gm.m-w. Chrzanów;;46321;24884;24018;53,7208;51,8512
28;warmińsko-mazurskie;2803;działdowski;2803011;Działdowo;Ciechanowski;21145;11453;10960;54,1641;51,8326
24;śląskie;2474;Siemianowice Śląskie;2474011;Siemianowice Śląskie;;66270;35734;34334;53,9218;51,8093
14;mazowieckie;1405;grodziski;1405043;gm.m-w. Grodzisk Mazowiecki;;49948;27170;25845;54,3966;51,7438
30;wielkopolskie;3021;poznański;3021062;gm.w Kleszczewo;Poznański;9343;5217;4832;55,8386;51,7179
12;małopolskie;1215;suski;1215021;Sucha Beskidzka;Bielski;9044;4922;4674;54,4228;51,6807
32;zachodniopomorskie;3208;kołobrzeski;3208011;Kołobrzeg;;46198;24984;23859;54,0803;51,6451
24;śląskie;2413;tarnogórski;2413072;gm.w Świerklaniec;Katowicki;12505;6740;6446;53,8984;51,5474
2;dolnośląskie;223;wrocławski;223043;gm.m-w. Kąty Wrocławskie;Wrocławski;26032;14189;13417;54,506;51,5404
12;małopolskie;1213;oświęcimski;1213062;gm.w Oświęcim;Bielski;18629;10189;9592;54,6943;51,4896
2;dolnośląskie;206;karkonoski;206011;Karpacz;Jeleniogórski;4487;2432;2308;54,201;51,4375
14;mazowieckie;1434;wołomiński;1434031;Ząbki;;38546;20908;19822;54,2417;51,4243
12;małopolskie;1212;olkuski;1212053;gm.m-w. Olkusz;;48206;25913;24782;53,7547;51,4085
10;łódzkie;1014;sieradzki;1014011;Sieradz;;41390;22222;21272;53,6893;51,3941
22;pomorskie;2211;pucki;2211052;gm.w Kosakowo;Gdański;16419;8871;8437;54,0289;51,3856
26;świętokrzyskie;2661;Kielce;2661011;Kielce;;193415;104325;99383;53,9384;51,3833
10;łódzkie;1020;zgierski;1020011;Głowno;Łódzki;13961;7856;7169;56,271;51,3502
14;mazowieckie;1418;piaseczyński;1418063;gm.m-w. Tarczyn;Warszawski;11594;6215;5944;53,6053;51,2679
26;świętokrzyskie;2602;jędrzejowski;2602023;gm.m-w. Jędrzejów;Kielecki;27715;14894;14204;53,7399;51,2502
22;pomorskie;2203;człuchowski;2203011;Człuchów;Słupski;13479;7246;6908;53,7577;51,2501
30;wielkopolskie;3003;gnieźnieński;3003011;Gniezno;;67570;36541;34610;54,0787;51,221
24;śląskie;2461;Bielsko-Biała;2461011;Bielsko-Biała;;169756;91296;86904;53,7807;51,1935
4;kujawsko-pomorskie;407;inowrocławski;407063;gm.m-w. Kruszwica;Bydgoski;19012;10200;9732;53,6503;51,1887
24;śląskie;2413;tarnogórski;2413041;Tarnowskie Góry;;61756;32912;31610;53,2936;51,1853
22;pomorskie;2263;Słupsk;2263011;Słupsk;;89780;48053;45951;53,5231;51,1818
28;warmińsko-mazurskie;2801;bartoszycki;2801011;Bartoszyce;Olsztyński;22984;12294;11752;53,4894;51,1312
2;dolnośląskie;214;oleśnicki;214011;Oleśnica;;36979;19742;18901;53,3871;51,1128
22;pomorskie;2211;pucki;2211043;gm.m-w. Władysławowo;Gdański;15293;8244;7813;53,907;51,0887
2;dolnośląskie;220;trzebnicki;220013;gm.m-w. Oborniki Śląskie;Wrocławski;20287;10803;10364;53,2509;51,0869
26;świętokrzyskie;2609;sandomierski;2609093;gm.m-w. Zawichost;Tarnobrzeski;4328;2332;2210;53,8817;51,0628
24;śląskie;2413;tarnogórski;2413062;gm.w Ożarowice;Katowicki;5806;3101;2963;53,4103;51,0334
24;śląskie;2413;tarnogórski;2413031;Radzionków;Katowicki;16903;8946;8626;52,9255;51,0324
4;kujawsko-pomorskie;412;rypiński;412011;Rypin;Włocławski;15999;8642;8163;54,0159;51,0219
2;dolnośląskie;215;oławski;215011;Oława;;33087;17773;16877;53,716;51,0079
24;śląskie;2405;gliwicki;2405011;Knurów;;37801;20059;19274;53,0647;50,9881
12;małopolskie;1213;oświęcimski;1213033;gm.m-w. Chełmek;Bielski;12837;6827;6541;53,1822;50,9543
28;warmińsko-mazurskie;2807;iławski;2807011;Iława;;33206;17686;16914;53,2615;50,9366
12;małopolskie;1212;olkuski;1212042;gm.w Klucze;Katowicki;14909;8003;7592;53,679;50,9223
10;łódzkie;1008;pabianicki;1008011;Konstantynów Łódzki;Łódzki;18335;9879;9330;53,8806;50,8863
24;śląskie;2402;bielski;2402022;gm.w Bestwina;Katowicki;11950;6405;6079;53,5983;50,8703
4;kujawsko-pomorskie;402;brodnicki;402011;Brodnica;Toruński;28701;15367;14594;53,5417;50,8484
2;dolnośląskie;208;kłodzki;208051;Polanica-Zdrój;Wałbrzyski;6228;3319;3166;53,2916;50,8349
24;śląskie;2472;Ruda Śląska;2472011;Ruda Śląska;;136423;72454;69301;53,1098;50,7986
8;lubuskie;809;zielonogórski;809072;gm.w Świdnica;Zielonogórski;6685;3548;3395;53,074;50,7853
12;małopolskie;1206;krakowski;1206113;gm.m-w. Skawina;;43751;23466;22215;53,6353;50,776
4;kujawsko-pomorskie;411;radziejowski;411022;gm.w Bytoń;Włocławski;3411;1870;1731;54,8226;50,7476
12;małopolskie;1206;krakowski;1206032;gm.w Iwanowice;Krakowski;9215;4922;4673;53,4129;50,7108
22;pomorskie;2209;malborski;2209011;Malbork;;38101;20335;19315;53,3713;50,6942
10;łódzkie;1008;pabianicki;1008052;gm.w Ksawerów;Łódzki;7661;4080;3877;53,2568;50,607
26;świętokrzyskie;2609;sandomierski;2609011;Sandomierz;Tarnobrzeski;22997;12151;11638;52,8373;50,6066
24;śląskie;2464;Częstochowa;2464011;Częstochowa;;217530;115541;110069;53,115;50,5995
24;śląskie;2404;częstochowski;2404042;gm.w Kamienica Polska;Częstochowski;5514;2894;2789;52,4846;50,5803
30;wielkopolskie;3016;obornicki;3016013;gm.m-w. Oborniki;;34185;18205;17272;53,2544;50,5251
30;wielkopolskie;3019;pilski;3019011;Piła;;72527;38723;36641;53,3912;50,5205
32;zachodniopomorskie;3213;sławieński;3213011;Darłowo;Koszaliński;13574;7185;6857;52,9321;50,5157
14;mazowieckie;1402;ciechanowski;1402011;Ciechanów;;43883;23670;22166;53,9389;50,5116
30;wielkopolskie;3011;kościański;3011023;gm.m-w. Czempiń;Poznański;11531;6193;5821;53,7074;50,4813
30;wielkopolskie;3005;grodziski;3005012;gm.w Granowo;Poznański;5087;2729;2566;53,6466;50,4423
32;zachodniopomorskie;3263;Świnoujście;3263011;Świnoujście;;40948;21863;20655;53,3921;50,442
24;śląskie;2471;Piekary Śląskie;2471011;Piekary Śląskie;;54702;28910;27592;52,85;50,4406
22;pomorskie;2215;wejherowski;2215021;Rumia;;49536;26356;24986;53,2057;50,4401
24;śląskie;2402;bielski;2402072;gm.w Kozy;Bielski;13091;6884;6601;52,5857;50,424
14;mazowieckie;1408;legionowski;1408052;gm.w Wieliszew;Warszawski;16053;8486;8092;52,8624;50,408
32;zachodniopomorskie;3261;Koszalin;3261011;Koszalin;;106235;56029;53535;52,7406;50,393
22;pomorskie;2204;gdański;2204042;gm.w Pruszcz Gdański;;32184;17021;16214;52,8865;50,3791
24;śląskie;2404;częstochowski;2404162;gm.w Starcza;Częstochowski;2853;1482;1437;51,9453;50,368
10;łódzkie;1005;łowicki;1005092;gm.w Nieborów;Skierniewicki;9357;5047;4709;53,9382;50,326
2;dolnośląskie;223;wrocławski;223092;gm.w Żórawina;Wrocławski;11406;6044;5739;52,9897;50,3156
30;wielkopolskie;3062;Konin;3062011;Konin;;72539;38575;36489;53,1783;50,3026
10;łódzkie;1008;pabianicki;1008021;Pabianice;;63945;33848;32156;52,933;50,287
24;śląskie;2416;zawierciański;2416021;Zawiercie;;48703;25771;24487;52,9146;50,2782
6;lubelskie;614;puławski;614011;Puławy;;46965;24761;23607;52,7222;50,2651
2;dolnośląskie;220;trzebnicki;220042;gm.w Wisznia Mała;Wrocławski;10624;5587;5337;52,5885;50,2353
8;lubuskie;811;żarski;811011;Łęknica;Zielonogórski;2396;1284;1203;53,5893;50,2087
8;lubuskie;807;sulęciński;807043;gm.m-w. Sulęcin;Gorzowski;15633;8209;7845;52,5107;50,1823
4;kujawsko-pomorskie;404;chełmiński;404011;Chełmno;Toruński;19205;10176;9628;52,9862;50,1328
14;mazowieckie;1419;płocki;1419122;gm.w Słupno;Płocki;8129;4279;4075;52,6387;50,1292
10;łódzkie;1017;wieluński;1017093;gm.m-w. Wieluń;;31137;16353;15605;52,5195;50,1172
30;wielkopolskie;3022;rawicki;3022053;gm.m-w. Rawicz;;30299;15946;15177;52,6288;50,0908
12;małopolskie;1208;miechowski;1208053;gm.m-w. Miechów;Kielecki;19494;10285;9753;52,7598;50,0308
24;śląskie;2403;cieszyński;2403011;Cieszyn;;33981;17835;16990;52,4852;49,9985
24;śląskie;2402;bielski;2402062;gm.w Jaworze;Bielski;7443;3896;3720;52,3445;49,9798
6;lubelskie;663;Lublin;663011;Lublin;;338586;177052;169197;52,2916;49,9716
14;mazowieckie;1417;otwocki;1417072;gm.w Sobienie-Jeziory;Siedlecki;6356;3339;3176;52,533;49,9685
8;lubuskie;810;żagański;810021;Żagań;Zielonogórski;25265;13079;12622;51,7673;49,9584
30;wielkopolskie;3027;turecki;3027011;Turek;Koniński;26441;13927;13194;52,672;49,8998
14;mazowieckie;1428;sochaczewski;1428011;Sochaczew;;35891;19016;17907;52,9826;49,8927
32;zachodniopomorskie;3207;kamieński;3207043;gm.m-w. Międzyzdroje;Szczeciński;6398;3384;3192;52,8915;49,8906
24;śląskie;2401;będziński;2401081;Sławków;Katowicki;6935;3668;3457;52,8911;49,8486
30;wielkopolskie;3014;międzychodzki;3014043;gm.m-w. Sieraków;Poznański;8641;4687;4305;54,2414;49,8206
2;dolnośląskie;261;Jelenia Góra;261011;Jelenia Góra;;78335;41187;38983;52,578;49,7645
8;lubuskie;805;słubicki;805053;gm.m-w. Słubice;Gorzowski;20145;10553;10021;52,3852;49,7444
2;dolnośląskie;219;świdnicki;219011;Świdnica;;56222;29265;27956;52,0526;49,7243
24;śląskie;2470;Mysłowice;2470011;Mysłowice;;74559;38697;37058;51,9012;49,7029
12;małopolskie;1213;oświęcimski;1213023;gm.m-w. Brzeszcze;Katowicki;21103;10980;10486;52,0305;49,6896
30;wielkopolskie;3017;ostrowski;3017011;Ostrów Wielkopolski;;71560;37288;35555;52,1073;49,6856
30;wielkopolskie;3030;wrzesiński;3030053;gm.m-w. Września;;47425;24854;23563;52,407;49,6848
8;lubuskie;806;strzelecko-drezdenecki;806043;gm.m-w. Strzelce Krajeńskie;Gorzowski;16809;8662;8351;51,5319;49,6817
28;warmińsko-mazurskie;2809;lidzbarski;2809011;Lidzbark Warmiński;Olsztyński;15489;8098;7693;52,2823;49,6675
24;śląskie;2416;zawierciański;2416042;gm.w Kroczyce;Częstochowski;6239;3245;3098;52,0115;49,6554
30;wielkopolskie;3063;Leszno;3063011;Leszno;;62854;32923;31187;52,3801;49,6182
30;wielkopolskie;3014;międzychodzki;3014012;gm.w Chrzypsko Wielkie;Poznański;3306;1791;1640;54,1742;49,6068
14;mazowieckie;1417;otwocki;1417032;gm.w Celestynów;Warszawski;11701;6115;5804;52,2605;49,6026
30;wielkopolskie;3028;wągrowiecki;3028011;Wągrowiec;Pilski;25607;13575;12700;53,0128;49,5958
26;świętokrzyskie;2602;jędrzejowski;2602063;gm.m-w. Sędziszów;Kielecki;12352;6479;6126;52,453;49,5952
32;zachodniopomorskie;3202;choszczeński;3202012;gm.w Bierzwnik;Gorzowski;4666;2439;2314;52,2718;49,5928
14;mazowieckie;1417;otwocki;1417082;gm.w Wiązowna;Warszawski;13330;6964;6596;52,2431;49,4824
30;wielkopolskie;3030;wrzesiński;3030033;gm.m-w. Nekla;Poznański;7617;3980;3769;52,2515;49,4814
32;zachodniopomorskie;3208;kołobrzeski;3208022;gm.w Dygowo;Koszaliński;5609;2914;2775;51,9522;49,4741
12;małopolskie;1213;oświęcimski;1213072;gm.w Polanka Wielka;Bielski;4318;2345;2136;54,3075;49,4673
24;śląskie;2402;bielski;2402043;gm.m-w. Czechowice-Dziedzice;;45490;23697;22487;52,0928;49,4328
2;dolnośląskie;203;głogowski;203011;Głogów;;66120;34316;32674;51,8996;49,4162
12;małopolskie;1219;wielicki;1219053;gm.m-w. Wieliczka;;61233;31981;30244;52,2284;49,3917
10;łódzkie;1005;łowicki;1005102;gm.w Zduny;Skierniewicki;5672;2938;2801;51,7983;49,3829
2;dolnośląskie;226;złotoryjski;226021;Złotoryja;Legnicki;15273;7883;7542;51,614;49,3813
32;zachodniopomorskie;3214;stargardzki;3214053;gm.m-w. Ińsko;Szczeciński;3318;1719;1638;51,8083;49,3671
14;mazowieckie;1406;grójecki;1406053;gm.m-w. Grójec;Radomski;25882;13567;12776;52,4187;49,3625
4;kujawsko-pomorskie;413;sępoleński;413023;gm.m-w. Sępólno Krajeńskie;Bydgoski;15761;8093;7780;51,3483;49,3624
22;pomorskie;2214;tczewski;2214011;Tczew;;59430;30952;29335;52,0814;49,3606
30;wielkopolskie;3023;słupecki;3023042;gm.w Ostrowite;Koniński;5054;2628;2493;51,9984;49,3273
14;mazowieckie;1434;wołomiński;1434021;Marki;;36816;19159;18160;52,0399;49,3264
14;mazowieckie;1422;przasnyski;1422011;Przasnysz;Ostrołęcki;17055;8856;8411;51,9261;49,3169
12;małopolskie;1213;oświęcimski;1213093;gm.m-w. Zator;Bielski;9231;4845;4552;52,4862;49,3121
8;lubuskie;802;krośnieński;802063;gm.m-w. Krosno Odrzańskie;Zielonogórski;17589;9151;8670;52,0268;49,2922
30;wielkopolskie;3019;pilski;3019073;gm.m-w. Ujście;Pilski;7946;4188;3916;52,7058;49,2827
4;kujawsko-pomorskie;417;wąbrzeski;417011;Wąbrzeźno;Toruński;13400;6964;6603;51,9701;49,2761
