wojewodztwo_teryt;wojewodztwo_nazwa;powiat_teryt;powiat_nazwa;gmina_teryt;gmina_nazwa;kategoria;liczba_ludnosci;w1_zaszczepieni_pacjenci;w3_zaszczepieni_pelna_dawka;% zaszczepionych;% zaszczepionych pe�n� dawk�
12;małopolskie;1206;krakowski;1206172;gm.w Zielonki;Krakowski;23690;14047;13450;59,2951;56,775
14;mazowieckie;1432;warszawski zachodni;1432013;gm.m-w. Błonie;Warszawski;21610;12896;12247;59,6761;56,6728
4;kujawsko-pomorskie;403;bydgoski;403062;gm.w Osielsko;Bydgoski;15347;8972;8695;58,4609;56,656
30;wielkopolskie;3002;czarnkowsko-trzcianecki;3002011;Czarnków;Pilski;10464;6291;5927;60,1204;56,6418
14;mazowieckie;1421;pruszkowski;1421033;gm.m-w. Brwinów;Warszawski;26812;15979;15169;59,5964;56,5754
30;wielkopolskie;3021;poznański;3021163;gm.m-w. Swarzędz;;52206;31148;29525;59,6636;56,5548
30;wielkopolskie;3024;szamotulski;3024011;Obrzycko;Poznański;2385;1428;1347;59,8742;56,478
24;śląskie;2401;będziński;2401042;gm.w Bobrowniki;Katowicki;12122;7114;6827;58,6867;56,3191
24;śląskie;2469;Katowice;2469011;Katowice;;290553;170392;163531;58,644;56,2827
30;wielkopolskie;3021;poznański;3021042;gm.w Czerwonak;Poznański;27780;16403;15635;59,0461;56,2815
30;wielkopolskie;3021;poznański;3021052;gm.w Dopiewo;Poznański;29328;17154;16434;58,4902;56,0352
4;kujawsko-pomorskie;401;aleksandrowski;401021;Ciechocinek;Włocławski;10534;6095;5893;57,8603;55,9427
30;wielkopolskie;3021;poznański;3021143;gm.m-w. Stęszew;Poznański;15125;8952;8456;59,1868;55,9074
30;wielkopolskie;3021;poznański;3021132;gm.w Rokietnica;Poznański;19326;11386;10790;58,9155;55,8315
2;dolnośląskie;223;wrocławski;223052;gm.w Kobierzyce;Wrocławski;22154;12988;12337;58,626;55,6875
10;łódzkie;1061;Łódź;1061011;Łódź;;672185;391390;373993;58,2265;55,6384
12;małopolskie;1206;krakowski;1206082;gm.w Michałowice;Krakowski;10909;6373;6036;58,4197;55,3305
24;śląskie;2401;będziński;2401062;gm.w Psary;Katowicki;12268;7090;6773;57,7926;55,2087
14;mazowieckie;1408;legionowski;1408022;gm.w Jabłonna;Warszawski;20096;11628;11093;57,8623;55,2
14;mazowieckie;1421;pruszkowski;1421052;gm.w Nadarzyn;Warszawski;14353;8362;7914;58,2596;55,1383
14;mazowieckie;1412;miński;1412151;Sulejówek;Warszawski;19951;11479;10981;57,536;55,0398
12;małopolskie;1206;krakowski;1206152;gm.w Wielka Wieś;Krakowski;13162;7581;7242;57,5976;55,022
14;mazowieckie;1432;warszawski zachodni;1432072;gm.w Stare Babice;Warszawski;19605;11362;10777;57,9546;54,9707
14;mazowieckie;1408;legionowski;1408032;gm.w Nieporęt;Warszawski;14841;8590;8155;57,8802;54,9491
12;małopolskie;1213;oświęcimski;1213082;gm.w Przeciszów;Bielski;6739;3866;3701;57,3676;54,9191
14;mazowieckie;1417;otwocki;1417011;Józefów;Warszawski;20741;11969;11386;57,707;54,8961
30;wielkopolskie;3024;szamotulski;3024073;gm.m-w. Szamotuły;;30188;17445;16557;57,7879;54,8463
10;łódzkie;1002;kutnowski;1002011;Kutno;;43332;24938;23756;57,551;54,8232
32;zachodniopomorskie;3205;gryficki;3205072;gm.w Rewal;Szczeciński;3852;2227;2110;57,8141;54,7767
4;kujawsko-pomorskie;463;Toruń;463011;Toruń;;198613;112787;108495;56,7873;54,6263
14;mazowieckie;1405;grodziski;1405011;Milanówek;Warszawski;16478;9506;8992;57,689;54,5697
30;wielkopolskie;3021;poznański;3021072;gm.w Komorniki;;31474;18083;17169;57,4538;54,5498
4;kujawsko-pomorskie;461;Bydgoszcz;461011;Bydgoszcz;;344091;195004;187561;56,6722;54,5091
22;pomorskie;2208;lęborski;2208021;Łeba;Słupski;3541;1995;1930;56,34;54,5044
14;mazowieckie;1414;nowodworski;1414011;Nowy Dwór Mazowiecki;Warszawski;28691;16417;15618;57,22;54,4352
32;zachodniopomorskie;3207;kamieński;3207013;gm.m-w. Dziwnów;Szczeciński;3939;2250;2144;57,1211;54,4301
14;mazowieckie;1434;wołomiński;1434041;Zielonka;Warszawski;17486;9989;9517;57,1257;54,4264
12;małopolskie;1206;krakowski;1206103;gm.m-w. Skała;Krakowski;10553;6003;5718;56,8843;54,1836
14;mazowieckie;1432;warszawski zachodni;1432063;gm.m-w. Ożarów Mazowiecki;Warszawski;26151;14941;14144;57,1336;54,0859
24;śląskie;2475;Sosnowiec;2475011;Sosnowiec;;197586;111352;106827;56,3562;54,0661
30;wielkopolskie;3001;chodzieski;3001011;Chodzież;Pilski;18229;10363;9853;56,849;54,0512
2;dolnośląskie;223;wrocławski;223022;gm.w Długołęka;;35144;19829;18963;56,4221;53,958
14;mazowieckie;1432;warszawski zachodni;1432042;gm.w Leszno;Warszawski;10165;5734;5477;56,4092;53,881
22;pomorskie;2204;gdański;2204011;Pruszcz Gdański;;31578;17890;16927;56,6534;53,6038
32;zachodniopomorskie;3211;policki;3211012;gm.w Dobra (Szczecińska);Szczeciński;25061;14060;13433;56,1031;53,6012
30;wielkopolskie;3023;słupecki;3023011;Słupca;Koniński;13564;7611;7268;56,1118;53,583
12;małopolskie;1206;krakowski;1206162;gm.w Zabierzów;Krakowski;27065;15148;14498;55,969;53,5673
2;dolnośląskie;221;wałbrzyski;221031;Szczawno-Zdrój;Wałbrzyski;5534;3078;2960;55,6198;53,4875
8;lubuskie;862;Zielona Góra;862011;Zielona Góra;;140892;78548;75352;55,7505;53,4821
10;łódzkie;1005;łowicki;1005011;Łowicz;Skierniewicki;27896;15661;14915;56,1407;53,4664
24;śląskie;2408;mikołowski;2408021;Mikołów;;41003;22805;21911;55,6179;53,4376
30;wielkopolskie;3021;poznański;3021103;gm.m-w. Mosina;;33767;18972;18044;56,185;53,4368
22;pomorskie;2212;słupski;2212011;Ustka;Słupski;15199;8548;8120;56,2405;53,4246
32;zachodniopomorskie;3262;Szczecin;3262011;Szczecin;;398255;222304;212682;55,8195;53,4035
2;dolnośląskie;223;wrocławski;223083;gm.m-w. Siechnice;Wrocławski;24142;13515;12891;55,9813;53,3966
24;śląskie;2401;będziński;2401031;Wojkowice;Katowicki;8877;5017;4740;56,5168;53,3964
10;łódzkie;1004;łęczycki;1004011;Łęczyca;Płocki;13786;7748;7359;56,2019;53,3802
24;śląskie;2401;będziński;2401021;Czeladź;;31039;17368;16563;55,9554;53,3619
14;mazowieckie;1417;otwocki;1417043;gm.m-w. Karczew;Warszawski;15930;9055;8500;56,8424;53,3584
10;łódzkie;1063;Skierniewice;1063011;Skierniewice;;47655;26561;25419;55,736;53,3396
30;wielkopolskie;3021;poznański;3021123;gm.m-w. Pobiedziska;Poznański;19943;11332;10619;56,8219;53,2468
12;małopolskie;1206;krakowski;1206092;gm.w Mogilany;Krakowski;14423;7984;7672;55,356;53,1928
30;wielkopolskie;3021;poznański;3021083;gm.m-w. Kostrzyn;Poznański;18764;10619;9977;56,5924;53,171
30;wielkopolskie;3021;poznański;3021093;gm.m-w. Kórnik;;30909;17294;16425;55,9513;53,1399
4;kujawsko-pomorskie;407;inowrocławski;407011;Inowrocław;;71674;39628;38085;55,2892;53,1364
12;małopolskie;1213;oświęcimski;1213011;Oświęcim;;37569;20792;19961;55,3435;53,1316
14;mazowieckie;1414;nowodworski;1414052;gm.w Pomiechówek;Warszawski;9086;5043;4827;55,503;53,1257
10;łódzkie;1020;zgierski;1020031;Zgierz;;55673;31194;29529;56,0308;53,0401
30;wielkopolskie;3021;poznański;3021033;gm.m-w. Buk;Poznański;12673;7313;6720;57,7054;53,0261
14;mazowieckie;1418;piaseczyński;1418052;gm.w Prażmów;Warszawski;11363;6338;6016;55,7775;52,9438
12;małopolskie;1208;miechowski;1208042;gm.w Książ Wielki;Kielecki;5030;2830;2663;56,2624;52,9423
30;wielkopolskie;3024;szamotulski;3024053;gm.m-w. Ostroróg;Poznański;4931;2740;2610;55,5668;52,9304
24;śląskie;2416;zawierciański;2416011;Poręba;Katowicki;8461;4660;4477;55,0762;52,9134
16;opolskie;1661;Opole;1661011;Opole;;127839;70399;67571;55,0685;52,8563
14;mazowieckie;1418;piaseczyński;1418013;gm.m-w. Góra Kalwaria;Warszawski;27044;14997;14294;55,4541;52,8546
30;wielkopolskie;3025;średzki;3025043;gm.m-w. Środa Wielkopolska;;32874;18504;17347;56,2876;52,7681
30;wielkopolskie;3021;poznański;3021113;gm.m-w. Murowana Goślina;Poznański;16942;9412;8932;55,5542;52,721
4;kujawsko-pomorskie;418;włocławski;418011;Kowal;Włocławski;3468;1895;1827;54,6424;52,6817
22;pomorskie;2211;pucki;2211031;Puck;Gdański;11139;6151;5866;55,2204;52,6618
24;śląskie;2465;Dąbrowa Górnicza;2465011;Dąbrowa Górnicza;;118285;65138;62259;55,0687;52,6347
4;kujawsko-pomorskie;403;bydgoski;403083;gm.m-w. Solec Kujawski;Bydgoski;16777;9173;8816;54,676;52,5481
14;mazowieckie;1417;otwocki;1417021;Otwock;;44317;24607;23264;55,525;52,4945
30;wielkopolskie;3024;szamotulski;3024032;gm.w Kaźmierz;Poznański;8840;4877;4636;55,1697;52,4434
24;śląskie;2401;będziński;2401011;Będzin;;56008;30806;29371;55,0029;52,4407
14;mazowieckie;1412;miński;1412011;Mińsk Mazowiecki;;40916;22775;21455;55,6628;52,4367
28;warmińsko-mazurskie;2862;Olsztyn;2862011;Olsztyn;;171249;94018;89792;54,9013;52,4336
24;śląskie;2405;gliwicki;2405032;gm.w Gierałtowice;Katowicki;12252;6697;6420;54,6605;52,3996
24;śląskie;2466;Gliwice;2466011;Gliwice;;177049;96395;92670;54,4454;52,3414
2;dolnośląskie;223;wrocławski;223012;gm.w Czernica;Wrocławski;17638;9624;9225;54,564;52,3018
4;kujawsko-pomorskie;401;aleksandrowski;401011;Aleksandrów Kujawski;Włocławski;12058;6604;6303;54,7686;52,2724
14;mazowieckie;1462;Płock;1462011;Płock;;118268;64309;61820;54,3757;52,2711
22;pomorskie;2204;gdański;2204032;gm.w Kolbudy;Gdański;18165;10101;9481;55,6069;52,1938
14;mazowieckie;1408;legionowski;1408043;gm.m-w. Serock;Warszawski;15363;8397;8017;54,6573;52,1838
4;kujawsko-pomorskie;403;bydgoski;403012;gm.w Białe Błota;Bydgoski;23206;12651;12086;54,5161;52,0814
24;śląskie;2401;będziński;2401073;gm.m-w. Siewierz;Katowicki;12387;6712;6445;54,1858;52,0304
32;zachodniopomorskie;3208;kołobrzeski;3208011;Kołobrzeg;;46198;25134;24030;54,405;52,0152
24;śląskie;2401;będziński;2401052;gm.w Mierzęcice;Katowicki;7623;4130;3963;54,1781;51,9874
12;małopolskie;1203;chrzanowski;1203033;gm.m-w. Chrzanów;;46321;24921;24063;53,8007;51,9484
24;śląskie;2477;Tychy;2477011;Tychy;;126871;69179;65863;54,527;51,9134
24;śląskie;2474;Siemianowice Śląskie;2474011;Siemianowice Śląskie;;66270;35780;34393;53,9912;51,8983
28;warmińsko-mazurskie;2803;działdowski;2803011;Działdowo;Ciechanowski;21145;11459;10964;54,1925;51,8515
2;dolnośląskie;206;karkonoski;206011;Karpacz;Jeleniogórski;4487;2436;2326;54,2902;51,8386
12;małopolskie;1215;suski;1215021;Sucha Beskidzka;Bielski;9044;4934;4687;54,5555;51,8244
14;mazowieckie;1405;grodziski;1405043;gm.m-w. Grodzisk Mazowiecki;;49948;27181;25865;54,4186;51,7839
30;wielkopolskie;3021;poznański;3021062;gm.w Kleszczewo;Poznański;9343;5223;4835;55,9028;51,75
10;łódzkie;1014;sieradzki;1014011;Sieradz;;41390;22362;21416;54,0275;51,742
24;śląskie;2413;tarnogórski;2413072;gm.w Świerklaniec;Katowicki;12505;6743;6462;53,9224;51,6753
2;dolnośląskie;223;wrocławski;223043;gm.m-w. Kąty Wrocławskie;Wrocławski;26032;14206;13439;54,5713;51,6249
12;małopolskie;1213;oświęcimski;1213062;gm.w Oświęcim;Bielski;18629;10200;9614;54,7533;51,6077
10;łódzkie;1020;zgierski;1020011;Głowno;Łódzki;13961;7875;7192;56,4071;51,5149
26;świętokrzyskie;2661;Kielce;2661011;Kielce;;193415;104514;99609;54,0361;51,5001
14;mazowieckie;1434;wołomiński;1434031;Ząbki;;38546;20926;19847;54,2884;51,4891
22;pomorskie;2211;pucki;2211052;gm.w Kosakowo;Gdański;16419;8884;8454;54,108;51,4891
12;małopolskie;1212;olkuski;1212053;gm.m-w. Olkusz;;48206;25926;24802;53,7817;51,45
4;kujawsko-pomorskie;407;inowrocławski;407063;gm.m-w. Kruszwica;Bydgoski;19012;10210;9776;53,7029;51,4202
14;mazowieckie;1418;piaseczyński;1418063;gm.m-w. Tarczyn;Warszawski;11594;6233;5959;53,7606;51,3973
30;wielkopolskie;3003;gnieźnieński;3003011;Gniezno;;67570;36576;34712;54,1305;51,3719
26;świętokrzyskie;2602;jędrzejowski;2602023;gm.m-w. Jędrzejów;Kielecki;27715;14912;14224;53,8048;51,3224
22;pomorskie;2203;człuchowski;2203011;Człuchów;Słupski;13479;7252;6916;53,8022;51,3094
24;śląskie;2413;tarnogórski;2413041;Tarnowskie Góry;;61756;32941;31663;53,3406;51,2711
24;śląskie;2461;Bielsko-Biała;2461011;Bielsko-Biała;;169756;91369;87026;53,8237;51,2653
22;pomorskie;2263;Słupsk;2263011;Słupsk;;89780;48127;46025;53,6055;51,2642
28;warmińsko-mazurskie;2801;bartoszycki;2801011;Bartoszyce;Olsztyński;22984;12323;11770;53,6156;51,2095
28;warmińsko-mazurskie;2807;iławski;2807011;Iława;;33206;17734;16995;53,406;51,1805
22;pomorskie;2211;pucki;2211043;gm.m-w. Władysławowo;Gdański;15293;8253;7827;53,9659;51,1803
24;śląskie;2413;tarnogórski;2413031;Radzionków;Katowicki;16903;8960;8649;53,0083;51,1684
2;dolnośląskie;220;trzebnicki;220013;gm.m-w. Oborniki Śląskie;Wrocławski;20287;10819;10377;53,3297;51,151
2;dolnośląskie;214;oleśnicki;214011;Oleśnica;;36979;19767;18915;53,4547;51,1507
26;świętokrzyskie;2609;sandomierski;2609093;gm.m-w. Zawichost;Tarnobrzeski;4328;2335;2212;53,951;51,1091
4;kujawsko-pomorskie;412;rypiński;412011;Rypin;Włocławski;15999;8652;8170;54,0784;51,0657
24;śląskie;2405;gliwicki;2405011;Knurów;;37801;20069;19300;53,0912;51,0569
24;śląskie;2413;tarnogórski;2413062;gm.w Ożarowice;Katowicki;5806;3101;2963;53,4103;51,0334
2;dolnośląskie;215;oławski;215011;Oława;;33087;17781;16885;53,7401;51,0321
12;małopolskie;1213;oświęcimski;1213033;gm.m-w. Chełmek;Bielski;12837;6837;6550;53,2601;51,0244
4;kujawsko-pomorskie;402;brodnicki;402011;Brodnica;Toruński;28701;15401;14641;53,6602;51,0122
12;małopolskie;1212;olkuski;1212042;gm.w Klucze;Katowicki;14909;8009;7600;53,7192;50,9759
24;śląskie;2402;bielski;2402022;gm.w Bestwina;Katowicki;11950;6408;6090;53,6234;50,9623
10;łódzkie;1008;pabianicki;1008011;Konstantynów Łódzki;Łódzki;18335;9884;9341;53,9078;50,9463
2;dolnośląskie;208;kłodzki;208051;Polanica-Zdrój;Wałbrzyski;6228;3320;3171;53,3076;50,9152
24;śląskie;2472;Ruda Śląska;2472011;Ruda Śląska;;136423;72540;69426;53,1729;50,8902
12;małopolskie;1206;krakowski;1206032;gm.w Iwanowice;Krakowski;9215;4929;4686;53,4889;50,8519
8;lubuskie;809;zielonogórski;809072;gm.w Świdnica;Zielonogórski;6685;3551;3399;53,1189;50,8452
12;małopolskie;1206;krakowski;1206113;gm.m-w. Skawina;;43751;23483;22243;53,6742;50,84
4;kujawsko-pomorskie;411;radziejowski;411022;gm.w Bytoń;Włocławski;3411;1870;1733;54,8226;50,8062
26;świętokrzyskie;2609;sandomierski;2609011;Sandomierz;Tarnobrzeski;22997;12179;11680;52,9591;50,7892
22;pomorskie;2209;malborski;2209011;Malbork;;38101;20346;19342;53,4002;50,7651
24;śląskie;2464;Częstochowa;2464011;Częstochowa;;217530;115708;110268;53,1917;50,6909
24;śląskie;2404;częstochowski;2404042;gm.w Kamienica Polska;Częstochowski;5514;2899;2795;52,5753;50,6892
30;wielkopolskie;3016;obornicki;3016013;gm.m-w. Oborniki;;34185;18242;17323;53,3626;50,6743
10;łódzkie;1008;pabianicki;1008052;gm.w Ksawerów;Łódzki;7661;4082;3880;53,2829;50,6461
24;śląskie;2402;bielski;2402072;gm.w Kozy;Bielski;13091;6901;6625;52,7156;50,6073
30;wielkopolskie;3019;pilski;3019011;Piła;;72527;38744;36702;53,4201;50,6046
14;mazowieckie;1402;ciechanowski;1402011;Ciechanów;;43883;23699;22205;54,005;50,6005
30;wielkopolskie;3062;Konin;3062011;Konin;;72539;38716;36674;53,3727;50,5576
24;śląskie;2471;Piekary Śląskie;2471011;Piekary Śląskie;;54702;28945;27646;52,914;50,5393
32;zachodniopomorskie;3263;Świnoujście;3263011;Świnoujście;;40948;21896;20693;53,4727;50,5348
32;zachodniopomorskie;3213;sławieński;3213011;Darłowo;Koszaliński;13574;7193;6859;52,991;50,5304
22;pomorskie;2204;gdański;2204042;gm.w Pruszcz Gdański;;32184;17067;16257;53,0295;50,5127
30;wielkopolskie;3011;kościański;3011023;gm.m-w. Czempiń;Poznański;11531;6194;5824;53,7161;50,5073
22;pomorskie;2215;wejherowski;2215021;Rumia;;49536;26374;25017;53,2421;50,5027
32;zachodniopomorskie;3261;Koszalin;3261011;Koszalin;;106235;56127;53643;52,8329;50,4947
24;śląskie;2404;częstochowski;2404162;gm.w Starcza;Częstochowski;2853;1483;1440;51,9804;50,4732
30;wielkopolskie;3005;grodziski;3005012;gm.w Granowo;Poznański;5087;2729;2567;53,6466;50,462
14;mazowieckie;1408;legionowski;1408052;gm.w Wieliszew;Warszawski;16053;8490;8099;52,8873;50,4516
8;lubuskie;807;sulęciński;807043;gm.m-w. Sulęcin;Gorzowski;15633;8226;7882;52,6195;50,419
24;śląskie;2416;zawierciański;2416021;Zawiercie;;48703;25828;24544;53,0316;50,3953
2;dolnośląskie;223;wrocławski;223092;gm.w Żórawina;Wrocławski;11406;6050;5748;53,0423;50,3945
10;łódzkie;1005;łowicki;1005092;gm.w Nieborów;Skierniewicki;9357;5051;4715;53,981;50,3901
8;lubuskie;811;żarski;811011;Łęknica;Zielonogórski;2396;1287;1207;53,7145;50,3756
10;łódzkie;1008;pabianicki;1008021;Pabianice;;63945;33884;32202;52,9893;50,3589
6;lubelskie;614;puławski;614011;Puławy;;46965;24780;23640;52,7627;50,3354
2;dolnośląskie;220;trzebnicki;220042;gm.w Wisznia Mała;Wrocławski;10624;5590;5342;52,6167;50,2824
30;wielkopolskie;3022;rawicki;3022053;gm.m-w. Rawicz;;30299;15974;15224;52,7212;50,2459
8;lubuskie;810;żagański;810021;Żagań;Zielonogórski;25265;13143;12685;52,0206;50,2078
24;śląskie;2403;cieszyński;2403011;Cieszyn;;33981;17839;17055;52,497;50,1898
10;łódzkie;1017;wieluński;1017093;gm.m-w. Wieluń;;31137;16369;15626;52,5709;50,1847
4;kujawsko-pomorskie;404;chełmiński;404011;Chełmno;Toruński;19205;10179;9630;53,0018;50,1432
14;mazowieckie;1419;płocki;1419122;gm.w Słupno;Płocki;8129;4281;4076;52,6633;50,1415
24;śląskie;2402;bielski;2402062;gm.w Jaworze;Bielski;7443;3902;3727;52,4251;50,0739
12;małopolskie;1208;miechowski;1208053;gm.m-w. Miechów;Kielecki;19494;10293;9761;52,8009;50,0718
30;wielkopolskie;3027;turecki;3027011;Turek;Koniński;26441;13961;13235;52,8006;50,0548
6;lubelskie;663;Lublin;663011;Lublin;;338586;177290;169442;52,3619;50,044
32;zachodniopomorskie;3207;kamieński;3207043;gm.m-w. Międzyzdroje;Szczeciński;6398;3388;3200;52,954;50,0156
14;mazowieckie;1428;sochaczewski;1428011;Sochaczew;;35891;19033;17936;53,03;49,9735
14;mazowieckie;1417;otwocki;1417072;gm.w Sobienie-Jeziory;Siedlecki;6356;3341;3176;52,5645;49,9685
2;dolnośląskie;219;świdnicki;219011;Świdnica;;56222;29398;28088;52,2891;49,9591
30;wielkopolskie;3014;międzychodzki;3014043;gm.m-w. Sieraków;Poznański;8641;4692;4310;54,2993;49,8785
24;śląskie;2401;będziński;2401081;Sławków;Katowicki;6935;3669;3459;52,9056;49,8774
2;dolnośląskie;261;Jelenia Góra;261011;Jelenia Góra;;78335;41244;39041;52,6508;49,8385
30;wielkopolskie;3030;wrzesiński;3030053;gm.m-w. Września;;47425;24929;23633;52,5651;49,8324
24;śląskie;2470;Mysłowice;2470011;Mysłowice;;74559;38756;37127;51,9803;49,7955
8;lubuskie;805;słubicki;805053;gm.m-w. Słubice;Gorzowski;20145;10565;10029;52,4448;49,7841
24;śląskie;2416;zawierciański;2416042;gm.w Kroczyce;Częstochowski;6239;3256;3106;52,1879;49,7836
12;małopolskie;1213;oświęcimski;1213023;gm.m-w. Brzeszcze;Katowicki;21103;10989;10502;52,0732;49,7654
30;wielkopolskie;3017;ostrowski;3017011;Ostrów Wielkopolski;;71560;37296;35598;52,1185;49,7457
8;lubuskie;806;strzelecko-drezdenecki;806043;gm.m-w. Strzelce Krajeńskie;Gorzowski;16809;8670;8360;51,5795;49,7353
30;wielkopolskie;3063;Leszno;3063011;Leszno;;62854;32983;31254;52,4756;49,7248
30;wielkopolskie;3028;wągrowiecki;3028011;Wągrowiec;Pilski;25607;13620;12733;53,1886;49,7247
28;warmińsko-mazurskie;2809;lidzbarski;2809011;Lidzbark Warmiński;Olsztyński;15489;8105;7697;52,3275;49,6933
30;wielkopolskie;3014;międzychodzki;3014012;gm.w Chrzypsko Wielkie;Poznański;3306;1793;1642;54,2347;49,6673
14;mazowieckie;1417;otwocki;1417032;gm.w Celestynów;Warszawski;11701;6127;5811;52,363;49,6624
32;zachodniopomorskie;3208;kołobrzeski;3208022;gm.w Dygowo;Koszaliński;5609;2926;2785;52,1662;49,6523
24;śląskie;2402;bielski;2402043;gm.m-w. Czechowice-Dziedzice;;45490;23721;22580;52,1455;49,6373
32;zachodniopomorskie;3202;choszczeński;3202012;gm.w Bierzwnik;Gorzowski;4666;2439;2315;52,2718;49,6142
26;świętokrzyskie;2602;jędrzejowski;2602063;gm.m-w. Sędziszów;Kielecki;12352;6481;6128;52,4692;49,6114
12;małopolskie;1213;oświęcimski;1213072;gm.w Polanka Wielka;Bielski;4318;2351;2142;54,4465;49,6063
30;wielkopolskie;3030;wrzesiński;3030033;gm.m-w. Nekla;Poznański;7617;3983;3778;52,2909;49,5996
12;małopolskie;1219;wielicki;1219053;gm.m-w. Wieliczka;;61233;32050;30371;52,3411;49,5991
4;kujawsko-pomorskie;417;wąbrzeski;417011;Wąbrzeźno;Toruński;13400;6971;6644;52,0224;49,5821
14;mazowieckie;1417;otwocki;1417082;gm.w Wiązowna;Warszawski;13330;6978;6605;52,3481;49,5499
14;mazowieckie;1406;grójecki;1406053;gm.m-w. Grójec;Radomski;25882;13603;12816;52,5578;49,517
10;łódzkie;1005;łowicki;1005102;gm.w Zduny;Skierniewicki;5672;2943;2805;51,8865;49,4535
2;dolnośląskie;203;głogowski;203011;Głogów;;66120;34332;32687;51,9238;49,4359
6;lubelskie;616;rycki;616011;Dęblin;Lubelski;15887;8233;7853;51,8222;49,4304
32;zachodniopomorskie;3214;stargardzki;3214053;gm.m-w. Ińsko;Szczeciński;3318;1721;1640;51,8686;49,4274
8;lubuskie;802;krośnieński;802063;gm.m-w. Krosno Odrzańskie;Zielonogórski;17589;9165;8693;52,1064;49,4229
2;dolnośląskie;226;złotoryjski;226021;Złotoryja;Legnicki;15273;7889;7548;51,6532;49,4205
4;kujawsko-pomorskie;413;sępoleński;413023;gm.m-w. Sępólno Krajeńskie;Bydgoski;15761;8098;7788;51,38;49,4131
12;małopolskie;1213;oświęcimski;1213093;gm.m-w. Zator;Bielski;9231;4851;4561;52,5512;49,4096
30;wielkopolskie;3023;słupecki;3023042;gm.w Ostrowite;Koniński;5054;2632;2497;52,0776;49,4064
22;pomorskie;2214;tczewski;2214011;Tczew;;59430;30969;29362;52,11;49,406
14;mazowieckie;1434;wołomiński;1434021;Marki;;36816;19176;18181;52,086;49,3834
8;lubuskie;861;Gorzów Wielkopolski;861011;Gorzów Wielkopolski;;122589;64049;60501;52,2469;49,3527
24;śląskie;2414;bieruńsko-lędziński;2414021;Imielin;Katowicki;9269;4809;4574;51,8826;49,3473
