wojewodztwo_teryt;wojewodztwo_nazwa;powiat_teryt;powiat_nazwa;gmina_teryt;gmina_nazwa;kategoria;liczba_ludnosci;w1_zaszczepieni_pacjenci;w3_zaszczepieni_pelna_dawka;% zaszczepionych;% zaszczepionych pe�n� dawk�
32;zachodniopomorskie;3205;gryficki;3205023;gm.m-w. Gryfice;Szczeciński;23647;12210;11766;51,6345;49,7568
4;kujawsko-pomorskie;407;inowrocławski;407033;gm.m-w. Gniewkowo;Bydgoski;14315;7328;7122;51,1911;49,752
30;wielkopolskie;3023;słupecki;3023022;gm.w Lądek;Koniński;5750;2961;2860;51,4957;49,7391
22;pomorskie;2213;starogardzki;2213082;gm.w Osiek;Gdański;2373;1206;1180;50,8217;49,7261
30;wielkopolskie;3022;rawicki;3022013;gm.m-w. Bojanowo;Leszczyński;8710;4464;4329;51,2514;49,7015
24;śląskie;2414;bieruńsko-lędziński;2414031;Lędziny;Katowicki;16731;8558;8313;51,1506;49,6862
10;łódzkie;1013;rawski;1013011;Rawa Mazowiecka;Skierniewicki;17193;8899;8542;51,7594;49,683
4;kujawsko-pomorskie;419;żniński;419013;gm.m-w. Barcin;Bydgoski;14720;7511;7313;51,0258;49,6807
4;kujawsko-pomorskie;464;Włocławek;464011;Włocławek;;108561;55336;53929;50,9723;49,6762
22;pomorskie;2216;sztumski;2216053;gm.m-w. Sztum;Elbląski;18182;9324;9032;51,2815;49,6755
4;kujawsko-pomorskie;403;bydgoski;403052;gm.w Nowa Wieś Wielka;Bydgoski;10309;5308;5121;51,489;49,675
4;kujawsko-pomorskie;418;włocławski;418032;gm.w Boniewo;Włocławski;3346;1699;1662;50,777;49,6712
32;zachodniopomorskie;3211;policki;3211043;gm.m-w. Police;;41117;21229;20423;51,6307;49,6705
24;śląskie;2403;cieszyński;2403021;Ustroń;Bielski;15989;8189;7941;51,2165;49,6654
4;kujawsko-pomorskie;409;mogileński;409022;gm.w Jeziora Wielkie;Bydgoski;4833;2511;2400;51,9553;49,6586
30;wielkopolskie;3015;nowotomyski;3015023;gm.m-w. Lwówek;Poznański;9017;4718;4477;52,3234;49,6507
8;lubuskie;802;krośnieński;802011;Gubin;Zielonogórski;16528;8509;8204;51,4823;49,637
12;małopolskie;1214;proszowicki;1214042;gm.w Pałecznica;Kielecki;3568;1845;1771;51,7096;49,6357
24;śląskie;2404;częstochowski;2404132;gm.w Poczesna;Częstochowski;12641;6460;6274;51,1036;49,6321
26;świętokrzyskie;2611;starachowicki;2611011;Starachowice;;47638;24483;23642;51,3938;49,6284
14;mazowieckie;1411;makowski;1411011;Maków Mazowiecki;Ostrołęcki;9575;4971;4751;51,9164;49,6188
12;małopolskie;1214;proszowicki;1214053;gm.m-w. Proszowice;Krakowski;16097;8313;7987;51,6432;49,6179
12;małopolskie;1213;oświęcimski;1213043;gm.m-w. Kęty;;33990;17397;16864;51,1827;49,6146
14;mazowieckie;1422;przasnyski;1422052;gm.w Krasne;Ciechanowski;3560;1811;1766;50,8708;49,6067
2;dolnośląskie;226;złotoryjski;226052;gm.w Zagrodno;Legnicki;5206;2647;2582;50,8452;49,5966
4;kujawsko-pomorskie;410;nakielski;410053;gm.m-w. Szubin;Bydgoski;24917;12778;12357;51,2823;49,5926
24;śląskie;2408;mikołowski;2408042;gm.w Ornontowice;Katowicki;6179;3146;3064;50,9144;49,5873
12;małopolskie;1206;krakowski;1206123;gm.m-w. Słomniki;Krakowski;13557;6964;6719;51,3683;49,5611
10;łódzkie;1005;łowicki;1005062;gm.w Kocierzew Południowy;Skierniewicki;4179;2190;2071;52,4049;49,5573
8;lubuskie;803;międzyrzecki;803063;gm.m-w. Trzciel;Gorzowski;6365;3311;3154;52,0189;49,5522
10;łódzkie;1008;pabianicki;1008062;gm.w Lutomiersk;Sieradzki;8736;4481;4328;51,2935;49,5421
4;kujawsko-pomorskie;407;inowrocławski;407042;gm.w Inowrocław;Bydgoski;11845;6057;5868;51,1355;49,5399
12;małopolskie;1219;wielicki;1219032;gm.w Kłaj;Krakowski;10836;5586;5367;51,5504;49,5293
28;warmińsko-mazurskie;2807;iławski;2807021;Lubawa;Olsztyński;10374;5364;5136;51,7062;49,5084
12;małopolskie;1213;oświęcimski;1213052;gm.w Osiek;Bielski;8271;4213;4093;50,937;49,4862
8;lubuskie;803;międzyrzecki;803012;gm.w Bledzew;Gorzowski;4281;2216;2118;51,7636;49,4744
2;dolnośląskie;262;Legnica;262011;Legnica;;98436;50341;48700;51,1408;49,4738
8;lubuskie;809;zielonogórski;809013;gm.m-w. Babimost;Zielonogórski;6177;3156;3054;51,0928;49,4415
26;świętokrzyskie;2603;kazimierski;2603022;gm.w Czarnocin;Kielecki;3723;1923;1840;51,6519;49,4225
26;świętokrzyskie;2605;konecki;2605012;gm.w Fałków;Piotrkowski;4328;2252;2138;52,0333;49,3993
14;mazowieckie;1406;grójecki;1406012;gm.w Belsk Duży;Radomski;6440;3296;3179;51,1801;49,3634
18;podkarpackie;1864;Tarnobrzeg;1864011;Tarnobrzeg;;46360;23696;22880;51,113;49,3529
24;śląskie;2409;myszkowski;2409011;Myszków;;31261;15991;15425;51,1532;49,3426
10;łódzkie;1017;wieluński;1017032;gm.w Konopnica;Sieradzki;3759;1920;1854;51,0774;49,3216
4;kujawsko-pomorskie;403;bydgoski;403072;gm.w Sicienko;Bydgoski;10311;5244;5083;50,8583;49,2969
14;mazowieckie;1420;płoński;1420082;gm.w Nowe Miasto;Ciechanowski;4665;2407;2299;51,597;49,2819
30;wielkopolskie;3025;średzki;3025032;gm.w Nowe Miasto nad Wartą;Poznański;8984;4602;4427;51,2244;49,2765
32;zachodniopomorskie;3212;pyrzycki;3212012;gm.w Bielice;Szczeciński;3142;1615;1548;51,4004;49,268
12;małopolskie;1215;suski;1215072;gm.w Stryszawa;Bielski;11926;6037;5873;50,6205;49,2453
24;śląskie;2403;cieszyński;2403122;gm.w Zebrzydowice;Katowicki;13220;6705;6509;50,7186;49,236
14;mazowieckie;1419;płocki;1419092;gm.w Nowy Duninów;Płocki;3979;2027;1959;50,9424;49,2335
8;lubuskie;802;krośnieński;802022;gm.w Bobrowice;Zielonogórski;3161;1622;1555;51,3129;49,1933
28;warmińsko-mazurskie;2807;iławski;2807073;gm.m-w. Zalewo;Olsztyński;6699;3413;3295;50,9479;49,1864
24;śląskie;2403;cieszyński;2403052;gm.w Chybie;Bielski;9832;4978;4836;50,6306;49,1863
12;małopolskie;1208;miechowski;1208062;gm.w Racławice;Kielecki;2485;1274;1222;51,2676;49,1751
14;mazowieckie;1433;węgrowski;1433011;Węgrów;Siedlecki;12452;6346;6123;50,9637;49,1728
24;śląskie;2414;bieruńsko-lędziński;2414052;gm.w Chełm Śląski;Katowicki;6403;3252;3148;50,7887;49,1645
12;małopolskie;1206;krakowski;1206012;gm.w Czernichów;Krakowski;14704;7534;7226;51,2378;49,1431
14;mazowieckie;1437;żuromiński;1437042;gm.w Lutocin;Ciechanowski;4197;2125;2062;50,6314;49,1303
4;kujawsko-pomorskie;416;tucholski;416063;gm.m-w. Tuchola;Bydgoski;20151;10191;9896;50,5732;49,1092
12;małopolskie;1218;wadowicki;1218093;gm.m-w. Wadowice;;37585;19043;18449;50,6665;49,0861
28;warmińsko-mazurskie;2814;olsztyński;2814072;gm.w Jonkowo;Olsztyński;7495;3847;3679;51,3276;49,0861
14;mazowieckie;1419;płocki;1419022;gm.w Bodzanów;Płocki;8152;4146;4001;50,8587;49,08
16;opolskie;1611;strzelecki;1611053;gm.m-w. Strzelce Opolskie;;30269;15221;14856;50,2858;49,0799
2;dolnośląskie;209;legnicki;209042;gm.w Kunice;Legnicki;7161;3603;3514;50,3142;49,0714
32;zachodniopomorskie;3203;drawski;3203023;gm.m-w. Drawsko Pomorskie;Koszaliński;17008;8647;8345;50,8408;49,0651
30;wielkopolskie;3023;słupecki;3023083;gm.m-w. Zagórów;Koniński;8878;4473;4352;50,383;49,02
30;wielkopolskie;3031;złotowski;3031011;Złotów;Pilski;18437;9299;9034;50,4366;48,9993
2;dolnośląskie;207;kamiennogórski;207022;gm.w Kamienna Góra;Jeleniogórski;8997;4548;4408;50,5502;48,9941
30;wielkopolskie;3028;wągrowiecki;3028062;gm.w Wapno;Pilski;2931;1481;1436;50,5288;48,9935
30;wielkopolskie;3013;leszczyński;3013043;gm.m-w. Rydzyna;Leszczyński;9836;4981;4819;50,6405;48,9935
30;wielkopolskie;3025;średzki;3025022;gm.w Krzykosy;Poznański;7163;3639;3509;50,8027;48,9879
4;kujawsko-pomorskie;418;włocławski;418092;gm.w Kowal;Włocławski;3897;1956;1909;50,1925;48,9864
14;mazowieckie;1411;makowski;1411082;gm.w Rzewnie;Ostrołęcki;2591;1324;1269;51,1;48,9772
32;zachodniopomorskie;3207;kamieński;3207063;gm.m-w. Wolin;Szczeciński;12081;6105;5914;50,5339;48,9529
14;mazowieckie;1406;grójecki;1406032;gm.w Chynów;Radomski;9853;5000;4823;50,746;48,9496
32;zachodniopomorskie;3202;choszczeński;3202033;gm.m-w. Drawno;Gorzowski;4993;2520;2444;50,4707;48,9485
22;pomorskie;2208;lęborski;2208011;Lębork;;35101;17735;17180;50,5256;48,9445
8;lubuskie;809;zielonogórski;809082;gm.w Trzebiechów;Zielonogórski;3343;1676;1636;50,1346;48,9381
10;łódzkie;1011;poddębicki;1011043;gm.m-w. Uniejów;Koniński;6956;3511;3404;50,4744;48,9362
30;wielkopolskie;3002;czarnkowsko-trzcianecki;3002052;gm.w Lubasz;Pilski;7686;3950;3761;51,3921;48,9331
12;małopolskie;1212;olkuski;1212032;gm.w Bolesław;Katowicki;7727;3900;3781;50,4724;48,9323
30;wielkopolskie;3016;obornicki;3016032;gm.w Ryczywół;Pilski;7264;3733;3554;51,3904;48,9262
22;pomorskie;2211;pucki;2211023;gm.m-w. Jastarnia;Gdański;3626;1914;1774;52,7854;48,9244
6;lubelskie;601;bialski;601021;Terespol;Bialskopodlaski;5457;2748;2669;50,3573;48,9097
24;śląskie;2417;żywiecki;2417082;gm.w Łodygowice;Bielski;14637;7447;7158;50,8779;48,9035
4;kujawsko-pomorskie;402;brodnicki;402062;gm.w Bartniczka;Toruński;4708;2388;2302;50,7222;48,8955
2;dolnośląskie;218;średzki;218032;gm.w Miękinia;Wrocławski;17615;8965;8611;50,8941;48,8845
30;wielkopolskie;3002;czarnkowsko-trzcianecki;3002073;gm.m-w. Trzcianka;Pilski;24224;12342;11840;50,9495;48,8771
22;pomorskie;2216;sztumski;2216042;gm.w Stary Targ;Elbląski;6204;3158;3032;50,9026;48,8717
32;zachodniopomorskie;3205;gryficki;3205083;gm.m-w. Trzebiatów;Szczeciński;15995;8075;7814;50,4845;48,8528
2;dolnośląskie;201;bolesławiecki;201011;Bolesławiec;;38486;19429;18798;50,4833;48,8437
28;warmińsko-mazurskie;2804;elbląski;2804073;gm.m-w. Pasłęk;Elbląski;19205;9714;9378;50,5806;48,831
32;zachodniopomorskie;3206;gryfiński;3206072;gm.w Stare Czarnowo;Szczeciński;3797;1934;1854;50,9349;48,828
30;wielkopolskie;3030;wrzesiński;3030012;gm.w Kołaczkowo;Poznański;5988;3039;2923;50,7515;48,8143
14;mazowieckie;1406;grójecki;1406113;gm.m-w. Warka;Radomski;19167;9706;9349;50,6391;48,7765
32;zachodniopomorskie;3204;goleniowski;3204043;gm.m-w. Nowogard;Szczeciński;24515;12397;11956;50,569;48,7701
28;warmińsko-mazurskie;2819;węgorzewski;2819012;gm.w Budry;Suwalski;2760;1394;1346;50,5072;48,7681
12;małopolskie;1212;olkuski;1212062;gm.w Trzyciąż;Krakowski;7039;3537;3432;50,2486;48,7569
2;dolnośląskie;222;wołowski;222013;gm.m-w. Brzeg Dolny;Wrocławski;16093;8067;7842;50,1274;48,7293
32;zachodniopomorskie;3211;policki;3211033;gm.m-w. Nowe Warpno;Szczeciński;1624;831;791;51,17;48,7069
26;świętokrzyskie;2613;włoszczowski;2613032;gm.w Moskorzew;Częstochowski;2618;1303;1275;49,7708;48,7013
24;śląskie;2414;bieruńsko-lędziński;2414042;gm.w Bojszowy;Katowicki;8045;4036;3916;50,1678;48,6762
2;dolnośląskie;215;oławski;215022;gm.w Domaniów;Wrocławski;5132;2574;2496;50,1559;48,636
30;wielkopolskie;3010;koniński;3010022;gm.w Grodziec;Koniński;5131;2620;2495;51,0622;48,626
2;dolnośląskie;219;świdnicki;219063;gm.m-w. Strzegom;Wałbrzyski;25499;12738;12399;49,9549;48,6254
6;lubelskie;609;lubelski;609082;gm.w Konopnica;Lubelski;14267;7174;6935;50,2839;48,6087
14;mazowieckie;1463;Radom;1463011;Radom;;209296;104987;101728;50,162;48,6048
14;mazowieckie;1419;płocki;1419132;gm.w Stara Biała;Płocki;12019;6028;5841;50,1539;48,5981
12;małopolskie;1206;krakowski;1206132;gm.w Sułoszowa;Krakowski;5807;2936;2822;50,5597;48,5965
32;zachodniopomorskie;3215;szczecinecki;3215043;gm.m-w. Borne Sulinowo;Koszaliński;9840;4915;4781;49,9492;48,5874
24;śląskie;2417;żywiecki;2417062;gm.w Lipowa;Bielski;10872;5494;5282;50,5335;48,5835
30;wielkopolskie;3012;krotoszyński;3012033;gm.m-w. Koźmin Wielkopolski;Kaliski;13140;6590;6383;50,1522;48,5769
10;łódzkie;1004;łęczycki;1004022;gm.w Daszyna;Płocki;3827;1953;1859;51,0321;48,5759
22;pomorskie;2214;tczewski;2214052;gm.w Subkowy;Gdański;5499;2828;2671;51,4275;48,5725
32;zachodniopomorskie;3218;łobeski;3218023;gm.m-w. Łobez;Szczeciński;13815;7014;6707;50,7709;48,5487
30;wielkopolskie;3028;wągrowiecki;3028033;gm.m-w. Gołańcz;Pilski;8185;4138;3972;50,5559;48,5278
10;łódzkie;1002;kutnowski;1002113;gm.m-w. Żychlin;Płocki;11628;5953;5642;51,1954;48,5208
30;wielkopolskie;3011;kościański;3011053;gm.m-w. Śmigiel;Leszczyński;17489;8777;8485;50,1858;48,5162
26;świętokrzyskie;2612;staszowski;2612073;gm.m-w. Staszów;Tarnobrzeski;25464;12731;12351;49,9961;48,5038
24;śląskie;2412;rybnicki;2412042;gm.w Lyski;Katowicki;9676;4837;4690;49,9897;48,4704
26;świętokrzyskie;2608;pińczowski;2608032;gm.w Michałów;Kielecki;4516;2278;2188;50,4429;48,45
4;kujawsko-pomorskie;406;grudziądzki;406062;gm.w Świecie nad Osą;Toruński;4151;2126;2011;51,2166;48,4462
24;śląskie;2473;Rybnik;2473011;Rybnik;;137128;68246;66404;49,7681;48,4248
2;dolnośląskie;221;wałbrzyski;221072;gm.w Stare Bogaczowice;Wałbrzyski;4265;2123;2065;49,7773;48,4174
4;kujawsko-pomorskie;415;toruński;415052;gm.w Łubianka;Toruński;7438;3762;3601;50,5781;48,4136
32;zachodniopomorskie;3209;koszaliński;3209022;gm.w Biesiekierz;Koszaliński;7199;3602;3485;50,0347;48,4095
26;świętokrzyskie;2613;włoszczowski;2613063;gm.m-w. Włoszczowa;Kielecki;19132;9645;9261;50,4129;48,4058
6;lubelskie;604;hrubieszowski;604011;Hrubieszów;Zamojski;17232;8655;8340;50,2263;48,3983
26;świętokrzyskie;2608;pińczowski;2608022;gm.w Kije;Kielecki;4320;2150;2090;49,7685;48,3796
30;wielkopolskie;3006;jarociński;3006043;gm.m-w. Żerków;Kaliski;10213;5083;4941;49,7699;48,3795
26;świętokrzyskie;2602;jędrzejowski;2602082;gm.w Sobków;Kielecki;8474;4191;4098;49,4572;48,3597
24;śląskie;2462;Bytom;2462011;Bytom;;163255;81338;78935;49,8227;48,3507
2;dolnośląskie;221;wałbrzyski;221021;Jedlina-Zdrój;Wałbrzyski;4789;2400;2315;50,1148;48,3399
2;dolnośląskie;210;lubański;210072;gm.w Siekierczyn;Jeleniogórski;4516;2237;2183;49,535;48,3392
4;kujawsko-pomorskie;407;inowrocławski;407082;gm.w Rojewo;Bydgoski;4723;2370;2283;50,18;48,3379
28;warmińsko-mazurskie;2815;ostródzki;2815022;gm.w Dąbrówno;Olsztyński;4235;2138;2047;50,4841;48,3353
30;wielkopolskie;3004;gostyński;3004023;gm.m-w. Gostyń;Leszczyński;28200;14060;13630;49,8582;48,3333
10;łódzkie;1003;łaski;1003023;gm.m-w. Łask;Sieradzki;27530;13664;13306;49,6331;48,3327
26;świętokrzyskie;2607;ostrowiecki;2607011;Ostrowiec Świętokrzyski;;67404;33664;32571;49,9436;48,3221
2;dolnośląskie;225;zgorzelecki;225011;Zawidów;Jeleniogórski;4132;2049;1996;49,5886;48,3059
24;śląskie;2404;częstochowski;2404152;gm.w Rędziny;Częstochowski;9850;4951;4758;50,264;48,3046
10;łódzkie;1002;kutnowski;1002052;gm.w Krzyżanów;Płocki;4202;2088;2029;49,6906;48,2865
2;dolnośląskie;218;średzki;218043;gm.m-w. Środa Śląska;Wrocławski;19889;9995;9599;50,2539;48,2629
6;lubelskie;614;puławski;614052;gm.w Końskowola;Lubelski;8719;4416;4208;50,648;48,2624
10;łódzkie;1015;skierniewicki;1015012;gm.w Bolimów;Skierniewicki;4026;1984;1943;49,2797;48,2613
6;lubelskie;618;tomaszowski;618011;Tomaszów Lubelski;Zamojski;18783;9391;9063;49,9973;48,2511
2;dolnośląskie;223;wrocławski;223062;gm.w Mietków;Wrocławski;3737;1873;1803;50,1204;48,2473
14;mazowieckie;1424;pułtuski;1424043;gm.m-w. Pułtusk;Ciechanowski;24619;12347;11876;50,1523;48,2392
30;wielkopolskie;3008;kępiński;3008072;gm.w Trzcinica;Kaliski;4934;2434;2380;49,3312;48,2367
24;śląskie;2413;tarnogórski;2413021;Miasteczko Śląskie;Katowicki;7418;3689;3577;49,7304;48,2205
4;kujawsko-pomorskie;405;golubsko-dobrzyński;405043;gm.m-w. Kowalewo Pomorskie;Toruński;11416;5678;5504;49,7372;48,213
14;mazowieckie;1414;nowodworski;1414043;gm.m-w. Nasielsk;Ciechanowski;19943;9965;9614;49,9674;48,2074
26;świętokrzyskie;2604;kielecki;2604172;gm.w Nowiny;Kielecki;7919;3948;3817;49,8548;48,2005
10;łódzkie;1010;piotrkowski;1010072;gm.w Ręczno;Piotrkowski;3492;1726;1683;49,4273;48,1959
24;śląskie;2402;bielski;2402011;Szczyrk;Bielski;5710;2847;2750;49,8599;48,1611
4;kujawsko-pomorskie;401;aleksandrowski;401052;gm.w Bądkowo;Włocławski;4187;2093;2016;49,9881;48,149
16;opolskie;1603;kędzierzyńsko-kozielski;1603011;Kędzierzyn-Koźle;;60021;29823;28895;49,6876;48,1415
28;warmińsko-mazurskie;2802;braniewski;2802033;gm.m-w. Frombork;Elbląski;3515;1743;1692;49,5875;48,1366
4;kujawsko-pomorskie;408;lipnowski;408032;gm.w Chrostkowo;Włocławski;2851;1443;1372;50,6138;48,1235
2;dolnośląskie;208;kłodzki;208031;Kudowa-Zdrój;Wałbrzyski;9772;4843;4702;49,56;48,1171
30;wielkopolskie;3020;pleszewski;3020052;gm.w Gołuchów;Kaliski;10807;5349;5199;49,4957;48,1077
12;małopolskie;1218;wadowicki;1218033;gm.m-w. Kalwaria Zebrzydowska;Bielski;20022;9906;9632;49,4756;48,1071
24;śląskie;2412;rybnicki;2412032;gm.w Jejkowice;Katowicki;4185;2066;2013;49,3668;48,1004
2;dolnośląskie;226;złotoryjski;226011;Wojcieszów;Jeleniogórski;3572;1787;1718;50,028;48,0963
18;podkarpackie;1810;łańcucki;1810011;Łańcut;Rzeszowski;17675;8791;8497;49,7369;48,0736
6;lubelskie;619;włodawski;619042;gm.w Stary Brus;Chełmski;2070;1026;995;49,5652;48,0676
26;świętokrzyskie;2606;opatowski;2606043;gm.m-w. Opatów;Tarnobrzeski;11532;5710;5543;49,5144;48,0663
24;śląskie;2412;rybnicki;2412022;gm.w Gaszowice;Katowicki;9856;4835;4737;49,0564;48,0621
26;świętokrzyskie;2608;pińczowski;2608052;gm.w Złota;Kielecki;4436;2248;2132;50,6763;48,0613
28;warmińsko-mazurskie;2814;olsztyński;2814013;gm.m-w. Barczewo;Olsztyński;18142;9017;8719;49,7023;48,0598
2;dolnośląskie;205;jaworski;205011;Jawor;Legnicki;22462;11129;10795;49,5459;48,0589
28;warmińsko-mazurskie;2804;elbląski;2804082;gm.w Rychliki;Elbląski;3727;1876;1791;50,3354;48,0547
10;łódzkie;1002;kutnowski;1002022;gm.w Bedlno;Płocki;5263;2763;2529;52,4986;48,0524
2;dolnośląskie;209;legnicki;209011;Chojnów;Legnicki;13236;6512;6359;49,1992;48,0432
24;śląskie;2402;bielski;2402052;gm.w Jasienica;Bielski;24681;12361;11857;50,0831;48,041
6;lubelskie;617;świdnicki;617011;Świdnik;;38763;19257;18621;49,6788;48,0381
10;łódzkie;1019;zduńskowolski;1019011;Zduńska Wola;;41288;20545;19832;49,7602;48,0333
10;łódzkie;1017;wieluński;1017102;gm.w Wierzchlas;Sieradzki;6604;3250;3172;49,2126;48,0315
2;dolnośląskie;202;dzierżoniowski;202021;Dzierżoniów;;32869;16295;15786;49,5756;48,027
32;zachodniopomorskie;3208;kołobrzeski;3208033;gm.m-w. Gościno;Koszaliński;5133;2567;2465;50,0097;48,0226
12;małopolskie;1218;wadowicki;1218082;gm.w Tomice;Bielski;8223;4104;3948;49,9088;48,0117
30;wielkopolskie;3010;koniński;3010123;gm.m-w. Ślesin;Koniński;14051;6950;6745;49,4627;48,0037
24;śląskie;2413;tarnogórski;2413011;Kalety;Częstochowski;8548;4262;4103;49,8596;47,9995
2;dolnośląskie;224;ząbkowicki;224053;gm.m-w. Ząbkowice Śląskie;Wałbrzyski;21405;10649;10273;49,7501;47,9935
22;pomorskie;2213;starogardzki;2213021;Skórcz;Gdański;3603;1785;1729;49,542;47,9878
24;śląskie;2407;lubliniecki;2407011;Lubliniec;Częstochowski;23551;11712;11300;49,7304;47,981
30;wielkopolskie;3015;nowotomyski;3015012;gm.w Kuślin;Poznański;5467;2737;2623;50,064;47,9788
4;kujawsko-pomorskie;419;żniński;419022;gm.w Gąsawa;Bydgoski;5215;2633;2502;50,489;47,977
4;kujawsko-pomorskie;414;świecki;414072;gm.w Osie;Bydgoski;5511;2700;2643;48,9929;47,9586
2;dolnośląskie;206;karkonoski;206031;Piechowice;Jeleniogórski;6082;3012;2916;49,5232;47,9448
2;dolnośląskie;223;wrocławski;223073;gm.m-w. Sobótka;Wrocławski;12872;6426;6171;49,9223;47,9413
4;kujawsko-pomorskie;401;aleksandrowski;401042;gm.w Aleksandrów Kujawski;Włocławski;12015;5969;5760;49,6796;47,9401
2;dolnośląskie;219;świdnicki;219021;Świebodzice;Wałbrzyski;22642;11240;10851;49,6423;47,9242
12;małopolskie;1263;Tarnów;1263011;Tarnów;;107498;52912;51514;49,2214;47,9209
16;opolskie;1606;namysłowski;1606023;gm.m-w. Namysłów;Opolski;26210;12923;12556;49,3056;47,9054
30;wielkopolskie;3001;chodzieski;3001053;gm.m-w. Szamocin;Pilski;7513;3723;3599;49,5541;47,9036
30;wielkopolskie;3005;grodziski;3005053;gm.m-w. Wielichowo;Poznański;6935;3451;3322;49,7621;47,9019
10;łódzkie;1006;łódzki wschodni;1006113;gm.m-w. Tuszyn;Piotrkowski;12453;6204;5965;49,8193;47,9001
30;wielkopolskie;3012;krotoszyński;3012043;gm.m-w. Krotoszyn;;40269;19893;19287;49,4003;47,8954
28;warmińsko-mazurskie;2803;działdowski;2803043;gm.m-w. Lidzbark;Ciechanowski;13923;6956;6667;49,9605;47,8848
4;kujawsko-pomorskie;401;aleksandrowski;401031;Nieszawa;Włocławski;1834;921;878;50,2181;47,8735
2;dolnośląskie;208;kłodzki;208041;Nowa Ruda;Wałbrzyski;21643;10652;10354;49,2168;47,8399
4;kujawsko-pomorskie;418;włocławski;418113;gm.m-w. Lubień Kujawski;Włocławski;7233;3549;3459;49,0668;47,8225
14;mazowieckie;1428;sochaczewski;1428022;gm.w Brochów;Warszawski;4375;2181;2092;49,8514;47,8171
28;warmińsko-mazurskie;2814;olsztyński;2814093;gm.m-w. Olsztynek;Olsztyński;13630;6725;6514;49,3397;47,7916
2;dolnośląskie;214;oleśnicki;214073;gm.m-w. Syców;Kaliski;16819;8280;8036;49,23;47,7793
24;śląskie;2403;cieszyński;2403113;gm.m-w. Strumień;Bielski;13256;6473;6333;48,8307;47,7746
24;śląskie;2412;rybnicki;2412013;gm.m-w. Czerwionka-Leszczyny;;41909;20498;20013;48,9107;47,7535
28;warmińsko-mazurskie;2803;działdowski;2803062;gm.w Rybno;Ciechanowski;7160;3508;3419;48,9944;47,7514
4;kujawsko-pomorskie;403;bydgoski;403022;gm.w Dąbrowa Chełmińska;Bydgoski;8415;4158;4018;49,4118;47,7481
14;mazowieckie;1406;grójecki;1406083;gm.m-w. Nowe Miasto nad Pilicą;Radomski;7615;3798;3636;49,8752;47,7479
10;łódzkie;1019;zduńskowolski;1019023;gm.m-w. Szadek;Sieradzki;7287;3616;3479;49,6226;47,7426
30;wielkopolskie;3020;pleszewski;3020033;gm.m-w. Dobrzyca;Kaliski;8093;4016;3862;49,6231;47,7203
22;pomorskie;2204;gdański;2204082;gm.w Trąbki Wielkie;Gdański;11242;5584;5362;49,6709;47,6961
8;lubuskie;804;nowosolski;804082;gm.w Siedlisko;Zielonogórski;3554;1767;1695;49,7186;47,6927
8;lubuskie;806;strzelecko-drezdenecki;806052;gm.w Zwierzyn;Gorzowski;4307;2146;2054;49,8259;47,6898
26;świętokrzyskie;2602;jędrzejowski;2602072;gm.w Słupia;Kielecki;4278;2125;2040;49,6727;47,6858
4;kujawsko-pomorskie;411;radziejowski;411072;gm.w Topólka;Włocławski;4738;2364;2259;49,8945;47,6783
8;lubuskie;811;żarski;811082;gm.w Trzebiel;Zielonogórski;5640;2773;2689;49,1667;47,6773
22;pomorskie;2213;starogardzki;2213031;Starogard Gdański;;47272;23535;22538;49,7863;47,6773
12;małopolskie;1209;myślenicki;1209073;gm.m-w. Sułkowice;Krakowski;15061;7379;7180;48,9941;47,6728
26;świętokrzyskie;2602;jędrzejowski;2602033;gm.m-w. Małogoszcz;Kielecki;11495;5702;5479;49,6042;47,6642
4;kujawsko-pomorskie;413;sępoleński;413043;gm.m-w. Więcbork;Bydgoski;13309;6468;6343;48,5987;47,6595
10;łódzkie;1007;opoczyński;1007043;gm.m-w. Opoczno;;33777;16797;16095;49,7291;47,6508
2;dolnośląskie;214;oleśnicki;214032;gm.w Dobroszyce;Wrocławski;6886;3408;3280;49,4917;47,6329
4;kujawsko-pomorskie;415;toruński;415072;gm.w Obrowo;Toruński;18299;9030;8714;49,347;47,6201
2;dolnośląskie;224;ząbkowicki;224013;gm.m-w. Bardo;Wałbrzyski;5210;2560;2481;49,1363;47,62
24;śląskie;2479;Żory;2479011;Żory;;62844;30862;29925;49,1089;47,6179
8;lubuskie;803;międzyrzecki;803042;gm.w Pszczew;Gorzowski;4287;2128;2041;49,6384;47,6091
24;śląskie;2404;częstochowski;2404122;gm.w Olsztyn;Częstochowski;7835;3832;3730;48,9087;47,6069
24;śląskie;2417;żywiecki;2417122;gm.w Ślemień;Bielski;3534;1741;1682;49,2643;47,5948
24;śląskie;2403;cieszyński;2403082;gm.w Hażlach;Bielski;10919;5353;5193;49,0246;47,5593
20;podlaskie;2005;hajnowski;2005022;gm.w Białowieża;Białostocki;2130;1070;1013;50,2347;47,5587
30;wielkopolskie;3023;słupecki;3023032;gm.w Orchowo;Koniński;3800;1897;1807;49,9211;47,5526
2;dolnośląskie;226;złotoryjski;226032;gm.w Pielgrzymka;Legnicki;4509;2209;2144;48,9909;47,5493
30;wielkopolskie;3006;jarociński;3006013;gm.m-w. Jaraczewo;Kaliski;8021;3926;3813;48,9465;47,5377
30;wielkopolskie;3010;koniński;3010073;gm.m-w. Rychwał;Koniński;8203;4021;3899;49,0187;47,5314
