wojewodztwo_teryt;wojewodztwo_nazwa;powiat_teryt;powiat_nazwa;gmina_teryt;gmina_nazwa;kategoria;liczba_ludnosci;w1_zaszczepieni_pacjenci;w3_zaszczepieni_pelna_dawka;%_zaszczepionych;%_zaszczepionych_pe�n�_dawk�
14;mazowieckie;1405;grodziski;1405021;Podkowa Leśna;Warszawski;3801;2676;2570;70,4025;67,6138
30;wielkopolskie;3024;szamotulski;3024083;gm.m-w. Wronki;Pilski;19081;13147;12679;68,901;66,4483
14;mazowieckie;1465;Warszawa;1465011;M. St. Warszawa;;1794166;1223380;1184727;68,1866;66,0322
30;wielkopolskie;3064;Poznań;3064011;Poznań;;532048;359027;347641;67,4802;65,3402
32;zachodniopomorskie;3208;kołobrzeski;3208072;gm.w Ustronie Morskie;Koszaliński;3617;2446;2361;67,6251;65,2751
14;mazowieckie;1421;pruszkowski;1421062;gm.w Raszyn;Warszawski;21971;14917;14326;67,894;65,2041
2;dolnośląskie;264;Wrocław;264011;Wrocław;;641928;422103;409263;65,7555;63,7553
14;mazowieckie;1421;pruszkowski;1421042;gm.w Michałowice;Warszawski;18361;12046;11660;65,6064;63,5042
14;mazowieckie;1418;piaseczyński;1418023;gm.m-w. Konstancin-Jeziorna;Warszawski;24621;16066;15466;65,2532;62,8163
12;małopolskie;1261;Kraków;1261011;Kraków;;779966;503575;489051;64,5637;62,7016
14;mazowieckie;1418;piaseczyński;1418043;gm.m-w. Piaseczno;;86217;55582;53778;64,4676;62,3752
30;wielkopolskie;3021;poznański;3021021;Puszczykowo;Poznański;9575;6110;5936;63,812;61,9948
22;pomorskie;2261;Gdańsk;2261011;Gdańsk;;470805;301317;291705;64,0004;61,9588
14;mazowieckie;1418;piaseczyński;1418032;gm.w Lesznowola;Warszawski;29767;19121;18395;64,2356;61,7966
30;wielkopolskie;3011;kościański;3011011;Kościan;Leszczyński;23716;15045;14636;63,4382;61,7136
4;kujawsko-pomorskie;411;radziejowski;411011;Radziejów;Włocławski;5499;3487;3392;63,4115;61,6839
30;wielkopolskie;3021;poznański;3021152;gm.w Suchy Las;Poznański;18512;11799;11407;63,737;61,6195
14;mazowieckie;1432;warszawski zachodni;1432053;gm.m-w. Łomianki;Warszawski;27705;17524;16959;63,2521;61,2128
22;pomorskie;2210;nowodworski;2210011;Krynica Morska;Elbląski;1290;804;787;62,3256;61,0078
30;wielkopolskie;3021;poznański;3021011;Luboń;;32015;20191;19517;63,0673;60,962
14;mazowieckie;1421;pruszkowski;1421011;Piastów;Warszawski;22559;14203;13744;62,9594;60,9247
30;wielkopolskie;3021;poznański;3021172;gm.w Tarnowo Podgórne;Poznański;28908;18039;17401;62,4014;60,1944
14;mazowieckie;1421;pruszkowski;1421021;Pruszków;;62623;38921;37503;62,1513;59,8869
14;mazowieckie;1432;warszawski zachodni;1432013;gm.m-w. Błonie;Warszawski;21610;13353;12898;61,7908;59,6853
30;wielkopolskie;3002;czarnkowsko-trzcianecki;3002011;Czarnków;Pilski;10464;6481;6243;61,9362;59,6617
30;wielkopolskie;3024;szamotulski;3024011;Obrzycko;Poznański;2385;1473;1420;61,761;59,5388
22;pomorskie;2262;Gdynia;2262011;Gdynia;;244969;151031;145715;61,6531;59,483
22;pomorskie;2264;Sopot;2264011;Sopot;;35286;21666;20967;61,4011;59,4202
30;wielkopolskie;3021;poznański;3021143;gm.m-w. Stęszew;Poznański;15125;9325;8982;61,6529;59,3851
30;wielkopolskie;3021;poznański;3021163;gm.m-w. Swarzędz;;52206;32076;30984;61,4412;59,3495
14;mazowieckie;1432;warszawski zachodni;1432022;gm.w Izabelin;Warszawski;10560;6503;6263;61,5814;59,3087
14;mazowieckie;1408;legionowski;1408011;Legionowo;;53529;32782;31699;61,2416;59,2184
14;mazowieckie;1421;pruszkowski;1421033;gm.m-w. Brwinów;Warszawski;26812;16491;15850;61,506;59,1153
30;wielkopolskie;3021;poznański;3021042;gm.w Czerwonak;Poznański;27780;16904;16396;60,8495;59,0209
12;małopolskie;1206;krakowski;1206172;gm.w Zielonki;Krakowski;23690;14375;13964;60,6796;58,9447
32;zachodniopomorskie;3205;gryficki;3205072;gm.w Rewal;Szczeciński;3852;2334;2266;60,5919;58,8266
2;dolnośląskie;223;wrocławski;223052;gm.w Kobierzyce;Wrocławski;22154;13499;13010;60,9326;58,7253
30;wielkopolskie;3021;poznański;3021132;gm.w Rokietnica;Poznański;19326;11747;11309;60,7834;58,517
24;śląskie;2401;będziński;2401042;gm.w Bobrowniki;Katowicki;12122;7331;7093;60,4768;58,5134
14;mazowieckie;1421;pruszkowski;1421052;gm.w Nadarzyn;Warszawski;14353;8732;8395;60,8375;58,4895
4;kujawsko-pomorskie;403;bydgoski;403062;gm.w Osielsko;Bydgoski;15347;9158;8971;59,6729;58,4544
24;śląskie;2469;Katowice;2469011;Katowice;;290553;174944;169709;60,2107;58,409
30;wielkopolskie;3021;poznański;3021052;gm.w Dopiewo;Poznański;29328;17612;17100;60,0518;58,3061
12;małopolskie;1206;krakowski;1206082;gm.w Michałowice;Krakowski;10909;6570;6340;60,2255;58,1172
10;łódzkie;1061;Łódź;1061011;Łódź;;672185;402747;389458;59,9161;57,9391
4;kujawsko-pomorskie;401;aleksandrowski;401021;Ciechocinek;Włocławski;10534;6227;6090;59,1133;57,8128
14;mazowieckie;1432;warszawski zachodni;1432072;gm.w Stare Babice;Warszawski;19605;11723;11305;59,796;57,6639
30;wielkopolskie;3024;szamotulski;3024073;gm.m-w. Szamotuły;;30188;17965;17406;59,5104;57,6587
14;mazowieckie;1408;legionowski;1408022;gm.w Jabłonna;Warszawski;20096;11944;11578;59,4347;57,6135
