wojewodztwo_teryt;wojewodztwo_nazwa;powiat_teryt;powiat_nazwa;gmina_teryt;gmina_nazwa;kategoria;liczba_ludnosci;w1_zaszczepieni_pacjenci;w3_zaszczepieni_pelna_dawka;&_zaszczepionych;%_zaszczepionych_pe�n�_dawk�
26;świętokrzyskie;2609;sandomierski;2609062;gm.w Obrazów;Tarnobrzeski;6381;2984;2879;46,7638;45,1183
16;opolskie;1610;prudnicki;1610043;gm.m-w. Prudnik;Opolski;26800;12384;12090;46,209;45,1119
28;warmińsko-mazurskie;2818;gołdapski;2818033;gm.m-w. Gołdap;Suwalski;20018;9244;9027;46,1784;45,0944
28;warmińsko-mazurskie;2812;nowomiejski;2812032;gm.w Grodziczno;Toruński;6247;2921;2817;46,7584;45,0936
30;wielkopolskie;3002;czarnkowsko-trzcianecki;3002032;gm.w Drawsko;Pilski;5765;2707;2598;46,9558;45,065
24;śląskie;2417;żywiecki;2417032;gm.w Gilowice;Bielski;6327;2939;2851;46,4517;45,0609
14;mazowieckie;1402;ciechanowski;1402082;gm.w Regimin;Ciechanowski;4954;2325;2232;46,9318;45,0545
30;wielkopolskie;3008;kępiński;3008062;gm.w Rychtal;Kaliski;3791;1760;1708;46,4257;45,0541
14;mazowieckie;1403;garwoliński;1403082;gm.w Miastków Kościelny;Siedlecki;4835;2281;2178;47,1768;45,0465
14;mazowieckie;1428;sochaczewski;1428072;gm.w Sochaczew;Skierniewicki;11148;5189;5020;46,5465;45,0305
18;podkarpackie;1804;jarosławski;1804011;Jarosław;;37073;17209;16694;46,4192;45,0301
16;opolskie;1604;kluczborski;1604013;gm.m-w. Byczyna;Opolski;9170;4217;4129;45,9869;45,0273
2;dolnośląskie;208;kłodzki;208072;gm.w Kłodzko;Wałbrzyski;16986;7828;7647;46,085;45,0194
6;lubelskie;604;hrubieszowski;604022;gm.w Dołhobyczów;Zamojski;5265;2452;2370;46,5717;45,0142
8;lubuskie;812;wschowski;812033;gm.m-w. Wschowa;Leszczyński;20955;9716;9431;46,366;45,006
2;dolnośląskie;216;polkowicki;216062;gm.w Radwanice;Legnicki;4904;2289;2207;46,6762;45,0041
32;zachodniopomorskie;3214;stargardzki;3214042;gm.w Dolice;Szczeciński;7700;3591;3465;46,6364;45
2;dolnośląskie;205;jaworski;205042;gm.w Mściwojów;Legnicki;4029;1844;1813;45,7682;44,9988
22;pomorskie;2206;kościerski;2206042;gm.w Kościerzyna;Gdański;16196;7538;7288;46,5424;44,9988
10;łódzkie;1014;sieradzki;1014102;gm.w Wróblew;Sieradzki;6063;2803;2728;46,2312;44,9942
28;warmińsko-mazurskie;2815;ostródzki;2815073;gm.m-w. Miłomłyn;Olsztyński;4886;2266;2198;46,3774;44,9857
2;dolnośląskie;221;wałbrzyski;221082;gm.w Walim;Wałbrzyski;5392;2498;2425;46,3279;44,974
6;lubelskie;619;włodawski;619032;gm.w Hańsk;Chełmski;3680;1699;1655;46,1685;44,9728
18;podkarpackie;1814;przeworski;1814011;Przeworsk;Przemyski;15105;6977;6793;46,19;44,9719
30;wielkopolskie;3029;wolsztyński;3029012;gm.w Przemęt;Leszczyński;14147;6561;6362;46,3773;44,9707
24;śląskie;2417;żywiecki;2417092;gm.w Milówka;Bielski;10040;4654;4515;46,3546;44,9701
10;łódzkie;1016;tomaszowski;1016072;gm.w Rokiciny;Piotrkowski;6153;2860;2767;46,4814;44,9699
2;dolnośląskie;206;karkonoski;206062;gm.w Jeżów Sudecki;Jeleniogórski;7548;3493;3394;46,2772;44,9656
8;lubuskie;804;nowosolski;804063;gm.m-w. Nowe Miasteczko;Zielonogórski;5333;2482;2398;46,5404;44,9653
10;łódzkie;1010;piotrkowski;1010032;gm.w Gorzkowice;Piotrkowski;8462;3941;3804;46,5729;44,9539
14;mazowieckie;1438;żyrardowski;1438053;gm.m-w. Wiskitki;Skierniewicki;9853;4583;4428;46,5138;44,9406
6;lubelskie;609;lubelski;609092;gm.w Krzczonów;Lubelski;4293;1985;1929;46,2381;44,9336
2;dolnośląskie;202;dzierżoniowski;202062;gm.w Łagiewniki;Wrocławski;7437;3453;3341;46,43;44,924
10;łódzkie;1004;łęczycki;1004072;gm.w Świnice Warckie;Koniński;3880;1808;1743;46,5979;44,9227
28;warmińsko-mazurskie;2807;iławski;2807063;gm.m-w. Susz;Elbląski;12634;5965;5675;47,2139;44,9185
26;świętokrzyskie;2607;ostrowiecki;2607053;gm.m-w. Kunów;Kielecki;9731;4486;4371;46,1001;44,9183
2;dolnośląskie;205;jaworski;205032;gm.w Męcinka;Legnicki;5007;2327;2249;46,4749;44,9171
4;kujawsko-pomorskie;408;lipnowski;408022;gm.w Bobrowniki;Włocławski;3093;1425;1389;46,0718;44,9079
2;dolnośląskie;203;głogowski;203042;gm.w Kotla;Legnicki;4456;2043;2001;45,8483;44,9057
14;mazowieckie;1409;lipski;1409033;gm.m-w. Lipsko;Radomski;10881;5029;4886;46,2182;44,904
14;mazowieckie;1406;grójecki;1406062;gm.w Jasieniec;Radomski;5356;2501;2405;46,6953;44,9029
10;łódzkie;1020;zgierski;1020062;gm.w Ozorków;Łódzki;7051;3263;3165;46,2771;44,8873
10;łódzkie;1009;pajęczański;1009022;gm.w Kiełczygłów;Sieradzki;3950;1818;1773;46,0253;44,8861
26;świętokrzyskie;2609;sandomierski;2609033;gm.m-w. Klimontów;Tarnobrzeski;7987;3737;3585;46,7885;44,8854
12;małopolskie;1211;nowotarski;1211023;gm.m-w. Szczawnica;Nowosądecki;7145;3297;3207;46,1442;44,8845
24;śląskie;2407;lubliniecki;2407022;gm.w Boronów;Częstochowski;3449;1587;1548;46,0133;44,8826
14;mazowieckie;1402;ciechanowski;1402022;gm.w Ciechanów;Ciechanowski;7159;3342;3212;46,6825;44,8666
2;dolnośląskie;208;kłodzki;208063;gm.m-w. Bystrzyca Kłodzka;Wałbrzyski;18607;8538;8347;45,886;44,8595
28;warmińsko-mazurskie;2818;gołdapski;2818012;gm.w Banie Mazurskie;Suwalski;3614;1673;1621;46,2922;44,8533
24;śląskie;2410;pszczyński;2410042;gm.w Pawłowice;Katowicki;18156;8339;8143;45,9297;44,8502
30;wielkopolskie;3011;kościański;3011043;gm.m-w. Krzywiń;Leszczyński;9926;4565;4451;45,9903;44,8418
20;podlaskie;2002;białostocki;2002013;gm.m-w. Choroszcz;Białostocki;15781;7268;7076;46,0554;44,8387
28;warmińsko-mazurskie;2817;szczycieński;2817072;gm.w Świętajno;Olsztyński;5723;2660;2566;46,4791;44,8366
24;śląskie;2404;częstochowski;2404082;gm.w Kruszyna;Częstochowski;4802;2198;2153;45,7726;44,8355
16;opolskie;1609;opolski;1609123;gm.m-w. Tułowice;Opolski;5195;2407;2329;46,333;44,8316
2;dolnośląskie;215;oławski;215042;gm.w Oława;Wrocławski;15218;7060;6821;46,3924;44,8219
12;małopolskie;1207;limanowski;1207011;Limanowa;Nowosądecki;15067;6921;6753;45,9348;44,8198
24;śląskie;2410;pszczyński;2410032;gm.w Miedźna;Katowicki;16660;7660;7464;45,9784;44,8019
6;lubelskie;613;parczewski;613043;gm.m-w. Parczew;Bialskopodlaski;14329;6605;6419;46,0953;44,7973
32;zachodniopomorskie;3217;wałecki;3217052;gm.w Wałcz;Pilski;12664;5869;5673;46,344;44,7963
10;łódzkie;1016;tomaszowski;1016092;gm.w Tomaszów Mazowiecki;Piotrkowski;11251;5210;5040;46,307;44,796
22;pomorskie;2201;bytowski;2201072;gm.w Parchowo;Słupski;3842;1783;1721;46,4081;44,7944
22;pomorskie;2208;lęborski;2208042;gm.w Nowa Wieś Lęborska;Słupski;13786;6362;6175;46,1483;44,7918
14;mazowieckie;1412;miński;1412093;gm.m-w. Kałuszyn;Siedlecki;5749;2694;2575;46,8603;44,7904
4;kujawsko-pomorskie;412;rypiński;412042;gm.w Rypin;Włocławski;7533;3470;3374;46,064;44,7896
30;wielkopolskie;3020;pleszewski;3020022;gm.w Czermin;Kaliski;4935;2253;2210;45,6535;44,7822
16;opolskie;1609;opolski;1609103;gm.m-w. Prószków;Opolski;9079;4173;4065;45,9632;44,7737
6;lubelskie;609;lubelski;609013;gm.m-w. Bełżyce;Lubelski;13167;6075;5894;46,1381;44,7634
4;kujawsko-pomorskie;408;lipnowski;408043;gm.m-w. Dobrzyń nad Wisłą;Włocławski;7505;3505;3358;46,7022;44,7435
16;opolskie;1609;opolski;1609022;gm.w Dąbrowa;Opolski;8252;3786;3692;45,8798;44,7407
12;małopolskie;1201;bocheński;1201052;gm.w Łapanów;Tarnowski;8197;3801;3667;46,3706;44,7359
14;mazowieckie;1412;miński;1412132;gm.w Siennica;Siedlecki;7520;3497;3364;46,5027;44,734
6;lubelskie;601;bialski;601062;gm.w Kodeń;Bialskopodlaski;3432;1573;1535;45,8333;44,7261
4;kujawsko-pomorskie;408;lipnowski;408052;gm.w Kikół;Włocławski;7050;3347;3153;47,4752;44,7234
12;małopolskie;1205;gorlicki;1205011;Gorlice;Nowosądecki;26973;12309;12063;45,6345;44,7225
30;wielkopolskie;3026;śremski;3026033;gm.m-w. Książ Wielkopolski;Poznański;8471;3862;3787;45,5908;44,7055
10;łódzkie;1010;piotrkowski;1010052;gm.w Łęki Szlacheckie;Piotrkowski;3405;1573;1522;46,1968;44,699
4;kujawsko-pomorskie;416;tucholski;416032;gm.w Kęsowo;Bydgoski;4468;2059;1997;46,0833;44,6956
22;pomorskie;2206;kościerski;2206062;gm.w Lipusz;Gdański;3772;1771;1685;46,9512;44,6713
12;małopolskie;1209;myślenicki;1209013;gm.m-w. Dobczyce;Krakowski;15346;6995;6853;45,5819;44,6566
26;świętokrzyskie;2604;kielecki;2604133;gm.m-w. Nowa Słupia;Kielecki;9361;4298;4180;45,9139;44,6533
10;łódzkie;1014;sieradzki;1014052;gm.w Burzenin;Sieradzki;5498;2525;2455;45,9258;44,6526
22;pomorskie;2215;wejherowski;2215102;gm.w Wejherowo;Gdański;27177;12498;12134;45,9874;44,648
26;świętokrzyskie;2601;buski;2601052;gm.w Solec-Zdrój;Kielecki;5033;2395;2247;47,5859;44,6453
14;mazowieckie;1416;ostrowski;1416032;gm.w Boguty-Pianki;Łomżyński;2558;1176;1142;45,9734;44,6443
4;kujawsko-pomorskie;402;brodnicki;402022;gm.w Bobrowo;Toruński;6337;2925;2829;46,1575;44,6426
4;kujawsko-pomorskie;406;grudziądzki;406052;gm.w Rogóźno;Toruński;4195;1933;1872;46,0787;44,6246
4;kujawsko-pomorskie;416;tucholski;416042;gm.w Lubiewo;Bydgoski;6008;2756;2681;45,8722;44,6238
14;mazowieckie;1409;lipski;1409042;gm.w Rzeczniów;Radomski;4332;1979;1933;45,6833;44,6214
30;wielkopolskie;3022;rawicki;3022023;gm.m-w. Jutrosin;Leszczyński;7044;3208;3143;45,5423;44,6195
10;łódzkie;1002;kutnowski;1002072;gm.w Łanięta;Płocki;2425;1111;1082;45,8144;44,6186
20;podlaskie;2011;sokólski;2011072;gm.w Sidra;Białostocki;3358;1533;1498;45,6522;44,6099
10;łódzkie;1014;sieradzki;1014113;gm.m-w. Złoczew;Sieradzki;7131;3299;3181;46,2628;44,608
26;świętokrzyskie;2610;skarżyski;2610032;gm.w Łączna;Kielecki;4921;2252;2195;45,7631;44,6048
28;warmińsko-mazurskie;2802;braniewski;2802042;gm.w Lelkowo;Elbląski;2763;1272;1232;46,0369;44,5892
10;łódzkie;1017;wieluński;1017012;gm.w Biała;Sieradzki;5396;2466;2406;45,7005;44,5886
30;wielkopolskie;3027;turecki;3027033;gm.m-w. Dobra;Koniński;6067;2780;2705;45,8217;44,5855
4;kujawsko-pomorskie;416;tucholski;416022;gm.w Gostycyn;Bydgoski;5199;2409;2318;46,3358;44,5855
14;mazowieckie;1435;wyszkowski;1435062;gm.w Zabrodzie;Ostrołęcki;6011;2798;2680;46,548;44,5849
16;opolskie;1606;namysłowski;1606012;gm.w Domaszowice;Opolski;3573;1642;1593;45,9558;44,5844
2;dolnośląskie;216;polkowicki;216053;gm.m-w. Przemków;Legnicki;8282;3781;3691;45,6532;44,5665
12;małopolskie;1207;limanowski;1207021;Mszana Dolna;Nowosądecki;7899;3592;3520;45,4741;44,5626
2;dolnośląskie;221;wałbrzyski;221053;gm.m-w. Głuszyca;Wałbrzyski;8505;3903;3790;45,8907;44,562
14;mazowieckie;1420;płoński;1420043;gm.m-w. Czerwińsk nad Wisłą;Płocki;7608;3531;3390;46,4117;44,5584
28;warmińsko-mazurskie;2817;szczycieński;2817032;gm.w Jedwabno;Olsztyński;3611;1662;1609;46,026;44,5583
12;małopolskie;1211;nowotarski;1211062;gm.w Krościenko nad Dunajcem;Nowosądecki;6749;3062;3007;45,3697;44,5547
30;wielkopolskie;3019;pilski;3019093;gm.m-w. Wysoka;Pilski;6521;3046;2905;46,7106;44,5484
4;kujawsko-pomorskie;417;wąbrzeski;417052;gm.w Ryńsk;Toruński;8574;3944;3819;45,9995;44,5416
26;świętokrzyskie;2604;kielecki;2604043;gm.m-w. Chmielnik;Kielecki;11170;5158;4974;46,1773;44,53
32;zachodniopomorskie;3215;szczecinecki;3215062;gm.w Szczecinek;Koszaliński;9221;4231;4106;45,8844;44,5288
6;lubelskie;618;tomaszowski;618123;gm.m-w. Tyszowce;Zamojski;5437;2518;2420;46,3123;44,5098
6;lubelskie;613;parczewski;613072;gm.w Sosnowica;Chełmski;2568;1182;1143;46,028;44,5093
14;mazowieckie;1437;żuromiński;1437013;gm.m-w. Bieżuń;Ciechanowski;4903;2264;2182;46,1758;44,5034
28;warmińsko-mazurskie;2802;braniewski;2802062;gm.w Płoskinia;Elbląski;2465;1149;1097;46,6126;44,503
22;pomorskie;2201;bytowski;2201092;gm.w Trzebielino;Słupski;3706;1704;1649;45,9795;44,4954
30;wielkopolskie;3019;pilski;3019052;gm.w Miasteczko Krajeńskie;Pilski;3147;1431;1400;45,4719;44,4868
6;lubelskie;614;puławski;614102;gm.w Wąwolnica;Lubelski;4569;2112;2032;46,2246;44,4736
24;śląskie;2404;częstochowski;2404092;gm.w Lelów;Częstochowski;4794;2186;2132;45,5987;44,4723
2;dolnośląskie;205;jaworski;205052;gm.w Paszowice;Legnicki;4037;1859;1795;46,049;44,4637
32;zachodniopomorskie;3210;myśliborski;3210052;gm.w Nowogródek Pomorski;Gorzowski;3354;1543;1491;46,0048;44,4544
24;śląskie;2404;częstochowski;2404032;gm.w Janów;Częstochowski;5958;2714;2648;45,5522;44,4444
10;łódzkie;1003;łaski;1003032;gm.w Sędziejowice;Sieradzki;6343;2886;2819;45,499;44,4427
14;mazowieckie;1423;przysuski;1423032;gm.w Klwów;Radomski;3364;1543;1495;45,868;44,4411
2;dolnośląskie;222;wołowski;222022;gm.w Wińsko;Wrocławski;8212;3750;3647;45,6649;44,4106
4;kujawsko-pomorskie;418;włocławski;418063;gm.m-w. Chodecz;Włocławski;5972;2720;2652;45,5459;44,4072
2;dolnośląskie;210;lubański;210053;gm.m-w. Olszyna;Jeleniogórski;6472;2926;2874;45,2101;44,4067
28;warmińsko-mazurskie;2816;piski;2816023;gm.m-w. Orzysz;Suwalski;8830;4056;3918;45,9343;44,3715
26;świętokrzyskie;2604;kielecki;2604053;gm.m-w. Daleszyce;Kielecki;15828;7232;7023;45,6912;44,3707
4;kujawsko-pomorskie;416;tucholski;416012;gm.w Cekcyn;Bydgoski;6901;3153;3062;45,689;44,3704
28;warmińsko-mazurskie;2802;braniewski;2802072;gm.w Wilczęta;Elbląski;2935;1328;1302;45,247;44,3612
10;łódzkie;1017;wieluński;1017042;gm.w Mokrsko;Sieradzki;5359;2459;2377;45,8854;44,3553
14;mazowieckie;1464;Siedlce;1464011;Siedlce;;77813;35509;34512;45,6338;44,3525
14;mazowieckie;1406;grójecki;1406073;gm.m-w. Mogielnica;Radomski;8579;3946;3805;45,996;44,3525
14;mazowieckie;1407;kozienicki;1407032;gm.w Gniewoszów;Radomski;3842;1770;1704;46,0698;44,3519
24;śląskie;2409;myszkowski;2409032;gm.w Niegowa;Częstochowski;5604;2552;2485;45,5389;44,3433
14;mazowieckie;1411;makowski;1411022;gm.w Czerwonka;Ostrołęcki;2632;1214;1167;46,1246;44,3389
6;lubelskie;612;opolski;612063;gm.m-w. Poniatowa;Lubelski;14008;6398;6211;45,6739;44,3389
8;lubuskie;810;żagański;810073;gm.m-w. Szprotawa;Zielonogórski;20367;9341;9029;45,8634;44,3315
14;mazowieckie;1427;sierpecki;1427072;gm.w Zawidz;Płocki;6513;3018;2887;46,3381;44,3267
14;mazowieckie;1415;ostrołęcki;1415042;gm.w Goworowo;Ostrołęcki;8211;3757;3639;45,7557;44,3186
2;dolnośląskie;210;lubański;210033;gm.m-w. Leśna;Jeleniogórski;9948;4515;4407;45,386;44,3004
2;dolnośląskie;205;jaworski;205023;gm.m-w. Bolków;Jeleniogórski;10311;4685;4565;45,4369;44,2731
32;zachodniopomorskie;3205;gryficki;3205012;gm.w Brojce;Szczeciński;3664;1688;1622;46,0699;44,2686
14;mazowieckie;1426;siedlecki;1426022;gm.w Korczew;Siedlecki;2554;1161;1130;45,4581;44,2443
32;zachodniopomorskie;3213;sławieński;3213042;gm.w Malechowo;Koszaliński;6201;2856;2743;46,0571;44,2348
22;pomorskie;2206;kościerski;2206072;gm.w Nowa Karczma;Gdański;7057;3216;3120;45,5718;44,2114
24;śląskie;2417;żywiecki;2417052;gm.w Koszarawa;Bielski;2346;1094;1037;46,6326;44,2029
28;warmińsko-mazurskie;2804;elbląski;2804012;gm.w Elbląg;Elbląski;7593;3471;3356;45,7132;44,1986
26;świętokrzyskie;2612;staszowski;2612083;gm.m-w. Szydłów;Kielecki;4590;2100;2028;45,7516;44,183
12;małopolskie;1215;suski;1215032;gm.w Budzów;Bielski;8902;4059;3933;45,5965;44,1811
2;dolnośląskie;201;bolesławiecki;201062;gm.w Warta Bolesławiecka;Legnicki;8579;3882;3790;45,25;44,1776
30;wielkopolskie;3004;gostyński;3004013;gm.m-w. Borek Wielkopolski;Leszczyński;7441;3400;3287;45,6928;44,1742
12;małopolskie;1201;bocheński;1201082;gm.w Trzciana;Tarnowski;5646;2540;2494;44,9876;44,1729
14;mazowieckie;1420;płoński;1420072;gm.w Naruszewo;Ciechanowski;6298;2917;2782;46,3163;44,1728
14;mazowieckie;1402;ciechanowski;1402042;gm.w Gołymin-Ośrodek;Ciechanowski;3709;1686;1638;45,457;44,1628
30;wielkopolskie;3007;kaliski;3007072;gm.w Mycielin;Kaliski;4862;2207;2147;45,3928;44,1588
26;świętokrzyskie;2612;staszowski;2612062;gm.w Rytwiany;Tarnobrzeski;6340;2861;2798;45,1262;44,1325
4;kujawsko-pomorskie;402;brodnicki;402042;gm.w Brzozie;Toruński;3828;1756;1689;45,8725;44,1223
16;opolskie;1601;brzeski;1601062;gm.w Olszanka;Opolski;4874;2214;2150;45,4247;44,1116
26;świętokrzyskie;2605;konecki;2605083;gm.m-w. Stąporków;Kielecki;16475;7513;7266;45,6024;44,1032
18;podkarpackie;1814;przeworski;1814042;gm.w Jawornik Polski;Przemyski;4406;1995;1943;45,2792;44,099
30;wielkopolskie;3009;kolski;3009043;gm.m-w. Dąbie;Koniński;6251;2830;2756;45,2728;44,0889
6;lubelskie;614;puławski;614062;gm.w Kurów;Lubelski;7608;3492;3354;45,8991;44,0852
12;małopolskie;1202;brzeski;1202023;gm.m-w. Brzesko;;36264;16320;15987;45,0033;44,085
10;łódzkie;1015;skierniewicki;1015092;gm.w Słupia;Skierniewicki;2609;1180;1150;45,2281;44,0782
6;lubelskie;611;łukowski;611011;Łuków;Siedlecki;29441;13381;12977;45,4502;44,078
28;warmińsko-mazurskie;2809;lidzbarski;2809053;gm.m-w. Orneta;Elbląski;11816;5395;5208;45,6584;44,0758
16;opolskie;1607;nyski;1607042;gm.w Łambinowice;Opolski;7388;3356;3255;45,425;44,0579
30;wielkopolskie;3004;gostyński;3004073;gm.m-w. Poniec;Leszczyński;7715;3462;3399;44,8736;44,057
22;pomorskie;2213;starogardzki;2213093;gm.m-w. Skarszewy;Gdański;14958;6763;6587;45,2133;44,0366
10;łódzkie;1012;radomszczański;1012022;gm.w Dobryszyce;Piotrkowski;4463;2035;1965;45,5971;44,0287
6;lubelskie;603;chełmski;603052;gm.w Dubienka;Chełmski;2310;1052;1017;45,5411;44,026
22;pomorskie;2209;malborski;2209032;gm.w Lichnowy;Elbląski;4618;2152;2033;46,6003;44,0234
14;mazowieckie;1434;wołomiński;1434052;gm.w Dąbrówka;Ostrołęcki;8188;3770;3604;46,043;44,0156
10;łódzkie;1003;łaski;1003012;gm.w Buczek;Sieradzki;5095;2306;2242;45,2601;44,0039
20;podlaskie;2011;sokólski;2011083;gm.m-w. Sokółka;Białostocki;25184;11424;11081;45,3621;44,0002
10;łódzkie;1015;skierniewicki;1015082;gm.w Skierniewice;Skierniewicki;7635;3439;3359;45,0426;43,9948
8;lubuskie;801;gorzowski;801073;gm.m-w. Witnica;Gorzowski;12778;5853;5618;45,8053;43,9662
30;wielkopolskie;3017;ostrowski;3017063;gm.m-w. Raszków;Kaliski;11881;5385;5223;45,3245;43,9609
10;łódzkie;1015;skierniewicki;1015022;gm.w Głuchów;Skierniewicki;5701;2571;2506;45,0974;43,9572
28;warmińsko-mazurskie;2815;ostródzki;2815063;gm.m-w. Miłakowo;Olsztyński;5372;2438;2361;45,3835;43,9501
6;lubelskie;609;lubelski;609112;gm.w Niemce;Lubelski;20042;9114;8806;45,4745;43,9377
14;mazowieckie;1401;białobrzeski;1401032;gm.w Radzanów;Radomski;3883;1794;1706;46,2014;43,9351
16;opolskie;1607;nyski;1607092;gm.w Skoroszyce;Opolski;6164;2785;2708;45,1817;43,9325
10;łódzkie;1017;wieluński;1017082;gm.w Skomlin;Sieradzki;3267;1460;1435;44,6893;43,9241
24;śląskie;2407;lubliniecki;2407083;gm.m-w. Woźniki;Częstochowski;9568;4309;4202;45,0355;43,9172
32;zachodniopomorskie;3218;łobeski;3218013;gm.m-w. Dobra;Szczeciński;4353;1978;1911;45,4399;43,9008
28;warmińsko-mazurskie;2814;olsztyński;2814033;gm.m-w. Dobre Miasto;Olsztyński;15723;7152;6900;45,4875;43,8848
14;mazowieckie;1422;przasnyski;1422072;gm.w Przasnysz;Ostrołęcki;7204;3272;3161;45,4192;43,8784
6;lubelskie;609;lubelski;609052;gm.w Głusk;Lubelski;11981;5433;5255;45,3468;43,8611
28;warmińsko-mazurskie;2818;gołdapski;2818022;gm.w Dubeninki;Suwalski;2857;1292;1253;45,2223;43,8572
30;wielkopolskie;3004;gostyński;3004052;gm.w Piaski;Leszczyński;8613;3886;3775;45,1178;43,8291
2;dolnośląskie;203;głogowski;203022;gm.w Głogów;Legnicki;6845;3122;3000;45,6099;43,8276
10;łódzkie;1016;tomaszowski;1016102;gm.w Ujazd;Piotrkowski;7706;3481;3377;45,1726;43,823
28;warmińsko-mazurskie;2804;elbląski;2804032;gm.w Gronowo Elbląskie;Elbląski;5115;2324;2241;45,435;43,8123
6;lubelskie;606;krasnostawski;606092;gm.w Rudnik;Zamojski;2973;1328;1302;44,6687;43,7941
4;kujawsko-pomorskie;417;wąbrzeski;417022;gm.w Dębowa Łąka;Toruński;3154;1419;1381;44,9905;43,7857
20;podlaskie;2002;białostocki;2002073;gm.m-w. Michałowo;Białostocki;6446;2914;2822;45,2063;43,7791
30;wielkopolskie;3017;ostrowski;3017033;gm.m-w. Odolanów;Kaliski;14674;6567;6423;44,7526;43,7713
28;warmińsko-mazurskie;2815;ostródzki;2815092;gm.w Ostróda;Olsztyński;16094;7332;7041;45,5574;43,7492
10;łódzkie;1012;radomszczański;1012132;gm.w Wielgomłyny;Piotrkowski;4510;2027;1973;44,9446;43,7472
6;lubelskie;609;lubelski;609132;gm.w Wojciechów;Lubelski;5957;2701;2606;45,3416;43,7469
16;opolskie;1602;głubczycki;1602033;gm.m-w. Głubczyce;Opolski;22029;9914;9636;45,0043;43,7423
6;lubelskie;609;lubelski;609033;gm.m-w. Bychawa;Lubelski;11532;5210;5044;45,1786;43,7392
4;kujawsko-pomorskie;402;brodnicki;402082;gm.w Osiek;Toruński;4022;1822;1759;45,3008;43,7345
26;świętokrzyskie;2611;starachowicki;2611032;gm.w Mirzec;Kielecki;8225;3702;3596;45,0091;43,7204
6;lubelskie;601;bialski;601011;Międzyrzec Podlaski;Bialskopodlaski;16667;7472;7286;44,8311;43,7151
10;łódzkie;1019;zduńskowolski;1019032;gm.w Zapolice;Sieradzki;5243;2345;2291;44,7263;43,6964
10;łódzkie;1012;radomszczański;1012092;gm.w Ładzice;Piotrkowski;4766;2149;2082;45,0902;43,6844
20;podlaskie;2011;sokólski;2011052;gm.w Kuźnica;Białostocki;3890;1745;1699;44,8586;43,6761
28;warmińsko-mazurskie;2814;olsztyński;2814102;gm.w Purda;Olsztyński;8743;3944;3818;45,1104;43,6692
10;łódzkie;1009;pajęczański;1009062;gm.w Siemkowice;Sieradzki;4745;2147;2072;45,2476;43,667
10;łódzkie;1007;opoczyński;1007012;gm.w Białaczów;Piotrkowski;5723;2596;2499;45,3608;43,6659
6;lubelskie;619;włodawski;619082;gm.w Wyryki;Chełmski;2529;1127;1104;44,5631;43,6536
18;podkarpackie;1811;mielecki;1811011;Mielec;;60075;27130;26216;45,1602;43,6388
22;pomorskie;2214;tczewski;2214032;gm.w Morzeszczyn;Gdański;3649;1673;1592;45,8482;43,6284
24;śląskie;2415;wodzisławski;2415062;gm.w Gorzyce;Katowicki;21370;9518;9322;44,5391;43,6219
6;lubelskie;619;włodawski;619072;gm.w Wola Uhruska;Chełmski;3817;1703;1665;44,6162;43,6206
16;opolskie;1606;namysłowski;1606052;gm.w Wilków;Opolski;4357;1933;1900;44,3654;43,608
28;warmińsko-mazurskie;2811;nidzicki;2811032;gm.w Kozłowo;Olsztyński;5924;2691;2583;45,4254;43,6023
28;warmińsko-mazurskie;2812;nowomiejski;2812022;gm.w Biskupiec;Toruński;9319;4242;4062;45,5199;43,5884
28;warmińsko-mazurskie;2814;olsztyński;2814063;gm.m-w. Jeziorany;Olsztyński;7601;3467;3313;45,6124;43,5864
2;dolnośląskie;208;kłodzki;208143;gm.m-w. Szczytna;Wałbrzyski;7185;3237;3131;45,0522;43,5769
6;lubelskie;606;krasnostawski;606072;gm.w Łopiennik Górny;Chełmski;3837;1739;1672;45,3219;43,5757
2;dolnośląskie;203;głogowski;203052;gm.w Pęcław;Legnicki;2210;1001;963;45,2941;43,5747
6;lubelskie;617;świdnicki;617033;gm.m-w. Piaski;Lubelski;10467;4783;4560;45,696;43,5655
22;pomorskie;2206;kościerski;2206082;gm.w Stara Kiszewa;Gdański;6826;3091;2973;45,2827;43,5541
14;mazowieckie;1413;mławski;1413052;gm.w Strzegowo;Ciechanowski;7415;3351;3229;45,1922;43,5469
14;mazowieckie;1429;sokołowski;1429042;gm.w Jabłonna Lacka;Siedlecki;4375;1966;1905;44,9371;43,5429
4;kujawsko-pomorskie;408;lipnowski;408073;gm.m-w. Skępe;Włocławski;7470;3377;3252;45,2075;43,5341
14;mazowieckie;1434;wołomiński;1434062;gm.w Jadów;Siedlecki;7433;3356;3235;45,15;43,5221
32;zachodniopomorskie;3208;kołobrzeski;3208052;gm.w Rymań;Koszaliński;3904;1772;1699;45,3893;43,5195
14;mazowieckie;1429;sokołowski;1429032;gm.w Ceranów;Siedlecki;2126;958;925;45,0611;43,5089
18;podkarpackie;1861;Krosno;1861011;Krosno;;45944;20527;19975;44,6783;43,4768
30;wielkopolskie;3020;pleszewski;3020042;gm.w Gizałki;Kaliski;4591;2072;1996;45,1318;43,4764
14;mazowieckie;1427;sierpecki;1427022;gm.w Gozdowo;Płocki;5933;2663;2579;44,8845;43,4687
22;pomorskie;2215;wejherowski;2215092;gm.w Szemud;Gdański;18620;8351;8091;44,8496;43,4533
