wojewodztwo_teryt;wojewodztwo_nazwa;powiat_teryt;powiat_nazwa;gmina_teryt;gmina_nazwa;kategoria;liczba_ludnosci;w1_zaszczepieni_pacjenci;w3_zaszczepieni_pelna_dawka;&_zaszczepionych;%_zaszczepionych_pe�n�_dawk�
24;śląskie;2403;cieszyński;2403122;gm.w Zebrzydowice;Katowicki;13220;6825;6640;51,6263;50,2269
26;świętokrzyskie;2613;włoszczowski;2613063;gm.m-w. Włoszczowa;Kielecki;19132;9875;9609;51,6151;50,2248
4;kujawsko-pomorskie;416;tucholski;416063;gm.m-w. Tuchola;Bydgoski;20151;10397;10120;51,5955;50,2208
28;warmińsko-mazurskie;2819;węgorzewski;2819012;gm.w Budry;Suwalski;2760;1442;1386;52,2464;50,2174
24;śląskie;2417;żywiecki;2417062;gm.w Lipowa;Bielski;10872;5612;5456;51,6188;50,184
24;śląskie;2403;cieszyński;2403052;gm.w Chybie;Bielski;9832;5037;4933;51,2307;50,1729
4;kujawsko-pomorskie;419;żniński;419022;gm.w Gąsawa;Bydgoski;5215;2700;2616;51,7737;50,163
14;mazowieckie;1419;płocki;1419132;gm.w Stara Biała;Płocki;12019;6174;6029;51,3687;50,1622
26;świętokrzyskie;2608;pińczowski;2608052;gm.w Złota;Kielecki;4436;2361;2225;53,2236;50,1578
14;mazowieckie;1406;grójecki;1406032;gm.w Chynów;Radomski;9853;5105;4941;51,8116;50,1472
16;opolskie;1611;strzelecki;1611053;gm.m-w. Strzelce Opolskie;;30269;15488;15175;51,1679;50,1338
4;kujawsko-pomorskie;406;grudziądzki;406062;gm.w Świecie nad Osą;Toruński;4151;2198;2081;52,9511;50,1325
28;warmińsko-mazurskie;2815;ostródzki;2815022;gm.w Dąbrówno;Olsztyński;4235;2221;2123;52,4439;50,1299
2;dolnośląskie;218;średzki;218032;gm.w Miękinia;Wrocławski;17615;9144;8830;51,9103;50,1277
32;zachodniopomorskie;3206;gryfiński;3206072;gm.w Stare Czarnowo;Szczeciński;3797;1973;1903;51,9621;50,1185
14;mazowieckie;1406;grójecki;1406113;gm.m-w. Warka;Radomski;19167;9883;9605;51,5626;50,1122
4;kujawsko-pomorskie;402;brodnicki;402062;gm.w Bartniczka;Toruński;4708;2443;2358;51,8904;50,085
12;małopolskie;1212;olkuski;1212032;gm.w Bolesław;Katowicki;7727;3965;3870;51,3136;50,0841
2;dolnośląskie;201;bolesławiecki;201011;Bolesławiec;;38486;19790;19270;51,4213;50,0702
26;świętokrzyskie;2612;staszowski;2612073;gm.m-w. Staszów;Tarnobrzeski;25464;13082;12748;51,3745;50,0628
10;łódzkie;1011;poddębicki;1011043;gm.m-w. Uniejów;Koniński;6956;3575;3482;51,3945;50,0575
30;wielkopolskie;3028;wągrowiecki;3028062;gm.w Wapno;Pilski;2931;1507;1466;51,4159;50,0171
32;zachodniopomorskie;3218;łobeski;3218023;gm.m-w. Łobez;Szczeciński;13815;7185;6907;52,0087;49,9964
30;wielkopolskie;3006;jarociński;3006043;gm.m-w. Żerków;Kaliski;10213;5234;5105;51,2484;49,9853
2;dolnośląskie;209;legnicki;209042;gm.w Kunice;Legnicki;7161;3651;3579;50,9845;49,9791
2;dolnośląskie;223;wrocławski;223062;gm.w Mietków;Wrocławski;3737;1907;1867;51,0302;49,9599
26;świętokrzyskie;2608;pińczowski;2608032;gm.w Michałów;Kielecki;4516;2331;2256;51,6165;49,9557
8;lubuskie;809;zielonogórski;809082;gm.w Trzebiechów;Zielonogórski;3343;1727;1670;51,6602;49,9551
2;dolnośląskie;218;średzki;218043;gm.m-w. Środa Śląska;Wrocławski;19889;10283;9935;51,7019;49,9522
32;zachodniopomorskie;3215;szczecinecki;3215043;gm.m-w. Borne Sulinowo;Koszaliński;9840;5089;4915;51,7175;49,9492
24;śląskie;2414;bieruńsko-lędziński;2414042;gm.w Bojszowy;Katowicki;8045;4123;4018;51,2492;49,9441
24;śląskie;2404;częstochowski;2404152;gm.w Rędziny;Częstochowski;9850;5077;4919;51,5431;49,9391
12;małopolskie;1212;olkuski;1212062;gm.w Trzyciąż;Krakowski;7039;3603;3515;51,1862;49,9361
14;mazowieckie;1424;pułtuski;1424043;gm.m-w. Pułtusk;Ciechanowski;24619;12708;12293;51,6187;49,933
4;kujawsko-pomorskie;415;toruński;415052;gm.w Łubianka;Toruński;7438;3850;3713;51,7612;49,9193
26;świętokrzyskie;2608;pińczowski;2608022;gm.w Kije;Kielecki;4320;2200;2156;50,9259;49,9074
10;łódzkie;1002;kutnowski;1002102;gm.w Strzelce;Płocki;3892;1997;1942;51,3104;49,8972
30;wielkopolskie;3010;koniński;3010142;gm.w Wilczyn;Koniński;6182;3154;3084;51,0191;49,8868
26;świętokrzyskie;2613;włoszczowski;2613032;gm.w Moskorzew;Częstochowski;2618;1333;1306;50,9167;49,8854
6;lubelskie;609;lubelski;609082;gm.w Konopnica;Lubelski;14267;7316;7115;51,2792;49,8703
4;kujawsko-pomorskie;401;aleksandrowski;401052;gm.w Bądkowo;Włocławski;4187;2158;2088;51,5405;49,8686
32;zachodniopomorskie;3209;koszaliński;3209022;gm.w Biesiekierz;Koszaliński;7199;3689;3589;51,2432;49,8541
10;łódzkie;1002;kutnowski;1002113;gm.m-w. Żychlin;Płocki;11628;6051;5797;52,0382;49,8538
2;dolnośląskie;210;lubański;210072;gm.w Siekierczyn;Jeleniogórski;4516;2296;2251;50,8415;49,845
32;zachodniopomorskie;3208;kołobrzeski;3208033;gm.m-w. Gościno;Koszaliński;5133;2657;2558;51,7631;49,8344
6;lubelskie;604;hrubieszowski;604011;Hrubieszów;Zamojski;17232;8838;8586;51,2883;49,8259
12;małopolskie;1206;krakowski;1206132;gm.w Sułoszowa;Krakowski;5807;3003;2893;51,7134;49,8192
10;łódzkie;1004;łęczycki;1004063;gm.m-w. Piątek;Płocki;5892;3056;2935;51,8669;49,8133
10;łódzkie;1006;łódzki wschodni;1006113;gm.m-w. Tuszyn;Piotrkowski;12453;6378;6201;51,2166;49,7952
14;mazowieckie;1463;Radom;1463011;Radom;;209296;107035;104206;51,1405;49,7888
6;lubelskie;614;puławski;614052;gm.w Końskowola;Lubelski;8719;4521;4338;51,8523;49,7534
30;wielkopolskie;3020;pleszewski;3020033;gm.m-w. Dobrzyca;Kaliski;8093;4165;4026;51,4642;49,7467
4;kujawsko-pomorskie;418;włocławski;418092;gm.w Kowal;Włocławski;3897;1983;1937;50,8853;49,7049
28;warmińsko-mazurskie;2803;działdowski;2803043;gm.m-w. Lidzbark;Ciechanowski;13923;7171;6913;51,5047;49,6517
14;mazowieckie;1424;pułtuski;1424022;gm.w Obryte;Ostrołęcki;4782;2441;2374;51,0456;49,6445
24;śląskie;2462;Bytom;2462011;Bytom;;163255;83144;81038;50,9289;49,6389
26;świętokrzyskie;2602;jędrzejowski;2602072;gm.w Słupia;Kielecki;4278;2175;2123;50,8415;49,626
12;małopolskie;1218;wadowicki;1218082;gm.w Tomice;Bielski;8223;4178;4080;50,8087;49,6169
2;dolnośląskie;208;kłodzki;208031;Kudowa-Zdrój;Wałbrzyski;9772;4943;4848;50,5833;49,6111
2;dolnośląskie;226;złotoryjski;226011;Wojcieszów;Jeleniogórski;3572;1823;1772;51,0358;49,6081
28;warmińsko-mazurskie;2814;olsztyński;2814013;gm.m-w. Barczewo;Olsztyński;18142;9223;8998;50,8378;49,5976
24;śląskie;2412;rybnicki;2412042;gm.w Lyski;Katowicki;9676;4910;4799;50,7441;49,5969
2;dolnośląskie;221;wałbrzyski;221021;Jedlina-Zdrój;Wałbrzyski;4789;2442;2375;50,9919;49,5928
2;dolnośląskie;215;oławski;215022;gm.w Domaniów;Wrocławski;5132;2617;2545;50,9938;49,5908
22;pomorskie;2204;gdański;2204082;gm.w Trąbki Wielkie;Gdański;11242;5733;5575;50,9963;49,5908
2;dolnośląskie;219;świdnicki;219063;gm.m-w. Strzegom;Wałbrzyski;25499;12974;12645;50,8804;49,5902
4;kujawsko-pomorskie;405;golubsko-dobrzyński;405043;gm.m-w. Kowalewo Pomorskie;Toruński;11416;5828;5661;51,0512;49,5883
30;wielkopolskie;3028;wągrowiecki;3028042;gm.w Mieścisko;Poznański;5909;3045;2930;51,5316;49,5854
6;lubelskie;618;tomaszowski;618011;Tomaszów Lubelski;Zamojski;18783;9584;9313;51,0249;49,5821
2;dolnośląskie;225;zgorzelecki;225011;Zawidów;Jeleniogórski;4132;2083;2048;50,4114;49,5644
24;śląskie;2473;Rybnik;2473011;Rybnik;;137128;69520;67960;50,6972;49,5595
24;śląskie;2402;bielski;2402052;gm.w Jasienica;Bielski;24681;12607;12231;51,0798;49,5563
30;wielkopolskie;3010;koniński;3010123;gm.m-w. Ślesin;Koniński;14051;7187;6962;51,1494;49,5481
8;lubuskie;806;strzelecko-drezdenecki;806052;gm.w Zwierzyn;Gorzowski;4307;2215;2134;51,4279;49,5472
24;śląskie;2402;bielski;2402011;Szczyrk;Bielski;5710;2919;2829;51,1208;49,5447
26;świętokrzyskie;2607;ostrowiecki;2607011;Ostrowiec Świętokrzyski;;67404;34363;33387;50,9807;49,5327
14;mazowieckie;1414;nowodworski;1414043;gm.m-w. Nasielsk;Ciechanowski;19943;10185;9877;51,0706;49,5261
22;pomorskie;2213;starogardzki;2213021;Skórcz;Gdański;3603;1845;1784;51,2073;49,5143
30;wielkopolskie;3020;pleszewski;3020052;gm.w Gołuchów;Kaliski;10807;5474;5351;50,6524;49,5142
30;wielkopolskie;3008;kępiński;3008072;gm.w Trzcinica;Kaliski;4934;2494;2443;50,5472;49,5136
4;kujawsko-pomorskie;401;aleksandrowski;401031;Nieszawa;Włocławski;1834;947;908;51,6358;49,5093
14;mazowieckie;1428;sochaczewski;1428022;gm.w Brochów;Warszawski;4375;2226;2166;50,88;49,5086
30;wielkopolskie;3001;chodzieski;3001053;gm.m-w. Szamocin;Pilski;7513;3849;3719;51,2312;49,5009
12;małopolskie;1218;wadowicki;1218033;gm.m-w. Kalwaria Zebrzydowska;Bielski;20022;10105;9911;50,4695;49,5005
2;dolnośląskie;224;ząbkowicki;224013;gm.m-w. Bardo;Wałbrzyski;5210;2645;2578;50,7678;49,4818
32;zachodniopomorskie;3206;gryfiński;3206053;gm.m-w. Mieszkowice;Szczeciński;7020;3603;3473;51,3248;49,4729
2;dolnośląskie;222;wołowski;222013;gm.m-w. Brzeg Dolny;Wrocławski;16093;8187;7961;50,8731;49,4687
10;łódzkie;1003;łaski;1003023;gm.m-w. Łask;Sieradzki;27530;13963;13618;50,7192;49,466
8;lubuskie;804;nowosolski;804082;gm.w Siedlisko;Zielonogórski;3554;1809;1758;50,9004;49,4654
4;kujawsko-pomorskie;411;radziejowski;411072;gm.w Topólka;Włocławski;4738;2434;2343;51,3719;49,4512
30;wielkopolskie;3015;nowotomyski;3015012;gm.w Kuślin;Poznański;5467;2792;2703;51,0701;49,4421
30;wielkopolskie;3004;gostyński;3004023;gm.m-w. Gostyń;Leszczyński;28200;14259;13940;50,5638;49,4326
2;dolnośląskie;224;ząbkowicki;224053;gm.m-w. Ząbkowice Śląskie;Wałbrzyski;21405;10905;10580;50,946;49,4277
8;lubuskie;811;żarski;811082;gm.w Trzebiel;Zielonogórski;5640;2847;2787;50,4787;49,4149
2;dolnośląskie;202;dzierżoniowski;202021;Dzierżoniów;;32869;16681;16236;50,7499;49,3961
32;zachodniopomorskie;3202;choszczeński;3202063;gm.m-w. Recz;Gorzowski;5450;2782;2692;51,0459;49,3945
24;śląskie;2413;tarnogórski;2413021;Miasteczko Śląskie;Katowicki;7418;3745;3664;50,4853;49,3934
24;śląskie;2402;bielski;2402032;gm.w Buczkowice;Bielski;11226;5684;5544;50,6325;49,3854
10;łódzkie;1015;skierniewicki;1015012;gm.w Bolimów;Skierniewicki;4026;2021;1988;50,1987;49,379
2;dolnośląskie;221;wałbrzyski;221072;gm.w Stare Bogaczowice;Wałbrzyski;4265;2150;2106;50,4103;49,3787
10;łódzkie;1019;zduńskowolski;1019011;Zduńska Wola;;41288;20984;20382;50,8235;49,3654
26;świętokrzyskie;2602;jędrzejowski;2602082;gm.w Sobków;Kielecki;8474;4276;4183;50,4602;49,3628
10;łódzkie;1019;zduńskowolski;1019023;gm.m-w. Szadek;Sieradzki;7287;3708;3597;50,8851;49,3619
10;łódzkie;1010;piotrkowski;1010072;gm.w Ręczno;Piotrkowski;3492;1750;1723;50,1145;49,3414
22;pomorskie;2213;starogardzki;2213031;Starogard Gdański;;47272;24232;23320;51,2608;49,3315
30;wielkopolskie;3023;słupecki;3023062;gm.w Słupca;Koniński;9313;4705;4594;50,5208;49,3289
28;warmińsko-mazurskie;2814;olsztyński;2814093;gm.m-w. Olsztynek;Olsztyński;13630;6922;6722;50,785;49,3177
6;lubelskie;617;świdnicki;617011;Świdnik;;38763;19687;19117;50,7881;49,3176
30;wielkopolskie;3005;grodziski;3005053;gm.m-w. Wielichowo;Poznański;6935;3519;3420;50,7426;49,3151
30;wielkopolskie;3012;krotoszyński;3012043;gm.m-w. Krotoszyn;;40269;20278;19854;50,3564;49,3034
26;świętokrzyskie;2604;kielecki;2604172;gm.w Nowiny;Kielecki;7919;4007;3904;50,5998;49,2992
4;kujawsko-pomorskie;401;aleksandrowski;401042;gm.w Aleksandrów Kujawski;Włocławski;12015;6072;5923;50,5368;49,2967
14;mazowieckie;1423;przysuski;1423072;gm.w Rusinów;Radomski;4232;2138;2086;50,5198;49,2911
30;wielkopolskie;3003;gnieźnieński;3003023;gm.m-w. Czerniejewo;Poznański;7388;3757;3641;50,8527;49,2826
16;opolskie;1603;kędzierzyńsko-kozielski;1603011;Kędzierzyn-Koźle;;60021;30432;29578;50,7023;49,2794
2;dolnośląskie;208;kłodzki;208011;Duszniki-Zdrój;Wałbrzyski;4422;2250;2179;50,882;49,2763
2;dolnośląskie;223;wrocławski;223073;gm.m-w. Sobótka;Wrocławski;12872;6556;6341;50,9323;49,262
10;łódzkie;1007;opoczyński;1007043;gm.m-w. Opoczno;;33777;17177;16637;50,8541;49,2554
18;podkarpackie;1810;łańcucki;1810011;Łańcut;Rzeszowski;17675;8941;8705;50,5856;49,2504
26;świętokrzyskie;2611;starachowicki;2611053;gm.m-w. Wąchock;Kielecki;6739;3410;3318;50,601;49,2358
26;świętokrzyskie;2606;opatowski;2606043;gm.m-w. Opatów;Tarnobrzeski;11532;5810;5677;50,3815;49,2282
30;wielkopolskie;3010;koniński;3010073;gm.m-w. Rychwał;Koniński;8203;4120;4038;50,2255;49,2259
24;śląskie;2407;lubliniecki;2407011;Lubliniec;Częstochowski;23551;11927;11593;50,6433;49,2251
28;warmińsko-mazurskie;2806;giżycki;2806083;gm.m-w. Ryn;Suwalski;5640;2855;2776;50,6206;49,2199
10;łódzkie;1002;kutnowski;1002022;gm.w Bedlno;Płocki;5263;2797;2590;53,1446;49,2115
8;lubuskie;801;gorzowski;801032;gm.w Deszczno;Gorzowski;10140;5163;4990;50,9172;49,211
4;kujawsko-pomorskie;403;bydgoski;403022;gm.w Dąbrowa Chełmińska;Bydgoski;8415;4280;4141;50,8616;49,2097
4;kujawsko-pomorskie;412;rypiński;412032;gm.w Rogowo;Włocławski;4770;2413;2347;50,587;49,2034
14;mazowieckie;1413;mławski;1413042;gm.w Radzanów;Ciechanowski;3262;1686;1605;51,6861;49,2029
4;kujawsko-pomorskie;414;świecki;414072;gm.w Osie;Bydgoski;5511;2807;2711;50,9345;49,1925
10;łódzkie;1006;łódzki wschodni;1006032;gm.w Brójce;Łódzki;6761;3411;3325;50,4511;49,1791
24;śląskie;2412;rybnicki;2412032;gm.w Jejkowice;Katowicki;4185;2099;2058;50,1553;49,1756
26;świętokrzyskie;2604;kielecki;2604123;gm.m-w. Morawica;Kielecki;16912;8566;8316;50,6504;49,1722
14;mazowieckie;1406;grójecki;1406083;gm.m-w. Nowe Miasto nad Pilicą;Radomski;7615;3868;3744;50,7945;49,1661
8;lubuskie;811;żarski;811043;gm.m-w. Jasień;Zielonogórski;6962;3536;3422;50,79;49,1525
30;wielkopolskie;3008;kępiński;3008022;gm.w Bralin;Kaliski;6084;3052;2990;50,1644;49,1453
26;świętokrzyskie;2602;jędrzejowski;2602033;gm.m-w. Małogoszcz;Kielecki;11495;5838;5648;50,7873;49,1344
12;małopolskie;1209;myślenicki;1209073;gm.m-w. Sułkowice;Krakowski;15061;7531;7400;50,0033;49,1335
28;warmińsko-mazurskie;2802;braniewski;2802033;gm.m-w. Frombork;Elbląski;3515;1781;1727;50,6686;49,1323
14;mazowieckie;1419;płocki;1419063;gm.m-w. Gąbin;Płocki;10969;5529;5389;50,4057;49,1294
12;małopolskie;1263;Tarnów;1263011;Tarnów;;107498;53963;52812;50,1991;49,1284
2;dolnośląskie;214;oleśnicki;214032;gm.w Dobroszyce;Wrocławski;6886;3489;3382;50,668;49,1141
30;wielkopolskie;3024;szamotulski;3024042;gm.w Obrzycko;Poznański;4498;2293;2209;50,9782;49,1107
22;pomorskie;2209;malborski;2209082;gm.w Stare Pole;Elbląski;4706;2383;2311;50,6375;49,1075
24;śląskie;2412;rybnicki;2412022;gm.w Gaszowice;Katowicki;9856;4927;4839;49,9899;49,097
24;śląskie;2417;żywiecki;2417122;gm.w Ślemień;Bielski;3534;1779;1735;50,3396;49,0945
2;dolnośląskie;208;kłodzki;208041;Nowa Ruda;Wałbrzyski;21643;10844;10625;50,104;49,0921
32;zachodniopomorskie;3216;świdwiński;3216022;gm.w Brzeżno;Koszaliński;2781;1414;1365;50,845;49,0831
8;lubuskie;810;żagański;810053;gm.m-w. Małomice;Zielonogórski;5165;2637;2535;51,0552;49,0803
8;lubuskie;807;sulęciński;807023;gm.m-w. Lubniewice;Gorzowski;3148;1570;1545;49,8729;49,0788
8;lubuskie;803;międzyrzecki;803042;gm.w Pszczew;Gorzowski;4287;2178;2104;50,8048;49,0786
2;dolnośląskie;219;świdnicki;219021;Świebodzice;Wałbrzyski;22642;11429;11112;50,477;49,0769
2;dolnośląskie;205;jaworski;205011;Jawor;Legnicki;22462;11323;11023;50,4096;49,074
4;kujawsko-pomorskie;415;toruński;415072;gm.w Obrowo;Toruński;18299;9211;8980;50,3361;49,0737
4;kujawsko-pomorskie;404;chełmiński;404042;gm.w Lisewo;Toruński;5181;2680;2542;51,7275;49,0639
2;dolnośląskie;206;karkonoski;206031;Piechowice;Jeleniogórski;6082;3072;2984;50,5097;49,0628
24;śląskie;2404;częstochowski;2404122;gm.w Olsztyn;Częstochowski;7835;3916;3843;49,9809;49,0491
10;łódzkie;1020;zgierski;1020021;Ozorków;Łódzki;19128;9650;9380;50,4496;49,0381
32;zachodniopomorskie;3216;świdwiński;3216033;gm.m-w. Połczyn-Zdrój;Koszaliński;14998;7579;7353;50,5334;49,0265
10;łódzkie;1017;wieluński;1017102;gm.w Wierzchlas;Sieradzki;6604;3299;3237;49,9546;49,0157
16;opolskie;1606;namysłowski;1606023;gm.m-w. Namysłów;Opolski;26210;13191;12846;50,3281;49,0118
32;zachodniopomorskie;3206;gryfiński;3206033;gm.m-w. Chojna;Szczeciński;13616;6853;6671;50,3305;48,9938
28;warmińsko-mazurskie;2810;mrągowski;2810011;Mrągowo;Olsztyński;21302;10785;10436;50,629;48,9907
10;łódzkie;1005;łowicki;1005022;gm.w Bielawy;Skierniewicki;5267;2669;2580;50,674;48,9842
30;wielkopolskie;3010;koniński;3010103;gm.m-w. Sompolno;Koniński;10299;5182;5044;50,3156;48,9756
8;lubuskie;804;nowosolski;804023;gm.m-w. Bytom Odrzański;Zielonogórski;5376;2715;2632;50,5022;48,9583
14;mazowieckie;1406;grójecki;1406092;gm.w Pniewy;Radomski;4788;2416;2344;50,4595;48,9557
4;kujawsko-pomorskie;416;tucholski;416052;gm.w Śliwice;Bydgoski;5595;2794;2739;49,9374;48,9544
8;lubuskie;805;słubicki;805033;gm.m-w. Ośno Lubuskie;Gorzowski;6358;3195;3112;50,2517;48,9462
32;zachodniopomorskie;3212;pyrzycki;3212053;gm.m-w. Pyrzyce;Szczeciński;19227;9709;9409;50,4967;48,9364
2;dolnośląskie;214;oleśnicki;214073;gm.m-w. Syców;Kaliski;16819;8469;8230;50,3538;48,9328
24;śląskie;2412;rybnicki;2412013;gm.m-w. Czerwionka-Leszczyny;;41909;20877;20505;49,8151;48,9274
28;warmińsko-mazurskie;2814;olsztyński;2814052;gm.w Gietrzwałd;Olsztyński;6743;3415;3299;50,6451;48,9248
8;lubuskie;811;żarski;811072;gm.w Przewóz;Zielonogórski;3107;1571;1520;50,5632;48,9218
30;wielkopolskie;3006;jarociński;3006013;gm.m-w. Jaraczewo;Kaliski;8021;4031;3924;50,2556;48,9216
20;podlaskie;2005;hajnowski;2005022;gm.w Białowieża;Białostocki;2130;1090;1042;51,1737;48,9202
30;wielkopolskie;3007;kaliski;3007093;gm.m-w. Stawiszyn;Kaliski;7074;3570;3460;50,4665;48,9115
22;pomorskie;2213;starogardzki;2213013;gm.m-w. Czarna Woda;Gdański;3131;1584;1531;50,5909;48,8981
28;warmińsko-mazurskie;2803;działdowski;2803062;gm.w Rybno;Ciechanowski;7160;3606;3501;50,3631;48,8966
14;mazowieckie;1429;sokołowski;1429092;gm.w Sterdyń;Siedlecki;3819;1906;1867;49,9084;48,8871
32;zachodniopomorskie;3213;sławieński;3213052;gm.w Postomino;Słupski;6847;3454;3347;50,4455;48,8827
14;mazowieckie;1411;makowski;1411102;gm.w Szelków;Ostrołęcki;3634;1830;1776;50,3577;48,8718
24;śląskie;2479;Żory;2479011;Żory;;62844;31408;30713;49,9777;48,8718
6;lubelskie;614;puławski;614112;gm.w Żyrzyn;Lubelski;6411;3241;3133;50,5537;48,8691
14;mazowieckie;1402;ciechanowski;1402072;gm.w Opinogóra Górna;Ciechanowski;5937;2988;2901;50,3284;48,8631
22;pomorskie;2204;gdański;2204022;gm.w Cedry Wielkie;Gdański;6986;3512;3413;50,272;48,8549
2;dolnośląskie;209;legnicki;209011;Chojnów;Legnicki;13236;6626;6466;50,0604;48,8516
4;kujawsko-pomorskie;418;włocławski;418113;gm.m-w. Lubień Kujawski;Włocławski;7233;3623;3533;50,0899;48,8456
32;zachodniopomorskie;3203;drawski;3203033;gm.m-w. Kalisz Pomorski;Koszaliński;7330;3707;3580;50,573;48,8404
24;śląskie;2413;tarnogórski;2413011;Kalety;Częstochowski;8548;4321;4174;50,5498;48,8301
4;kujawsko-pomorskie;410;nakielski;410042;gm.w Sadki;Bydgoski;7253;3675;3541;50,6687;48,8212
2;dolnośląskie;206;karkonoski;206041;Szklarska Poręba;Jeleniogórski;6653;3355;3248;50,4284;48,8201
32;zachodniopomorskie;3209;koszaliński;3209082;gm.w Świeszyno;Koszaliński;7626;3830;3723;50,2229;48,8198
26;świętokrzyskie;2612;staszowski;2612012;gm.w Bogoria;Tarnobrzeski;7641;3843;3730;50,2945;48,8156
14;mazowieckie;1437;żuromiński;1437033;gm.m-w. Lubowidz;Ciechanowski;6796;3441;3316;50,6327;48,7934
12;małopolskie;1215;suski;1215082;gm.w Zawoja;Bielski;9039;4547;4410;50,3042;48,7886
14;mazowieckie;1433;węgrowski;1433092;gm.w Wierzbno;Siedlecki;2718;1379;1326;50,7358;48,7859
4;kujawsko-pomorskie;406;grudziądzki;406022;gm.w Gruta;Toruński;6437;3245;3139;50,4117;48,765
10;łódzkie;1007;opoczyński;1007023;gm.m-w. Drzewica;Radomski;10384;5200;5063;50,077;48,7577
4;kujawsko-pomorskie;413;sępoleński;413043;gm.m-w. Więcbork;Bydgoski;13309;6620;6488;49,7408;48,749
32;zachodniopomorskie;3208;kołobrzeski;3208062;gm.w Siemyśl;Koszaliński;3875;1940;1889;50,0645;48,7484
24;śląskie;2403;cieszyński;2403113;gm.m-w. Strumień;Bielski;13256;6615;6462;49,9019;48,7477
2;dolnośląskie;226;złotoryjski;226032;gm.w Pielgrzymka;Legnicki;4509;2245;2198;49,7893;48,747
14;mazowieckie;1419;płocki;1419042;gm.w Bulkowo;Płocki;5472;2744;2667;50,1462;48,739
2;dolnośląskie;212;lwówecki;212033;gm.m-w. Lwówek Śląski;Jeleniogórski;17186;8612;8376;50,1106;48,7373
14;mazowieckie;1438;żyrardowski;1438042;gm.w Radziejowice;Skierniewicki;5854;2939;2852;50,205;48,7188
30;wielkopolskie;3009;kolski;3009032;gm.w Chodów;Koniński;2985;1484;1454;49,7152;48,7102
6;lubelskie;619;włodawski;619042;gm.w Stary Brus;Chełmski;2070;1038;1008;50,1449;48,6957
14;mazowieckie;1425;radomski;1425011;Pionki;Radomski;17902;8937;8716;49,9218;48,6873
12;małopolskie;1218;wadowicki;1218022;gm.w Brzeźnica;Bielski;10521;5293;5122;50,3089;48,6836
10;łódzkie;1012;radomszczański;1012072;gm.w Kodrąb;Piotrkowski;4486;2223;2183;49,5542;48,6625
14;mazowieckie;1403;garwoliński;1403132;gm.w Wilga;Siedlecki;5261;2631;2560;50,0095;48,66
26;świętokrzyskie;2612;staszowski;2612033;gm.m-w. Oleśnica;Kielecki;3843;1945;1870;50,6115;48,6599
2;dolnośląskie;203;głogowski;203062;gm.w Żukowice;Legnicki;3469;1747;1688;50,3603;48,6596
30;wielkopolskie;3019;pilski;3019022;gm.w Białośliwie;Pilski;4809;2449;2339;50,9253;48,638
4;kujawsko-pomorskie;406;grudziądzki;406033;gm.m-w. Łasin;Toruński;7778;3892;3782;50,0386;48,6243
26;świętokrzyskie;2605;konecki;2605052;gm.w Ruda Maleniecka;Kielecki;3052;1543;1484;50,557;48,6239
20;podlaskie;2061;Białystok;2061011;Białystok;;296958;148612;144383;50,0448;48,6207
22;pomorskie;2216;sztumski;2216013;gm.m-w. Dzierzgoń;Elbląski;9210;4643;4477;50,4126;48,6102
30;wielkopolskie;3023;słupecki;3023032;gm.w Orchowo;Koniński;3800;1941;1847;51,0789;48,6053
16;opolskie;1608;oleski;1608043;gm.m-w. Praszka;Częstochowski;13374;6685;6498;49,985;48,5868
4;kujawsko-pomorskie;405;golubsko-dobrzyński;405052;gm.w Radomin;Toruński;3801;1917;1846;50,4341;48,5662
8;lubuskie;809;zielonogórski;809043;gm.m-w. Kargowa;Zielonogórski;5815;2911;2824;50,0602;48,5641
24;śląskie;2403;cieszyński;2403082;gm.w Hażlach;Bielski;10919;5433;5302;49,7573;48,5576
10;łódzkie;1021;brzeziński;1021011;Brzeziny;Skierniewicki;12365;6162;6004;49,8342;48,5564
30;wielkopolskie;3002;czarnkowsko-trzcianecki;3002062;gm.w Połajewo;Pilski;6181;3133;3001;50,6876;48,552
8;lubuskie;806;strzelecko-drezdenecki;806032;gm.w Stare Kurowo;Gorzowski;4034;2017;1958;50;48,5374
2;dolnośląskie;220;trzebnicki;220063;gm.m-w. Żmigród;Wrocławski;14608;7269;7090;49,7604;48,535
10;łódzkie;1012;radomszczański;1012053;gm.m-w. Kamieńsk;Piotrkowski;5839;2891;2833;49,5119;48,5186
22;pomorskie;2210;nowodworski;2210032;gm.w Ostaszewo;Elbląski;3206;1603;1555;50;48,5028
30;wielkopolskie;3013;leszczyński;3013033;gm.m-w. Osieczna;Leszczyński;9314;4664;4517;50,0752;48,4969
18;podkarpackie;1863;Rzeszów;1863011;Rzeszów;;196638;97788;95355;49,73;48,4927
24;śląskie;2406;kłobucki;2406042;gm.w Miedźno;Częstochowski;7518;3762;3645;50,0399;48,4836
10;łódzkie;1021;brzeziński;1021032;gm.w Dmosin;Skierniewicki;4446;2244;2155;50,4723;48,4705
30;wielkopolskie;3031;złotowski;3031053;gm.m-w. Okonek;Pilski;8441;4221;4091;50,0059;48,4658
14;mazowieckie;1407;kozienicki;1407062;gm.w Magnuszew;Radomski;6706;3329;3250;49,6421;48,4641
14;mazowieckie;1419;płocki;1419153;gm.m-w. Wyszogród;Płocki;5532;2748;2681;49,6746;48,4635
