wojewodztwo_teryt;wojewodztwo_nazwa;powiat_teryt;powiat_nazwa;gmina_teryt;gmina_nazwa;kategoria;liczba_ludnosci;w1_zaszczepieni_pacjenci;w3_zaszczepieni_pelna_dawka;% zaszczepionych;% zaszczepionych pe�n� dawk�
32;zachodniopomorskie;3208;kołobrzeski;3208011;Kołobrzeg;;46198;25084;23975;54,2967;51,8962
24;śląskie;2477;Tychy;2477011;Tychy;;126871;69164;65835;54,5152;51,8913
12;małopolskie;1203;chrzanowski;1203033;gm.m-w. Chrzanów;;46321;24896;24028;53,7467;51,8728
24;śląskie;2401;będziński;2401052;gm.w Mierzęcice;Katowicki;7623;4123;3954;54,0863;51,8693
28;warmińsko-mazurskie;2803;działdowski;2803011;Działdowo;Ciechanowski;21145;11459;10964;54,1925;51,8515
24;śląskie;2474;Siemianowice Śląskie;2474011;Siemianowice Śląskie;;66270;35742;34345;53,9339;51,8259
14;mazowieckie;1405;grodziski;1405043;gm.m-w. Grodzisk Mazowiecki;;49948;27175;25853;54,4066;51,7598
30;wielkopolskie;3021;poznański;3021062;gm.w Kleszczewo;Poznański;9343;5217;4832;55,8386;51,7179
10;łódzkie;1014;sieradzki;1014011;Sieradz;;41390;22355;21406;54,0106;51,7178
12;małopolskie;1215;suski;1215021;Sucha Beskidzka;Bielski;9044;4923;4675;54,4339;51,6917
2;dolnośląskie;223;wrocławski;223043;gm.m-w. Kąty Wrocławskie;Wrocławski;26032;14195;13424;54,529;51,5673
24;śląskie;2413;tarnogórski;2413072;gm.w Świerklaniec;Katowicki;12505;6740;6448;53,8984;51,5634
12;małopolskie;1213;oświęcimski;1213062;gm.w Oświęcim;Bielski;18629;10191;9595;54,705;51,5057
2;dolnośląskie;206;karkonoski;206011;Karpacz;Jeleniogórski;4487;2432;2309;54,201;51,4598
14;mazowieckie;1434;wołomiński;1434031;Ząbki;;38546;20921;19833;54,2754;51,4528
26;świętokrzyskie;2661;Kielce;2661011;Kielce;;193415;104422;99485;53,9886;51,436
12;małopolskie;1212;olkuski;1212053;gm.m-w. Olkusz;;48206;25917;24788;53,763;51,421
10;łódzkie;1020;zgierski;1020011;Głowno;Łódzki;13961;7862;7176;56,314;51,4003
22;pomorskie;2211;pucki;2211052;gm.w Kosakowo;Gdański;16419;8873;8439;54,0411;51,3978
14;mazowieckie;1418;piaseczyński;1418063;gm.m-w. Tarczyn;Warszawski;11594;6219;5951;53,6398;51,3283
26;świętokrzyskie;2602;jędrzejowski;2602023;gm.m-w. Jędrzejów;Kielecki;27715;14901;14210;53,7651;51,2719
22;pomorskie;2203;człuchowski;2203011;Człuchów;Słupski;13479;7248;6910;53,7725;51,2649
30;wielkopolskie;3003;gnieźnieński;3003011;Gniezno;;67570;36546;34616;54,0861;51,2298
22;pomorskie;2263;Słupsk;2263011;Słupsk;;89780;48089;45988;53,5632;51,223
4;kujawsko-pomorskie;407;inowrocławski;407063;gm.m-w. Kruszwica;Bydgoski;19012;10203;9735;53,6661;51,2045
24;śląskie;2461;Bielsko-Biała;2461011;Bielsko-Biała;;169756;91304;86914;53,7854;51,1994
24;śląskie;2413;tarnogórski;2413041;Tarnowskie Góry;;61756;32914;31615;53,2968;51,1934
28;warmińsko-mazurskie;2801;bartoszycki;2801011;Bartoszyce;Olsztyński;22984;12295;11753;53,4937;51,1356
2;dolnośląskie;220;trzebnicki;220013;gm.m-w. Oborniki Śląskie;Wrocławski;20287;10812;10370;53,2952;51,1165
2;dolnośląskie;214;oleśnicki;214011;Oleśnica;;36979;19743;18902;53,3898;51,1155
28;warmińsko-mazurskie;2807;iławski;2807011;Iława;;33206;17709;16967;53,3307;51,0962
22;pomorskie;2211;pucki;2211043;gm.m-w. Władysławowo;Gdański;15293;8244;7813;53,907;51,0887
26;świętokrzyskie;2609;sandomierski;2609093;gm.m-w. Zawichost;Tarnobrzeski;4328;2332;2210;53,8817;51,0628
24;śląskie;2413;tarnogórski;2413031;Radzionków;Katowicki;16903;8946;8628;52,9255;51,0442
24;śląskie;2413;tarnogórski;2413062;gm.w Ożarowice;Katowicki;5806;3101;2963;53,4103;51,0334
2;dolnośląskie;215;oławski;215011;Oława;;33087;17780;16884;53,7371;51,0291
4;kujawsko-pomorskie;412;rypiński;412011;Rypin;Włocławski;15999;8642;8163;54,0159;51,0219
24;śląskie;2405;gliwicki;2405011;Knurów;;37801;20062;19280;53,0727;51,0039
12;małopolskie;1213;oświęcimski;1213033;gm.m-w. Chełmek;Bielski;12837;6835;6546;53,2445;50,9932
12;małopolskie;1212;olkuski;1212042;gm.w Klucze;Katowicki;14909;8005;7597;53,6924;50,9558
24;śląskie;2402;bielski;2402022;gm.w Bestwina;Katowicki;11950;6405;6089;53,5983;50,954
10;łódzkie;1008;pabianicki;1008011;Konstantynów Łódzki;Łódzki;18335;9883;9332;53,9024;50,8972
4;kujawsko-pomorskie;402;brodnicki;402011;Brodnica;Toruński;28701;15373;14601;53,5626;50,8728
24;śląskie;2472;Ruda Śląska;2472011;Ruda Śląska;;136423;72510;69355;53,1509;50,8382
2;dolnośląskie;208;kłodzki;208051;Polanica-Zdrój;Wałbrzyski;6228;3319;3166;53,2916;50,8349
12;małopolskie;1206;krakowski;1206113;gm.m-w. Skawina;;43751;23471;22221;53,6468;50,7897
8;lubuskie;809;zielonogórski;809072;gm.w Świdnica;Zielonogórski;6685;3548;3395;53,074;50,7853
12;małopolskie;1206;krakowski;1206032;gm.w Iwanowice;Krakowski;9215;4925;4678;53,4455;50,7651
4;kujawsko-pomorskie;411;radziejowski;411022;gm.w Bytoń;Włocławski;3411;1870;1731;54,8226;50,7476
22;pomorskie;2209;malborski;2209011;Malbork;;38101;20339;19320;53,3818;50,7073
26;świętokrzyskie;2609;sandomierski;2609011;Sandomierz;Tarnobrzeski;22997;12162;11649;52,8852;50,6544
24;śląskie;2464;Częstochowa;2464011;Częstochowa;;217530;115584;110102;53,1347;50,6146
10;łódzkie;1008;pabianicki;1008052;gm.w Ksawerów;Łódzki;7661;4080;3877;53,2568;50,607
24;śląskie;2404;częstochowski;2404042;gm.w Kamienica Polska;Częstochowski;5514;2894;2789;52,4846;50,5803
30;wielkopolskie;3016;obornicki;3016013;gm.m-w. Oborniki;;34185;18210;17278;53,269;50,5426
30;wielkopolskie;3019;pilski;3019011;Piła;;72527;38733;36650;53,4049;50,5329
32;zachodniopomorskie;3213;sławieński;3213011;Darłowo;Koszaliński;13574;7187;6859;52,9468;50,5304
14;mazowieckie;1402;ciechanowski;1402011;Ciechanów;;43883;23671;22167;53,9412;50,5139
32;zachodniopomorskie;3263;Świnoujście;3263011;Świnoujście;;40948;21882;20676;53,4385;50,4933
30;wielkopolskie;3011;kościański;3011023;gm.m-w. Czempiń;Poznański;11531;6193;5822;53,7074;50,49
22;pomorskie;2204;gdański;2204042;gm.w Pruszcz Gdański;;32184;17059;16246;53,0046;50,4785
30;wielkopolskie;3062;Konin;3062011;Konin;;72539;38695;36609;53,3437;50,468
24;śląskie;2402;bielski;2402072;gm.w Kozy;Bielski;13091;6885;6606;52,5934;50,4621
22;pomorskie;2215;wejherowski;2215021;Rumia;;49536;26363;24994;53,2199;50,4562
24;śląskie;2471;Piekary Śląskie;2471011;Piekary Śląskie;;54702;28913;27595;52,8555;50,4461
30;wielkopolskie;3005;grodziski;3005012;gm.w Granowo;Poznański;5087;2729;2566;53,6466;50,4423
32;zachodniopomorskie;3261;Koszalin;3261011;Koszalin;;106235;56082;53586;52,7905;50,441
14;mazowieckie;1408;legionowski;1408052;gm.w Wieliszew;Warszawski;16053;8488;8096;52,8749;50,4329
24;śląskie;2404;częstochowski;2404162;gm.w Starcza;Częstochowski;2853;1482;1437;51,9453;50,368
2;dolnośląskie;223;wrocławski;223092;gm.w Żórawina;Wrocławski;11406;6047;5744;53,016;50,3595
10;łódzkie;1005;łowicki;1005092;gm.w Nieborów;Skierniewicki;9357;5048;4710;53,9489;50,3366
8;lubuskie;807;sulęciński;807043;gm.m-w. Sulęcin;Gorzowski;15633;8223;7864;52,6003;50,3038
10;łódzkie;1008;pabianicki;1008021;Pabianice;;63945;33850;32163;52,9361;50,2979
24;śląskie;2416;zawierciański;2416021;Zawiercie;;48703;25776;24492;52,9249;50,2885
6;lubelskie;614;puławski;614011;Puławy;;46965;24764;23611;52,7286;50,2736
2;dolnośląskie;220;trzebnicki;220042;gm.w Wisznia Mała;Wrocławski;10624;5588;5337;52,5979;50,2353
8;lubuskie;811;żarski;811011;Łęknica;Zielonogórski;2396;1284;1203;53,5893;50,2087
10;łódzkie;1017;wieluński;1017093;gm.m-w. Wieluń;;31137;16361;15615;52,5452;50,1493
4;kujawsko-pomorskie;404;chełmiński;404011;Chełmno;Toruński;19205;10176;9628;52,9862;50,1328
30;wielkopolskie;3022;rawicki;3022053;gm.m-w. Rawicz;;30299;15958;15189;52,6684;50,1304
14;mazowieckie;1419;płocki;1419122;gm.w Słupno;Płocki;8129;4279;4075;52,6387;50,1292
12;małopolskie;1208;miechowski;1208053;gm.m-w. Miechów;Kielecki;19494;10287;9756;52,7701;50,0462
24;śląskie;2403;cieszyński;2403011;Cieszyn;;33981;17838;16995;52,494;50,0132
8;lubuskie;810;żagański;810021;Żagań;Zielonogórski;25265;13090;12632;51,8108;49,998
24;śląskie;2402;bielski;2402062;gm.w Jaworze;Bielski;7443;3897;3721;52,3579;49,9933
32;zachodniopomorskie;3207;kamieński;3207043;gm.m-w. Międzyzdroje;Szczeciński;6398;3387;3198;52,9384;49,9844
6;lubelskie;663;Lublin;663011;Lublin;;338586;177078;169225;52,2993;49,9799
14;mazowieckie;1417;otwocki;1417072;gm.w Sobienie-Jeziory;Siedlecki;6356;3339;3176;52,533;49,9685
2;dolnośląskie;219;świdnicki;219011;Świdnica;;56222;29383;28075;52,2625;49,936
30;wielkopolskie;3027;turecki;3027011;Turek;Koniński;26441;13934;13203;52,6985;49,9338
14;mazowieckie;1428;sochaczewski;1428011;Sochaczew;;35891;19017;17909;52,9854;49,8983
30;wielkopolskie;3014;międzychodzki;3014043;gm.m-w. Sieraków;Poznański;8641;4691;4309;54,2877;49,8669
24;śląskie;2401;będziński;2401081;Sławków;Katowicki;6935;3668;3457;52,8911;49,8486
2;dolnośląskie;261;Jelenia Góra;261011;Jelenia Góra;;78335;41193;38988;52,5857;49,7709
8;lubuskie;805;słubicki;805053;gm.m-w. Słubice;Gorzowski;20145;10553;10024;52,3852;49,7592
12;małopolskie;1213;oświęcimski;1213023;gm.m-w. Brzeszcze;Katowicki;21103;10984;10494;52,0495;49,7275
24;śląskie;2470;Mysłowice;2470011;Mysłowice;;74559;38706;37068;51,9132;49,7163
8;lubuskie;806;strzelecko-drezdenecki;806043;gm.m-w. Strzelce Krajeńskie;Gorzowski;16809;8664;8354;51,5438;49,6996
30;wielkopolskie;3017;ostrowski;3017011;Ostrów Wielkopolski;;71560;37290;35561;52,1101;49,694
30;wielkopolskie;3030;wrzesiński;3030053;gm.m-w. Września;;47425;24858;23566;52,4154;49,6911
30;wielkopolskie;3063;Leszno;3063011;Leszno;;62854;32973;31231;52,4597;49,6882
28;warmińsko-mazurskie;2809;lidzbarski;2809011;Lidzbark Warmiński;Olsztyński;15489;8100;7695;52,2952;49,6804
30;wielkopolskie;3014;międzychodzki;3014012;gm.w Chrzypsko Wielkie;Poznański;3306;1793;1642;54,2347;49,6673
24;śląskie;2416;zawierciański;2416042;gm.w Kroczyce;Częstochowski;6239;3248;3098;52,0596;49,6554
24;śląskie;2402;bielski;2402043;gm.m-w. Czechowice-Dziedzice;;45490;23715;22573;52,1323;49,6219
14;mazowieckie;1417;otwocki;1417032;gm.w Celestynów;Warszawski;11701;6117;5806;52,2776;49,6197
30;wielkopolskie;3028;wągrowiecki;3028011;Wągrowiec;Pilski;25607;13583;12705;53,0441;49,6153
26;świętokrzyskie;2602;jędrzejowski;2602063;gm.m-w. Sędziszów;Kielecki;12352;6481;6128;52,4692;49,6114
32;zachodniopomorskie;3202;choszczeński;3202012;gm.w Bierzwnik;Gorzowski;4666;2439;2314;52,2718;49,5928
32;zachodniopomorskie;3208;kołobrzeski;3208022;gm.w Dygowo;Koszaliński;5609;2917;2780;52,0057;49,5632
4;kujawsko-pomorskie;417;wąbrzeski;417011;Wąbrzeźno;Toruński;13400;6965;6636;51,9776;49,5224
12;małopolskie;1219;wielicki;1219053;gm.m-w. Wieliczka;;61233;32007;30318;52,2708;49,5125
30;wielkopolskie;3030;wrzesiński;3030033;gm.m-w. Nekla;Poznański;7617;3981;3771;52,2647;49,5077
14;mazowieckie;1417;otwocki;1417082;gm.w Wiązowna;Warszawski;13330;6964;6597;52,2431;49,4899
12;małopolskie;1213;oświęcimski;1213072;gm.w Polanka Wielka;Bielski;4318;2348;2136;54,377;49,4673
2;dolnośląskie;203;głogowski;203011;Głogów;;66120;34325;32684;51,9132;49,4313
10;łódzkie;1005;łowicki;1005102;gm.w Zduny;Skierniewicki;5672;2939;2803;51,8159;49,4182
6;lubelskie;616;rycki;616011;Dęblin;Lubelski;15887;8232;7849;51,816;49,4052
2;dolnośląskie;226;złotoryjski;226021;Złotoryja;Legnicki;15273;7884;7543;51,6205;49,3878
4;kujawsko-pomorskie;413;sępoleński;413023;gm.m-w. Sępólno Krajeńskie;Bydgoski;15761;8096;7782;51,3673;49,375
22;pomorskie;2214;tczewski;2214011;Tczew;;59430;30956;29340;52,0882;49,369
32;zachodniopomorskie;3214;stargardzki;3214053;gm.m-w. Ińsko;Szczeciński;3318;1719;1638;51,8083;49,3671
14;mazowieckie;1406;grójecki;1406053;gm.m-w. Grójec;Radomski;25882;13569;12777;52,4264;49,3664
14;mazowieckie;1434;wołomiński;1434021;Marki;;36816;19165;18169;52,0562;49,3508
8;lubuskie;802;krośnieński;802063;gm.m-w. Krosno Odrzańskie;Zielonogórski;17589;9158;8680;52,0666;49,349
24;śląskie;2414;bieruńsko-lędziński;2414021;Imielin;Katowicki;9269;4805;4574;51,8395;49,3473
30;wielkopolskie;3023;słupecki;3023042;gm.w Ostrowite;Koniński;5054;2629;2494;52,0182;49,3471
12;małopolskie;1213;oświęcimski;1213093;gm.m-w. Zator;Bielski;9231;4848;4554;52,5187;49,3338
14;mazowieckie;1422;przasnyski;1422011;Przasnysz;Ostrołęcki;17055;8856;8411;51,9261;49,3169
