wojewodztwo_teryt;wojewodztwo_nazwa;powiat_teryt;powiat_nazwa;gmina_teryt;gmina_nazwa;kategoria;liczba_ludnosci;w1_zaszczepieni_pacjenci;w3_zaszczepieni_pelna_dawka;% zaszczepionych;% zaszczepionych pe�n� dawk�
12;małopolskie;1206;krakowski;1206172;gm.w Zielonki;Krakowski;23690;14392;13979;60,7514;59,008
32;zachodniopomorskie;3205;gryficki;3205072;gm.w Rewal;Szczeciński;3852;2339;2269;60,7217;58,9045
2;dolnośląskie;223;wrocławski;223052;gm.w Kobierzyce;Wrocławski;22154;13523;13039;61,0409;58,8562
24;śląskie;2401;będziński;2401042;gm.w Bobrowniki;Katowicki;12122;7351;7123;60,6418;58,7609
14;mazowieckie;1421;pruszkowski;1421052;gm.w Nadarzyn;Warszawski;14353;8751;8415;60,9698;58,6289
4;kujawsko-pomorskie;403;bydgoski;403062;gm.w Osielsko;Bydgoski;15347;9172;8989;59,7641;58,5717
30;wielkopolskie;3021;poznański;3021132;gm.w Rokietnica;Poznański;19326;11755;11317;60,8248;58,5584
24;śląskie;2469;Katowice;2469011;Katowice;;290553;175281;170089;60,3267;58,5398
30;wielkopolskie;3021;poznański;3021052;gm.w Dopiewo;Poznański;29328;17637;17126;60,1371;58,3947
12;małopolskie;1206;krakowski;1206082;gm.w Michałowice;Krakowski;10909;6581;6352;60,3263;58,2272
10;łódzkie;1061;Łódź;1061011;Łódź;;672185;403418;390279;60,0159;58,0612
4;kujawsko-pomorskie;401;aleksandrowski;401021;Ciechocinek;Włocławski;10534;6229;6095;59,1323;57,8603
30;wielkopolskie;3024;szamotulski;3024073;gm.m-w. Szamotuły;;30188;18031;17432;59,729;57,7448
14;mazowieckie;1432;warszawski zachodni;1432072;gm.w Stare Babice;Warszawski;19605;11733;11318;59,847;57,7302
14;mazowieckie;1408;legionowski;1408022;gm.w Jabłonna;Warszawski;20096;11961;11593;59,5193;57,6881
10;łódzkie;1002;kutnowski;1002011;Kutno;;43332;25798;24951;59,5357;57,581
14;mazowieckie;1405;grodziski;1405011;Milanówek;Warszawski;16478;9814;9482;59,5582;57,5434
30;wielkopolskie;3021;poznański;3021123;gm.m-w. Pobiedziska;Poznański;19943;11921;11464;59,7754;57,4838
14;mazowieckie;1412;miński;1412151;Sulejówek;Warszawski;19951;11819;11468;59,2401;57,4808
12;małopolskie;1206;krakowski;1206152;gm.w Wielka Wieś;Krakowski;13162;7802;7560;59,2767;57,4381
30;wielkopolskie;3021;poznański;3021072;gm.w Komorniki;;31474;18677;18062;59,341;57,387
24;śląskie;2401;będziński;2401062;gm.w Psary;Katowicki;12268;7286;7040;59,3903;57,3851
14;mazowieckie;1408;legionowski;1408032;gm.w Nieporęt;Warszawski;14841;8869;8516;59,7601;57,3816
30;wielkopolskie;3001;chodzieski;3001011;Chodzież;Pilski;18229;10825;10458;59,3834;57,3701
14;mazowieckie;1417;otwocki;1417011;Józefów;Warszawski;20741;12361;11898;59,5969;57,3646
12;małopolskie;1213;oświęcimski;1213082;gm.w Przeciszów;Bielski;6739;3980;3863;59,0592;57,323
24;śląskie;2401;będziński;2401031;Wojkowice;Katowicki;8877;5250;5083;59,1416;57,2603
32;zachodniopomorskie;3207;kamieński;3207013;gm.m-w. Dziwnów;Szczeciński;3939;2325;2255;59,0251;57,248
14;mazowieckie;1432;warszawski zachodni;1432063;gm.m-w. Ożarów Mazowiecki;Warszawski;26151;15598;14965;59,6459;57,2253
14;mazowieckie;1434;wołomiński;1434041;Zielonka;Warszawski;17486;10349;9993;59,1845;57,1486
14;mazowieckie;1414;nowodworski;1414011;Nowy Dwór Mazowiecki;Warszawski;28691;16991;16362;59,2207;57,0283
22;pomorskie;2204;gdański;2204011;Pruszcz Gdański;;31578;18605;17989;58,9176;56,9669
30;wielkopolskie;3021;poznański;3021033;gm.m-w. Buk;Poznański;12673;7640;7214;60,2856;56,9242
14;mazowieckie;1417;otwocki;1417043;gm.m-w. Karczew;Warszawski;15930;9489;9066;59,5669;56,9115
4;kujawsko-pomorskie;461;Bydgoszcz;461011;Bydgoszcz;;344091;200873;195548;58,3779;56,8303
4;kujawsko-pomorskie;463;Toruń;463011;Toruń;;198613;115914;112864;58,3617;56,8261
30;wielkopolskie;3023;słupecki;3023011;Słupca;Koniński;13564;7914;7700;58,3456;56,7679
14;mazowieckie;1432;warszawski zachodni;1432042;gm.w Leszno;Warszawski;10165;6007;5767;59,0949;56,7339
10;łódzkie;1004;łęczycki;1004011;Łęczyca;Płocki;13786;8031;7812;58,2548;56,6662
12;małopolskie;1206;krakowski;1206103;gm.m-w. Skała;Krakowski;10553;6147;5978;58,2488;56,6474
22;pomorskie;2208;lęborski;2208021;Łeba;Słupski;3541;2041;2001;57,6391;56,5095
30;wielkopolskie;3021;poznański;3021083;gm.m-w. Kostrzyn;Poznański;18764;11056;10602;58,9213;56,5018
30;wielkopolskie;3021;poznański;3021103;gm.m-w. Mosina;;33767;19612;19059;58,0804;56,4427
24;śląskie;2475;Sosnowiec;2475011;Sosnowiec;;197586;114634;111508;58,0173;56,4352
22;pomorskie;2212;słupski;2212011;Ustka;Słupski;15199;8874;8568;58,3854;56,3721
32;zachodniopomorskie;3211;policki;3211012;gm.w Dobra (Szczecińska);Szczeciński;25061;14524;14096;57,9546;56,2468
12;małopolskie;1206;krakowski;1206162;gm.w Zabierzów;Krakowski;27065;15668;15221;57,8903;56,2387
30;wielkopolskie;3021;poznański;3021113;gm.m-w. Murowana Goślina;Poznański;16942;9882;9520;58,3284;56,1917
30;wielkopolskie;3025;średzki;3025043;gm.m-w. Środa Wielkopolska;;32874;19185;18453;58,3592;56,1325
12;małopolskie;1208;miechowski;1208042;gm.w Książ Wielki;Kielecki;5030;2910;2823;57,8529;56,1233
10;łódzkie;1005;łowicki;1005011;Łowicz;Skierniewicki;27896;16138;15653;57,8506;56,112
2;dolnośląskie;223;wrocławski;223022;gm.w Długołęka;;35144;20375;19712;57,9758;56,0892
8;lubuskie;862;Zielona Góra;862011;Zielona Góra;;140892;81207;78934;57,6378;56,0245
30;wielkopolskie;3021;poznański;3021093;gm.m-w. Kórnik;;30909;17892;17303;57,8861;55,9805
30;wielkopolskie;3024;szamotulski;3024053;gm.m-w. Ostroróg;Poznański;4931;2844;2759;57,6759;55,9521
10;łódzkie;1020;zgierski;1020011;Głowno;Łódzki;13961;8333;7807;59,6877;55,9201
32;zachodniopomorskie;3262;Szczecin;3262011;Szczecin;;398255;229966;222622;57,7434;55,8994
30;wielkopolskie;3014;międzychodzki;3014012;gm.w Chrzypsko Wielkie;Poznański;3306;1926;1848;58,2577;55,8984
2;dolnośląskie;223;wrocławski;223083;gm.m-w. Siechnice;Wrocławski;24142;14008;13492;58,0234;55,886
10;łódzkie;1020;zgierski;1020031;Zgierz;;55673;32245;31111;57,9186;55,8817
24;śląskie;2408;mikołowski;2408021;Mikołów;;41003;23507;22887;57,33;55,8179
24;śląskie;2401;będziński;2401021;Czeladź;;31039;17906;17285;57,6887;55,688
22;pomorskie;2211;pucki;2211031;Puck;Gdański;11139;6406;6189;57,5097;55,5615
10;łódzkie;1063;Skierniewice;1063011;Skierniewice;;47655;27317;26477;57,3224;55,5598
12;małopolskie;1206;krakowski;1206092;gm.w Mogilany;Krakowski;14423;8250;8004;57,2003;55,4947
12;małopolskie;1213;oświęcimski;1213011;Oświęcim;;37569;21431;20839;57,0444;55,4686
14;mazowieckie;1418;piaseczyński;1418013;gm.m-w. Góra Kalwaria;Warszawski;27044;15472;14994;57,2105;55,443
4;kujawsko-pomorskie;407;inowrocławski;407011;Inowrocław;;71674;40938;39736;57,1169;55,4399
30;wielkopolskie;3024;szamotulski;3024032;gm.w Kaźmierz;Poznański;8840;5082;4894;57,4887;55,362
24;śląskie;2416;zawierciański;2416011;Poręba;Katowicki;8461;4827;4683;57,05;55,3481
14;mazowieckie;1418;piaseczyński;1418052;gm.w Prażmów;Warszawski;11363;6539;6286;57,5464;55,3199
14;mazowieckie;1417;otwocki;1417021;Otwock;;44317;25462;24505;57,4543;55,2948
14;mazowieckie;1414;nowodworski;1414052;gm.w Pomiechówek;Warszawski;9086;5191;5020;57,1319;55,2498
14;mazowieckie;1412;miński;1412011;Mińsk Mazowiecki;;40916;23568;22596;57,6009;55,2253
30;wielkopolskie;3014;międzychodzki;3014043;gm.m-w. Sieraków;Poznański;8641;4961;4770;57,4123;55,2019
22;pomorskie;2204;gdański;2204032;gm.w Kolbudy;Gdański;18165;10469;10025;57,6328;55,1885
24;śląskie;2465;Dąbrowa Górnicza;2465011;Dąbrowa Górnicza;;118285;67261;65266;56,8635;55,1769
2;dolnośląskie;221;wałbrzyski;221031;Szczawno-Zdrój;Wałbrzyski;5534;3156;3049;57,0293;55,0958
4;kujawsko-pomorskie;401;aleksandrowski;401011;Aleksandrów Kujawski;Włocławski;12058;6831;6635;56,6512;55,0257
26;świętokrzyskie;2609;sandomierski;2609093;gm.m-w. Zawichost;Tarnobrzeski;4328;2440;2380;56,3771;54,9908
24;śląskie;2405;gliwicki;2405032;gm.w Gierałtowice;Katowicki;12252;6938;6736;56,6275;54,9788
12;małopolskie;1215;suski;1215021;Sucha Beskidzka;Bielski;9044;5103;4971;56,4241;54,9646
16;opolskie;1661;Opole;1661011;Opole;;127839;72390;70261;56,6259;54,9605
14;mazowieckie;1408;legionowski;1408043;gm.m-w. Serock;Warszawski;15363;8753;8436;56,9745;54,9112
24;śląskie;2401;będziński;2401011;Będzin;;56008;31832;30738;56,8347;54,8814
2;dolnośląskie;206;karkonoski;206011;Karpacz;Jeleniogórski;4487;2539;2462;56,5857;54,8696
14;mazowieckie;1462;Płock;1462011;Płock;;118268;66618;64847;56,328;54,8306
4;kujawsko-pomorskie;418;włocławski;418011;Kowal;Włocławski;3468;1966;1901;56,6897;54,8155
4;kujawsko-pomorskie;411;radziejowski;411022;gm.w Bytoń;Włocławski;3411;1961;1869;57,4905;54,7933
4;kujawsko-pomorskie;403;bydgoski;403083;gm.m-w. Solec Kujawski;Bydgoski;16777;9418;9187;56,1364;54,7595
28;warmińsko-mazurskie;2862;Olsztyn;2862011;Olsztyn;;171249;96982;93707;56,6322;54,7197
22;pomorskie;2211;pucki;2211043;gm.m-w. Władysławowo;Gdański;15293;8670;8363;56,6926;54,6852
28;warmińsko-mazurskie;2803;działdowski;2803011;Działdowo;Ciechanowski;21145;11920;11558;56,3727;54,6607
32;zachodniopomorskie;3208;kołobrzeski;3208011;Kołobrzeg;;46198;26029;25245;56,3423;54,6452
24;śląskie;2477;Tychy;2477011;Tychy;;126871;71586;69296;56,4242;54,6193
24;śląskie;2401;będziński;2401073;gm.m-w. Siewierz;Katowicki;12387;6979;6765;56,3413;54,6137
4;kujawsko-pomorskie;403;bydgoski;403012;gm.w Białe Błota;Bydgoski;23206;13068;12671;56,313;54,6023
2;dolnośląskie;223;wrocławski;223012;gm.w Czernica;Wrocławski;17638;9905;9616;56,1572;54,5187
24;śląskie;2466;Gliwice;2466011;Gliwice;;177049;99210;96519;56,0353;54,5154
30;wielkopolskie;3003;gnieźnieński;3003011;Gniezno;;67570;38070;36836;56,3416;54,5153
14;mazowieckie;1434;wołomiński;1434031;Ząbki;;38546;21809;21003;56,5792;54,4881
24;śląskie;2413;tarnogórski;2413072;gm.w Świerklaniec;Katowicki;12505;6985;6809;55,8577;54,4502
14;mazowieckie;1405;grodziski;1405043;gm.m-w. Grodzisk Mazowiecki;;49948;28057;27185;56,1724;54,4266
4;kujawsko-pomorskie;412;rypiński;412011;Rypin;Włocławski;15999;8946;8700;55,916;54,3784
2;dolnośląskie;223;wrocławski;223043;gm.m-w. Kąty Wrocławskie;Wrocławski;26032;14700;14152;56,469;54,3639
26;świętokrzyskie;2602;jędrzejowski;2602023;gm.m-w. Jędrzejów;Kielecki;27715;15553;15065;56,1176;54,3568
12;małopolskie;1213;oświęcimski;1213072;gm.w Polanka Wielka;Bielski;4318;2415;2347;55,9287;54,3539
24;śląskie;2402;bielski;2402022;gm.w Bestwina;Katowicki;11950;6694;6492;56,0167;54,3264
12;małopolskie;1203;chrzanowski;1203033;gm.m-w. Chrzanów;;46321;25767;25160;55,627;54,3166
22;pomorskie;2203;człuchowski;2203011;Człuchów;Słupski;13479;7521;7313;55,7979;54,2548
12;małopolskie;1213;oświęcimski;1213062;gm.w Oświęcim;Bielski;18629;10513;10106;56,4335;54,2488
22;pomorskie;2211;pucki;2211052;gm.w Kosakowo;Gdański;16419;9237;8895;56,258;54,175
24;śląskie;2401;będziński;2401052;gm.w Mierzęcice;Katowicki;7623;4270;4127;56,0147;54,1388
30;wielkopolskie;3011;kościański;3011023;gm.m-w. Czempiń;Poznański;11531;6456;6241;55,9882;54,1237
8;lubuskie;811;żarski;811011;Łęknica;Zielonogórski;2396;1330;1296;55,5092;54,0902
24;śląskie;2461;Bielsko-Biała;2461011;Bielsko-Biała;;169756;94725;91808;55,8007;54,0823
24;śląskie;2474;Siemianowice Śląskie;2474011;Siemianowice Śląskie;;66270;36843;35829;55,5953;54,0652
4;kujawsko-pomorskie;407;inowrocławski;407063;gm.m-w. Kruszwica;Bydgoski;19012;10617;10276;55,8437;54,0501
4;kujawsko-pomorskie;402;brodnicki;402011;Brodnica;Toruński;28701;15956;15489;55,5939;53,9668
10;łódzkie;1014;sieradzki;1014011;Sieradz;;41390;22936;22333;55,4144;53,9575
26;świętokrzyskie;2661;Kielce;2661011;Kielce;;193415;107747;104345;55,7077;53,9488
10;łódzkie;1005;łowicki;1005092;gm.w Nieborów;Skierniewicki;9357;5247;5047;56,0757;53,9382
2;dolnośląskie;223;wrocławski;223092;gm.w Żórawina;Wrocławski;11406;6358;6146;55,7426;53,8839
30;wielkopolskie;3021;poznański;3021062;gm.w Kleszczewo;Poznański;9343;5364;5033;57,412;53,8692
12;małopolskie;1206;krakowski;1206113;gm.m-w. Skawina;;43751;24379;23568;55,7222;53,8685
22;pomorskie;2263;Słupsk;2263011;Słupsk;;89780;49777;48347;55,4433;53,8505
28;warmińsko-mazurskie;2801;bartoszycki;2801011;Bartoszyce;Olsztyński;22984;12766;12375;55,543;53,8418
14;mazowieckie;1418;piaseczyński;1418063;gm.m-w. Tarczyn;Warszawski;11594;6440;6242;55,546;53,8382
30;wielkopolskie;3016;obornicki;3016013;gm.m-w. Oborniki;;34185;19024;18402;55,6501;53,8306
28;warmińsko-mazurskie;2807;iławski;2807011;Iława;;33206;18356;17874;55,2792;53,8276
30;wielkopolskie;3005;grodziski;3005012;gm.w Granowo;Poznański;5087;2849;2738;56,0055;53,8235
2;dolnośląskie;208;kłodzki;208051;Polanica-Zdrój;Wałbrzyski;6228;3449;3352;55,3789;53,8215
10;łódzkie;1008;pabianicki;1008011;Konstantynów Łódzki;Łódzki;18335;10240;9868;55,8495;53,8206
12;małopolskie;1212;olkuski;1212053;gm.m-w. Olkusz;;48206;26788;25901;55,5698;53,7298
8;lubuskie;809;zielonogórski;809072;gm.w Świdnica;Zielonogórski;6685;3698;3589;55,3179;53,6874
12;małopolskie;1206;krakowski;1206032;gm.w Iwanowice;Krakowski;9215;5088;4947;55,2143;53,6842
2;dolnośląskie;214;oleśnicki;214011;Oleśnica;;36979;20441;19849;55,2773;53,6764
22;pomorskie;2209;malborski;2209011;Malbork;;38101;21216;20450;55,6836;53,6731
30;wielkopolskie;3030;wrzesiński;3030033;gm.m-w. Nekla;Poznański;7617;4263;4088;55,9669;53,6694
30;wielkopolskie;3062;Konin;3062011;Konin;;72539;40168;38914;55,3744;53,6456
24;śląskie;2413;tarnogórski;2413031;Radzionków;Katowicki;16903;9322;9064;55,15;53,6236
2;dolnośląskie;215;oławski;215011;Oława;;33087;18363;17734;55,4991;53,5981
24;śląskie;2413;tarnogórski;2413041;Tarnowskie Góry;;61756;33984;33096;55,0295;53,5916
12;małopolskie;1212;olkuski;1212042;gm.w Klucze;Katowicki;14909;8242;7974;55,282;53,4845
32;zachodniopomorskie;3263;Świnoujście;3263011;Świnoujście;;40948;22799;21895;55,6779;53,4703
24;śląskie;2413;tarnogórski;2413062;gm.w Ożarowice;Katowicki;5806;3215;3104;55,3738;53,4619
8;lubuskie;807;sulęciński;807043;gm.m-w. Sulęcin;Gorzowski;15633;8582;8353;54,8967;53,4318
32;zachodniopomorskie;3207;kamieński;3207043;gm.m-w. Międzyzdroje;Szczeciński;6398;3564;3414;55,7049;53,3604
12;małopolskie;1213;oświęcimski;1213033;gm.m-w. Chełmek;Bielski;12837;7032;6849;54,7792;53,3536
22;pomorskie;2204;gdański;2204042;gm.w Pruszcz Gdański;;32184;17745;17166;55,1361;53,3371
24;śląskie;2416;zawierciański;2416021;Zawiercie;;48703;26845;25976;55,1198;53,3355
30;wielkopolskie;3019;pilski;3019011;Piła;;72527;40217;38682;55,4511;53,3346
30;wielkopolskie;3028;wągrowiecki;3028011;Wągrowiec;Pilski;25607;14205;13655;55,4731;53,3253
22;pomorskie;2215;wejherowski;2215021;Rumia;;49536;27451;26387;55,4163;53,2683
24;śląskie;2464;Częstochowa;2464011;Częstochowa;;217530;119682;115867;55,0186;53,2648
14;mazowieckie;1402;ciechanowski;1402011;Ciechanów;;43883;24458;23374;55,7346;53,2644
10;łódzkie;1008;pabianicki;1008052;gm.w Ksawerów;Łódzki;7661;4242;4079;55,3714;53,2437
14;mazowieckie;1419;płocki;1419122;gm.w Słupno;Płocki;8129;4458;4327;54,8407;53,2292
24;śląskie;2472;Ruda Śląska;2472011;Ruda Śląska;;136423;74880;72595;54,8881;53,2132
24;śląskie;2405;gliwicki;2405011;Knurów;;37801;20666;20110;54,6705;53,1997
24;śląskie;2471;Piekary Śląskie;2471011;Piekary Śląskie;;54702;30038;29097;54,9121;53,1918
10;łódzkie;1008;pabianicki;1008021;Pabianice;;63945;35181;34012;55,0176;53,1895
2;dolnośląskie;220;trzebnicki;220013;gm.m-w. Oborniki Śląskie;Wrocławski;20287;11159;10788;55,0057;53,1769
4;kujawsko-pomorskie;401;aleksandrowski;401062;gm.w Koneck;Włocławski;3103;1700;1650;54,7857;53,1743
24;śląskie;2404;częstochowski;2404042;gm.w Kamienica Polska;Częstochowski;5514;3004;2932;54,4795;53,1737
32;zachodniopomorskie;3213;sławieński;3213011;Darłowo;Koszaliński;13574;7475;7217;55,0685;53,1678
30;wielkopolskie;3022;rawicki;3022053;gm.m-w. Rawicz;;30299;16606;16104;54,8071;53,1503
30;wielkopolskie;3027;turecki;3027011;Turek;Koniński;26441;14593;14050;55,1908;53,1372
8;lubuskie;805;słubicki;805053;gm.m-w. Słubice;Gorzowski;20145;11073;10700;54,9665;53,1149
26;świętokrzyskie;2609;sandomierski;2609011;Sandomierz;Tarnobrzeski;22997;12539;12207;54,5245;53,0808
30;wielkopolskie;3004;gostyński;3004063;gm.m-w. Pogorzela;Leszczyński;4907;2695;2604;54,9215;53,067
24;śląskie;2404;częstochowski;2404162;gm.w Starcza;Częstochowski;2853;1540;1514;53,9783;53,0669
4;kujawsko-pomorskie;404;chełmiński;404011;Chełmno;Toruński;19205;10515;10178;54,7514;52,9966
14;mazowieckie;1408;legionowski;1408052;gm.w Wieliszew;Warszawski;16053;8806;8507;54,8558;52,9932
30;wielkopolskie;3030;wrzesiński;3030053;gm.m-w. Września;;47425;26040;25129;54,9077;52,9868
4;kujawsko-pomorskie;404;chełmiński;404032;gm.w Kijewo Królewskie;Toruński;4521;2443;2395;54,0367;52,975
14;mazowieckie;1417;otwocki;1417072;gm.w Sobienie-Jeziory;Siedlecki;6356;3476;3366;54,6885;52,9578
32;zachodniopomorskie;3202;choszczeński;3202012;gm.w Bierzwnik;Gorzowski;4666;2554;2471;54,7364;52,9576
22;pomorskie;2214;tczewski;2214011;Tczew;;59430;32493;31454;54,6744;52,9261
14;mazowieckie;1428;sochaczewski;1428082;gm.w Teresin;Skierniewicki;11542;6355;6108;55,0598;52,9198
30;wielkopolskie;3063;Leszno;3063011;Leszno;;62854;34278;33257;54,5359;52,9115
28;warmińsko-mazurskie;2809;lidzbarski;2809011;Lidzbark Warmiński;Olsztyński;15489;8487;8194;54,7937;52,9021
14;mazowieckie;1428;sochaczewski;1428011;Sochaczew;;35891;19732;18978;54,9776;52,8768
32;zachodniopomorskie;3261;Koszalin;3261011;Koszalin;;106235;57861;56134;54,4651;52,8395
24;śląskie;2402;bielski;2402072;gm.w Kozy;Bielski;13091;7102;6917;54,251;52,8378
12;małopolskie;1208;miechowski;1208072;gm.w Słaboszów;Kielecki;3487;1898;1842;54,4307;52,8248
30;wielkopolskie;3023;słupecki;3023042;gm.w Ostrowite;Koniński;5054;2750;2669;54,4123;52,8097
2;dolnośląskie;219;świdnicki;219011;Świdnica;;56222;30663;29685;54,5391;52,7996
2;dolnośląskie;220;trzebnicki;220042;gm.w Wisznia Mała;Wrocławski;10624;5783;5608;54,4334;52,7861
24;śląskie;2414;bieruńsko-lędziński;2414021;Imielin;Katowicki;9269;5051;4892;54,4935;52,7781
2;dolnośląskie;261;Jelenia Góra;261011;Jelenia Góra;;78335;42780;41329;54,6116;52,7593
32;zachodniopomorskie;3209;koszaliński;3209053;gm.m-w. Mielno;Koszaliński;4881;2667;2575;54,6404;52,7556
8;lubuskie;810;żagański;810021;Żagań;Zielonogórski;25265;13707;13327;54,2529;52,7489
12;małopolskie;1206;krakowski;1206052;gm.w Kocmyrzów-Luborzyca;Krakowski;16020;8811;8450;55;52,7466
14;mazowieckie;1406;grójecki;1406053;gm.m-w. Grójec;Radomski;25882;14241;13648;55,0228;52,7316
32;zachodniopomorskie;3202;choszczeński;3202023;gm.m-w. Choszczno;Gorzowski;21529;11690;11351;54,2989;52,7242
6;lubelskie;611;łukowski;611021;Stoczek Łukowski;Siedlecki;2480;1350;1307;54,4355;52,7016
6;lubelskie;614;puławski;614011;Puławy;;46965;25594;24749;54,4959;52,6967
30;wielkopolskie;3030;wrzesiński;3030023;gm.m-w. Miłosław;Poznański;10144;5496;5342;54,1798;52,6617
10;łódzkie;1017;wieluński;1017093;gm.m-w. Wieluń;;31137;16944;16394;54,4176;52,6512
8;lubuskie;803;międzyrzecki;803023;gm.m-w. Międzyrzecz;Gorzowski;24657;13484;12964;54,6863;52,5774
12;małopolskie;1213;oświęcimski;1213093;gm.m-w. Zator;Bielski;9231;5041;4853;54,6095;52,5729
24;śląskie;2402;bielski;2402043;gm.m-w. Czechowice-Dziedzice;;45490;24777;23915;54,4669;52,572
24;śląskie;2403;cieszyński;2403011;Cieszyn;;33981;18383;17860;54,0979;52,5588
30;wielkopolskie;3019;pilski;3019073;gm.m-w. Ujście;Pilski;7946;4336;4175;54,5683;52,5422
24;śląskie;2402;bielski;2402062;gm.w Jaworze;Bielski;7443;4021;3910;54,0239;52,5326
26;świętokrzyskie;2602;jędrzejowski;2602063;gm.m-w. Sędziszów;Kielecki;12352;6699;6488;54,2341;52,5259
12;małopolskie;1208;miechowski;1208053;gm.m-w. Miechów;Kielecki;19494;10651;10238;54,6373;52,5187
12;małopolskie;1219;wielicki;1219053;gm.m-w. Wieliczka;;61233;33243;32149;54,2894;52,5027
24;śląskie;2401;będziński;2401081;Sławków;Katowicki;6935;3795;3641;54,7224;52,5018
4;kujawsko-pomorskie;417;wąbrzeski;417011;Wąbrzeźno;Toruński;13400;7276;7033;54,2985;52,4851
30;wielkopolskie;3015;nowotomyski;3015043;gm.m-w. Nowy Tomyśl;Poznański;27194;14943;14265;54,9496;52,4564
14;mazowieckie;1417;otwocki;1417082;gm.w Wiązowna;Warszawski;13330;7229;6988;54,2311;52,4231
8;lubuskie;861;Gorzów Wielkopolski;861011;Gorzów Wielkopolski;;122589;67079;64231;54,7186;52,3954
4;kujawsko-pomorskie;401;aleksandrowski;401092;gm.w Zakrzewo;Włocławski;3480;1857;1823;53,3621;52,3851
