wojewodztwo_teryt;wojewodztwo_nazwa;powiat_teryt;powiat_nazwa;gmina_teryt;gmina_nazwa;kategoria;liczba_ludnosci;w1_zaszczepieni_pacjenci;w3_zaszczepieni_pelna_dawka;%_zaszczepionych;%_zaszczepionych_pe�n�_dawk�
14;mazowieckie;1405;grodziski;1405021;Podkowa Leśna;Warszawski;3801;2688;2592;70,7182;68,1926
30;wielkopolskie;3024;szamotulski;3024083;gm.m-w. Wronki;Pilski;19081;13308;12781;69,7448;66,9829
14;mazowieckie;1465;Warszawa;1465011;M. St. Warszawa;;1794166;1230682;1193607;68,5935;66,5271
32;zachodniopomorskie;3208;kołobrzeski;3208072;gm.w Ustronie Morskie;Koszaliński;3617;2470;2396;68,2886;66,2427
14;mazowieckie;1421;pruszkowski;1421062;gm.w Raszyn;Warszawski;21971;15021;14504;68,3674;66,0143
30;wielkopolskie;3064;Poznań;3064011;Poznań;;532048;361212;350341;67,8909;65,8476
2;dolnośląskie;264;Wrocław;264011;Wrocław;;641928;424670;412409;66,1554;64,2454
14;mazowieckie;1421;pruszkowski;1421042;gm.w Michałowice;Warszawski;18361;12117;11770;65,9931;64,1033
14;mazowieckie;1418;piaseczyński;1418023;gm.m-w. Konstancin-Jeziorna;Warszawski;24621;16144;15620;65,57;63,4418
12;małopolskie;1261;Kraków;1261011;Kraków;;779966;506183;492607;64,8981;63,1575
14;mazowieckie;1418;piaseczyński;1418043;gm.m-w. Piaseczno;;86217;55912;54212;64,8503;62,8786
30;wielkopolskie;3021;poznański;3021021;Puszczykowo;Poznański;9575;6141;5983;64,1358;62,4856
22;pomorskie;2261;Gdańsk;2261011;Gdańsk;;470805;303054;293912;64,3693;62,4275
30;wielkopolskie;3011;kościański;3011011;Kościan;Leszczyński;23716;15142;14782;63,8472;62,3292
14;mazowieckie;1418;piaseczyński;1418032;gm.w Lesznowola;Warszawski;29767;19236;18553;64,6219;62,3274
30;wielkopolskie;3021;poznański;3021152;gm.w Suchy Las;Poznański;18512;11853;11483;64,0287;62,03
4;kujawsko-pomorskie;411;radziejowski;411011;Radziejów;Włocławski;5499;3505;3407;63,7389;61,9567
14;mazowieckie;1432;warszawski zachodni;1432053;gm.m-w. Łomianki;Warszawski;27705;17646;17089;63,6925;61,682
14;mazowieckie;1421;pruszkowski;1421011;Piastów;Warszawski;22559;14331;13861;63,5268;61,4433
30;wielkopolskie;3021;poznański;3021011;Luboń;;32015;20294;19658;63,389;61,4025
22;pomorskie;2210;nowodworski;2210011;Krynica Morska;Elbląski;1290;804;790;62,3256;61,2403
30;wielkopolskie;3021;poznański;3021172;gm.w Tarnowo Podgórne;Poznański;28908;18139;17521;62,7473;60,6095
14;mazowieckie;1421;pruszkowski;1421021;Pruszków;;62623;39225;37835;62,6367;60,4171
14;mazowieckie;1432;warszawski zachodni;1432013;gm.m-w. Błonie;Warszawski;21610;13458;13032;62,2767;60,3054
30;wielkopolskie;3002;czarnkowsko-trzcianecki;3002011;Czarnków;Pilski;10464;6524;6298;62,3471;60,1873
30;wielkopolskie;3024;szamotulski;3024011;Obrzycko;Poznański;2385;1491;1435;62,5157;60,1677
30;wielkopolskie;3021;poznański;3021143;gm.m-w. Stęszew;Poznański;15125;9374;9072;61,9769;59,9802
22;pomorskie;2262;Gdynia;2262011;Gdynia;;244969;152007;146913;62,0515;59,9721
14;mazowieckie;1432;warszawski zachodni;1432022;gm.w Izabelin;Warszawski;10560;6555;6331;62,0739;59,9527
22;pomorskie;2264;Sopot;2264011;Sopot;;35286;21811;21131;61,8121;59,8849
30;wielkopolskie;3021;poznański;3021163;gm.m-w. Swarzędz;;52206;32272;31254;61,8166;59,8667
14;mazowieckie;1421;pruszkowski;1421033;gm.m-w. Brwinów;Warszawski;26812;16593;15998;61,8865;59,6673
14;mazowieckie;1408;legionowski;1408011;Legionowo;;53529;32976;31922;61,604;59,635
30;wielkopolskie;3021;poznański;3021042;gm.w Czerwonak;Poznański;27780;17021;16542;61,2707;59,5464
2;dolnośląskie;223;wrocławski;223052;gm.w Kobierzyce;Wrocławski;22154;13612;13149;61,4426;59,3527
12;małopolskie;1206;krakowski;1206172;gm.w Zielonki;Krakowski;23690;14457;14055;61,0257;59,3288
32;zachodniopomorskie;3205;gryficki;3205072;gm.w Rewal;Szczeciński;3852;2352;2282;61,0592;59,242
24;śląskie;2401;będziński;2401042;gm.w Bobrowniki;Katowicki;12122;7382;7177;60,8975;59,2064
14;mazowieckie;1421;pruszkowski;1421052;gm.w Nadarzyn;Warszawski;14353;8803;8468;61,3321;58,9981
30;wielkopolskie;3021;poznański;3021132;gm.w Rokietnica;Poznański;19326;11801;11399;61,0628;58,9827
24;śląskie;2469;Katowice;2469011;Katowice;;290553;176007;170996;60,5766;58,8519
4;kujawsko-pomorskie;403;bydgoski;403062;gm.w Osielsko;Bydgoski;15347;9201;9017;59,9531;58,7542
30;wielkopolskie;3021;poznański;3021052;gm.w Dopiewo;Poznański;29328;17719;17230;60,4167;58,7493
12;małopolskie;1206;krakowski;1206082;gm.w Michałowice;Krakowski;10909;6616;6405;60,6472;58,713
10;łódzkie;1061;Łódź;1061011;Łódź;;672185;405127;392426;60,2702;58,3807
30;wielkopolskie;3024;szamotulski;3024073;gm.m-w. Szamotuły;;30188;18159;17615;60,153;58,351
14;mazowieckie;1408;legionowski;1408022;gm.w Jabłonna;Warszawski;20096;12031;11677;59,8676;58,1061
30;wielkopolskie;3021;poznański;3021123;gm.m-w. Pobiedziska;Poznański;19943;12025;11585;60,2968;58,0906
14;mazowieckie;1432;warszawski zachodni;1432072;gm.w Stare Babice;Warszawski;19605;11800;11387;60,1887;58,0821
4;kujawsko-pomorskie;401;aleksandrowski;401021;Ciechocinek;Włocławski;10534;6253;6117;59,3602;58,0691
32;zachodniopomorskie;3207;kamieński;3207013;gm.m-w. Dziwnów;Szczeciński;3939;2340;2282;59,4059;57,9335
10;łódzkie;1002;kutnowski;1002011;Kutno;;43332;25892;25092;59,7526;57,9064
12;małopolskie;1206;krakowski;1206152;gm.w Wielka Wieś;Krakowski;13162;7832;7614;59,5046;57,8484
14;mazowieckie;1405;grodziski;1405011;Milanówek;Warszawski;16478;9850;9525;59,7767;57,8043
14;mazowieckie;1432;warszawski zachodni;1432063;gm.m-w. Ożarów Mazowiecki;Warszawski;26151;15692;15114;60,0054;57,7951
14;mazowieckie;1408;legionowski;1408032;gm.w Nieporęt;Warszawski;14841;8909;8576;60,0296;57,7859
