wojewodztwo_teryt;wojewodztwo_nazwa;powiat_teryt;powiat_nazwa;gmina_teryt;gmina_nazwa;kategoria;liczba_ludnosci;w1_zaszczepieni_pacjenci;w3_zaszczepieni_pelna_dawka;%_zaszczepionych;%_zaszczepionych_pe�n�_dawk�
14;mazowieckie;1405;grodziski;1405021;Podkowa Leśna;Warszawski;3801;2669;2563;70,2184;67,4296
14;mazowieckie;1465;Warszawa;1465011;M. St. Warszawa;;1794166;1221096;1181899;68,0593;65,8746
30;wielkopolskie;3064;Poznań;3064011;Poznań;;532048;358181;346641;67,3212;65,1522
14;mazowieckie;1421;pruszkowski;1421062;gm.w Raszyn;Warszawski;21971;14890;14290;67,7712;65,0403
30;wielkopolskie;3024;szamotulski;3024083;gm.m-w. Wronki;Pilski;19081;13045;12365;68,3664;64,8027
32;zachodniopomorskie;3208;kołobrzeski;3208072;gm.w Ustronie Morskie;Koszaliński;3617;2435;2343;67,321;64,7774
2;dolnośląskie;264;Wrocław;264011;Wrocław;;641928;421374;408321;65,6419;63,6085
14;mazowieckie;1421;pruszkowski;1421042;gm.w Michałowice;Warszawski;18361;12033;11648;65,5356;63,4388
14;mazowieckie;1418;piaseczyński;1418023;gm.m-w. Konstancin-Jeziorna;Warszawski;24621;16045;15437;65,1679;62,6985
12;małopolskie;1261;Kraków;1261011;Kraków;;779966;502680;487789;64,449;62,5398
14;mazowieckie;1418;piaseczyński;1418043;gm.m-w. Piaseczno;;86217;55459;53636;64,3249;62,2105
30;wielkopolskie;3021;poznański;3021021;Puszczykowo;Poznański;9575;6105;5933;63,7598;61,9634
22;pomorskie;2261;Gdańsk;2261011;Gdańsk;;470805;300736;291003;63,877;61,8097
4;kujawsko-pomorskie;411;radziejowski;411011;Radziejów;Włocławski;5499;3484;3390;63,357;61,6476
14;mazowieckie;1418;piaseczyński;1418032;gm.w Lesznowola;Warszawski;29767;19089;18338;64,1281;61,6051
30;wielkopolskie;3011;kościański;3011011;Kościan;Leszczyński;23716;15014;14584;63,3075;61,4943
30;wielkopolskie;3021;poznański;3021152;gm.w Suchy Las;Poznański;18512;11771;11374;63,5858;61,4412
14;mazowieckie;1432;warszawski zachodni;1432053;gm.m-w. Łomianki;Warszawski;27705;17465;16906;63,0392;61,0215
30;wielkopolskie;3021;poznański;3021011;Luboń;;32015;20155;19461;62,9549;60,7871
14;mazowieckie;1421;pruszkowski;1421011;Piastów;Warszawski;22559;14182;13712;62,8663;60,7828
22;pomorskie;2210;nowodworski;2210011;Krynica Morska;Elbląski;1290;798;779;61,8605;60,3876
30;wielkopolskie;3021;poznański;3021172;gm.w Tarnowo Podgórne;Poznański;28908;18003;17351;62,2769;60,0214
14;mazowieckie;1421;pruszkowski;1421021;Pruszków;;62623;38860;37433;62,0539;59,7752
30;wielkopolskie;3002;czarnkowsko-trzcianecki;3002011;Czarnków;Pilski;10464;6479;6237;61,917;59,6044
14;mazowieckie;1432;warszawski zachodni;1432013;gm.m-w. Błonie;Warszawski;21610;13331;12873;61,689;59,5696
30;wielkopolskie;3024;szamotulski;3024011;Obrzycko;Poznański;2385;1471;1419;61,6771;59,4969
22;pomorskie;2262;Gdynia;2262011;Gdynia;;244969;150754;145340;61,54;59,33
22;pomorskie;2264;Sopot;2264011;Sopot;;35286;21633;20918;61,3076;59,2813
30;wielkopolskie;3021;poznański;3021163;gm.m-w. Swarzędz;;52206;32014;30909;61,3225;59,2058
14;mazowieckie;1432;warszawski zachodni;1432022;gm.w Izabelin;Warszawski;10560;6491;6251;61,4678;59,1951
14;mazowieckie;1408;legionowski;1408011;Legionowo;;53529;32672;31606;61,0361;59,0446
14;mazowieckie;1421;pruszkowski;1421033;gm.m-w. Brwinów;Warszawski;26812;16458;15819;61,383;58,9997
30;wielkopolskie;3021;poznański;3021143;gm.m-w. Stęszew;Poznański;15125;9287;8919;61,4017;58,9686
12;małopolskie;1206;krakowski;1206172;gm.w Zielonki;Krakowski;23690;14351;13923;60,5783;58,7716
30;wielkopolskie;3021;poznański;3021042;gm.w Czerwonak;Poznański;27780;16865;16324;60,7091;58,7617
2;dolnośląskie;223;wrocławski;223052;gm.w Kobierzyce;Wrocławski;22154;13480;12980;60,8468;58,5899
32;zachodniopomorskie;3205;gryficki;3205072;gm.w Rewal;Szczeciński;3852;2318;2251;60,1765;58,4372
4;kujawsko-pomorskie;403;bydgoski;403062;gm.w Osielsko;Bydgoski;15347;9154;8959;59,6468;58,3762
24;śląskie;2401;będziński;2401042;gm.w Bobrowniki;Katowicki;12122;7320;7074;60,3861;58,3567
24;śląskie;2469;Katowice;2469011;Katowice;;290553;174641;169359;60,1064;58,2885
30;wielkopolskie;3021;poznański;3021132;gm.w Rokietnica;Poznański;19326;11715;11257;60,6178;58,248
14;mazowieckie;1421;pruszkowski;1421052;gm.w Nadarzyn;Warszawski;14353;8703;8350;60,6354;58,176
30;wielkopolskie;3021;poznański;3021052;gm.w Dopiewo;Poznański;29328;17565;17050;59,8916;58,1356
12;małopolskie;1206;krakowski;1206082;gm.w Michałowice;Krakowski;10909;6557;6318;60,1063;57,9155
10;łódzkie;1061;Łódź;1061011;Łódź;;672185;401868;388391;59,7853;57,7804
4;kujawsko-pomorskie;401;aleksandrowski;401021;Ciechocinek;Włocławski;10534;6215;6071;58,9994;57,6324
30;wielkopolskie;3024;szamotulski;3024073;gm.m-w. Szamotuły;;30188;17955;17377;59,4773;57,5626
14;mazowieckie;1432;warszawski zachodni;1432072;gm.w Stare Babice;Warszawski;19605;11704;11282;59,6991;57,5465
14;mazowieckie;1408;legionowski;1408022;gm.w Jabłonna;Warszawski;20096;11906;11540;59,2456;57,4244
10;łódzkie;1002;kutnowski;1002011;Kutno;;43332;25663;24798;59,2241;57,2279
14;mazowieckie;1405;grodziski;1405011;Milanówek;Warszawski;16478;9782;9427;59,364;57,2096
14;mazowieckie;1412;miński;1412151;Sulejówek;Warszawski;19951;11778;11407;59,0346;57,1751
14;mazowieckie;1417;otwocki;1417011;Józefów;Warszawski;20741;12313;11858;59,3655;57,1718
24;śląskie;2401;będziński;2401062;gm.w Psary;Katowicki;12268;7262;7013;59,1947;57,165
12;małopolskie;1206;krakowski;1206152;gm.w Wielka Wieś;Krakowski;13162;7781;7523;59,1172;57,157
14;mazowieckie;1408;legionowski;1408032;gm.w Nieporęt;Warszawski;14841;8835;8477;59,531;57,1188
30;wielkopolskie;3021;poznański;3021123;gm.m-w. Pobiedziska;Poznański;19943;11899;11386;59,665;57,0927
30;wielkopolskie;3021;poznański;3021072;gm.w Komorniki;;31474;18606;17968;59,1155;57,0884
32;zachodniopomorskie;3207;kamieński;3207013;gm.m-w. Dziwnów;Szczeciński;3939;2319;2247;58,8728;57,0449
12;małopolskie;1213;oświęcimski;1213082;gm.w Przeciszów;Bielski;6739;3970;3844;58,9108;57,0411
14;mazowieckie;1432;warszawski zachodni;1432063;gm.m-w. Ożarów Mazowiecki;Warszawski;26151;15526;14908;59,3706;57,0074
24;śląskie;2401;będziński;2401031;Wojkowice;Katowicki;8877;5221;5059;58,8149;56,99
30;wielkopolskie;3001;chodzieski;3001011;Chodzież;Pilski;18229;10760;10382;59,0268;56,9532
14;mazowieckie;1434;wołomiński;1434041;Zielonka;Warszawski;17486;10288;9935;58,8356;56,8169
14;mazowieckie;1414;nowodworski;1414011;Nowy Dwór Mazowiecki;Warszawski;28691;16919;16273;58,9697;56,7181
14;mazowieckie;1417;otwocki;1417043;gm.m-w. Karczew;Warszawski;15930;9445;9018;59,2906;56,6102
22;pomorskie;2204;gdański;2204011;Pruszcz Gdański;;31578;18490;17871;58,5534;56,5932
