wojewodztwo_teryt;wojewodztwo_nazwa;powiat_teryt;powiat_nazwa;gmina_teryt;gmina_nazwa;kategoria;liczba_ludnosci;w1_zaszczepieni_pacjenci;w3_zaszczepieni_pelna_dawka;%_zaszczepionych;%_zaszczepionych_pe�n�_dawk�
14;mazowieckie;1405;grodziski;1405021;Podkowa Leśna;Warszawski;3801;2666;2548;70,1394;67,035
14;mazowieckie;1465;Warszawa;1465011;M. St. Warszawa;;1794166;1216775;1176009;67,8184;65,5463
30;wielkopolskie;3064;Poznań;3064011;Poznań;;532048;356958;344972;67,0913;64,8385
30;wielkopolskie;3024;szamotulski;3024083;gm.m-w. Wronki;Pilski;19081;13020;12314;68,2354;64,5354
14;mazowieckie;1421;pruszkowski;1421062;gm.w Raszyn;Warszawski;21971;14810;14157;67,407;64,4349
32;zachodniopomorskie;3208;kołobrzeski;3208072;gm.w Ustronie Morskie;Koszaliński;3617;2422;2317;66,9616;64,0586
2;dolnośląskie;264;Wrocław;264011;Wrocław;;641928;419781;406201;65,3938;63,2783
14;mazowieckie;1421;pruszkowski;1421042;gm.w Michałowice;Warszawski;18361;12000;11585;65,3559;63,0957
14;mazowieckie;1418;piaseczyński;1418023;gm.m-w. Konstancin-Jeziorna;Warszawski;24621;16005;15330;65,0055;62,2639
12;małopolskie;1261;Kraków;1261011;Kraków;;779966;500968;485270;64,2295;62,2168
14;mazowieckie;1418;piaseczyński;1418043;gm.m-w. Piaseczno;;86217;55216;53291;64,0431;61,8103
30;wielkopolskie;3021;poznański;3021021;Puszczykowo;Poznański;9575;6076;5906;63,4569;61,6815
22;pomorskie;2261;Gdańsk;2261011;Gdańsk;;470805;299667;289578;63,6499;61,507
4;kujawsko-pomorskie;411;radziejowski;411011;Radziejów;Włocławski;5499;3479;3364;63,266;61,1748
14;mazowieckie;1418;piaseczyński;1418032;gm.w Lesznowola;Warszawski;29767;18997;18207;63,819;61,165
