teryt,powiat_miasto,zarazenia,zgony,data
1661,Opole,0.0,0.0,2021-08-29
1801,bieszczadzki,0.0,0.0,2021-08-29
1802,brzozowski,0.0,0.0,2021-08-29
1803,dbicki,2.0,0.0,2021-08-29
1804,jarosawski,1.0,0.0,2021-08-29
1805,jasielski,0.0,0.0,2021-08-29
1806,kolbuszowski,1.0,0.0,2021-08-29
1807,kronieski,1.0,0.0,2021-08-29
1808,leajski,0.0,0.0,2021-08-29
1809,lubaczowski,0.0,0.0,2021-08-29
1810,acucki,2.0,0.0,2021-08-29
1811,mielecki,0.0,0.0,2021-08-29
1812,niaski,0.0,0.0,2021-08-29
1813,przemyski,0.0,0.0,2021-08-29
1814,przeworski,3.0,0.0,2021-08-29
1815,ropczycko-sdziszowski,0.0,0.0,2021-08-29
1816,rzeszowski,0.0,0.0,2021-08-29
1817,sanocki,0.0,0.0,2021-08-29
1818,stalowowolski,0.0,0.0,2021-08-29
1819,strzyowski,0.0,0.0,2021-08-29
1820,tarnobrzeski,2.0,0.0,2021-08-29
1821,leski,0.0,0.0,2021-08-29
1861,Krosno,1.0,0.0,2021-08-29
1862,Przemyl,0.0,0.0,2021-08-29
1863,Rzeszw,1.0,0.0,2021-08-29
1864,Tarnobrzeg,0.0,0.0,2021-08-29
2001,augustowski,0.0,0.0,2021-08-29
2002,biaostocki,2.0,0.0,2021-08-29
2003,bielski,1.0,0.0,2021-08-29
2004,grajewski,0.0,0.0,2021-08-29
2005,hajnowski,0.0,0.0,2021-08-29
2006,kolneski,0.0,0.0,2021-08-29
2007,omyski,1.0,0.0,2021-08-29
2008,moniecki,0.0,0.0,2021-08-29
2009,sejneski,1.0,0.0,2021-08-29
2010,siemiatycki,0.0,0.0,2021-08-29
2011,soklski,0.0,0.0,2021-08-29
2012,suwalski,0.0,0.0,2021-08-29
2013,wysokomazowiecki,0.0,0.0,2021-08-29
2014,zambrowski,0.0,0.0,2021-08-29
2061,Biaystok,2.0,0.0,2021-08-29
2062,oma,0.0,0.0,2021-08-29
2063,Suwaki,0.0,0.0,2021-08-29
2201,bytowski,0.0,0.0,2021-08-29
2202,chojnicki,0.0,0.0,2021-08-29
2203,czuchowski,0.0,0.0,2021-08-29
2204,gdaski,1.0,0.0,2021-08-29
2205,kartuski,0.0,0.0,2021-08-29
2206,kocierski,0.0,0.0,2021-08-29
2207,kwidzyski,0.0,0.0,2021-08-29
2208,lborski,0.0,0.0,2021-08-29
2209,malborski,0.0,0.0,2021-08-29
2210,nowodworski,0.0,0.0,2021-08-29
2211,pucki,0.0,0.0,2021-08-29
2212,supski,0.0,0.0,2021-08-29
2213,starogardzki,0.0,0.0,2021-08-29
2214,tczewski,0.0,0.0,2021-08-29
2215,wejherowski,0.0,0.0,2021-08-29
2216,sztumski,0.0,0.0,2021-08-29
2261,Gdask,8.0,0.0,2021-08-29
2262,Gdynia,4.0,0.0,2021-08-29
2263,Supsk,0.0,0.0,2021-08-29
2264,Sopot,3.0,0.0,2021-08-29
2401,bdziski,0.0,0.0,2021-08-29
2402,bielski,0.0,0.0,2021-08-29
2403,cieszyski,1.0,0.0,2021-08-29
2404,czstochowski,1.0,0.0,2021-08-29
2405,gliwicki,0.0,0.0,2021-08-29
2406,kobucki,0.0,0.0,2021-08-29
2407,lubliniecki,0.0,0.0,2021-08-29
2408,mikoowski,0.0,0.0,2021-08-29
2409,myszkowski,0.0,0.0,2021-08-29
2410,pszczyski,0.0,0.0,2021-08-29
2411,raciborski,0.0,0.0,2021-08-29
2412,rybnicki,0.0,0.0,2021-08-29
2413,tarnogrski,0.0,0.0,2021-08-29
2414,bierusko-ldziski,0.0,0.0,2021-08-29
2415,wodzisawski,1.0,0.0,2021-08-29
2416,zawierciaski,0.0,0.0,2021-08-29
2417,ywiecki,0.0,0.0,2021-08-29
2461,Bielsko-Biaa,1.0,0.0,2021-08-29
2462,Bytom,0.0,0.0,2021-08-29
2463,Chorzw,0.0,0.0,2021-08-29
2464,Czstochowa,2.0,0.0,2021-08-29
2465,Dbrowa Grnicza,0.0,0.0,2021-08-29
2466,Gliwice,1.0,0.0,2021-08-29
2467,Jastrzbie-Zdrj,0.0,0.0,2021-08-29
2468,Jaworzno,1.0,0.0,2021-08-29
2469,Katowice,0.0,0.0,2021-08-29
2470,Mysowice,0.0,0.0,2021-08-29
2471,Piekary lskie,0.0,0.0,2021-08-29
2472,Ruda lska,0.0,0.0,2021-08-29
2473,Rybnik,1.0,0.0,2021-08-29
2474,Siemianowice lskie,1.0,0.0,2021-08-29
2475,Sosnowiec,1.0,0.0,2021-08-29
2476,witochowice,0.0,0.0,2021-08-29
2477,Tychy,0.0,0.0,2021-08-29
2478,Zabrze,0.0,0.0,2021-08-29
2479,ory,0.0,0.0,2021-08-29
2601,buski,0.0,0.0,2021-08-29
2602,jdrzejowski,0.0,0.0,2021-08-29
2603,kazimierski,0.0,0.0,2021-08-29
2604,kielecki,0.0,0.0,2021-08-29
2605,konecki,0.0,0.0,2021-08-29
2606,opatowski,0.0,0.0,2021-08-29
2607,ostrowiecki,2.0,0.0,2021-08-29
2608,piczowski,0.0,0.0,2021-08-29
2609,sandomierski,0.0,0.0,2021-08-29
2610,skaryski,0.0,0.0,2021-08-29
2611,starachowicki,0.0,0.0,2021-08-29
2612,staszowski,1.0,0.0,2021-08-29
2613,woszczowski,0.0,0.0,2021-08-29
2661,Kielce,1.0,0.0,2021-08-29
2801,bartoszycki,0.0,0.0,2021-08-29
2802,braniewski,0.0,0.0,2021-08-29
2803,dziadowski,0.0,0.0,2021-08-29
2804,elblski,0.0,0.0,2021-08-29
2805,ecki,0.0,0.0,2021-08-29
2806,giycki,0.0,0.0,2021-08-29
2807,iawski,0.0,0.0,2021-08-29
2808,ktrzyski,0.0,0.0,2021-08-29
2809,lidzbarski,0.0,0.0,2021-08-29
2810,mrgowski,0.0,0.0,2021-08-29
2811,nidzicki,0.0,0.0,2021-08-29
2812,nowomiejski,0.0,0.0,2021-08-29
2813,olecki,0.0,0.0,2021-08-29
2814,olsztyski,0.0,0.0,2021-08-29
2815,ostrdzki,0.0,0.0,2021-08-29
2816,piski,0.0,0.0,2021-08-29
2817,szczycieski,0.0,0.0,2021-08-29
2818,godapski,0.0,0.0,2021-08-29
2819,wgorzewski,0.0,0.0,2021-08-29
2861,Elblg,0.0,0.0,2021-08-29
2862,Olsztyn,0.0,0.0,2021-08-29
3001,chodzieski,0.0,0.0,2021-08-29
3002,czarnkowsko-trzcianecki,0.0,0.0,2021-08-29
3003,gnienieski,1.0,0.0,2021-08-29
3004,gostyski,0.0,0.0,2021-08-29
3005,grodziski,0.0,0.0,2021-08-29
3006,jarociski,0.0,0.0,2021-08-29
3007,kaliski,0.0,0.0,2021-08-29
3008,kpiski,0.0,0.0,2021-08-29
3009,kolski,0.0,0.0,2021-08-29
3010,koniski,0.0,0.0,2021-08-29
3011,kociaski,0.0,0.0,2021-08-29
3012,krotoszyski,0.0,0.0,2021-08-29
3013,leszczyski,0.0,0.0,2021-08-29
3014,midzychodzki,0.0,0.0,2021-08-29
3015,nowotomyski,0.0,0.0,2021-08-29
3016,obornicki,0.0,0.0,2021-08-29
3017,ostrowski,0.0,0.0,2021-08-29
3018,ostrzeszowski,0.0,0.0,2021-08-29
3019,pilski,0.0,0.0,2021-08-29
3020,pleszewski,0.0,0.0,2021-08-29
3021,poznaski,0.0,0.0,2021-08-29
3022,rawicki,0.0,0.0,2021-08-29
3023,supecki,0.0,0.0,2021-08-29
3024,szamotulski,0.0,0.0,2021-08-29
3025,redzki,0.0,0.0,2021-08-29
3026,remski,0.0,0.0,2021-08-29
3027,turecki,0.0,0.0,2021-08-29
3028,wgrowiecki,0.0,0.0,2021-08-29
3029,wolsztyski,2.0,0.0,2021-08-29
3030,wrzesiski,0.0,0.0,2021-08-29
3031,zotowski,0.0,0.0,2021-08-29
3061,Kalisz,0.0,0.0,2021-08-29
3062,Konin,0.0,0.0,2021-08-29
3063,Leszno,0.0,0.0,2021-08-29
3064,Pozna,1.0,0.0,2021-08-29
3201,biaogardzki,1.0,0.0,2021-08-29
3202,choszczeski,0.0,0.0,2021-08-29
3203,drawski,5.0,0.0,2021-08-29
3204,goleniowski,3.0,0.0,2021-08-29
3205,gryficki,0.0,0.0,2021-08-29
3206,gryfiski,1.0,0.0,2021-08-29
3207,kamieski,0.0,0.0,2021-08-29
3208,koobrzeski,0.0,0.0,2021-08-29
3209,koszaliski,1.0,0.0,2021-08-29
3210,myliborski,0.0,0.0,2021-08-29
3211,policki,0.0,0.0,2021-08-29
3212,pyrzycki,0.0,0.0,2021-08-29
3213,sawieski,0.0,0.0,2021-08-29
3214,stargardzki,0.0,0.0,2021-08-29
3215,szczecinecki,0.0,0.0,2021-08-29
3216,widwiski,0.0,0.0,2021-08-29
3217,waecki,0.0,0.0,2021-08-29
3218,obeski,1.0,0.0,2021-08-29
3261,Koszalin,1.0,0.0,2021-08-29
3262,Szczecin,6.0,0.0,2021-08-29
3263,winoujcie,0.0,0.0,2021-08-29
0000,Cay kraj,285.0,5.0,2021-08-30
0201,bolesawiecki,0.0,0.0,2021-08-30
0202,dzieroniowski,0.0,0.0,2021-08-30
0203,gogowski,0.0,0.0,2021-08-30
0204,growski,0.0,0.0,2021-08-30
0205,jaworski,0.0,0.0,2021-08-30
0206,jeleniogrski,0.0,0.0,2021-08-30
0207,kamiennogrski,0.0,0.0,2021-08-30
0208,kodzki,1.0,0.0,2021-08-30
0209,legnicki,0.0,0.0,2021-08-30
0210,lubaski,0.0,0.0,2021-08-30
0211,lubiski,0.0,0.0,2021-08-30
0212,lwwecki,0.0,0.0,2021-08-30
0213,milicki,1.0,0.0,2021-08-30
0214,olenicki,0.0,0.0,2021-08-30
0215,oawski,0.0,0.0,2021-08-30
0216,polkowicki,0.0,0.0,2021-08-30
0217,strzeliski,0.0,0.0,2021-08-30
0218,redzki,0.0,0.0,2021-08-30
0219,widnicki,1.0,0.0,2021-08-30
0220,trzebnicki,2.0,0.0,2021-08-30
0221,wabrzyski,0.0,0.0,2021-08-30
0222,woowski,0.0,0.0,2021-08-30
0223,wrocawski,2.0,0.0,2021-08-30
0224,zbkowicki,1.0,0.0,2021-08-30
0225,zgorzelecki,0.0,0.0,2021-08-30
0226,zotoryjski,0.0,0.0,2021-08-30
0261,Jelenia Gra,0.0,0.0,2021-08-30
0262,Legnica,1.0,0.0,2021-08-30
0264,Wrocaw,0.0,0.0,2021-08-30
0265,Wabrzych,0.0,0.0,2021-08-30
0401,aleksandrowski,0.0,0.0,2021-08-30
0402,brodnicki,0.0,0.0,2021-08-30
0403,bydgoski,0.0,0.0,2021-08-30
0404,chemiski,1.0,0.0,2021-08-30
0405,golubsko-dobrzyski,0.0,0.0,2021-08-30
0406,grudzidzki,0.0,0.0,2021-08-30
0407,inowrocawski,0.0,0.0,2021-08-30
0408,lipnowski,0.0,0.0,2021-08-30
0409,mogileski,0.0,0.0,2021-08-30
0410,nakielski,0.0,0.0,2021-08-30
0411,radziejowski,0.0,0.0,2021-08-30
0412,rypiski,1.0,0.0,2021-08-30
0413,spoleski,0.0,0.0,2021-08-30
0414,wiecki,1.0,0.0,2021-08-30
0415,toruski,1.0,0.0,2021-08-30
0416,tucholski,0.0,0.0,2021-08-30
0417,wbrzeski,0.0,0.0,2021-08-30
0418,wocawski,0.0,0.0,2021-08-30
0419,niski,0.0,0.0,2021-08-30
0461,Bydgoszcz,0.0,0.0,2021-08-30
0462,Grudzidz,0.0,0.0,2021-08-30
0463,Toru,2.0,0.0,2021-08-30
0464,Wocawek,0.0,0.0,2021-08-30
0601,bialski,2.0,0.0,2021-08-30
0602,bigorajski,0.0,1.0,2021-08-30
0603,chemski,0.0,0.0,2021-08-30
0604,hrubieszowski,0.0,0.0,2021-08-30
0605,janowski,1.0,0.0,2021-08-30
0606,krasnostawski,4.0,0.0,2021-08-30
0607,kranicki,1.0,1.0,2021-08-30
0608,lubartowski,0.0,0.0,2021-08-30
0609,lubelski,1.0,0.0,2021-08-30
0610,czyski,0.0,0.0,2021-08-30
0611,ukowski,1.0,0.0,2021-08-30
0612,opolski,0.0,0.0,2021-08-30
0613,parczewski,0.0,0.0,2021-08-30
0614,puawski,0.0,0.0,2021-08-30
0615,radzyski,1.0,0.0,2021-08-30
0616,rycki,0.0,0.0,2021-08-30
0617,widnicki,3.0,0.0,2021-08-30
0618,tomaszowski,1.0,0.0,2021-08-30
0619,wodawski,0.0,0.0,2021-08-30
0620,zamojski,1.0,0.0,2021-08-30
0661,Biaa Podlaska,1.0,0.0,2021-08-30
0662,Chem,1.0,0.0,2021-08-30
0663,Lublin,10.0,0.0,2021-08-30
0664,Zamo,0.0,0.0,2021-08-30
0801,gorzowski,0.0,0.0,2021-08-30
0802,kronieski,1.0,0.0,2021-08-30
0803,midzyrzecki,0.0,0.0,2021-08-30
0804,nowosolski,0.0,0.0,2021-08-30
0805,subicki,0.0,0.0,2021-08-30
0806,strzelecko-drezdenecki,0.0,0.0,2021-08-30
0807,sulciski,0.0,0.0,2021-08-30
0808,wiebodziski,0.0,0.0,2021-08-30
0809,zielonogrski,0.0,0.0,2021-08-30
0810,agaski,0.0,0.0,2021-08-30
0811,arski,1.0,0.0,2021-08-30
0812,wschowski,0.0,0.0,2021-08-30
0861,Gorzw Wielkopolski,0.0,0.0,2021-08-30
0862,Zielona Gra,0.0,0.0,2021-08-30
1001,bechatowski,0.0,0.0,2021-08-30
1002,kutnowski,0.0,0.0,2021-08-30
1003,aski,0.0,0.0,2021-08-30
1004,czycki,0.0,0.0,2021-08-30
1005,owicki,0.0,0.0,2021-08-30
1006,dzki wschodni,4.0,0.0,2021-08-30
1007,opoczyski,0.0,0.0,2021-08-30
1008,pabianicki,1.0,0.0,2021-08-30
1009,pajczaski,0.0,0.0,2021-08-30
1010,piotrkowski,0.0,0.0,2021-08-30
1011,poddbicki,0.0,0.0,2021-08-30
1012,radomszczaski,4.0,0.0,2021-08-30
1013,rawski,0.0,0.0,2021-08-30
1014,sieradzki,0.0,0.0,2021-08-30
1015,skierniewicki,0.0,0.0,2021-08-30
1016,tomaszowski,0.0,0.0,2021-08-30
1017,wieluski,0.0,0.0,2021-08-30
1018,wieruszowski,0.0,0.0,2021-08-30
1019,zduskowolski,1.0,0.0,2021-08-30
1020,zgierski,3.0,0.0,2021-08-30
1021,brzeziski,0.0,0.0,2021-08-30
1061,d,12.0,1.0,2021-08-30
1062,Piotrkw Trybunalski,1.0,0.0,2021-08-30
1063,Skierniewice,2.0,0.0,2021-08-30
1201,bocheski,2.0,0.0,2021-08-30
1202,brzeski,0.0,0.0,2021-08-30
1203,chrzanowski,0.0,0.0,2021-08-30
1204,dbrowski,0.0,0.0,2021-08-30
1205,gorlicki,0.0,0.0,2021-08-30
1206,krakowski,8.0,0.0,2021-08-30
1207,limanowski,1.0,0.0,2021-08-30
1208,miechowski,0.0,0.0,2021-08-30
1209,mylenicki,0.0,0.0,2021-08-30
1210,nowosdecki,1.0,0.0,2021-08-30
1211,nowotarski,3.0,0.0,2021-08-30
1212,olkuski,0.0,0.0,2021-08-30
1213,owicimski,0.0,0.0,2021-08-30
1214,proszowicki,0.0,0.0,2021-08-30
1215,suski,0.0,0.0,2021-08-30
1216,tarnowski,0.0,0.0,2021-08-30
1217,tatrzaski,1.0,0.0,2021-08-30
1218,wadowicki,0.0,0.0,2021-08-30
1219,wielicki,2.0,0.0,2021-08-30
1261,Krakw,17.0,0.0,2021-08-30
1262,Nowy Scz,0.0,0.0,2021-08-30
1263,Tarnw,2.0,0.0,2021-08-30
1401,biaobrzeski,1.0,0.0,2021-08-30
1402,ciechanowski,1.0,0.0,2021-08-30
1403,garwoliski,0.0,0.0,2021-08-30
1404,gostyniski,0.0,0.0,2021-08-30
1405,grodziski,1.0,0.0,2021-08-30
1406,grjecki,1.0,0.0,2021-08-30
1407,kozienicki,0.0,0.0,2021-08-30
1408,legionowski,0.0,0.0,2021-08-30
1409,lipski,0.0,0.0,2021-08-30
1410,osicki,0.0,0.0,2021-08-30
1411,makowski,0.0,0.0,2021-08-30
1412,miski,1.0,0.0,2021-08-30
1413,mawski,0.0,0.0,2021-08-30
1414,nowodworski,0.0,0.0,2021-08-30
1415,ostrocki,1.0,0.0,2021-08-30
1416,ostrowski,0.0,0.0,2021-08-30
1417,otwocki,2.0,0.0,2021-08-30
1418,piaseczyski,3.0,0.0,2021-08-30
1419,pocki,4.0,0.0,2021-08-30
1420,poski,0.0,0.0,2021-08-30
1421,pruszkowski,0.0,0.0,2021-08-30
1422,przasnyski,0.0,0.0,2021-08-30
1423,przysuski,0.0,0.0,2021-08-30
1424,putuski,1.0,0.0,2021-08-30
1425,radomski,2.0,0.0,2021-08-30
1426,siedlecki,1.0,0.0,2021-08-30
1427,sierpecki,0.0,0.0,2021-08-30
1428,sochaczewski,1.0,0.0,2021-08-30
1429,sokoowski,0.0,0.0,2021-08-30
1430,szydowiecki,0.0,0.0,2021-08-30
1432,warszawski zachodni,3.0,0.0,2021-08-30
1433,wgrowski,1.0,0.0,2021-08-30
1434,woomiski,3.0,0.0,2021-08-30
1435,wyszkowski,0.0,0.0,2021-08-30
1436,zwoleski,0.0,0.0,2021-08-30
1437,uromiski,0.0,0.0,2021-08-30
1438,yrardowski,0.0,0.0,2021-08-30
1461,Ostroka,0.0,0.0,2021-08-30
1462,Pock,0.0,0.0,2021-08-30
1463,Radom,0.0,0.0,2021-08-30
1464,Siedlce,0.0,0.0,2021-08-30
1465,Warszawa,18.0,0.0,2021-08-30
1601,brzeski,0.0,0.0,2021-08-30
1602,gubczycki,1.0,0.0,2021-08-30
1603,kdzierzysko-kozielski,0.0,0.0,2021-08-30
1604,kluczborski,0.0,0.0,2021-08-30
1605,krapkowicki,0.0,0.0,2021-08-30
1606,namysowski,1.0,0.0,2021-08-30
1607,nyski,0.0,0.0,2021-08-30
1608,oleski,0.0,0.0,2021-08-30
1609,opolski,1.0,0.0,2021-08-30
1610,prudnicki,0.0,0.0,2021-08-30
1611,strzelecki,1.0,0.0,2021-08-30
1661,Opole,1.0,0.0,2021-08-30
1801,bieszczadzki,0.0,0.0,2021-08-30
1802,brzozowski,0.0,0.0,2021-08-30
1803,dbicki,0.0,0.0,2021-08-30
1804,jarosawski,0.0,0.0,2021-08-30
1805,jasielski,0.0,0.0,2021-08-30
1806,kolbuszowski,0.0,0.0,2021-08-30
1807,kronieski,0.0,0.0,2021-08-30
1808,leajski,0.0,0.0,2021-08-30
1809,lubaczowski,0.0,0.0,2021-08-30
1810,acucki,1.0,0.0,2021-08-30
1811,mielecki,1.0,0.0,2021-08-30
1812,niaski,0.0,0.0,2021-08-30
1813,przemyski,2.0,0.0,2021-08-30
1814,przeworski,1.0,0.0,2021-08-30
1815,ropczycko-sdziszowski,0.0,0.0,2021-08-30
1816,rzeszowski,2.0,0.0,2021-08-30
1817,sanocki,0.0,0.0,2021-08-30
1818,stalowowolski,0.0,0.0,2021-08-30
1819,strzyowski,0.0,0.0,2021-08-30
1820,tarnobrzeski,1.0,0.0,2021-08-30
1821,leski,1.0,0.0,2021-08-30
1861,Krosno,0.0,0.0,2021-08-30
1862,Przemyl,2.0,0.0,2021-08-30
1863,Rzeszw,5.0,0.0,2021-08-30
1864,Tarnobrzeg,0.0,0.0,2021-08-30
2001,augustowski,2.0,0.0,2021-08-30
2002,biaostocki,3.0,0.0,2021-08-30
2003,bielski,0.0,0.0,2021-08-30
2004,grajewski,1.0,0.0,2021-08-30
2005,hajnowski,0.0,0.0,2021-08-30
2006,kolneski,0.0,0.0,2021-08-30
2007,omyski,0.0,0.0,2021-08-30
2008,moniecki,0.0,0.0,2021-08-30
2009,sejneski,1.0,0.0,2021-08-30
2010,siemiatycki,2.0,0.0,2021-08-30
2011,soklski,2.0,0.0,2021-08-30
2012,suwalski,0.0,0.0,2021-08-30
2013,wysokomazowiecki,0.0,0.0,2021-08-30
2014,zambrowski,0.0,0.0,2021-08-30
2061,Biaystok,4.0,0.0,2021-08-30
2062,oma,0.0,0.0,2021-08-30
2063,Suwaki,1.0,0.0,2021-08-30
2201,bytowski,0.0,0.0,2021-08-30
2202,chojnicki,0.0,0.0,2021-08-30
2203,czuchowski,0.0,0.0,2021-08-30
2204,gdaski,2.0,0.0,2021-08-30
2205,kartuski,0.0,0.0,2021-08-30
2206,kocierski,0.0,0.0,2021-08-30
2207,kwidzyski,1.0,0.0,2021-08-30
2208,lborski,0.0,0.0,2021-08-30
2209,malborski,0.0,0.0,2021-08-30
2210,nowodworski,1.0,0.0,2021-08-30
2211,pucki,0.0,0.0,2021-08-30
2212,supski,2.0,0.0,2021-08-30
2213,starogardzki,0.0,0.0,2021-08-30
2214,tczewski,1.0,0.0,2021-08-30
2215,wejherowski,0.0,0.0,2021-08-30
2216,sztumski,0.0,0.0,2021-08-30
2261,Gdask,7.0,0.0,2021-08-30
2262,Gdynia,1.0,0.0,2021-08-30
2263,Supsk,0.0,0.0,2021-08-30
2264,Sopot,0.0,0.0,2021-08-30
2401,bdziski,0.0,0.0,2021-08-30
2402,bielski,0.0,0.0,2021-08-30
2403,cieszyski,1.0,0.0,2021-08-30
2404,czstochowski,0.0,0.0,2021-08-30
2405,gliwicki,1.0,0.0,2021-08-30
2406,kobucki,0.0,0.0,2021-08-30
2407,lubliniecki,0.0,0.0,2021-08-30
2408,mikoowski,0.0,0.0,2021-08-30
2409,myszkowski,0.0,0.0,2021-08-30
2410,pszczyski,0.0,0.0,2021-08-30
2411,raciborski,0.0,0.0,2021-08-30
2412,rybnicki,0.0,0.0,2021-08-30
2413,tarnogrski,0.0,1.0,2021-08-30
2414,bierusko-ldziski,1.0,0.0,2021-08-30
2415,wodzisawski,1.0,0.0,2021-08-30
2416,zawierciaski,1.0,0.0,2021-08-30
2417,ywiecki,1.0,0.0,2021-08-30
2461,Bielsko-Biaa,2.0,0.0,2021-08-30
2462,Bytom,0.0,0.0,2021-08-30
2463,Chorzw,1.0,0.0,2021-08-30
2464,Czstochowa,2.0,0.0,2021-08-30
2465,Dbrowa Grnicza,0.0,0.0,2021-08-30
2466,Gliwice,1.0,0.0,2021-08-30
2467,Jastrzbie-Zdrj,0.0,0.0,2021-08-30
2468,Jaworzno,0.0,0.0,2021-08-30
2469,Katowice,2.0,0.0,2021-08-30
2470,Mysowice,0.0,0.0,2021-08-30
2471,Piekary lskie,0.0,0.0,2021-08-30
2472,Ruda lska,0.0,0.0,2021-08-30
2473,Rybnik,1.0,0.0,2021-08-30
2474,Siemianowice lskie,0.0,0.0,2021-08-30
2475,Sosnowiec,3.0,0.0,2021-08-30
2476,witochowice,0.0,0.0,2021-08-30
2477,Tychy,0.0,0.0,2021-08-30
2478,Zabrze,1.0,0.0,2021-08-30
2479,ory,0.0,0.0,2021-08-30
2601,buski,0.0,0.0,2021-08-30
2602,jdrzejowski,1.0,0.0,2021-08-30
2603,kazimierski,0.0,0.0,2021-08-30
2604,kielecki,1.0,0.0,2021-08-30
2605,konecki,1.0,0.0,2021-08-30
2606,opatowski,1.0,0.0,2021-08-30
2607,ostrowiecki,1.0,0.0,2021-08-30
2608,piczowski,0.0,0.0,2021-08-30
2609,sandomierski,1.0,0.0,2021-08-30
2610,skaryski,1.0,0.0,2021-08-30
2611,starachowicki,0.0,0.0,2021-08-30
2612,staszowski,0.0,0.0,2021-08-30
2613,woszczowski,0.0,0.0,2021-08-30
2661,Kielce,2.0,0.0,2021-08-30
2801,bartoszycki,0.0,0.0,2021-08-30
2802,braniewski,0.0,0.0,2021-08-30
2803,dziadowski,0.0,0.0,2021-08-30
2804,elblski,1.0,0.0,2021-08-30
2805,ecki,1.0,0.0,2021-08-30
2806,giycki,0.0,0.0,2021-08-30
2807,iawski,2.0,0.0,2021-08-30
2808,ktrzyski,0.0,0.0,2021-08-30
2809,lidzbarski,1.0,0.0,2021-08-30
2810,mrgowski,0.0,0.0,2021-08-30
2811,nidzicki,0.0,0.0,2021-08-30
2812,nowomiejski,0.0,0.0,2021-08-30
2813,olecki,0.0,0.0,2021-08-30
2814,olsztyski,0.0,0.0,2021-08-30
2815,ostrdzki,2.0,0.0,2021-08-30
2816,piski,0.0,0.0,2021-08-30
2817,szczycieski,1.0,0.0,2021-08-30
2818,godapski,0.0,0.0,2021-08-30
2819,wgorzewski,0.0,0.0,2021-08-30
2861,Elblg,1.0,0.0,2021-08-30
2862,Olsztyn,0.0,0.0,2021-08-30
3001,chodzieski,0.0,0.0,2021-08-30
3002,czarnkowsko-trzcianecki,1.0,0.0,2021-08-30
3003,gnienieski,1.0,0.0,2021-08-30
3004,gostyski,1.0,0.0,2021-08-30
3005,grodziski,0.0,0.0,2021-08-30
3006,jarociski,0.0,0.0,2021-08-30
3007,kaliski,0.0,0.0,2021-08-30
3008,kpiski,1.0,0.0,2021-08-30
3009,kolski,0.0,0.0,2021-08-30
3010,koniski,2.0,0.0,2021-08-30
3011,kociaski,0.0,0.0,2021-08-30
3012,krotoszyski,0.0,0.0,2021-08-30
3013,leszczyski,0.0,0.0,2021-08-30
3014,midzychodzki,0.0,0.0,2021-08-30
3015,nowotomyski,1.0,0.0,2021-08-30
3016,obornicki,0.0,0.0,2021-08-30
3017,ostrowski,1.0,0.0,2021-08-30
3018,ostrzeszowski,0.0,0.0,2021-08-30
3019,pilski,0.0,0.0,2021-08-30
3020,pleszewski,0.0,0.0,2021-08-30
3021,poznaski,0.0,0.0,2021-08-30
3022,rawicki,0.0,0.0,2021-08-30
3023,supecki,0.0,0.0,2021-08-30
3024,szamotulski,1.0,0.0,2021-08-30
3025,redzki,2.0,0.0,2021-08-30
3026,remski,0.0,0.0,2021-08-30
3027,turecki,0.0,0.0,2021-08-30
3028,wgrowiecki,0.0,0.0,2021-08-30
3029,wolsztyski,1.0,0.0,2021-08-30
3030,wrzesiski,0.0,0.0,2021-08-30
3031,zotowski,0.0,0.0,2021-08-30
3061,Kalisz,0.0,0.0,2021-08-30
3062,Konin,1.0,0.0,2021-08-30
3063,Leszno,0.0,0.0,2021-08-30
3064,Pozna,5.0,1.0,2021-08-30
3201,biaogardzki,0.0,0.0,2021-08-30
3202,choszczeski,0.0,0.0,2021-08-30
3203,drawski,1.0,0.0,2021-08-30
3204,goleniowski,0.0,0.0,2021-08-30
3205,gryficki,0.0,0.0,2021-08-30
3206,gryfiski,3.0,0.0,2021-08-30
3207,kamieski,3.0,0.0,2021-08-30
3208,koobrzeski,0.0,0.0,2021-08-30
3209,koszaliski,1.0,0.0,2021-08-30
3210,myliborski,0.0,0.0,2021-08-30
3211,policki,1.0,0.0,2021-08-30
3212,pyrzycki,0.0,0.0,2021-08-30
3213,sawieski,0.0,0.0,2021-08-30
3214,stargardzki,0.0,0.0,2021-08-30
3215,szczecinecki,0.0,0.0,2021-08-30
3216,widwiski,0.0,0.0,2021-08-30
3217,waecki,0.0,0.0,2021-08-30
3218,obeski,0.0,0.0,2021-08-30
3261,Koszalin,0.0,0.0,2021-08-30
3262,Szczecin,11.0,0.0,2021-08-30
3263,winoujcie,0.0,0.0,2021-08-30
0000,Cay kraj,366.0,13.0,2021-08-31
0201,bolesawiecki,0.0,0.0,2021-08-31
0202,dzieroniowski,0.0,0.0,2021-08-31
0203,gogowski,0.0,0.0,2021-08-31
0204,growski,1.0,0.0,2021-08-31
0205,jaworski,0.0,0.0,2021-08-31
0206,jeleniogrski,0.0,0.0,2021-08-31
0207,kamiennogrski,0.0,0.0,2021-08-31
0208,kodzki,1.0,0.0,2021-08-31
0209,legnicki,0.0,0.0,2021-08-31
0210,lubaski,0.0,0.0,2021-08-31
0211,lubiski,0.0,0.0,2021-08-31
0212,lwwecki,0.0,0.0,2021-08-31
0213,milicki,0.0,0.0,2021-08-31
0214,olenicki,0.0,0.0,2021-08-31
