teryt,powiat_miasto,zarazenia,zgony,data
0000,Cały kraj,10141.0,540.0,2020-11-23
0201,bolesławiecki,62.0,2.0,2020-11-23
0202,dzierżoniowski,31.0,0.0,2020-11-23
0203,głogowski,19.0,1.0,2020-11-23
0204,górowski,3.0,0.0,2020-11-23
0205,jaworski,30.0,1.0,2020-11-23
0206,jeleniogórski,40.0,3.0,2020-11-23
0207,kamiennogórski,21.0,0.0,2020-11-23
0208,kłodzki,20.0,4.0,2020-11-23
0209,legnicki,28.0,2.0,2020-11-23
0210,lubański,18.0,4.0,2020-11-23
0211,lubiński,50.0,5.0,2020-11-23
0212,lwówecki,17.0,0.0,2020-11-23
0213,milicki,4.0,0.0,2020-11-23
0214,oleśnicki,29.0,1.0,2020-11-23
0215,oławski,19.0,1.0,2020-11-23
0216,polkowicki,8.0,0.0,2020-11-23
0217,strzeliński,21.0,0.0,2020-11-23
0218,średzki,25.0,1.0,2020-11-23
0219,świdnicki,50.0,0.0,2020-11-23
0220,trzebnicki,35.0,0.0,2020-11-23
0221,wałbrzyski,20.0,1.0,2020-11-23
0222,wołowski,5.0,1.0,2020-11-23
0223,wrocławski,48.0,0.0,2020-11-23
0224,ząbkowicki,11.0,2.0,2020-11-23
0225,zgorzelecki,42.0,0.0,2020-11-23
0226,złotoryjski,22.0,0.0,2020-11-23
0261,Jelenia Góra,58.0,4.0,2020-11-23
0262,Legnica,29.0,2.0,2020-11-23
0264,Wrocław,217.0,14.0,2020-11-23
0265,Wałbrzych,51.0,2.0,2020-11-23
0401,aleksandrowski,9.0,1.0,2020-11-23
0402,brodnicki,16.0,0.0,2020-11-23
0403,bydgoski,35.0,2.0,2020-11-23
0404,chełmiński,15.0,0.0,2020-11-23
0405,golubsko-dobrzyński,3.0,0.0,2020-11-23
0406,grudziądzki,11.0,0.0,2020-11-23
0407,inowrocławski,27.0,2.0,2020-11-23
0408,lipnowski,10.0,0.0,2020-11-23
0409,mogileński,2.0,0.0,2020-11-23
0410,nakielski,29.0,0.0,2020-11-23
0411,radziejowski,14.0,0.0,2020-11-23
0412,rypiński,6.0,0.0,2020-11-23
0413,sępoleński,13.0,0.0,2020-11-23
0414,świecki,17.0,0.0,2020-11-23
0415,toruński,16.0,1.0,2020-11-23
0416,tucholski,10.0,0.0,2020-11-23
0417,wąbrzeski,2.0,0.0,2020-11-23
0418,włocławski,14.0,0.0,2020-11-23
0419,żniński,14.0,0.0,2020-11-23
0461,Bydgoszcz,167.0,9.0,2020-11-23
0462,Grudziądz,32.0,0.0,2020-11-23
0463,Toruń,47.0,2.0,2020-11-23
0464,Włocławek,20.0,0.0,2020-11-23
0601,bialski,38.0,3.0,2020-11-23
0602,biłgorajski,17.0,0.0,2020-11-23
0603,chełmski,35.0,0.0,2020-11-23
0604,hrubieszowski,17.0,0.0,2020-11-23
0605,janowski,8.0,0.0,2020-11-23
0606,krasnostawski,5.0,0.0,2020-11-23
0607,kraśnicki,50.0,0.0,2020-11-23
0608,lubartowski,34.0,0.0,2020-11-23
0609,lubelski,65.0,0.0,2020-11-23
0610,łęczyński,24.0,1.0,2020-11-23
0611,łukowski,11.0,0.0,2020-11-23
0612,opolski,21.0,1.0,2020-11-23
0613,parczewski,8.0,0.0,2020-11-23
0614,puławski,28.0,0.0,2020-11-23
0615,radzyński,6.0,1.0,2020-11-23
0616,rycki,8.0,2.0,2020-11-23
0617,świdnicki,23.0,0.0,2020-11-23
0618,tomaszowski,5.0,0.0,2020-11-23
0619,włodawski,19.0,0.0,2020-11-23
0620,zamojski,29.0,0.0,2020-11-23
0661,Biała Podlaska,31.0,0.0,2020-11-23
0662,Chełm,14.0,0.0,2020-11-23
0663,Lublin,162.0,0.0,2020-11-23
0664,Zamość,13.0,0.0,2020-11-23
0801,gorzowski,7.0,0.0,2020-11-23
0802,krośnieński,18.0,0.0,2020-11-23
0803,międzyrzecki,17.0,0.0,2020-11-23
0804,nowosolski,27.0,1.0,2020-11-23
0805,słubicki,9.0,0.0,2020-11-23
0806,strzelecko-drezdenecki,13.0,3.0,2020-11-23
0807,sulęciński,6.0,0.0,2020-11-23
0808,świebodziński,9.0,2.0,2020-11-23
0809,zielonogórski,31.0,0.0,2020-11-23
0810,żagański,25.0,0.0,2020-11-23
0811,żarski,24.0,3.0,2020-11-23
0812,wschowski,8.0,0.0,2020-11-23
0861,Gorzów Wielkopolski,32.0,5.0,2020-11-23
0862,Zielona Góra,41.0,0.0,2020-11-23
1001,bełchatowski,16.0,0.0,2020-11-23
1002,kutnowski,16.0,2.0,2020-11-23
1003,łaski,5.0,0.0,2020-11-23
1004,łęczycki,31.0,1.0,2020-11-23
1005,łowicki,22.0,0.0,2020-11-23
1006,łódzki wschodni,11.0,0.0,2020-11-23
1007,opoczyński,16.0,0.0,2020-11-23
1008,pabianicki,26.0,0.0,2020-11-23
1009,pajęczański,2.0,0.0,2020-11-23
1010,piotrkowski,27.0,3.0,2020-11-23
1011,poddębicki,7.0,0.0,2020-11-23
1012,radomszczański,6.0,0.0,2020-11-23
1013,rawski,2.0,11.0,2020-11-23
1014,sieradzki,30.0,0.0,2020-11-23
1015,skierniewicki,2.0,0.0,2020-11-23
1016,tomaszowski,26.0,0.0,2020-11-23
1017,wieluński,7.0,14.0,2020-11-23
1018,wieruszowski,1.0,3.0,2020-11-23
1019,zduńskowolski,14.0,3.0,2020-11-23
1020,zgierski,29.0,2.0,2020-11-23
1021,brzeziński,6.0,0.0,2020-11-23
1061,Łódź,227.0,0.0,2020-11-23
1062,Piotrków Trybunalski,22.0,0.0,2020-11-23
1063,Skierniewice,10.0,0.0,2020-11-23
1201,bocheński,7.0,2.0,2020-11-23
1202,brzeski,9.0,5.0,2020-11-23
1203,chrzanowski,14.0,1.0,2020-11-23
1204,dąbrowski,10.0,8.0,2020-11-23
1205,gorlicki,21.0,0.0,2020-11-23
1206,krakowski,62.0,2.0,2020-11-23
1207,limanowski,12.0,5.0,2020-11-23
1208,miechowski,5.0,2.0,2020-11-23
1209,myślenicki,19.0,1.0,2020-11-23
1210,nowosądecki,9.0,11.0,2020-11-23
1211,nowotarski,5.0,6.0,2020-11-23
1212,olkuski,19.0,2.0,2020-11-23
1213,oświęcimski,28.0,5.0,2020-11-23
1214,proszowicki,3.0,0.0,2020-11-23
1215,suski,10.0,2.0,2020-11-23
1216,tarnowski,46.0,4.0,2020-11-23
1217,tatrzański,2.0,0.0,2020-11-23
1218,wadowicki,6.0,0.0,2020-11-23
1219,wielicki,22.0,0.0,2020-11-23
1261,Kraków,165.0,4.0,2020-11-23
1262,Nowy Sącz,4.0,2.0,2020-11-23
1263,Tarnów,11.0,2.0,2020-11-23
1401,białobrzeski,3.0,0.0,2020-11-23
1402,ciechanowski,19.0,1.0,2020-11-23
1403,garwoliński,17.0,0.0,2020-11-23
1404,gostyniński,6.0,1.0,2020-11-23
1405,grodziski,41.0,1.0,2020-11-23
1406,grójecki,15.0,1.0,2020-11-23
1407,kozienicki,13.0,1.0,2020-11-23
1408,legionowski,26.0,0.0,2020-11-23
1409,lipski,3.0,1.0,2020-11-23
1410,łosicki,7.0,0.0,2020-11-23
1411,makowski,3.0,0.0,2020-11-23
1412,miński,33.0,0.0,2020-11-23
1413,mławski,14.0,0.0,2020-11-23
1414,nowodworski,17.0,2.0,2020-11-23
1415,ostrołęcki,15.0,0.0,2020-11-23
1416,ostrowski,10.0,0.0,2020-11-23
1417,otwocki,66.0,0.0,2020-11-23
1418,piaseczyński,62.0,2.0,2020-11-23
1419,płocki,22.0,4.0,2020-11-23
1420,płoński,12.0,1.0,2020-11-23
1421,pruszkowski,48.0,9.0,2020-11-23
1422,przasnyski,5.0,2.0,2020-11-23
1423,przysuski,4.0,1.0,2020-11-23
1424,pułtuski,10.0,1.0,2020-11-23
1425,radomski,23.0,0.0,2020-11-23
1426,siedlecki,6.0,1.0,2020-11-23
1427,sierpecki,5.0,0.0,2020-11-23
1428,sochaczewski,8.0,0.0,2020-11-23
1429,sokołowski,12.0,0.0,2020-11-23
1430,szydłowiecki,5.0,1.0,2020-11-23
1432,warszawski zachodni,35.0,1.0,2020-11-23
1433,węgrowski,9.0,0.0,2020-11-23
1434,wołomiński,40.0,3.0,2020-11-23
1435,wyszkowski,5.0,0.0,2020-11-23
1436,zwoleński,4.0,0.0,2020-11-23
1437,żuromiński,5.0,1.0,2020-11-23
1438,żyrardowski,16.0,1.0,2020-11-23
1461,Ostrołęka,17.0,0.0,2020-11-23
1462,Płock,23.0,0.0,2020-11-23
1463,Radom,54.0,1.0,2020-11-23
1464,Siedlce,6.0,1.0,2020-11-23
1465,Warszawa,437.0,13.0,2020-11-23
1601,brzeski,31.0,1.0,2020-11-23
1602,głubczycki,51.0,1.0,2020-11-23
1603,kędzierzyńsko-kozielski,24.0,3.0,2020-11-23
1604,kluczborski,16.0,0.0,2020-11-23
1605,krapkowicki,26.0,3.0,2020-11-23
1606,namysłowski,19.0,0.0,2020-11-23
1607,nyski,84.0,0.0,2020-11-23
1608,oleski,22.0,2.0,2020-11-23
1609,opolski,73.0,5.0,2020-11-23
1610,prudnicki,21.0,3.0,2020-11-23
1611,strzelecki,27.0,1.0,2020-11-23
1661,Opole,120.0,5.0,2020-11-23
1801,bieszczadzki,2.0,0.0,2020-11-23
1802,brzozowski,11.0,0.0,2020-11-23
1803,dębicki,11.0,1.0,2020-11-23
1804,jarosławski,61.0,1.0,2020-11-23
1805,jasielski,33.0,0.0,2020-11-23
1806,kolbuszowski,20.0,0.0,2020-11-23
1807,krośnieński,36.0,0.0,2020-11-23
1808,leżajski,3.0,0.0,2020-11-23
1809,lubaczowski,4.0,2.0,2020-11-23
1810,łańcucki,28.0,0.0,2020-11-23
1811,mielecki,83.0,1.0,2020-11-23
1812,niżański,7.0,1.0,2020-11-23
1813,przemyski,15.0,2.0,2020-11-23
1814,przeworski,12.0,0.0,2020-11-23
1815,ropczycko-sędziszowski,0.0,0.0,2020-11-23
1816,rzeszowski,39.0,0.0,2020-11-23
1817,sanocki,7.0,2.0,2020-11-23
1818,stalowowolski,9.0,0.0,2020-11-23
1819,strzyżowski,6.0,0.0,2020-11-23
1820,tarnobrzeski,30.0,0.0,2020-11-23
1821,leski,1.0,1.0,2020-11-23
1861,Krosno,18.0,0.0,2020-11-23
1862,Przemyśl,7.0,0.0,2020-11-23
1863,Rzeszów,80.0,2.0,2020-11-23
1864,Tarnobrzeg,17.0,0.0,2020-11-23
2001,augustowski,11.0,0.0,2020-11-23
2002,białostocki,34.0,0.0,2020-11-23
2003,bielski,5.0,0.0,2020-11-23
2004,grajewski,3.0,0.0,2020-11-23
2005,hajnowski,21.0,1.0,2020-11-23
2006,kolneński,3.0,2.0,2020-11-23
2007,łomżyński,13.0,1.0,2020-11-23
2008,moniecki,34.0,13.0,2020-11-23
2009,sejneński,5.0,0.0,2020-11-23
2010,siemiatycki,19.0,0.0,2020-11-23
2011,sokólski,43.0,0.0,2020-11-23
2012,suwalski,8.0,0.0,2020-11-23
2013,wysokomazowiecki,1.0,2.0,2020-11-23
2014,zambrowski,6.0,0.0,2020-11-23
2061,Białystok,62.0,0.0,2020-11-23
2062,Łomża,21.0,0.0,2020-11-23
2063,Suwałki,20.0,0.0,2020-11-23
2201,bytowski,13.0,0.0,2020-11-23
2202,chojnicki,17.0,3.0,2020-11-23
2203,człuchowski,65.0,0.0,2020-11-23
2204,gdański,49.0,1.0,2020-11-23
2205,kartuski,44.0,4.0,2020-11-23
2206,kościerski,36.0,1.0,2020-11-23
2207,kwidzyński,8.0,2.0,2020-11-23
2208,lęborski,12.0,0.0,2020-11-23
2209,malborski,25.0,2.0,2020-11-23
2210,nowodworski,15.0,0.0,2020-11-23
2211,pucki,74.0,1.0,2020-11-23
2212,słupski,58.0,0.0,2020-11-23
2213,starogardzki,54.0,0.0,2020-11-23
2214,tczewski,40.0,1.0,2020-11-23
2215,wejherowski,73.0,2.0,2020-11-23
2216,sztumski,9.0,5.0,2020-11-23
2261,Gdańsk,234.0,9.0,2020-11-23
2262,Gdynia,105.0,4.0,2020-11-23
2263,Słupsk,47.0,0.0,2020-11-23
2264,Sopot,11.0,0.0,2020-11-23
2401,będziński,56.0,6.0,2020-11-23
2402,bielski,12.0,7.0,2020-11-23
2403,cieszyński,27.0,1.0,2020-11-23
2404,częstochowski,23.0,4.0,2020-11-23
2405,gliwicki,40.0,2.0,2020-11-23
2406,kłobucki,7.0,1.0,2020-11-23
2407,lubliniecki,25.0,3.0,2020-11-23
2408,mikołowski,28.0,3.0,2020-11-23
2409,myszkowski,9.0,3.0,2020-11-23
2410,pszczyński,20.0,3.0,2020-11-23
2411,raciborski,32.0,1.0,2020-11-23
2412,rybnicki,9.0,0.0,2020-11-23
2413,tarnogórski,45.0,0.0,2020-11-23
2414,bieruńsko-lędziński,17.0,3.0,2020-11-23
2415,wodzisławski,10.0,0.0,2020-11-23
2416,zawierciański,39.0,5.0,2020-11-23
2417,żywiecki,13.0,6.0,2020-11-23
2461,Bielsko-Biała,22.0,4.0,2020-11-23
2462,Bytom,11.0,3.0,2020-11-23
2463,Chorzów,32.0,4.0,2020-11-23
2464,Częstochowa,29.0,5.0,2020-11-23
2465,Dąbrowa Górnicza,36.0,2.0,2020-11-23
2466,Gliwice,35.0,0.0,2020-11-23
2467,Jastrzębie-Zdrój,15.0,2.0,2020-11-23
2468,Jaworzno,25.0,1.0,2020-11-23
2469,Katowice,72.0,2.0,2020-11-23
2470,Mysłowice,14.0,2.0,2020-11-23
2471,Piekary Śląskie,4.0,1.0,2020-11-23
2472,Ruda Śląska,20.0,0.0,2020-11-23
2473,Rybnik,40.0,0.0,2020-11-23
2474,Siemianowice Śląskie,7.0,1.0,2020-11-23
2475,Sosnowiec,37.0,0.0,2020-11-23
2476,Świętochłowice,6.0,0.0,2020-11-23
2477,Tychy,32.0,1.0,2020-11-23
2478,Zabrze,90.0,1.0,2020-11-23
2479,Żory,5.0,0.0,2020-11-23
2601,buski,17.0,0.0,2020-11-23
2602,jędrzejowski,19.0,3.0,2020-11-23
2603,kazimierski,6.0,0.0,2020-11-23
2604,kielecki,45.0,0.0,2020-11-23
2605,konecki,49.0,1.0,2020-11-23
2606,opatowski,9.0,3.0,2020-11-23
2607,ostrowiecki,28.0,1.0,2020-11-23
2608,pińczowski,9.0,0.0,2020-11-23
2609,sandomierski,9.0,0.0,2020-11-23
2610,skarżyski,33.0,0.0,2020-11-23
2611,starachowicki,46.0,7.0,2020-11-23
2612,staszowski,20.0,1.0,2020-11-23
2613,włoszczowski,9.0,0.0,2020-11-23
2661,Kielce,60.0,1.0,2020-11-23
2801,bartoszycki,30.0,1.0,2020-11-23
2802,braniewski,12.0,1.0,2020-11-23
2803,działdowski,45.0,0.0,2020-11-23
2804,elbląski,5.0,0.0,2020-11-23
2805,ełcki,42.0,2.0,2020-11-23
2806,giżycki,13.0,0.0,2020-11-23
2807,iławski,18.0,0.0,2020-11-23
2808,kętrzyński,7.0,4.0,2020-11-23
2809,lidzbarski,14.0,0.0,2020-11-23
2810,mrągowski,8.0,1.0,2020-11-23
2811,nidzicki,8.0,2.0,2020-11-23
2812,nowomiejski,2.0,0.0,2020-11-23
2813,olecki,5.0,2.0,2020-11-23
2814,olsztyński,52.0,0.0,2020-11-23
2815,ostródzki,14.0,3.0,2020-11-23
2816,piski,50.0,3.0,2020-11-23
2817,szczycieński,21.0,0.0,2020-11-23
2818,gołdapski,1.0,0.0,2020-11-23
2819,węgorzewski,4.0,3.0,2020-11-23
2861,Elbląg,37.0,2.0,2020-11-23
2862,Olsztyn,88.0,7.0,2020-11-23
3001,chodzieski,5.0,0.0,2020-11-23
3002,czarnkowsko-trzcianecki,22.0,3.0,2020-11-23
3003,gnieźnieński,36.0,1.0,2020-11-23
3004,gostyński,13.0,0.0,2020-11-23
3005,grodziski,5.0,0.0,2020-11-23
3006,jarociński,18.0,1.0,2020-11-23
3007,kaliski,2.0,1.0,2020-11-23
3008,kępiński,13.0,0.0,2020-11-23
3009,kolski,6.0,1.0,2020-11-23
3010,koniński,7.0,0.0,2020-11-23
3011,kościański,5.0,1.0,2020-11-23
3012,krotoszyński,4.0,1.0,2020-11-23
3013,leszczyński,2.0,0.0,2020-11-23
3014,międzychodzki,3.0,0.0,2020-11-23
3015,nowotomyski,13.0,0.0,2020-11-23
3016,obornicki,19.0,0.0,2020-11-23
3017,ostrowski,10.0,0.0,2020-11-23
3018,ostrzeszowski,15.0,0.0,2020-11-23
3019,pilski,15.0,0.0,2020-11-23
3020,pleszewski,2.0,0.0,2020-11-23
3021,poznański,136.0,21.0,2020-11-23
3022,rawicki,5.0,1.0,2020-11-23
3023,słupecki,24.0,1.0,2020-11-23
3024,szamotulski,17.0,0.0,2020-11-23
3025,średzki,28.0,0.0,2020-11-23
3026,śremski,8.0,1.0,2020-11-23
3027,turecki,9.0,0.0,2020-11-23
3028,wągrowiecki,6.0,1.0,2020-11-23
3029,wolsztyński,3.0,1.0,2020-11-23
3030,wrzesiński,21.0,3.0,2020-11-23
3031,złotowski,6.0,3.0,2020-11-23
3061,Kalisz,12.0,0.0,2020-11-23
3062,Konin,2.0,0.0,2020-11-23
3063,Leszno,9.0,0.0,2020-11-23
3064,Poznań,148.0,0.0,2020-11-23
3201,białogardzki,3.0,0.0,2020-11-23
3202,choszczeński,9.0,1.0,2020-11-23
3203,drawski,28.0,2.0,2020-11-23
3204,goleniowski,28.0,1.0,2020-11-23
3205,gryficki,10.0,0.0,2020-11-23
3206,gryfiński,31.0,2.0,2020-11-23
3207,kamieński,3.0,0.0,2020-11-23
3208,kołobrzeski,11.0,1.0,2020-11-23
3209,koszaliński,6.0,1.0,2020-11-23
3210,myśliborski,15.0,2.0,2020-11-23
3211,policki,17.0,1.0,2020-11-23
3212,pyrzycki,9.0,1.0,2020-11-23
3213,sławieński,9.0,2.0,2020-11-23
3214,stargardzki,59.0,2.0,2020-11-23
3215,szczecinecki,41.0,2.0,2020-11-23
3216,świdwiński,4.0,4.0,2020-11-23
3217,wałecki,21.0,0.0,2020-11-23
3218,łobeski,16.0,0.0,2020-11-23
3261,Koszalin,22.0,3.0,2020-11-23
3262,Szczecin,110.0,14.0,2020-11-23
3263,Świnoujście,8.0,0.0,2020-11-23
0000,Cały kraj,15360.0,674.0,2020-11-24
0201,bolesławiecki,70.0,2.0,2020-11-24
0202,dzierżoniowski,3.0,1.0,2020-11-24
0203,głogowski,21.0,1.0,2020-11-24
0204,górowski,9.0,0.0,2020-11-24
0205,jaworski,23.0,5.0,2020-11-24
0206,jeleniogórski,30.0,3.0,2020-11-24
0207,kamiennogórski,10.0,0.0,2020-11-24
0208,kłodzki,6.0,0.0,2020-11-24
0209,legnicki,23.0,1.0,2020-11-24
0210,lubański,10.0,1.0,2020-11-24
0211,lubiński,50.0,0.0,2020-11-24
0212,lwówecki,23.0,0.0,2020-11-24
0213,milicki,4.0,0.0,2020-11-24
0214,oleśnicki,17.0,2.0,2020-11-24
0215,oławski,11.0,1.0,2020-11-24
0216,polkowicki,22.0,1.0,2020-11-24
0217,strzeliński,11.0,0.0,2020-11-24
0218,średzki,27.0,4.0,2020-11-24
0219,świdnicki,20.0,3.0,2020-11-24
0220,trzebnicki,24.0,2.0,2020-11-24
0221,wałbrzyski,8.0,0.0,2020-11-24
0222,wołowski,8.0,0.0,2020-11-24
0223,wrocławski,36.0,0.0,2020-11-24
0224,ząbkowicki,6.0,0.0,2020-11-24
0225,zgorzelecki,34.0,3.0,2020-11-24
0226,złotoryjski,10.0,0.0,2020-11-24
0261,Jelenia Góra,53.0,1.0,2020-11-24
0262,Legnica,37.0,3.0,2020-11-24
0264,Wrocław,197.0,0.0,2020-11-24
0265,Wałbrzych,17.0,3.0,2020-11-24
0401,aleksandrowski,43.0,0.0,2020-11-24
0402,brodnicki,58.0,4.0,2020-11-24
0403,bydgoski,73.0,0.0,2020-11-24
0404,chełmiński,53.0,3.0,2020-11-24
0405,golubsko-dobrzyński,5.0,1.0,2020-11-24
0406,grudziądzki,38.0,1.0,2020-11-24
0407,inowrocławski,84.0,0.0,2020-11-24
0408,lipnowski,39.0,0.0,2020-11-24
0409,mogileński,16.0,0.0,2020-11-24
0410,nakielski,55.0,0.0,2020-11-24
0411,radziejowski,18.0,1.0,2020-11-24
0412,rypiński,16.0,0.0,2020-11-24
0413,sępoleński,26.0,0.0,2020-11-24
0414,świecki,79.0,0.0,2020-11-24
0415,toruński,65.0,1.0,2020-11-24
0416,tucholski,34.0,0.0,2020-11-24
0417,wąbrzeski,27.0,0.0,2020-11-24
0418,włocławski,61.0,0.0,2020-11-24
0419,żniński,21.0,0.0,2020-11-24
0461,Bydgoszcz,208.0,16.0,2020-11-24
0462,Grudziądz,81.0,1.0,2020-11-24
0463,Toruń,153.0,5.0,2020-11-24
0464,Włocławek,74.0,2.0,2020-11-24
0601,bialski,69.0,5.0,2020-11-24
0602,biłgorajski,45.0,3.0,2020-11-24
0603,chełmski,39.0,4.0,2020-11-24
0604,hrubieszowski,32.0,10.0,2020-11-24
0605,janowski,19.0,1.0,2020-11-24
0606,krasnostawski,29.0,1.0,2020-11-24
0607,kraśnicki,27.0,1.0,2020-11-24
0608,lubartowski,18.0,6.0,2020-11-24
0609,lubelski,59.0,0.0,2020-11-24
0610,łęczyński,23.0,0.0,2020-11-24
0611,łukowski,15.0,4.0,2020-11-24
0612,opolski,4.0,0.0,2020-11-24
0613,parczewski,4.0,0.0,2020-11-24
0614,puławski,16.0,3.0,2020-11-24
0615,radzyński,4.0,0.0,2020-11-24
0616,rycki,19.0,1.0,2020-11-24
0617,świdnicki,96.0,1.0,2020-11-24
0618,tomaszowski,40.0,4.0,2020-11-24
0619,włodawski,2.0,0.0,2020-11-24
0620,zamojski,35.0,1.0,2020-11-24
0661,Biała Podlaska,69.0,4.0,2020-11-24
0662,Chełm,52.0,2.0,2020-11-24
0663,Lublin,190.0,0.0,2020-11-24
0664,Zamość,33.0,1.0,2020-11-24
0801,gorzowski,38.0,0.0,2020-11-24
0802,krośnieński,23.0,2.0,2020-11-24
0803,międzyrzecki,22.0,0.0,2020-11-24
0804,nowosolski,20.0,2.0,2020-11-24
0805,słubicki,40.0,0.0,2020-11-24
0806,strzelecko-drezdenecki,9.0,1.0,2020-11-24
0807,sulęciński,23.0,0.0,2020-11-24
0808,świebodziński,54.0,0.0,2020-11-24
0809,zielonogórski,40.0,0.0,2020-11-24
0810,żagański,41.0,0.0,2020-11-24
0811,żarski,44.0,3.0,2020-11-24
0812,wschowski,3.0,0.0,2020-11-24
0861,Gorzów Wielkopolski,77.0,0.0,2020-11-24
0862,Zielona Góra,72.0,0.0,2020-11-24
1001,bełchatowski,38.0,0.0,2020-11-24
1002,kutnowski,35.0,2.0,2020-11-24
1003,łaski,11.0,0.0,2020-11-24
1004,łęczycki,31.0,0.0,2020-11-24
1005,łowicki,7.0,0.0,2020-11-24
1006,łódzki wschodni,33.0,2.0,2020-11-24
1007,opoczyński,13.0,0.0,2020-11-24
1008,pabianicki,105.0,16.0,2020-11-24
1009,pajęczański,4.0,0.0,2020-11-24
1010,piotrkowski,27.0,0.0,2020-11-24
1011,poddębicki,11.0,0.0,2020-11-24
1012,radomszczański,23.0,2.0,2020-11-24
1013,rawski,10.0,0.0,2020-11-24
1014,sieradzki,70.0,0.0,2020-11-24
1015,skierniewicki,7.0,0.0,2020-11-24
1016,tomaszowski,27.0,25.0,2020-11-24
1017,wieluński,21.0,0.0,2020-11-24
1018,wieruszowski,9.0,0.0,2020-11-24
1019,zduńskowolski,20.0,0.0,2020-11-24
1020,zgierski,67.0,0.0,2020-11-24
1021,brzeziński,10.0,0.0,2020-11-24
1061,Łódź,364.0,13.0,2020-11-24
1062,Piotrków Trybunalski,31.0,0.0,2020-11-24
1063,Skierniewice,33.0,0.0,2020-11-24
1201,bocheński,43.0,3.0,2020-11-24
1202,brzeski,18.0,2.0,2020-11-24
1203,chrzanowski,68.0,2.0,2020-11-24
1204,dąbrowski,17.0,0.0,2020-11-24
1205,gorlicki,45.0,0.0,2020-11-24
1206,krakowski,138.0,9.0,2020-11-24
1207,limanowski,14.0,2.0,2020-11-24
1208,miechowski,7.0,2.0,2020-11-24
1209,myślenicki,47.0,2.0,2020-11-24
1210,nowosądecki,31.0,5.0,2020-11-24
1211,nowotarski,7.0,10.0,2020-11-24
1212,olkuski,35.0,7.0,2020-11-24
1213,oświęcimski,16.0,1.0,2020-11-24
1214,proszowicki,9.0,1.0,2020-11-24
1215,suski,18.0,1.0,2020-11-24
1216,tarnowski,35.0,6.0,2020-11-24
1217,tatrzański,4.0,1.0,2020-11-24
1218,wadowicki,46.0,13.0,2020-11-24
1219,wielicki,33.0,0.0,2020-11-24
1261,Kraków,273.0,15.0,2020-11-24
1262,Nowy Sącz,17.0,2.0,2020-11-24
1263,Tarnów,30.0,2.0,2020-11-24
1401,białobrzeski,4.0,1.0,2020-11-24
1402,ciechanowski,28.0,2.0,2020-11-24
1403,garwoliński,14.0,3.0,2020-11-24
1404,gostyniński,13.0,0.0,2020-11-24
1405,grodziski,50.0,2.0,2020-11-24
1406,grójecki,18.0,1.0,2020-11-24
1407,kozienicki,11.0,0.0,2020-11-24
1408,legionowski,22.0,0.0,2020-11-24
1409,lipski,6.0,0.0,2020-11-24
1410,łosicki,5.0,3.0,2020-11-24
1411,makowski,3.0,1.0,2020-11-24
1412,miński,53.0,1.0,2020-11-24
1413,mławski,13.0,3.0,2020-11-24
1414,nowodworski,23.0,1.0,2020-11-24
1415,ostrołęcki,8.0,1.0,2020-11-24
1416,ostrowski,33.0,1.0,2020-11-24
1417,otwocki,56.0,0.0,2020-11-24
1418,piaseczyński,79.0,3.0,2020-11-24
1419,płocki,46.0,3.0,2020-11-24
1420,płoński,53.0,2.0,2020-11-24
1421,pruszkowski,136.0,6.0,2020-11-24
1422,przasnyski,22.0,5.0,2020-11-24
1423,przysuski,3.0,0.0,2020-11-24
1424,pułtuski,2.0,1.0,2020-11-24
1425,radomski,38.0,1.0,2020-11-24
1426,siedlecki,4.0,1.0,2020-11-24
1427,sierpecki,8.0,2.0,2020-11-24
1428,sochaczewski,44.0,1.0,2020-11-24
1429,sokołowski,11.0,2.0,2020-11-24
1430,szydłowiecki,6.0,0.0,2020-11-24
1432,warszawski zachodni,56.0,1.0,2020-11-24
1433,węgrowski,13.0,2.0,2020-11-24
1434,wołomiński,84.0,4.0,2020-11-24
1435,wyszkowski,9.0,0.0,2020-11-24
1436,zwoleński,0.0,0.0,2020-11-24
1437,żuromiński,3.0,1.0,2020-11-24
1438,żyrardowski,21.0,5.0,2020-11-24
1461,Ostrołęka,5.0,0.0,2020-11-24
1462,Płock,40.0,9.0,2020-11-24
1463,Radom,66.0,6.0,2020-11-24
1464,Siedlce,4.0,3.0,2020-11-24
1465,Warszawa,473.0,16.0,2020-11-24
1601,brzeski,15.0,1.0,2020-11-24
1602,głubczycki,42.0,5.0,2020-11-24
1603,kędzierzyńsko-kozielski,36.0,4.0,2020-11-24
1604,kluczborski,19.0,4.0,2020-11-24
1605,krapkowicki,38.0,2.0,2020-11-24
1606,namysłowski,30.0,2.0,2020-11-24
1607,nyski,71.0,10.0,2020-11-24
1608,oleski,7.0,0.0,2020-11-24
1609,opolski,59.0,4.0,2020-11-24
1610,prudnicki,36.0,2.0,2020-11-24
1611,strzelecki,47.0,1.0,2020-11-24
1661,Opole,66.0,4.0,2020-11-24
1801,bieszczadzki,7.0,1.0,2020-11-24
1802,brzozowski,12.0,0.0,2020-11-24
1803,dębicki,22.0,3.0,2020-11-24
1804,jarosławski,42.0,4.0,2020-11-24
1805,jasielski,15.0,8.0,2020-11-24
1806,kolbuszowski,8.0,0.0,2020-11-24
1807,krośnieński,20.0,1.0,2020-11-24
1808,leżajski,25.0,0.0,2020-11-24
