data,teryt,powiat,ludnosc,zaszczepieni,%_zaszczepieni
2021-08-10,1012,radomszczański,111696,51399,46.01686721100129
2021-08-10,1013,rawski,48385,20714,42.81078846750026
2021-08-10,1014,sieradzki,116918,54019,46.20246668605347
2021-08-10,1015,skierniewicki,38173,16409,42.985880072302415
2021-08-10,1016,tomaszowski,115735,53381,46.123471724197515
2021-08-10,1017,wieluński,75736,36367,48.01811555931129
2021-08-10,1018,wieruszowski,41984,19220,45.77934451219512
2021-08-10,1019,zduńskowolski,66064,30021,45.44229837733108
2021-08-10,1020,zgierski,165850,85564,51.59119686463672
2021-08-10,1021,brzeziński,30648,13972,45.58861915948839
2021-08-10,1061,Łódź,672185,391390,58.22652989876299
2021-08-10,1062,Piotrków Trybunalski,72250,37630,52.083044982698965
2021-08-10,1063,Skierniewice,47655,26561,55.7360193054244
2021-08-10,1201,bocheński,106947,46925,43.876873591592094
2021-08-10,1202,brzeski,93035,35199,37.834148438759605
2021-08-10,1203,chrzanowski,123664,64198,51.91324880320869
2021-08-10,1204,dąbrowski,58977,18894,32.036217508520274
2021-08-10,1205,gorlicki,108487,38837,35.79875929834911
2021-08-10,1206,krakowski,281440,150374,53.430216031836274
2021-08-10,1207,limanowski,132148,44345,33.55707237339952
2021-08-10,1208,miechowski,48464,25366,52.33988114889403
2021-08-10,1209,myślenicki,127972,54629,42.68824430344138
2021-08-10,1210,nowosądecki,217071,77281,35.60171556771748
2021-08-10,1211,nowotarski,191646,60806,31.728290702649677
2021-08-10,1212,olkuski,110471,57705,52.235428302450416
2021-08-10,1213,oświęcimski,152687,80737,52.87745518609967
2021-08-10,1214,proszowicki,43057,20251,47.03300276377825
2021-08-10,1215,suski,83761,37916,45.26689031888349
2021-08-10,1216,tarnowski,201230,71214,35.38935546389703
2021-08-10,1217,tatrzański,68049,22300,32.77050360769446
2021-08-10,1218,wadowicki,159662,73867,46.26460898648395
2021-08-10,1219,wielicki,130651,65184,49.89169619826867
2021-08-10,1261,Kraków,779966,491038,62.9563339940459
2021-08-10,1262,Nowy Sącz,83558,36810,44.053232485219844
2021-08-10,1263,Tarnów,107498,51042,47.48181361513703
2021-08-10,1401,białobrzeski,33329,14818,44.45977977137028
2021-08-10,1402,ciechanowski,88891,43248,48.652844494943245
2021-08-10,1403,garwoliński,108634,47612,43.827899184417404
2021-08-10,1404,gostyniński,44581,19995,44.85094547004329
2021-08-10,1405,grodziski,97462,52289,53.65065358806509
2021-08-10,1406,grójecki,97979,47013,47.98273099337613
2021-08-10,1407,kozienicki,59592,26312,44.153577661431065
2021-08-10,1408,legionowski,119882,68937,57.50404564488414
2021-08-10,1409,lipski,33598,13412,39.91904280016668
2021-08-10,1410,łosicki,30556,11329,37.07618798272025
2021-08-10,1411,makowski,44438,20037,45.08978801926279
2021-08-10,1412,miński,154951,77139,49.782834573510335
2021-08-10,1413,mławski,72269,32682,45.222709598859815
2021-08-10,1414,nowodworski,79265,41958,52.933829559074
2021-08-10,1415,ostrołęcki,88497,30283,34.219239070250964
2021-08-10,1416,ostrowski,71790,29112,40.55160885917259
2021-08-10,1417,otwocki,124283,67874,54.61245705365979
2021-08-10,1418,piaseczyński,190606,115711,60.70690324543824
2021-08-10,1419,płocki,110742,50267,45.391089198316806
2021-08-10,1420,płoński,86671,38759,44.71968709256845
2021-08-10,1421,pruszkowski,166679,101904,61.13787579719101
2021-08-10,1422,przasnyski,52101,22335,42.86865895088386
2021-08-10,1423,przysuski,41126,18318,44.54116617225113
2021-08-10,1424,pułtuski,51741,23912,46.21480064165749
2021-08-10,1425,radomski,152190,58217,38.252841842433796
2021-08-10,1426,siedlecki,81385,26799,32.928672359771454
2021-08-10,1427,sierpecki,51534,22673,43.99619668568324
2021-08-10,1428,sochaczewski,84804,41245,48.63567756237913
2021-08-10,1429,sokołowski,53294,23342,43.79855143168086
2021-08-10,1430,szydłowiecki,39340,14695,37.35383833248601
2021-08-10,1432,warszawski zachodni,120144,70530,58.704554534558525
2021-08-10,1433,węgrowski,65410,27668,42.29934260816389
2021-08-10,1434,wołomiński,252408,125161,49.5867801337517
2021-08-10,1435,wyszkowski,74210,32502,43.79733189597089
2021-08-10,1436,zwoleński,35875,13188,36.760975609756095
2021-08-10,1437,żuromiński,38202,17877,46.79597926810114
2021-08-10,1438,żyrardowski,75370,36028,47.801512538145154
2021-08-10,1461,Ostrołęka,51656,23871,46.211475917608794
2021-08-10,1462,Płock,118268,64309,54.37565529137214
2021-08-10,1463,Radom,209296,101573,48.5307889305099
2021-08-10,1464,Siedlce,77813,33338,42.84374076311156
2021-08-10,1465,Warszawa,1794166,1193301,66.5100665155844
2021-08-10,1601,brzeski,89282,38200,42.78577988844336
2021-08-10,1602,głubczycki,45015,19557,43.445518160613126
2021-08-10,1603,kędzierzyńsko-kozielski,93001,40588,43.64254147804863
2021-08-10,1604,kluczborski,65026,28130,43.25961922923138
2021-08-10,1605,krapkowicki,63196,26032,41.192480536742835
2021-08-10,1606,namysłowski,42543,19112,44.923959288249534
2021-08-10,1607,nyski,134864,63055,46.75450824534346
2021-08-10,1608,oleski,63788,24181,37.908384022073115
2021-08-10,1609,opolski,123532,50580,40.94485639348509
2021-08-10,1610,prudnicki,54765,21695,39.61471742901488
2021-08-10,1611,strzelecki,73923,31192,42.1952572271147
2021-08-10,1661,Opole,127839,70399,55.06848457825859
2021-08-10,1801,bieszczadzki,21489,7406,34.46414444599563
2021-08-10,1802,brzozowski,65373,20747,31.736343750478024
2021-08-10,1803,dębicki,134991,46046,34.110422176293234
2021-08-10,1804,jarosławski,119727,42271,35.30615483558429
2021-08-10,1805,jasielski,112863,38006,33.674454870063705
2021-08-10,1806,kolbuszowski,62039,15762,25.406599074775542
2021-08-10,1807,krośnieński,111905,36673,32.77154729458022
2021-08-10,1808,leżajski,68996,21526,31.19891008174387
2021-08-10,1809,lubaczowski,54711,20879,38.16234395277001
2021-08-10,1810,łańcucki,81226,30202,37.18267549799326
2021-08-10,1811,mielecki,136441,51106,37.45648302196554
2021-08-10,1812,niżański,66221,19406,29.304903278416212
2021-08-10,1813,przemyski,73919,25191,34.07919479430187
2021-08-10,1814,przeworski,77979,27038,34.673437720411904
2021-08-10,1815,ropczycko-sędziszowski,74573,21412,28.712804902578682
2021-08-10,1816,rzeszowski,170550,59450,34.85781295807681
2021-08-10,1817,sanocki,93818,32839,35.00287791255409
2021-08-10,1818,stalowowolski,105431,36986,35.08076372224488
2021-08-10,1819,strzyżowski,61161,18883,30.874249930511272
2021-08-10,1820,tarnobrzeski,52720,17972,34.089529590288315
2021-08-10,1821,leski,26375,9036,34.25971563981043
2021-08-10,1861,Krosno,45944,19372,42.16437402054675
2021-08-10,1862,Przemyśl,59779,26997,45.16134428478228
2021-08-10,1863,Rzeszów,196638,92564,47.07330221015267
2021-08-10,1864,Tarnobrzeg,46360,22724,49.01639344262295
2021-08-10,2001,augustowski,57651,21517,37.32285649858632
2021-08-10,2002,białostocki,150845,59709,39.583015678345326
2021-08-10,2003,bielski,53695,19834,36.93826240804544
2021-08-10,2004,grajewski,46792,14299,30.55864250299196
2021-08-10,2005,hajnowski,41991,15709,37.41039746612369
2021-08-10,2006,kolneński,37887,11569,30.535539894950777
2021-08-10,2007,łomżyński,50819,15580,30.657824829296132
2021-08-10,2008,moniecki,40070,13043,32.55053656101822
2021-08-10,2009,sejneński,19689,7503,38.10757275636142
2021-08-10,2010,siemiatycki,43618,14936,34.242743821358154
2021-08-10,2011,sokólski,65883,26411,40.08773128121063
2021-08-10,2012,suwalski,35577,12206,34.30868257582146
2021-08-10,2013,wysokomazowiecki,56408,21467,38.05665862998156
2021-08-10,2014,zambrowski,43191,15797,36.57474936908152
2021-08-10,2061,Białystok,296958,139736,47.055812606496545
2021-08-10,2062,Łomża,62573,25785,41.207869208764166
2021-08-10,2063,Suwałki,69639,28702,41.21541090480908
2021-08-10,2201,bytowski,79114,33312,42.106327577925526
2021-08-10,2202,chojnicki,97661,44840,45.913926746603046
2021-08-10,2203,człuchowski,55835,25532,45.72759022118743
2021-08-10,2204,gdański,120327,63011,52.366468041254244
2021-08-10,2205,kartuski,141892,59946,42.24762495419051
2021-08-10,2206,kościerski,72923,32685,44.82124981144494
2021-08-10,2207,kwidzyński,82963,34915,42.08502585489917
2021-08-10,2208,lęborski,66083,30073,45.50792185584795
2021-08-10,2209,malborski,63204,31323,49.558572242263146
2021-08-10,2210,nowodworski,35438,16641,46.95806761103899
2021-08-10,2211,pucki,87568,43800,50.018271514708566
2021-08-10,2212,słupski,98832,44396,44.92067346608386
2021-08-10,2213,starogardzki,128210,54458,42.4756259262148
2021-08-10,2214,tczewski,115220,55689,48.33275473008158
2021-08-10,2215,wejherowski,219457,101711,46.34666472247411
2021-08-10,2216,sztumski,41104,19181,46.66455819384975
2021-08-10,2261,Gdańsk,470805,293034,62.241055213942076
2021-08-10,2262,Gdynia,244969,146784,59.91941837538627
2021-08-10,2263,Słupsk,89780,48127,53.60548006237469
2021-08-10,2264,Sopot,35286,21121,59.85660035141416
2021-08-10,2401,będziński,147259,81906,55.6203695529645
2021-08-10,2402,bielski,166348,84329,50.69432755428379
2021-08-10,2403,cieszyński,177536,81257,45.76930875991348
2021-08-10,2404,częstochowski,134106,63523,47.36775386634453
2021-08-10,2405,gliwicki,115416,55969,48.4932764954599
2021-08-10,2406,kłobucki,84330,39069,46.32870864461046
2021-08-10,2407,lubliniecki,76109,32105,42.182921862066245
2021-08-10,2408,mikołowski,99202,51191,51.60279026632527
2021-08-10,2409,myszkowski,70486,33264,47.19235025395114
2021-08-10,2410,pszczyński,111814,53241,47.615683188151756
2021-08-10,2411,raciborski,107410,45242,42.12084535890513
2021-08-10,2412,rybnicki,78166,36650,46.887393495893356
2021-08-10,2413,tarnogórski,140780,71851,51.03778945872993
2021-08-10,2414,bieruńsko-lędziński,59823,29545,49.38735937682831
2021-08-10,2415,wodzisławski,156579,70127,44.78697654219276
2021-08-10,2416,zawierciański,116672,59932,51.367937465715855
2021-08-10,2417,żywiecki,152199,70469,46.30056702080829
2021-08-10,2461,Bielsko-Biała,169756,91369,53.823723461910035
2021-08-10,2462,Bytom,163255,78076,47.82456892591345
2021-08-10,2463,Chorzów,106846,54565,51.06882803286974
2021-08-10,2464,Częstochowa,217530,115708,53.191743667540116
2021-08-10,2465,Dąbrowa Górnicza,118285,65138,55.068690028321434
2021-08-10,2466,Gliwice,177049,96395,54.44537952770138
2021-08-10,2467,Jastrzębie-Zdrój,88038,40552,46.06192780390286
2021-08-10,2468,Jaworzno,90368,45610,50.47140580736544
2021-08-10,2469,Katowice,290553,170392,58.64403396282262
2021-08-10,2470,Mysłowice,74559,38756,51.980310894727666
2021-08-10,2471,Piekary Śląskie,54702,28945,52.913970238748135
2021-08-10,2472,Ruda Śląska,136423,72540,53.17285208505898
2021-08-10,2473,Rybnik,137128,65520,47.78017618575346
2021-08-10,2474,Siemianowice Śląskie,66270,35780,53.991247925154674
2021-08-10,2475,Sosnowiec,197586,111352,56.35621957021246
2021-08-10,2476,Świętochłowice,49108,22835,46.4995520078195
2021-08-10,2477,Tychy,126871,69179,54.527039276115104
2021-08-10,2478,Zabrze,170924,77931,45.59394818749854
2021-08-10,2479,Żory,62844,29589,47.08325377124308
2021-08-10,2601,buski,71125,33159,46.620738137082604
2021-08-10,2602,jędrzejowski,84908,43162,50.83384368964056
2021-08-10,2603,kazimierski,33340,14625,43.86622675464907
2021-08-10,2604,kielecki,210992,87610,41.52290134223098
2021-08-10,2605,konecki,79072,35143,44.44430392553622
2021-08-10,2606,opatowski,51525,21875,42.45511887433285
2021-08-10,2607,ostrowiecki,107711,49781,46.217192301621935
2021-08-10,2608,pińczowski,38487,19045,49.484241432171906
2021-08-10,2609,sandomierski,76346,36270,47.50740051869122
2021-08-10,2610,skarżyski,73163,35314,48.26756693957328
2021-08-10,2611,starachowicki,88549,40087,45.270979909428675
2021-08-10,2612,staszowski,71250,32139,45.10736842105263
2021-08-10,2613,włoszczowski,44743,20476,45.76358313032206
2021-08-10,2661,Kielce,193415,104514,54.036139906418846
2021-08-10,2801,bartoszycki,56562,27346,48.34694671334111
2021-08-10,2802,braniewski,40776,18592,45.59544830292329
2021-08-10,2803,działdowski,64768,31424,48.51778656126482
2021-08-10,2804,elbląski,56986,26170,45.92356017267399
2021-08-10,2805,ełcki,91395,33275,36.40789977569889
2021-08-10,2806,giżycki,56227,26675,47.44162057374571
2021-08-10,2807,iławski,92644,42934,46.34299037174561
2021-08-10,2808,kętrzyński,61772,27531,44.56873664443437
2021-08-10,2809,lidzbarski,40852,18137,44.396847155586016
2021-08-10,2810,mrągowski,49439,20387,41.2366754990999
2021-08-10,2811,nidzicki,32638,13953,42.750781297873644
2021-08-10,2812,nowomiejski,43721,19234,43.99258937352759
2021-08-10,2813,olecki,33993,13423,39.48754155267261
2021-08-10,2814,olsztyński,127544,58755,46.06645549771059
2021-08-10,2815,ostródzki,103492,46286,44.72422989216558
2021-08-10,2816,piski,55833,21728,38.916053230168544
2021-08-10,2817,szczycieński,69089,29729,43.030004776447775
2021-08-10,2818,gołdapski,26489,11287,42.61014005813734
2021-08-10,2819,węgorzewski,22444,11148,49.670290500802
2021-08-10,2861,Elbląg,118582,61090,51.517093656710124
2021-08-10,2862,Olsztyn,171249,94018,54.90134248959117
2021-08-10,3001,chodzieski,46824,24110,51.4906885357936
2021-08-10,3002,czarnkowsko-trzcianecki,86590,42412,48.98025176117334
2021-08-10,3003,gnieźnieński,145068,73090,50.38326853613477
2021-08-10,3004,gostyński,75732,33439,44.15438652088945
2021-08-10,3005,grodziski,51929,26018,50.10302528452309
2021-08-10,3006,jarociński,71425,35343,49.48267413370668
2021-08-10,3007,kaliski,82911,34103,41.13205726622523
2021-08-10,3008,kępiński,56298,27223,48.35518135635369
2021-08-10,3009,kolski,86108,36688,42.60695870302411
2021-08-10,3010,koniński,129904,60014,46.19873137085848
2021-08-10,3011,kościański,78866,41239,52.28996018563132
2021-08-10,3012,krotoszyński,76998,35050,45.520662874360376
2021-08-10,3013,leszczyński,57911,25360,43.79133497953757
2021-08-10,3014,międzychodzki,36633,18886,51.55460923211312
2021-08-10,3015,nowotomyski,75576,37522,49.6480364136763
2021-08-10,3016,obornicki,59821,30864,51.593921866902924
2021-08-10,3017,ostrowski,161357,74927,46.43554354629796
2021-08-10,3018,ostrzeszowski,55265,23665,42.82095358726138
2021-08-10,3019,pilski,135477,67685,49.96050990204979
2021-08-10,3020,pleszewski,62763,29933,47.69211159441072
2021-08-10,3021,poznański,406590,237915,58.5147199881945
2021-08-10,3022,rawicki,60188,30011,49.86209875722735
2021-08-10,3023,słupecki,58959,29463,49.972014450719996
2021-08-10,3024,szamotulski,91745,52289,56.99384162624666
2021-08-10,3025,średzki,59149,31389,53.067676545672796
2021-08-10,3026,śremski,61492,29798,48.458336043713004
2021-08-10,3027,turecki,83599,37195,44.492158997117194
2021-08-10,3028,wągrowiecki,70096,34081,48.620463364528646
2021-08-10,3029,wolsztyński,57431,27335,47.59624592989849
2021-08-10,3030,wrzesiński,78037,40359,51.717774901649214
2021-08-10,3031,złotowski,69161,30424,43.990110033111144
2021-08-10,3061,Kalisz,99106,50231,50.6841159970133
2021-08-10,3062,Konin,72539,38716,53.3726684955679
2021-08-10,3063,Leszno,62854,32983,52.475578324370765
2021-08-10,3064,Poznań,532048,349527,65.69463657414369
2021-08-10,3201,białogardzki,47304,20254,42.816675122611194
2021-08-10,3202,choszczeński,47970,23550,49.0931832395247
2021-08-10,3203,drawski,56482,25711,45.520696859176375
2021-08-10,3204,goleniowski,82310,38813,47.15465921516219
2021-08-10,3205,gryficki,59844,28657,47.886170710514
2021-08-10,3206,gryfiński,81289,39511,48.60559239257464
2021-08-10,3207,kamieński,46692,23187,49.659470573117446
2021-08-10,3208,kołobrzeski,79300,41828,52.74653215636822
2021-08-10,3209,koszaliński,66505,30367,45.66122847906173
2021-08-10,3210,myśliborski,65373,28060,42.92291924800759
2021-08-10,3211,policki,81584,42125,51.633898803686996
2021-08-10,3212,pyrzycki,39202,17455,44.52578950053569
2021-08-10,3213,sławieński,55777,25582,45.86478297506141
2021-08-10,3214,stargardzki,120132,58538,48.728065794292945
2021-08-10,3215,szczecinecki,77258,37050,47.95619871081312
2021-08-10,3216,świdwiński,46394,21675,46.71940337112558
2021-08-10,3217,wałecki,52707,25104,47.62934714554044
2021-08-10,3218,łobeski,36486,16427,45.022748451460835
2021-08-10,3261,Koszalin,106235,56127,52.832870522897345
2021-08-10,3262,Szczecin,398255,222304,55.819512623821424
2021-08-10,3263,Świnoujście,40948,21896,53.47269707922243
2021-08-11,0201,bolesławiecki,89762,38679,43.09061741048551
2021-08-11,0202,dzierżoniowski,99935,43354,43.38219842897884
2021-08-11,0203,głogowski,88447,44206,49.9802141395412
2021-08-11,0204,górowski,34552,14654,42.41143783283167
2021-08-11,0205,jaworski,49734,22601,45.44376080749588
2021-08-11,0206,karkonoski,63333,29055,45.87655724503813
2021-08-11,0207,kamiennogórski,42824,21268,49.66373995890155
2021-08-11,0208,kłodzki,156283,71072,45.47647536840219
2021-08-11,0209,legnicki,55110,25280,45.871892578479404
2021-08-11,0210,lubański,53852,25085,46.58137116541632
2021-08-11,0211,lubiński,105896,51702,48.82337387625595
2021-08-11,0212,lwówecki,45599,20297,44.511941051338844
2021-08-11,0213,milicki,36800,17534,47.64673913043478
2021-08-11,0214,oleśnicki,107268,51833,48.3210277063057
2021-08-11,0215,oławski,76733,38725,50.46720446222616
2021-08-11,0216,polkowicki,62997,27091,43.00363509373462
2021-08-11,0217,strzeliński,43221,20862,48.268202956895955
2021-08-11,0218,średzki,55508,26485,47.7138430496505
2021-08-11,0219,świdnicki,156015,75297,48.262667051245074
2021-08-11,0220,trzebnicki,85226,42728,50.13493534836787
2021-08-11,0221,wałbrzyski,55107,26107,47.375106610775404
2021-08-11,0222,wołowski,46623,21589,46.30547154837741
2021-08-11,0223,wrocławski,156322,85710,54.829134734714245
2021-08-11,0224,ząbkowicki,64080,28507,44.48657927590512
2021-08-11,0225,zgorzelecki,88386,38838,43.94134817731315
2021-08-11,0226,złotoryjski,43038,20553,47.755471908545935
2021-08-11,0261,Jelenia Góra,78335,41307,52.7312184847131
2021-08-11,0262,Legnica,98436,48609,49.38132390588809
2021-08-11,0264,Wrocław,641928,411816,64.15298912027517
2021-08-11,0265,Wałbrzych,109971,55804,50.74428713024343
2021-08-11,0401,aleksandrowski,54891,28230,51.42919604306717
2021-08-11,0402,brodnicki,79023,37422,47.35583311187882
2021-08-11,0403,bydgoski,120432,63215,52.4902019396838
2021-08-11,0404,chełmiński,51657,25036,48.46584199624446
2021-08-11,0405,golubsko-dobrzyński,44855,21403,47.71597369301081
2021-08-11,0406,grudziądzki,40305,17970,44.585039077037585
2021-08-11,0407,inowrocławski,158496,83351,52.58870886331516
2021-08-11,0408,lipnowski,65450,28660,43.789152024446146
2021-08-11,0409,mogileński,45482,20948,46.05778110021547
2021-08-11,0410,nakielski,86119,41964,48.727922990280895
2021-08-11,0411,radziejowski,40025,20845,52.07995003123048
2021-08-11,0412,rypiński,43390,20843,48.03641392025813
2021-08-11,0413,sępoleński,40826,19600,48.008621956596286
2021-08-11,0414,świecki,98703,45579,46.17792772256163
2021-08-11,0415,toruński,109565,53551,48.876009674622374
2021-08-11,0416,tucholski,48322,22174,45.88800132444849
2021-08-11,0417,wąbrzeski,34040,15726,46.19858989424207
2021-08-11,0418,włocławski,85646,39969,46.66767858393854
2021-08-11,0419,żniński,69886,33710,48.235698136965915
2021-08-11,0461,Bydgoszcz,344091,195267,56.74865079295884
2021-08-11,0462,Grudziądz,93564,48463,51.79663118293361
2021-08-11,0463,Toruń,198613,112948,56.8683822307704
2021-08-11,0464,Włocławek,108561,53666,49.433958788146754
2021-08-11,0601,bialski,109958,41319,37.57707488313719
2021-08-11,0602,biłgorajski,100333,35594,35.47586536832348
2021-08-11,0603,chełmski,77502,27892,35.988748677453486
2021-08-11,0604,hrubieszowski,62009,26868,43.3291941492364
2021-08-11,0605,janowski,45142,16052,35.558903017145894
2021-08-11,0606,krasnostawski,62552,25914,41.427931960608774
2021-08-11,0607,kraśnicki,94531,35732,37.79924046080122
2021-08-11,0608,lubartowski,87850,30385,34.58736482640865
2021-08-11,0609,lubelski,156493,65680,41.969928367403014
2021-08-11,0610,łęczyński,57218,20787,36.32947673808941
2021-08-11,0611,łukowski,106213,36334,34.208618530688334
2021-08-11,0612,opolski,58706,23622,40.23779511463905
2021-08-11,0613,parczewski,34372,13317,38.74374490864657
2021-08-11,0614,puławski,112384,54064,48.10649202733485
2021-08-11,0615,radzyński,58298,19767,33.90682356170023
2021-08-11,0616,rycki,55530,25295,45.55195389879344
2021-08-11,0617,świdnicki,71432,32032,44.842647552917455
2021-08-11,0618,tomaszowski,81944,32610,39.79547007712584
2021-08-11,0619,włodawski,37989,16555,43.57840427492169
2021-08-11,0620,zamojski,105354,39660,37.64451278546615
2021-08-11,0661,Biała Podlaska,56942,25467,44.724456464472624
2021-08-11,0662,Chełm,61135,28363,46.394045963850495
2021-08-11,0663,Lublin,338586,177576,52.44635041023551
2021-08-11,0664,Zamość,62785,28632,45.60324918372223
2021-08-11,0801,gorzowski,72291,33358,46.144056659888506
2021-08-11,0802,krośnieński,54598,26396,48.3460932634895
2021-08-11,0803,międzyrzecki,57100,28897,50.6077057793345
2021-08-11,0804,nowosolski,85733,40897,47.70275156590811
2021-08-11,0805,słubicki,46944,23423,49.8956203135651
2021-08-11,0806,strzelecko-drezdenecki,48621,23374,48.07387754262562
2021-08-11,0807,sulęciński,35000,16520,47.199999999999996
2021-08-11,0808,świebodziński,55520,27679,49.85410662824207
2021-08-11,0809,zielonogórski,75673,37983,50.193596130720344
2021-08-11,0810,żagański,78148,36841,47.142601218201364
2021-08-11,0811,żarski,95423,45362,47.537805350911206
2021-08-11,0812,wschowski,38613,16509,42.755030689146146
2021-08-11,0861,Gorzów Wielkopolski,122589,64195,52.36603610438131
2021-08-11,0862,Zielona Góra,140892,78689,55.85058058654856
2021-08-11,1001,bełchatowski,112443,46981,41.78205846517791
2021-08-11,1002,kutnowski,95516,49421,51.74106955902676
2021-08-11,1003,łaski,49736,22747,45.73548335209908
2021-08-11,1004,łęczycki,49286,23584,47.85131680396056
2021-08-11,1005,łowicki,77614,39372,50.72796145025382
2021-08-11,1006,łódzki wschodni,72565,36016,49.63274305794805
2021-08-11,1007,opoczyński,75524,33644,44.547428631958056
2021-08-11,1008,pabianicki,118941,61340,51.5717876930579
2021-08-11,1009,pajęczański,50952,21934,43.04835924006908
2021-08-11,1010,piotrkowski,91208,40411,44.30642048943076
2021-08-11,1011,poddębicki,40906,19316,47.220456656725176
2021-08-11,1012,radomszczański,111696,51446,46.0589457097837
2021-08-11,1013,rawski,48385,20744,42.87279115428335
2021-08-11,1014,sieradzki,116918,54077,46.25207410321764
2021-08-11,1015,skierniewicki,38173,16434,43.05137138815393
2021-08-11,1016,tomaszowski,115735,53567,46.2841836955113
2021-08-11,1017,wieluński,75736,36401,48.06300834477659
2021-08-11,1018,wieruszowski,41984,19246,45.84127286585366
2021-08-11,1019,zduńskowolski,66064,30044,45.47711310244612
2021-08-11,1020,zgierski,165850,85764,51.71178776002412
2021-08-11,1021,brzeziński,30648,14023,45.755024797702944
2021-08-11,1061,Łódź,672185,391927,58.30641861987399
2021-08-11,1062,Piotrków Trybunalski,72250,37687,52.161937716262976
2021-08-11,1063,Skierniewice,47655,26586,55.788479697828144
2021-08-11,1201,bocheński,106947,46992,43.93952144520183
2021-08-11,1202,brzeski,93035,35249,37.88789165367872
2021-08-11,1203,chrzanowski,123664,64297,51.99330443783155
2021-08-11,1204,dąbrowski,58977,18922,32.083693643284676
2021-08-11,1205,gorlicki,108487,38935,35.889092702351434
2021-08-11,1206,krakowski,281440,150558,53.49559408754975
2021-08-11,1207,limanowski,132148,44408,33.60474619366165
2021-08-11,1208,miechowski,48464,25412,52.434796962693966
2021-08-11,1209,myślenicki,127972,54742,42.77654486919013
2021-08-11,1210,nowosądecki,217071,77392,35.652850910531576
2021-08-11,1211,nowotarski,191646,60877,31.765338175594586
2021-08-11,1212,olkuski,110471,57769,52.29336205882087
2021-08-11,1213,oświęcimski,152687,80806,52.92264567382947
2021-08-11,1214,proszowicki,43057,20314,47.17932043570151
2021-08-11,1215,suski,83761,37982,45.34568593975717
2021-08-11,1216,tarnowski,201230,71332,35.44799483178453
2021-08-11,1217,tatrzański,68049,22341,32.8307543093947
2021-08-11,1218,wadowicki,159662,74044,46.37546817652291
2021-08-11,1219,wielicki,130651,65304,49.98354394531997
2021-08-11,1261,Kraków,779966,491570,63.02454209542467
2021-08-11,1262,Nowy Sącz,83558,36860,44.11307116015223
2021-08-11,1263,Tarnów,107498,51101,47.536698357178736
2021-08-11,1401,białobrzeski,33329,14825,44.48078250172522
2021-08-11,1402,ciechanowski,88891,43338,48.75409209031286
2021-08-11,1403,garwoliński,108634,47658,43.87024320194414
2021-08-11,1404,gostyniński,44581,20009,44.8823489827505
2021-08-11,1405,grodziski,97462,52364,53.727606656953476
2021-08-11,1406,grójecki,97979,47083,48.05417487420774
2021-08-11,1407,kozienicki,59592,26347,44.212310377231844
2021-08-11,1408,legionowski,119882,69024,57.576617006723275
2021-08-11,1409,lipski,33598,13441,40.005357461753675
2021-08-11,1410,łosicki,30556,11352,37.15145961513287
2021-08-11,1411,makowski,44438,20079,45.18430172374994
2021-08-11,1412,miński,154951,77245,49.85124329626785
2021-08-11,1413,mławski,72269,32786,45.36661639153717
2021-08-11,1414,nowodworski,79265,42012,53.00195546584243
2021-08-11,1415,ostrołęcki,88497,30321,34.2621783789281
2021-08-11,1416,ostrowski,71790,29140,40.59061150578075
2021-08-11,1417,otwocki,124283,68005,54.717861654449926
2021-08-11,1418,piaseczyński,190606,115820,60.76408927316034
2021-08-11,1419,płocki,110742,50381,45.494031171551896
2021-08-11,1420,płoński,86671,38897,44.87890990065881
2021-08-11,1421,pruszkowski,166679,102114,61.26386647388094
2021-08-11,1422,przasnyski,52101,22383,42.960787700811885
2021-08-11,1423,przysuski,41126,18358,44.638428244905896
2021-08-11,1424,pułtuski,51741,23992,46.36941690342282
2021-08-11,1425,radomski,152190,58337,38.33169064984559
2021-08-11,1426,siedlecki,81385,26892,33.04294403145543
2021-08-11,1427,sierpecki,51534,22732,44.11068420848372
2021-08-11,1428,sochaczewski,84804,41365,48.77718032168294
2021-08-11,1429,sokołowski,53294,23380,43.869854017337786
2021-08-11,1430,szydłowiecki,39340,14724,37.427554651753944
2021-08-11,1432,warszawski zachodni,120144,70621,58.780296976960976
2021-08-11,1433,węgrowski,65410,27723,42.38342761045711
2021-08-11,1434,wołomiński,252408,125351,49.662055085417265
2021-08-11,1435,wyszkowski,74210,32586,43.910524188114806
2021-08-11,1436,zwoleński,35875,13259,36.95888501742161
2021-08-11,1437,żuromiński,38202,17956,47.00277472383645
2021-08-11,1438,żyrardowski,75370,36101,47.898368050948655
2021-08-11,1461,Ostrołęka,51656,23897,46.2618088895772
2021-08-11,1462,Płock,118268,64356,54.415395542327595
2021-08-11,1463,Radom,209296,101770,48.62491399740081
2021-08-11,1464,Siedlce,77813,33417,42.94526621515685
2021-08-11,1465,Warszawa,1794166,1194701,66.58809719947875
2021-08-11,1601,brzeski,89282,38306,42.90450482740082
2021-08-11,1602,głubczycki,45015,19591,43.52104853937576
2021-08-11,1603,kędzierzyńsko-kozielski,93001,40767,43.83501252674702
2021-08-11,1604,kluczborski,65026,28195,43.359579245224985
2021-08-11,1605,krapkowicki,63196,26042,41.20830432305842
2021-08-11,1606,namysłowski,42543,19152,45.017981806642695
2021-08-11,1607,nyski,134864,63161,46.833105943765574
2021-08-11,1608,oleski,63788,24215,37.96168558349533
